idx,pact,active,novelty,vina,aff_pred_value,aff_prob_binary
394,5.301,0,analog,-10.18,0.3562160134315491,0.7383307814598083
395,6.9208,1,analog,-8.8,-0.39445245265960693,0.9544130563735962
396,6.3372,0,analog,-11.06,-0.5779640078544617,0.9504749178886414
397,5.7447,0,analog,-10.04,-0.2639886438846588,0.9243465662002563
398,6.699,1,analog,-9.039,0.09550029039382935,0.7883882522583008
399,5.9208,0,analog,-8.532,0.1633865088224411,0.5759776830673218
400,7.2441,1,analog,-9.636,-1.5872349739074707,0.8385236263275146
401,6.8861,1,analog,-9.727,-1.224989891052246,0.7970466613769531
402,4.3188,0,novel,-9.223,0.6344329118728638,0.8377775549888611
403,6.5157,1,analog,-9.892,-0.9817768931388855,0.7764321565628052
404,5.7212,0,analog,-8.631,1.8853729963302612,0.20880676805973053
405,5.2518,0,analog,-8.474,1.9905383586883545,0.268511563539505
406,6.3979,0,analog,-9.838,1.2614662647247314,0.40880295634269714
407,6.0458,0,analog,-8.785,1.3036935329437256,0.7595282196998596
408,6.0458,0,analog,-9.075,1.6934504508972168,0.7362340688705444
409,8.4437,1,analog,-8.014,-0.7623871564865112,0.9488590955734253
410,6.7447,1,analog,-7.465,-1.5078123807907104,0.9436156153678894
411,6.6021,1,analog,-8.24,-0.7593410015106201,0.8764330148696899
412,5.0809,0,analog,-8.644,0.21015004813671112,0.9092446565628052
413,5.0,0,analog,-8.86,0.6459600925445557,0.7058828473091125
414,5.4815,0,analog,-8.504,-1.0514411926269531,0.605751633644104
415,6.4685,0,analog,-9.248,-0.7655614614486694,0.3373187780380249
416,5.9586,0,analog,-8.919,-0.10364899039268494,0.5029288530349731
417,7.2218,1,analog,-8.743,-1.6156835556030273,0.774189829826355
418,7.0,1,analog,-9.011,-1.6219162940979004,0.66791832447052
419,5.7696,0,analog,-8.849,-1.1508954763412476,0.7489846348762512
420,6.4437,0,analog,-7.969,-1.429903507232666,0.809006929397583
421,6.4685,0,analog,-9.156,-1.219063401222229,0.37735089659690857
422,5.9208,0,analog,-8.156,-0.9844399690628052,0.5228570699691772
423,5.9586,0,analog,-8.089,-0.7357311248779297,0.6611791849136353
424,5.8239,0,analog,-8.454,-0.8297050595283508,0.5785530805587769
425,6.1675,0,analog,-9.169,-0.8205841779708862,0.6570944786071777
426,6.5086,1,analog,-9.475,-1.058951735496521,0.7296000123023987
427,5.4949,0,analog,-7.439,-0.5629274845123291,0.536678671836853
428,5.6383,0,analog,-8.629,-0.35328981280326843,0.6720291376113892
429,5.9208,0,analog,-9.712,-1.2092688083648682,0.8563860654830933
430,5.052,0,novel,-8.788,-0.17370587587356567,0.8652733564376831
431,6.4815,0,analog,-9.1,-0.9477081298828125,0.4513344466686249
432,5.7447,0,analog,-8.8,-0.47312748432159424,0.5378970503807068
433,7.7696,1,analog,-7.63,0.1695796549320221,0.6883740425109863
434,9.1549,1,analog,-9.622,-1.1131737232208252,0.906562328338623
435,8.5528,1,analog,-10.47,-1.683250904083252,0.9301772117614746
436,8.4815,1,analog,-9.666,-1.1838043928146362,0.9285343289375305
437,8.3279,1,analog,-9.662,-1.4015605449676514,0.9217133522033691
438,7.4698,1,analog,-8.842,-0.6896688938140869,0.8916096687316895
439,6.4572,0,analog,-10.21,-0.5425244569778442,0.8325626254081726
440,9.1871,1,analog,-10.08,-2.334263563156128,0.9793844223022461
441,9.8239,1,analog,-9.789,-2.7607779502868652,0.9912997484207153
442,7.7447,1,analog,-9.569,-1.8840560913085938,0.964461624622345
443,5.585,0,analog,-10.3,-0.5435765981674194,0.9875525236129761
444,8.9586,1,analog,-8.031,1.842876672744751,0.3644389510154724
445,9.5229,1,analog,-7.542,2.3807268142700195,0.5481247901916504
446,8.699,1,analog,-8.571,2.1708824634552,0.5767844319343567
447,9.1805,1,analog,-8.397,-0.8771080374717712,0.9051347374916077
448,8.8861,1,analog,-9.113,-0.4671195149421692,0.9012519121170044
449,7.2596,1,analog,-7.599,0.06162414699792862,0.9198644161224365
450,5.4145,0,analog,-8.902,-0.16217687726020813,0.9093505144119263
451,5.2604,0,analog,-7.984,1.0722339153289795,0.7884279489517212
452,4.585,0,novel,-9.7,0.6547285318374634,0.8134605884552002
453,7.2518,1,analog,-8.687,-0.5531103610992432,0.9628995656967163
454,6.6198,1,analog,-9.957,0.2023029923439026,0.9312529563903809
455,5.9586,0,analog,-9.993,-0.17032557725906372,0.9440871477127075
456,6.8239,1,analog,-8.682,0.03662978112697601,0.9381346702575684
457,6.1739,0,analog,-9.524,0.6678621768951416,0.9103380441665649
458,4.8386,0,analog,-9.564,0.31386542320251465,0.8851171731948853
459,8.4437,1,analog,-9.861,-1.4311985969543457,0.983601987361908
460,5.5317,0,analog,-9.964,-0.35132792592048645,0.8800476789474487
461,5.5638,0,analog,-10.04,-0.6585503816604614,0.9375441074371338
462,4.6162,0,analog,-11.03,0.35356271266937256,0.8271198868751526
463,5.2874,0,analog,-9.343,-0.1335521936416626,0.7881130576133728
464,5.3072,0,analog,-8.977,-0.6295416355133057,0.8933265805244446
465,5.2596,0,analog,-9.906,0.14779095351696014,0.8172973394393921
466,5.5436,0,analog,-9.557,-0.12981262803077698,0.8621554374694824
467,6.7696,1,novel,-7.899,0.787708044052124,0.260069876909256
468,6.2596,0,novel,-8.23,1.091335415840149,0.4389711916446686
469,5.0655,0,novel,-9.145,-0.11585837602615356,0.623525857925415
470,4.8153,0,novel,-8.993,-0.3186365067958832,0.6944012641906738
471,4.1403,0,analog,-8.518,1.3758442401885986,0.45194777846336365
472,7.9586,1,analog,-8.442,0.18217499554157257,0.9393550157546997
473,8.1675,1,analog,-9.526,-0.02294023334980011,0.9624308347702026
474,10.0458,1,analog,-8.826,-2.8783750534057617,0.9965111017227173
475,10.8239,1,analog,-9.617,-1.7993087768554688,0.9711542129516602
476,9.1249,1,analog,-9.473,-0.43503624200820923,0.9112342596054077
477,8.8861,1,analog,-8.425,-0.36918535828590393,0.8852506875991821
478,8.6383,1,analog,-8.876,-0.8891421556472778,0.9704530835151672
479,8.9586,1,analog,-9.241,-0.9676716327667236,0.924043595790863
480,8.7447,1,analog,-9.219,-1.457916021347046,0.9624536633491516
481,8.8239,1,analog,-9.102,-0.665157675743103,0.9136624932289124
482,7.301,1,analog,-9.404,-0.17226070165634155,0.41857820749282837
483,9.0315,1,analog,-9.107,-1.7841503620147705,0.9298763275146484
484,8.1739,1,analog,-8.889,-1.841444492340088,0.986456036567688
485,7.1675,1,analog,-8.004,-0.961993932723999,0.953629732131958
486,7.1308,1,analog,-8.31,-0.2619595527648926,0.7839661836624146
487,5.3372,0,novel,-9.657,0.8250916004180908,0.28368547558784485
488,5.1618,0,novel,-9.243,0.9392136335372925,0.27594131231307983
489,5.4841,0,analog,-9.917,-1.3061532974243164,0.8854982852935791
490,4.6308,0,novel,-7.595,1.1537660360336304,0.3299713134765625
491,6.1249,0,analog,-9.46,-0.05889114737510681,0.8312348127365112
492,6.585,1,analog,-9.461,-0.05652318149805069,0.8677160739898682
493,6.0915,0,analog,-10.01,0.42181795835494995,0.7751717567443848
494,5.5229,0,analog,-10.44,-0.527256965637207,0.8327375054359436
495,5.6946,0,analog,-9.718,-0.5549220442771912,0.9154421091079712
496,5.1858,0,analog,-9.132,-1.2733153104782104,0.8622811436653137
497,8.0888,1,analog,-8.405,-1.1141661405563354,0.8874476552009583
498,5.9208,0,analog,-8.489,0.006304115056991577,0.9319685101509094
499,5.7447,0,analog,-8.526,-0.04885596036911011,0.9590843915939331
500,6.6576,1,analog,-9.448,-0.25662216544151306,0.9830092191696167
501,6.6576,1,analog,-9.553,-0.5328126549720764,0.9561102390289307
502,6.6778,1,analog,-8.651,0.0041189491748809814,0.9649761915206909
503,8.3468,1,analog,-8.084,0.6753793954849243,0.46190693974494934
504,7.4559,1,analog,-8.993,-0.5658382177352905,0.8996602296829224
505,4.9586,0,novel,-9.459,0.286903440952301,0.7283316254615784
506,5.5376,0,novel,-10.37,0.0119856595993042,0.6963001489639282
507,5.6778,0,novel,-8.936,0.39460790157318115,0.3101789057254791
508,5.2441,0,novel,-8.84,0.39461687207221985,0.28268152475357056
509,5.4685,0,novel,-9.754,0.8919856548309326,0.27342215180397034
510,5.5528,0,analog,-8.444,0.5739733576774597,0.47626590728759766
511,5.1079,0,analog,-9.243,0.35918694734573364,0.48102304339408875
512,5.0223,0,analog,-8.204,0.4471452236175537,0.5301235914230347
513,5.699,0,analog,-9.376,-0.037768855690956116,0.9322075843811035
514,5.5229,0,analog,-8.851,0.17520467936992645,0.9115140438079834
515,4.9208,0,analog,-8.485,1.03106689453125,0.9024609327316284
516,4.7545,0,novel,-8.871,0.19811517000198364,0.7153584361076355
517,4.7799,0,novel,-7.594,0.24636149406433105,0.4957602024078369
518,4.4895,0,novel,-7.241,-0.6907750964164734,0.8314258456230164
519,6.3002,0,novel,-10.22,-0.5898362398147583,0.6574912071228027
520,6.1284,0,novel,-10.07,-0.34777238965034485,0.5390819311141968
521,5.9763,0,analog,-9.249,0.2534119486808777,0.3942084014415741
522,5.8911,0,novel,-8.847,0.0028909295797348022,0.4984568953514099
523,5.8897,0,analog,-10.35,-0.8995405435562134,0.7231759428977966
524,5.8063,0,analog,-11.42,-0.17181000113487244,0.442008376121521
525,5.7846,0,analog,-9.501,-0.5007572174072266,0.6332812905311584
526,5.7484,0,novel,-9.469,0.13247686624526978,0.6512835621833801
527,5.451,0,novel,-9.275,0.006301626563072205,0.8930730819702148
528,5.3765,0,novel,-9.222,-0.23995506763458252,0.6353195309638977
529,6.7212,1,novel,-9.612,-0.8949763178825378,0.8974187970161438
530,5.1308,0,novel,-9.445,-1.2804139852523804,0.7537456154823303
531,5.1739,0,analog,-9.677,0.2950006425380707,0.4629111886024475
532,6.7447,1,analog,-8.09,-0.6033197045326233,0.9855172038078308
533,5.7212,0,analog,-8.193,0.0851544439792633,0.9047938585281372
534,6.7282,1,analog,-10.72,-0.3254610300064087,0.9023663997650146
535,4.0851,0,analog,-9.693,0.871461033821106,0.9032005071640015
536,5.1308,0,novel,-9.678,-0.3937031924724579,0.8899028301239014
537,4.7696,0,novel,-10.38,-0.28759804368019104,0.9274317026138306
538,6.5544,1,analog,-9.656,0.05905432999134064,0.6048557758331299
539,5.4559,0,analog,-7.568,1.0789469480514526,0.6802345514297485
540,7.3098,1,analog,-8.989,-0.5681688189506531,0.9323070049285889
541,6.3979,0,analog,-8.055,-0.9243309497833252,0.9558511972427368
542,8.3188,1,analog,-9.026,-1.0253667831420898,0.9451982975006104
543,7.4089,1,analog,-8.31,-0.40791890025138855,0.857495903968811
544,8.6021,1,analog,-8.767,-0.8787187337875366,0.9245213866233826
545,6.983,1,analog,-8.223,-0.31921374797821045,0.6962693929672241
546,7.5229,1,analog,-9.489,0.42123517394065857,0.8466272354125977
547,8.6968,1,analog,-8.129,0.1225503459572792,0.9801082611083984
548,5.5305,0,analog,-7.688,-1.8212844133377075,0.9297945499420166
549,6.699,1,novel,-10.02,0.0687776580452919,0.8808016777038574
550,4.6576,0,analog,-8.473,1.2116978168487549,0.836814284324646
551,4.2007,0,analog,-7.879,0.9647371768951416,0.8464417457580566
552,4.8539,0,analog,-7.671,0.7142469882965088,0.9454213380813599
