idx,pact,active,novelty,vina,aff_pred_value,aff_prob_binary
166,5.7001,0,analog,-8.095,0.9893644452095032,0.5331659913063049
167,5.1701,0,novel,-8.472,0.49461954832077026,0.5299144983291626
168,6.9914,1,analog,-8.781,0.5072728395462036,0.7709295749664307
169,4.7986,0,novel,-8.994,0.5386505126953125,0.5971430540084839
170,7.301,1,analog,-8.442,0.505732536315918,0.6848310232162476
171,6.8633,1,analog,-8.944,0.32346200942993164,0.8159855604171753
172,6.1871,0,novel,-9.254,0.48053058981895447,0.7802070379257202
173,8.1739,1,analog,-9.319,0.5147541761398315,0.8163935542106628
174,5.6778,0,analog,-8.884,0.007245004177093506,0.8145557641983032
175,6.0241,0,analog,-8.79,-0.28864744305610657,0.5726523399353027
176,7.6576,1,analog,-8.629,-1.0978552103042603,0.9484394788742065
177,5.8,0,analog,-8.571,1.7457995414733887,0.2599409520626068
178,4.5129,0,analog,-9.056,0.1821344941854477,0.17816965281963348
179,4.9245,0,novel,-10.23,-0.6120848655700684,0.909031093120575
180,6.0991,0,analog,-8.015,-1.036020278930664,0.7166696786880493
181,5.585,0,analog,-8.882,0.31606534123420715,0.9718706607818604
182,6.4389,0,analog,-8.969,0.11936942487955093,0.7344661951065063
183,6.7235,1,analog,-6.623,1.602536916732788,0.15775099396705627
184,5.8477,0,analog,-10.39,-0.37278419733047485,0.8557002544403076
185,6.2076,0,analog,-9.93,-0.8656675815582275,0.8830653429031372
186,5.7447,0,analog,-9.983,0.8375860452651978,0.94041907787323
187,6.4815,0,analog,-6.587,2.111990451812744,0.16926179826259613
188,5.6091,0,analog,-10.86,0.03214441239833832,0.7693642973899841
189,6.4584,0,analog,-6.91,1.8503239154815674,0.1421230584383011
190,6.7878,1,analog,-9.653,1.0323597192764282,0.8338648080825806
191,8.2757,1,analog,-10.77,-2.0228419303894043,0.9308605194091797
192,6.6198,1,analog,-6.944,2.5642900466918945,0.16119982302188873
193,7.0132,1,analog,-7.038,1.7566795349121094,0.25565582513809204
194,5.3439,0,novel,-9.999,0.2721477150917053,0.6315699815750122
195,6.8125,1,analog,-7.184,1.3959543704986572,0.17344340682029724
196,7.041,1,analog,-6.554,1.6028578281402588,0.3297206461429596
197,6.699,1,analog,-10.56,-0.6309489011764526,0.8443171977996826
198,7.6778,1,analog,-9.186,1.0937426090240479,0.20884177088737488
199,6.752,1,analog,-6.469,1.2306303977966309,0.27022692561149597
200,6.9208,1,analog,-9.83,1.1403942108154297,0.9121353626251221
201,6.4498,0,analog,-6.543,1.4722180366516113,0.19562721252441406
