chembl_id,smiles,target_gene,population_target,source,activity_nM,mw,qed,sa_score,admet_score,best_similarity,generation_method,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synth,score_overall,rank,ppb_percent,fu,clearance_mL_min_kg,clearance_class,vd_L_kg,half_life_h,half_life_class,bioavailability_percent,bioavailability_class,est_dose_mg,dosing_frequency,pk_score
,Nc1nccc(-c2[nH]c(-c3ccncc3)nc2-c2ccc(Cl)c(O)c2)n1,BRAF,escape_route,scout2,6.53,364.8,0.512,3.2,70.0,0.539,bioisostere,72.1,99.3,70.0,50.5,100,75.6,76.8,316,70.2,0.2984,100.0,high,1.2,0.5,short,10.0,low,4.0,TID (three times daily),40
,CCOc1c(OC)c(OC)cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)OC)cc34)[nH]c12,MAP2K1,sensitive,scout2,2.43,493.5,0.503,4.5,70.0,0.634,r_group,86.3,99.8,70.0,25.9,100,61.1,76.8,317,74.4,0.2561,58.8,high,0.54,0.5,short,10.0,low,3.0,TID (three times daily),40
CHEMBL383541,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout1,14.0,0.0,0.514,2.95,100.0,,database,61.2,98.6,100.0,42.8,70,78.3,76.8,318,86.4,0.1358,100.0,high,4.6,0.5,short,10.0,low,4.0,TID (three times daily),40
CHEMBL1879463,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,ATM,resistant,scout1,7.0,0.0,0.324,2.71,86.5,,database,71.1,79.4,86.5,71.1,70,81.0,76.7,319,97.1,0.0291,100.0,high,12.37,1.4,short,9.0,low,5.0,TID (three times daily),40
CHEMBL3702128,O=C1CNCCN1Cc1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1,CDK6,sensitive,scout1,2.7,0.0,0.49,2.92,99.8,,database,84.8,79.8,99.8,25.4,70,78.7,76.6,320,71.2,0.2882,56.2,high,2.28,0.5,short,10.0,low,3.0,TID (three times daily),40
,CNC(=O)c1cc2c([nH]1)C(=O)C=C1C2C(C)CN1C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,MAP2K1,sensitive,scout2,2.61,478.5,0.518,4.4,70.0,0.561,bioisostere,85.3,99.7,70.0,25.6,100,62.2,76.5,321,58.4,0.4157,35.1,high,0.24,0.5,short,10.0,low,2.0,TID (three times daily),40
,CCOC(=O)c1cc2c([nH]1)C(=O)C=C1C2C(C)CN1C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,MAP2K1,sensitive,scout2,2.54,493.5,0.503,4.5,70.0,0.542,r_group,85.6,99.7,70.0,25.7,100,61.1,76.5,322,74.4,0.2561,58.8,high,0.54,0.5,short,10.0,low,3.0,TID (three times daily),40
,CCOc1c(OC)cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)OC)cc34)[nH]c2c1OC,MAP2K1,sensitive,scout2,2.55,493.5,0.503,4.5,70.0,0.555,r_group,85.6,99.7,70.0,25.7,100,61.1,76.5,323,74.4,0.2561,58.8,high,0.54,0.5,short,10.0,low,3.0,TID (three times daily),40
CHEMBL373013,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCNCCO,AURKA,resistant,scout1,5.0,0.0,0.193,2.69,73.9,,database,75.9,79.6,73.9,75.9,70,81.2,76.4,324,71.2,0.2884,84.9,high,1.58,0.5,short,6.5,low,7.0,TID (three times daily),40
CHEMBL108623,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2cc(C(F)(F)F)ccn2)CC1,PARP1,resistant,scout1,20.0,0.0,0.566,2.97,96.3,,database,56.1,98.0,96.3,56.1,70,78.1,76.4,325,21.8,0.782,3.8,low,0.1,0.5,short,64.8,high,0.0,TID (three times daily),85
CHEMBL1202518,COc1ccc(O)c(C(=O)c2ccc(C(=O)N[C@@H]3CCCNCC3NC(=O)c3ccncc3)cc2)c1F.Cl.Cl,AKT1,escape_route,scout1,4.0,0.0,0.316,3.47,86.3,,database,79.1,79.7,86.3,55.4,70,72.6,76.4,326,70.0,0.3003,53.6,high,0.66,0.5,short,8.0,low,4.0,TID (three times daily),40
CHEMBL561103,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,MTOR,escape_route,scout1,4.6,0.0,0.4,2.7,88.0,,database,77.1,79.6,88.0,54.0,70,81.1,76.3,327,80.1,0.1992,80.9,high,0.78,0.5,short,8.0,low,5.0,TID (three times daily),40
,C.COc1cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(N)=O)cc34)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,2.68,480.5,0.512,4.4,70.0,0.538,bioisostere,84.9,99.7,70.0,25.5,100,62.2,76.3,328,60.7,0.3929,45.5,high,0.24,0.5,short,10.0,low,2.0,TID (three times daily),40
,COc1cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)SC)cc34)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,2.72,495.6,0.55,4.4,70.0,0.522,bioisostere,84.7,99.7,70.0,25.4,100,62.2,76.3,329,81.3,0.1869,77.3,high,0.9,0.5,short,10.0,low,4.0,TID (three times daily),40
CHEMBL541643,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CB,escape_route,scout1,16.0,0.0,0.769,2.44,100.0,,database,59.3,98.4,100.0,41.5,70,84.0,76.3,330,81.5,0.1854,55.8,high,1.75,0.5,short,10.0,low,2.0,TID (three times daily),40
,CCC1CN(C(=O)c2cc3cc(OC)c(OC)c(OC)c3[nH]2)C2=CC(=O)c3[nH]c(C(=O)OC)cc3C21,MAP2K1,sensitive,scout2,2.65,493.5,0.503,4.5,70.0,0.516,r_group,85.0,99.7,70.0,25.5,100,61.1,76.3,331,74.4,0.2561,58.8,high,0.54,0.5,short,10.0,low,3.0,TID (three times daily),40
CHEMBL115952,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)NC(CC(=O)O)C(=O)COc1cc2ccccc2cc1C(N)=O,CD274,immune,scout1,1.7,0.0,0.169,3.54,63.4,,database,91.4,99.8,63.4,27.4,70,71.8,76.3,332,27.6,0.7242,24.6,high,0.1,0.5,short,5.0,low,3.0,TID (three times daily),40
CHEMBL541643,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CB,escape_route,scout1,16.0,0.0,0.769,2.44,100.0,,database,59.3,98.4,100.0,41.5,70,84.0,76.3,333,81.5,0.1854,55.8,high,1.75,0.5,short,10.0,low,2.0,TID (three times daily),40
CHEMBL418198,CCC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,sensitive,scout1,7.0,0.0,0.814,3.94,100.0,,database,71.1,99.3,100.0,21.3,70,67.3,76.2,334,92.8,0.0721,63.7,high,14.26,2.6,short,10.0,low,2.0,TID (three times daily),40
CHEMBL2113261,CC[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@H]1C,AR,sensitive,scout1,7.0,0.0,0.814,3.94,100.0,,database,71.1,99.3,100.0,21.3,70,67.3,76.2,335,92.8,0.0721,63.7,high,14.26,2.6,short,10.0,low,2.0,TID (three times daily),40
CHEMBL1085160,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(CO)c4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,scout1,14.0,0.0,0.543,2.7,95.9,,database,61.2,98.6,95.9,42.8,70,81.1,76.2,336,48.3,0.5169,12.5,moderate,0.16,0.5,short,30.0,moderate,0.0,TID (three times daily),65
CHEMBL202635,COc1cc(CN2CCCCC2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,12.0,0.0,0.794,2.48,100.0,,database,63.4,79.0,100.0,63.4,70,83.6,76.0,337,76.2,0.2375,39.6,high,0.84,0.5,short,10.0,low,2.0,TID (three times daily),40
,COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)SC)c35)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,2.9,507.6,0.54,4.5,70.0,0.486,bioisostere,83.7,99.7,70.0,25.1,100,61.1,75.9,338,79.8,0.2024,66.3,high,0.78,0.5,short,8.0,low,4.0,TID (three times daily),40
,COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(=O)SC)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,2.87,521.6,0.544,4.6,70.0,0.478,bioisostere,83.9,99.7,70.0,25.2,100,60.0,75.9,339,82.8,0.1721,63.8,high,1.02,0.5,short,8.0,low,4.0,TID (three times daily),40
CHEMBL4243509,COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout1,9.0,0.0,0.81,2.17,100.0,,database,67.5,99.1,100.0,20.3,70,87.0,75.9,340,75.8,0.2423,25.6,high,1.04,0.5,short,10.0,low,1.0,TID (three times daily),40
CHEMBL432211,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccc2ccccc2c1,PARP1,resistant,scout1,25.0,0.0,0.612,2.42,100.0,,database,52.9,97.5,100.0,52.9,70,84.2,75.9,341,46.5,0.5345,19.7,moderate,0.19,0.5,short,10.0,low,1.0,TID (three times daily),50
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,342,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
CHEMBL5220632,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCC(=O)N2CCOCC2)n1,EZH2,resistant,scout1,24.2,0.0,0.52,2.98,100.0,,database,53.3,97.6,100.0,53.3,70,78.0,75.8,343,63.9,0.3609,33.3,high,0.69,0.5,short,10.0,low,2.0,TID (three times daily),40
,CNc1c(OC)c(OC)cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(=O)OC)c(C)n3C)[nH]c12,MAP2K1,sensitive,scout2,2.92,504.5,0.513,4.6,70.0,0.513,bioisostere,83.6,99.7,70.0,25.1,100,60.0,75.8,344,69.2,0.3081,39.8,high,0.82,0.5,short,8.0,low,3.0,TID (three times daily),40
,CNC.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)cc35)[nH]c2c(OC)c1OC.O,MAP2K1,sensitive,scout2,2.92,496.6,0.506,4.5,70.0,0.497,bioisostere,83.6,99.7,70.0,25.1,100,61.1,75.8,345,44.0,0.5601,22.0,high,0.21,0.5,short,7.0,low,2.0,TID (three times daily),40
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,346,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,347,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
,CNC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC)c(OC)c4[nH]1)C3=CC2=O,MAP2K1,sensitive,scout2,2.92,490.5,0.505,4.5,70.0,0.527,bioisostere,83.6,99.7,70.0,25.1,100,61.1,75.8,348,56.0,0.4399,30.1,high,0.21,0.5,short,10.0,low,1.0,TID (three times daily),40
CHEMBL1084715,CCNc1nc(C)c(-c2ccnc(Nc3ccc(CNC(C)=O)cc3)n2)s1,CDK4,sensitive,scout1,9.0,0.0,0.577,2.39,100.0,,database,67.5,99.1,100.0,20.3,70,84.6,75.8,349,79.6,0.2037,71.7,high,4.67,0.8,short,10.0,low,3.0,TID (three times daily),40
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,350,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
CHEMBL433356,COc1ccc(C(=O)CNC(=O)CCn2c3c(c(=O)[nH]c2=O)CSCC3)cc1,PARP1,resistant,scout1,25.0,0.0,0.66,2.62,100.0,,database,52.9,97.5,100.0,52.9,70,82.0,75.8,351,22.0,0.7804,5.3,moderate,0.1,0.5,short,73.6,high,0.0,TID (three times daily),85
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,352,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,353,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,354,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,AR,sensitive,scout1,9.0,0.0,0.515,2.57,100.0,,database,67.5,99.1,100.0,20.3,70,82.6,75.7,355,55.1,0.4489,13.1,moderate,0.36,0.5,short,34.4,moderate,0.0,TID (three times daily),65
,C.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(N)=O)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,2.97,506.6,0.547,4.6,70.0,0.527,bioisostere,83.4,99.7,70.0,25.0,100,60.0,75.7,356,63.1,0.3692,37.5,high,0.27,0.5,short,8.0,low,2.0,TID (three times daily),40
,CCOc1cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)OC)cc34)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,3.07,493.5,0.503,4.5,70.0,0.507,r_group,82.9,99.7,70.0,24.9,100,61.1,75.6,357,74.4,0.2561,58.8,high,0.54,0.5,short,10.0,low,3.0,TID (three times daily),40
CHEMBL366456,CCCCNCC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,0.76,0.0,0.232,3.37,69.6,,database,100.0,79.9,69.6,30.0,70,73.7,75.6,358,59.1,0.4088,40.8,high,0.38,0.5,short,5.0,low,4.0,TID (three times daily),40
,COc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC3CC3)c24)nn1,MAP2K1,sensitive,scout2,3.2,446.5,0.554,4.1,70.0,0.545,r_group,82.3,99.7,70.0,24.7,100,65.6,75.6,359,51.1,0.4892,15.9,moderate,0.19,0.5,short,20.7,moderate,0.0,TID (three times daily),65
,CNC(=O)c1c2c(n(C)c1C)C(=O)C=C1N(C(=O)c3cc4cc(OC)c(OC)c(OC)c4[nH]3)C[C@H]3C[C@]123,MAP2K1,sensitive,scout2,3.01,504.5,0.552,4.6,70.0,0.504,bioisostere,83.2,99.7,70.0,25.0,100,60.0,75.6,360,60.9,0.3915,29.0,high,0.27,0.5,short,8.0,low,2.0,TID (three times daily),40
,C.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(S(N)(=O)=O)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,2.96,542.6,0.504,4.8,70.0,0.482,bioisostere,83.4,99.7,70.0,25.0,100,57.8,75.6,361,49.8,0.5024,26.8,high,0.24,0.5,short,5.0,low,3.0,TID (three times daily),40
CHEMBL101995,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)cc1)C3=CC2=O,MAP2K1,sensitive,scout1,2.9,0.0,0.609,4.12,100.0,,database,83.7,79.8,100.0,25.1,70,65.3,75.6,362,71.4,0.2858,29.5,high,0.66,0.5,short,10.0,low,1.0,TID (three times daily),40
CHEMBL108840,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cccnn2)cc1,PARP1,resistant,scout1,25.0,0.0,0.516,2.85,100.0,,database,52.9,97.5,100.0,52.9,70,79.4,75.6,363,25.7,0.743,12.1,moderate,0.1,0.5,short,39.4,moderate,0.0,TID (three times daily),65
CHEMBL108137,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cncnc2)cc1,PARP1,resistant,scout1,25.0,0.0,0.516,2.84,100.0,,database,52.9,97.5,100.0,52.9,70,79.6,75.6,364,25.7,0.743,12.1,moderate,0.1,0.5,short,39.4,moderate,0.0,TID (three times daily),65
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,365,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,366,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,367,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
,CNC.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5cc(C)n3C)[nH]c2c(OC)c1OC.O,MAP2K1,sensitive,scout2,3.11,510.6,0.554,4.6,70.0,0.496,bioisostere,82.7,99.7,70.0,24.8,100,60.0,75.5,368,48.9,0.5106,21.3,high,0.28,0.5,short,8.0,low,1.0,TID (three times daily),40
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,369,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,370,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,371,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,372,91.5,0.0851,100.0,high,7.03,0.8,short,10.0,low,5.0,TID (three times daily),40
,CNC.COc1cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]ccc34)[nH]c2c(OC)c1OC.O,MAP2K1,sensitive,scout2,3.16,484.6,0.52,4.4,70.0,0.516,bioisostere,82.5,99.7,70.0,24.8,100,62.2,75.5,373,46.4,0.5356,25.6,high,0.25,0.5,short,7.0,low,2.0,TID (three times daily),40
,CNc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(=O)OC)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,3.14,504.5,0.513,4.6,70.0,0.503,bioisostere,82.6,99.7,70.0,24.8,100,60.0,75.4,374,69.2,0.3081,39.8,high,0.82,0.5,short,8.0,low,3.0,TID (three times daily),40
,CNC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1cnc(OC)nc1)C3=CC2=O,MAP2K1,sensitive,scout2,3.39,419.4,0.723,3.9,70.0,0.699,bioisostere,81.5,99.7,70.0,24.5,100,67.8,75.4,375,30.6,0.6943,9.1,moderate,0.1,0.5,short,54.6,high,0.0,TID (three times daily),85
CHEMBL366534,CCCCCCNCC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,0.85,0.0,0.194,3.41,68.9,,database,100.0,79.9,68.9,30.0,70,73.2,75.4,376,74.1,0.2594,64.8,high,0.79,0.5,short,5.0,low,7.0,TID (three times daily),40
,CNC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.41,419.4,0.723,3.9,70.0,0.521,bioisostere,81.4,99.7,70.0,24.4,100,67.8,75.4,377,30.6,0.6943,9.1,moderate,0.1,0.5,short,54.6,high,0.0,TID (three times daily),85
,CCCCCCC[Se](=O)CC(=O)C(F)(F)F,FOLH1,other,scout2,4.27,305.2,0.508,2.0,70.0,0.662,r_group,78.2,99.6,70.0,23.5,100,88.9,75.3,378,87.1,0.1294,6.8,moderate,3.65,6.2,moderate,66.0,high,0.0,BID (twice daily),100
,CNc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC)c24)nn1,MAP2K1,sensitive,scout2,3.44,419.4,0.573,3.9,70.0,0.511,bioisostere,81.3,99.7,70.0,24.4,100,67.8,75.3,379,38.9,0.6112,12.5,moderate,0.23,0.5,short,37.6,moderate,0.0,TID (three times daily),65
,COC(=O)c1c(OC)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.43,436.4,0.553,4.0,70.0,0.51,r_group,81.3,99.7,70.0,24.4,100,66.7,75.3,380,31.4,0.6859,9.9,moderate,0.1,0.5,short,50.5,high,0.0,TID (three times daily),85
,CNc1ncc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC)c24)cn1,MAP2K1,sensitive,scout2,3.45,419.4,0.573,3.9,70.0,0.662,bioisostere,81.3,99.7,70.0,24.4,100,67.8,75.3,381,38.9,0.6112,12.5,moderate,0.23,0.5,short,37.6,moderate,0.0,TID (three times daily),65
,COc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC(C)C)c24)nn1,MAP2K1,sensitive,scout2,3.43,448.5,0.552,4.1,70.0,0.528,r_group,81.3,99.7,70.0,24.4,100,65.6,75.3,382,56.1,0.4393,18.8,moderate,0.24,0.5,short,10.0,low,1.0,TID (three times daily),50
CHEMBL3698724,O=S1(=O)CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,CDK6,sensitive,scout1,9.2,0.0,0.486,3.01,100.0,,database,67.2,99.1,100.0,20.2,70,77.7,75.3,383,60.8,0.3923,42.8,high,0.57,0.5,short,10.0,low,2.0,TID (three times daily),40
CHEMBL115090,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CNCCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,0.37,0.0,0.166,3.38,68.3,,database,100.0,80.0,68.3,30.0,70,73.6,75.3,384,69.4,0.306,94.6,high,0.58,0.5,short,5.0,low,11.0,TID (three times daily),40
CHEMBL312979,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccco2)nn1CC1CCCCC1,CHEK2,resistant,scout1,9.8,0.0,0.55,2.84,91.0,,database,66.3,79.2,91.0,66.3,70,79.6,75.3,385,94.8,0.0521,100.0,high,6.17,0.7,short,9.0,low,5.0,TID (three times daily),40
,COc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)SC)c24)nn1,MAP2K1,sensitive,scout2,3.53,436.5,0.734,3.9,70.0,0.518,bioisostere,80.9,99.6,70.0,24.3,100,67.8,75.2,386,57.7,0.4234,20.0,moderate,0.29,0.5,short,10.0,low,1.0,TID (three times daily),50
,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC(F)(F)F)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.46,474.4,0.535,4.2,70.0,0.478,r_group,81.2,99.7,70.0,24.4,100,64.4,75.2,387,59.5,0.4049,22.5,high,0.27,0.5,short,10.0,low,1.0,TID (three times daily),40
CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,AR,sensitive,scout1,8.5,0.0,0.701,3.95,100.0,,database,68.3,99.2,100.0,20.5,70,67.2,75.2,388,94.8,0.0524,18.6,moderate,11.17,6.9,moderate,10.0,low,1.0,BID (twice daily),65
,COC(=O)c1c(C(F)(F)F)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.46,474.4,0.535,4.2,70.0,0.499,r_group,81.2,99.7,70.0,24.4,100,64.4,75.2,389,56.0,0.44,19.9,moderate,0.23,0.5,short,10.0,low,1.0,TID (three times daily),50
