chembl_id,smiles,target_gene,population_target,source,activity_nM,mw,qed,sa_score,admet_score,best_similarity,generation_method,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synth,score_overall,rank,ppb_percent,fu,clearance_mL_min_kg,clearance_class,vd_L_kg,half_life_h,half_life_class,bioavailability_percent,bioavailability_class,est_dose_mg,dosing_frequency,pk_score
,Cl.Oc1ccoc1.c1cnc2oc3c(N4CCOCC4)ncnc3c2c1,PIK3CA,escape_route,scout2,18.63,376.8,0.541,3.2,70.0,0.443,bioisostere,57.1,98.1,70.0,40.0,100,75.6,70.4,674,66.8,0.3317,65.5,high,0.54,0.5,short,10.0,low,2.0,TID (three times daily),40
CHEMBL426476,CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,escape_route,scout1,40.0,0.0,0.53,2.57,100.0,,database,46.1,96.0,100.0,32.3,70,82.6,70.3,675,71.7,0.2827,50.6,high,0.68,0.5,short,10.0,low,2.0,TID (three times daily),40
CHEMBL258721,CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12,CDK4,sensitive,scout1,9.0,0.0,0.412,2.69,98.2,,database,67.5,79.3,98.2,20.3,70,81.2,70.3,676,89.6,0.1041,100.0,high,2.34,0.5,short,10.0,low,5.0,TID (three times daily),40
CHEMBL172196,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCSCC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,11.25,0.0,0.323,3.5,81.5,,database,64.3,98.9,81.5,19.3,70,72.2,70.3,677,57.2,0.4285,32.3,high,0.17,0.5,short,6.5,low,3.0,TID (three times daily),40
CHEMBL282204,CC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@H]1C,AR,sensitive,scout1,22.0,0.0,0.768,3.88,100.0,,database,54.7,97.8,100.0,16.4,70,68.0,70.2,678,90.2,0.0984,52.2,high,9.96,2.2,short,10.0,low,2.0,TID (three times daily),40
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,scout1,33.0,0.0,0.433,2.87,93.7,,database,48.9,96.7,93.7,34.2,70,79.2,70.2,679,53.3,0.4669,24.9,high,0.19,0.5,short,8.0,low,2.0,TID (three times daily),40
,Cl.Oc1ccncc1.c1cnc2oc3c(N4CCOCC4)ncnc3c2c1,PIK3CA,escape_route,scout2,19.01,387.8,0.532,3.4,70.0,0.465,bioisostere,56.8,98.1,70.0,39.8,100,73.3,70.2,680,63.8,0.3617,58.5,high,0.45,0.5,short,10.0,low,2.0,TID (three times daily),40
CHEMBL332838,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)CNC(C)=O,MAP2K1,sensitive,scout1,26.0,0.0,0.329,2.48,100.0,,database,52.3,97.4,100.0,15.7,70,83.6,70.1,681,51.1,0.4891,21.8,high,0.37,0.5,short,10.0,low,1.0,TID (three times daily),40
,Cl.Sc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout2,19.33,400.9,0.513,3.4,70.0,0.6,bioisostere,56.6,98.1,70.0,39.6,100,73.3,70.1,682,88.3,0.1165,100.0,high,2.83,0.5,short,10.0,low,4.0,TID (three times daily),40
CHEMBL118433,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1N,MAP2K1,sensitive,scout1,27.0,0.0,0.376,2.44,100.0,,database,51.8,97.3,100.0,15.5,70,84.0,69.9,683,67.6,0.3243,37.2,high,2.48,0.8,short,10.0,low,1.0,TID (three times daily),40
CHEMBL212049,Cc1cnc(OC2CCCCC2)nc1-c1cnc(Nc2ccccn2)s1,CDK4,sensitive,scout1,26.0,0.0,0.701,2.73,100.0,,database,52.3,97.4,100.0,15.7,70,80.8,69.9,684,92.1,0.0795,100.0,high,9.45,1.1,short,10.0,low,4.0,TID (three times daily),40
CHEMBL282813,CC(C)CC1CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,scout1,25.0,0.0,0.825,3.49,100.0,,database,52.9,97.5,100.0,15.9,70,72.3,69.7,685,94.8,0.0524,78.5,high,20.43,3.0,moderate,10.0,low,3.0,TID (three times daily),55
,Cl.NS(=O)(=O)c1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout2,19.88,447.9,0.507,3.8,70.0,0.588,r_group,56.2,98.0,70.0,39.3,100,68.9,69.7,686,47.6,0.5239,43.1,high,0.31,0.5,short,10.0,low,2.0,TID (three times daily),40
,Cl.NC(=O)c1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout2,20.24,411.8,0.552,3.6,70.0,0.656,r_group,55.9,98.0,70.0,39.1,100,71.1,69.7,687,61.0,0.3895,60.1,high,0.35,0.5,short,10.0,low,2.0,TID (three times daily),40
,CCc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1.Cl,PIK3CA,escape_route,scout2,20.36,396.9,0.515,3.5,70.0,0.604,r_group,55.8,98.0,70.0,39.1,100,72.2,69.7,688,90.3,0.0965,100.0,high,3.64,0.5,short,10.0,low,4.0,TID (three times daily),40
CHEMBL1083192,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,scout1,38.0,0.0,0.544,2.86,95.9,,database,46.9,96.2,95.9,32.8,70,79.3,69.7,689,20.0,0.8,5.5,moderate,0.1,0.5,short,72.3,high,0.0,TID (three times daily),85
CHEMBL369634,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CNCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,3.05,0.0,0.193,3.34,68.9,,database,83.0,79.8,68.9,24.9,70,74.0,69.6,690,68.1,0.3193,95.9,high,0.55,0.5,short,5.0,low,11.0,TID (three times daily),40
CHEMBL586702,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,PIK3CB,escape_route,scout1,44.0,0.0,0.636,2.64,100.0,,database,44.8,95.6,100.0,31.3,70,81.8,69.6,691,51.8,0.4824,13.1,moderate,0.26,0.5,short,34.5,moderate,0.0,TID (three times daily),65
,Cl.O=C(O)c1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout2,20.78,412.8,0.546,3.6,70.0,0.632,r_group,55.5,97.9,70.0,38.9,100,71.1,69.5,692,73.5,0.2655,90.9,high,0.7,0.5,short,10.0,low,4.0,TID (three times daily),40
CHEMBL203384,N[C@H](CNc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout1,19.0,0.0,0.388,3.12,97.8,,database,56.8,78.5,97.8,39.8,70,76.4,69.5,693,91.9,0.0813,100.0,high,16.19,1.9,short,10.0,low,4.0,TID (three times daily),40
CHEMBL200863,CC(C)(CNC(=O)Nc1ccc(Cl)cc1)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,escape_route,scout1,13.0,0.0,0.253,2.66,85.1,,database,62.2,79.0,85.1,43.6,70,81.6,69.5,694,96.9,0.0308,100.0,high,9.35,1.1,short,9.0,low,6.0,TID (three times daily),40
CHEMBL402272,Nc1nccc(-c2cc3c([nH]2)CCNC3=O)n1,CDK4,sensitive,scout1,29.0,0.0,0.656,2.81,100.0,,database,50.7,97.1,100.0,15.2,70,79.9,69.3,695,20.0,0.8,5.7,moderate,0.1,0.5,short,71.5,high,0.0,TID (three times daily),85
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,escape_route,scout1,40.0,0.0,0.676,4.66,100.0,,database,46.1,96.0,100.0,32.3,70,59.3,69.2,696,56.2,0.438,9.1,moderate,0.27,0.5,short,54.5,high,0.0,TID (three times daily),85
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,escape_route,scout1,40.0,0.0,0.676,4.66,100.0,,database,46.1,96.0,100.0,32.3,70,59.3,69.2,697,56.2,0.438,9.1,moderate,0.27,0.5,short,54.5,high,0.0,TID (three times daily),85
CHEMBL243298,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(F)c2)n1,CDK4,sensitive,scout1,31.62,0.0,0.662,2.04,100.0,,database,49.5,96.8,100.0,14.9,70,88.4,69.2,698,79.9,0.2006,100.0,high,5.61,0.6,short,10.0,low,3.0,TID (three times daily),40
CHEMBL111606,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Cl)cc1,PARP1,resistant,scout1,60.0,0.0,0.704,2.64,100.0,,database,40.3,94.0,100.0,40.3,70,81.8,69.2,699,35.3,0.6468,8.8,moderate,0.11,0.5,short,56.1,high,0.0,TID (three times daily),85
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,escape_route,scout1,40.0,0.0,0.676,4.66,100.0,,database,46.1,96.0,100.0,32.3,70,59.3,69.2,700,56.2,0.438,9.1,moderate,0.27,0.5,short,54.5,high,0.0,TID (three times daily),85
CHEMBL320579,O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCCC(=O)N1CCN(c2ncccn2)CC1,PARP1,resistant,scout1,60.0,0.0,0.56,2.84,100.0,,database,40.3,94.0,100.0,40.3,70,79.6,69.1,701,20.0,0.8,1.2,low,0.1,0.9,short,79.8,high,0.0,TID (three times daily),85
CHEMBL524266,Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,CDK4,sensitive,scout1,28.0,0.0,0.785,3.72,100.0,,database,51.2,97.2,100.0,15.4,70,69.8,69.0,702,28.8,0.7125,8.4,moderate,0.21,0.5,short,57.8,high,0.0,TID (three times daily),85
CHEMBL205950,CN(C)CCOc1cc(OCC2(C)COC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,resistant,scout1,32.0,0.0,0.585,2.97,100.0,,database,49.3,77.4,100.0,49.3,70,78.1,69.0,703,62.2,0.3779,22.8,high,0.3,0.5,short,10.0,low,1.0,TID (three times daily),40
CHEMBL220897,O=C(NC(CO)c1cc(Cl)cc(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,7.0,0.0,0.297,3.17,85.9,,database,71.1,79.4,85.9,21.3,70,75.9,68.9,704,95.0,0.0502,100.0,high,5.76,0.7,short,9.0,low,5.0,TID (three times daily),40
CHEMBL369589,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCC(C(N)=O)CC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,11.6,0.0,0.247,3.47,74.9,,database,63.9,98.8,74.9,19.2,70,72.6,68.9,705,27.1,0.729,17.6,moderate,0.1,0.5,short,5.0,low,2.0,TID (three times daily),50
CHEMBL490428,Cc1ccc(Nc2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)nn1,PIK3CB,escape_route,scout1,23.0,0.0,0.666,3.05,100.0,,database,54.1,78.2,100.0,37.8,70,77.2,68.8,706,79.0,0.21,57.2,high,2.04,0.5,short,10.0,low,2.0,TID (three times daily),40
CHEMBL153015,CCCCCCCC(F)(F)C(=O)C(F)(F)F,FOLH1,other,scout1,32.36,0.0,0.488,2.63,100.0,,database,49.2,96.8,100.0,14.8,70,81.9,68.7,707,92.6,0.074,10.3,moderate,9.43,10.5,moderate,48.4,moderate,0.0,BID (twice daily),80
CHEMBL534951,Cl.O=C(O)COc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout1,24.0,0.0,0.498,2.68,100.0,,database,53.5,78.1,100.0,37.4,70,81.3,68.7,708,67.9,0.3205,72.0,high,0.45,0.5,short,10.0,low,3.0,TID (three times daily),40
CHEMBL5221008,Cn1cc(Cc2ccccc2Cl)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,scout1,64.0,0.0,0.746,2.63,100.0,,database,39.4,93.6,100.0,39.4,70,81.9,68.7,709,78.7,0.2125,70.9,high,2.8,0.5,short,10.0,low,2.0,TID (three times daily),40
CHEMBL394503,CNC(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,escape_route,scout1,24.0,0.0,0.447,2.55,98.9,,database,53.5,78.1,98.9,37.4,70,82.8,68.6,710,80.6,0.1944,100.0,high,1.87,0.5,short,10.0,low,5.0,TID (three times daily),40
CHEMBL3216006,Cl.Cl.c1cc(OCCN2CCOCC2)cc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout1,16.0,0.0,0.366,2.85,87.3,,database,59.3,78.7,87.3,41.5,70,79.4,68.6,711,86.3,0.1368,84.9,high,1.49,0.5,short,8.0,low,6.0,TID (three times daily),40
CHEMBL3698726,c1cc2c3cnc(Nc4ccc(NC5CCNCC5)nn4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,scout1,12.4,0.0,0.44,2.95,98.8,,database,62.9,79.0,98.8,18.9,70,78.3,68.6,712,78.8,0.2124,77.6,high,7.28,1.1,short,10.0,low,3.0,TID (three times daily),40
CHEMBL108316,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncncn2)CC1,PARP1,resistant,scout1,50.0,0.0,0.518,3.0,90.4,,database,42.9,95.0,90.4,42.9,70,77.8,68.5,713,20.0,0.8,1.0,low,0.1,1.2,short,52.2,high,0.0,TID (three times daily),85
CHEMBL225519,O=C1NCCc2[nH]c(-c3ccncc3)cc21,CDK4,sensitive,scout1,34.0,0.0,0.751,2.54,100.0,,database,48.5,96.6,100.0,14.5,70,82.9,68.5,714,41.3,0.5867,11.9,moderate,0.29,0.5,short,40.5,moderate,0.0,TID (three times daily),65
CHEMBL379914,N[C@H](COc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout1,23.0,0.0,0.436,3.07,98.7,,database,54.1,78.2,98.7,37.8,70,77.0,68.5,715,92.0,0.08,100.0,high,8.39,1.0,short,10.0,low,4.0,TID (three times daily),40
CHEMBL1995813,NC1CCCCC1Nc1nccc(-c2c[nH]c3ncccc23)n1,CDK4,sensitive,scout1,31.62,0.0,0.692,3.25,100.0,,database,49.5,96.8,100.0,14.9,70,75.0,68.5,716,59.6,0.4036,30.1,high,1.8,0.7,short,10.0,low,1.0,TID (three times daily),40
CHEMBL363857,CN1CCN(c2ccc(C(=O)Nc3[nH]nc4c3CN(C(=O)Cc3ccsc3)C4)cc2)CC1,AURKA,resistant,scout1,65.0,0.0,0.624,2.82,100.0,,database,39.2,93.5,100.0,39.2,70,79.8,68.5,717,66.4,0.3361,27.5,high,0.48,0.5,short,10.0,low,1.0,TID (three times daily),40
CHEMBL5220075,COc1ccccc1Cc1cn(C)nc1-c1cc(Cl)nc(N)n1,EZH2,resistant,scout1,67.0,0.0,0.744,2.59,100.0,,database,38.7,93.3,100.0,38.7,70,82.3,68.4,718,65.6,0.3438,41.1,high,1.25,0.5,short,10.0,low,1.0,TID (three times daily),40
CHEMBL200431,N/C(=N\O)c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout1,53.0,0.0,0.224,2.27,99.5,,database,42.1,94.7,99.5,29.5,70,85.9,68.4,719,79.1,0.2094,100.0,high,2.28,0.5,short,10.0,low,4.0,TID (three times daily),40
CHEMBL363160,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,AURKA,resistant,scout1,27.0,0.0,0.473,2.67,89.5,,database,51.8,77.8,89.5,51.8,70,81.4,68.2,720,86.1,0.139,72.7,high,1.47,0.5,short,8.0,low,5.0,TID (three times daily),40
CHEMBL367714,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)CCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,4.8,0.0,0.201,3.44,74.0,,database,76.5,79.6,74.0,23.0,70,72.9,68.2,721,77.8,0.2222,100.0,high,0.48,0.5,short,6.5,low,9.0,TID (three times daily),40
CHEMBL411950,COC[C@H]1OC(=O)/C(=C/N2CCOCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,scout1,37.0,0.0,0.418,4.91,93.4,,database,47.2,96.3,93.4,33.1,70,56.6,68.2,722,33.7,0.6625,2.8,low,0.1,0.5,short,68.9,high,0.0,TID (three times daily),85
CHEMBL360089,C/C1=C\[C@@H](O)C(=O)/C=C/C=C\c2csc(n2)[C@@H](C)NC(=O)C[C@@]2(CC1)[S+]([O-])SC(=O)[C@]2(C)O,MAP2K1,sensitive,scout1,11.0,0.0,0.275,7.08,80.1,,database,64.6,98.9,80.1,19.4,70,32.4,68.2,723,45.7,0.5429,10.0,moderate,0.11,0.5,short,40.1,moderate,0.0,TID (three times daily),75
CHEMBL205543,CN1CCN(c2cc(OC3CCOC3)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)CC1,CHEK1,resistant,scout1,66.0,0.0,0.703,3.27,100.0,,database,39.0,93.4,100.0,39.0,70,74.8,68.1,724,55.8,0.4419,16.9,moderate,0.23,0.5,short,15.7,low,0.0,TID (three times daily),50
CHEMBL107616,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(-c2ccccc2)c1,PARP1,resistant,scout1,70.0,0.0,0.54,2.61,100.0,,database,38.1,93.0,100.0,38.1,70,82.1,68.0,725,57.2,0.4282,29.1,high,0.28,0.5,short,10.0,low,1.0,TID (three times daily),40
CHEMBL205699,CN1CCN(c2cc(OCc3cccnc3)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)CC1,CHEK1,resistant,scout1,38.0,0.0,0.553,2.69,100.0,,database,46.9,77.0,100.0,46.9,70,81.2,67.9,726,70.4,0.2962,56.6,high,0.45,0.5,short,10.0,low,3.0,TID (three times daily),40
CHEMBL205744,N#Cc1cnc(NC(=O)Nc2cc(Cl)c(OCc3cccnc3)cc2N2CCCC2)cn1,CHEK1,resistant,scout1,38.0,0.0,0.578,2.63,100.0,,database,46.9,77.0,100.0,46.9,70,81.9,67.9,727,82.3,0.1773,100.0,high,1.07,0.5,short,10.0,low,5.0,TID (three times daily),40
CHEMBL322957,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(Br)c1,PARP1,resistant,scout1,70.0,0.0,0.647,2.74,100.0,,database,38.1,93.0,100.0,38.1,70,80.7,67.9,728,39.4,0.6056,9.5,moderate,0.12,0.5,short,52.6,high,0.0,TID (three times daily),85
CHEMBL3642038,CN(C)C1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CCC1O,CDK6,sensitive,scout1,13.3,0.0,0.452,3.77,99.0,,database,61.9,78.9,99.0,18.6,70,69.2,67.9,729,69.6,0.3039,45.2,high,0.93,0.5,short,10.0,low,2.0,TID (three times daily),40
CHEMBL208537,COc1cc(CN2CCN(C)CC2)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,73.0,0.0,0.812,2.39,100.0,,database,37.5,92.7,100.0,37.5,70,84.6,67.8,730,39.3,0.607,10.7,moderate,0.14,0.5,short,46.5,moderate,0.0,TID (three times daily),65
CHEMBL3545110,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CDK6,sensitive,scout1,39.0,0.0,0.638,2.82,100.0,,database,46.5,96.1,100.0,13.9,70,79.8,67.6,731,67.7,0.3234,25.5,high,2.03,0.9,short,10.0,low,1.0,TID (three times daily),40
CHEMBL375544,O=C(NC(CO)c1ccc(Cl)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,14.0,0.0,0.345,3.0,96.9,,database,61.2,78.9,96.9,18.4,70,77.8,67.6,732,91.3,0.0871,100.0,high,3.15,0.5,short,10.0,low,4.0,TID (three times daily),40
CHEMBL543394,Cl.Oc1nc2ccc(N3CCC(N4CCCC4)CC3)nc2c2ccccc12,PARP1,resistant,scout1,75.0,0.0,0.677,2.51,100.0,,database,37.1,92.5,100.0,37.1,70,83.2,67.5,733,89.7,0.1032,63.0,high,3.67,0.7,short,10.0,low,2.0,TID (three times daily),40
CHEMBL281865,COc1cccc(Cn2nc(-c3ccccc3)c(Cc3ccc4c(c3)OCO4)c2C(=O)O)c1,CHEK2,resistant,scout1,40.0,0.0,0.45,2.38,99.0,,database,46.1,76.8,99.0,46.1,70,84.7,67.5,734,91.2,0.0877,100.0,high,3.32,0.5,short,10.0,low,4.0,TID (three times daily),40
CHEMBL121130,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)[C@@H](NC(C)=O)[C@@H](C)O,MAP2K1,sensitive,scout1,27.0,0.0,0.244,3.29,89.9,,database,51.8,97.3,89.9,15.5,70,74.6,67.4,735,40.8,0.592,15.6,moderate,0.19,0.5,short,17.5,low,0.0,TID (three times daily),50
CHEMBL4848035,Cc1c(Cc2cccs2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,resistant,scout1,74.0,0.0,0.753,2.81,100.0,,database,37.3,92.6,100.0,37.3,70,79.9,67.4,736,74.2,0.2584,50.2,high,2.15,0.5,short,10.0,low,2.0,TID (three times daily),40
CHEMBL315752,CCC(CC)Cn1nc(-c2ccccc2)c(Cc2cc3c(cc2Cl)OCO3)c1C(=O)O,CHEK2,resistant,scout1,31.0,0.0,0.489,2.71,89.8,,database,49.8,77.5,89.8,49.8,70,81.0,67.3,737,96.5,0.0354,100.0,high,10.65,1.2,short,9.0,low,5.0,TID (three times daily),40
CHEMBL1083810,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(N)nc4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,scout1,60.0,0.0,0.565,2.79,100.0,,database,40.3,94.0,100.0,28.2,70,80.1,67.3,738,31.3,0.6874,8.8,moderate,0.13,0.5,short,56.1,high,0.0,TID (three times daily),85
CHEMBL205491,COc1cc(NC(=O)c2cccs2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,42.0,0.0,0.563,2.51,100.0,,database,45.4,76.6,100.0,45.4,70,83.2,67.3,739,75.0,0.2504,100.0,high,0.63,0.5,short,10.0,low,4.0,TID (three times daily),40
CHEMBL3702070,CCC(CC)n1c2cnccc2c2cnc(Nc3ccc(N4CCC(N(C)C)CC4)nn3)nc21,CDK6,sensitive,scout1,16.0,0.0,0.435,3.03,98.7,,database,59.3,78.7,98.7,17.8,70,77.4,67.2,740,89.3,0.1067,100.0,high,4.82,0.6,short,10.0,low,5.0,TID (three times daily),40
CHEMBL201654,COc1cc2c(Nc3ncc(C)s3)ncnc2cc1OCCCN1CCOCC1,AURKA,resistant,scout1,43.0,0.0,0.562,2.51,100.0,,database,45.1,76.6,100.0,45.1,70,83.2,67.1,741,76.9,0.2306,36.7,high,1.92,0.6,short,10.0,low,2.0,TID (three times daily),40
CHEMBL421605,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccc(Br)cc1,PARP1,resistant,scout1,80.0,0.0,0.674,2.43,100.0,,database,36.2,92.0,100.0,36.2,70,84.1,67.0,742,40.3,0.5971,9.4,moderate,0.13,0.5,short,52.8,high,0.0,TID (three times daily),85
CHEMBL213311,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,escape_route,scout1,60.0,0.0,0.688,3.5,100.0,,database,40.3,94.0,100.0,28.2,70,72.2,66.9,743,95.2,0.0482,100.0,high,9.8,1.1,short,10.0,low,4.0,TID (three times daily),40
CHEMBL272265,N#CCc1ccc(-n2cnc3cnc4ccc(C#Cc5cccnc5)cc4c32)cc1,PIK3CA,escape_route,scout1,64.0,0.0,0.422,2.73,100.0,,database,39.4,93.6,100.0,27.6,70,80.8,66.9,744,91.0,0.0905,100.0,high,3.98,0.5,short,10.0,low,4.0,TID (three times daily),40
CHEMBL3702209,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccccc5n(C5CCCC5)c4n3)nc2)CC1,CDK6,sensitive,scout1,12.0,0.0,0.437,2.7,88.7,,database,63.4,79.0,88.7,19.0,70,81.1,66.9,745,96.4,0.0365,100.0,high,21.2,2.4,short,9.0,low,5.0,TID (three times daily),40
CHEMBL272265,N#CCc1ccc(-n2cnc3cnc4ccc(C#Cc5cccnc5)cc4c32)cc1,PIK3CA,escape_route,scout1,64.0,0.0,0.422,2.73,100.0,,database,39.4,93.6,100.0,27.6,70,80.8,66.9,746,91.0,0.0905,100.0,high,3.98,0.5,short,10.0,low,4.0,TID (three times daily),40
CHEMBL120186,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)[C@H](C)NC(C)=O,MAP2K1,sensitive,scout1,43.0,0.0,0.32,2.94,100.0,,database,45.1,95.7,100.0,13.5,70,78.4,66.9,747,59.4,0.4055,26.2,high,0.53,0.5,short,10.0,low,1.0,TID (three times daily),40
CHEMBL3702141,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)cc3n(C3CCSC3)c2cn1,CDK6,sensitive,scout1,17.0,0.0,0.509,3.48,100.0,,database,58.4,78.6,100.0,17.5,70,72.4,66.9,748,86.4,0.1361,92.2,high,8.23,1.0,short,10.0,low,4.0,TID (three times daily),40
CHEMBL3641990,CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCC5)c4n3)nn2)CC1,CDK6,sensitive,scout1,19.0,0.0,0.498,2.89,100.0,,database,56.8,78.5,100.0,17.0,70,79.0,66.7,749,75.9,0.2405,60.3,high,3.19,0.6,short,10.0,low,3.0,TID (three times daily),40
CHEMBL248051,NC(=O)c1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,escape_route,scout1,34.0,0.0,0.557,2.47,100.0,,database,48.5,77.3,100.0,33.9,70,83.7,66.6,750,69.3,0.3074,76.5,high,0.98,0.5,short,10.0,low,3.0,TID (three times daily),40
CHEMBL421992,CCCCCCOCC(=O)C(F)(F)F,FOLH1,other,scout1,47.86,0.0,0.606,2.3,100.0,,database,43.6,95.2,100.0,13.1,70,85.6,66.6,751,76.9,0.2312,4.0,low,2.1,6.1,moderate,79.9,high,0.0,BID (twice daily),100
CHEMBL155621,CCCCCCS(=O)(=O)CC(=O)C(F)(F)F,FOLH1,other,scout1,46.77,0.0,0.659,2.53,100.0,,database,43.9,95.3,100.0,13.2,70,83.0,66.6,752,60.9,0.3911,2.6,low,0.68,3.0,short,86.8,high,0.0,TID (three times daily),85
