chembl_id,name,smiles,target_gene,activity_type,activity_nM,mw_scout,logp_scout,lipinski_violations_scout,is_approved,is_clinical,n_net_targets,net_targets,population_target,est_emax_s,est_emax_r,mw_admet,logp_admet,hbd,hba,tpsa,rotatable_bonds,aromatic_rings,qed,sa_score,lipinski_violations_admet,veber_pass,pains_pass,pains_alerts,bbb_penetrant,gi_absorption,hepatotox_risk,admet_score,overall_pass
CHEMBL542770,CHEMBL542770,COC(=O)c1c(C)[nH]c2c1C1CCN(C(=O)/C=C/c3ccc(OC)cc3)C1=CC2C(=O)ON1CCN(C)CC1.Cl,MAP2K1,IC50,37.0,571.07,2.83,1,False,False,1,MAP2K1,sensitive,0.006079,0.000912,571.1,3.26,1,8,104.4,6,2,0.417,4.25,1,True,True,0,False,high,medium,88.3,True
CHEMBL174581,CHEMBL174581,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)CCCC(N)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,37.0,577.64,1.93,1,False,False,1,CD274,immune,0.00304,0.00304,577.6,1.93,4,7,180.9,15,3,0.211,3.54,1,False,True,0,False,medium,low,74.2,True
CHEMBL1083192,CHEMBL1083192,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,IC50,38.0,490.62,0.64,1,False,False,1,PIK3CB,escape_route,0.00242,0.00363,490.6,0.64,1,11,130.7,5,3,0.544,2.86,1,True,True,0,False,high,low,95.9,True
CHEMBL205699,CHEMBL205699,CN1CCN(c2cc(OCc3cccnc3)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)CC1,CHEK1,IC50,38.0,478.94,3.37,0,False,False,1,CHEK1,resistant,0.00121,0.006051,478.9,3.37,2,8,119.3,6,3,0.553,2.69,0,True,True,0,False,high,medium,100.0,True
CHEMBL205744,CHEMBL205744,N#Cc1cnc(NC(=O)Nc2cc(Cl)c(OCc3cccnc3)cc2N2CCCC2)cn1,CHEK1,IC50,38.0,449.9,4.22,0,False,False,1,CHEK1,resistant,0.00121,0.006051,449.9,4.22,2,7,116.1,6,3,0.578,2.63,0,True,True,0,False,high,medium,100.0,True
CHEMBL3545110,CHEMBL3545110,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CDK6,IC50,39.0,0.0,0.0,0,False,False,1,CDK6,sensitive,0.006022,0.000903,434.5,2.8,2,7,91.2,5,3,0.638,2.82,0,True,True,0,False,high,low,100.0,True
CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,IC50,40.0,428.44,2.54,0,False,False,1,MTOR,escape_route,0.002398,0.003597,428.4,2.54,0,8,109.1,3,1,0.676,4.66,0,True,True,0,False,high,low,100.0,True
CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,IC50,40.0,428.44,2.54,0,False,False,1,MTOR,escape_route,0.002398,0.003597,428.4,2.54,0,8,109.1,3,1,0.676,4.66,0,True,True,0,False,high,low,100.0,True
CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,IC50,40.0,428.44,2.54,0,False,False,1,MTOR,escape_route,0.002398,0.003597,428.4,2.54,0,8,109.1,3,1,0.676,4.66,0,True,True,0,False,high,low,100.0,True
CHEMBL281865,CHEMBL281865,COc1cccc(Cn2nc(-c3ccccc3)c(Cc3ccc4c(c3)OCO4)c2C(=O)O)c1,CHEK2,IC50,40.0,442.47,4.62,0,False,False,1,CHEK2,resistant,0.001199,0.005995,442.5,4.62,1,5,82.8,7,4,0.45,2.38,0,True,True,0,False,high,medium,99.0,True
CHEMBL110178,CHEMBL110178,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ccncc2)CC1,PARP1,IC50,40.0,458.54,-0.42,0,False,False,1,PARP1,resistant,0.001199,0.005995,458.5,-0.42,2,7,120.4,6,2,0.603,2.8,0,True,True,0,False,high,low,100.0,True
CHEMBL419020,CHEMBL419020,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncccc2C(F)(F)F)CC1,PARP1,IC50,40.0,526.54,0.59,1,False,False,1,PARP1,resistant,0.001199,0.005995,526.5,0.59,2,7,120.4,6,2,0.566,2.96,1,True,True,0,False,high,low,96.3,True
CHEMBL215309,CHEMBL215309,COc1ccccc1[C@H]1CC(=O)N(C)[C@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1,KRAS,IC50,40.0,457.57,3.64,0,False,False,1,KRAS,escape_route,0.002398,0.003597,457.6,3.64,1,6,83.9,6,3,0.611,3.58,0,True,True,0,False,high,medium,100.0,True
CHEMBL426476,CHEMBL426476,CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,IC50,40.0,399.88,3.18,0,False,False,1,BRAF,escape_route,0.002398,0.003597,399.9,3.18,3,5,94.1,7,3,0.53,2.57,0,True,True,0,False,high,low,100.0,True
CHEMBL222249,CHEMBL222249,O=C(NCc1ccc(F)c(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,40.0,412.83,4.93,0,False,False,1,MAPK1,sensitive,0.005995,0.000899,412.8,4.93,3,2,73.6,5,4,0.434,2.5,0,True,True,0,False,high,medium,98.7,True
CHEMBL242722,CHEMBL242722,O=C(C(=O)c1c(F)ccc(F)c1F)c1cc(F)cc(F)c1F,FOLH1,Ki,40.7,318.17,3.59,0,False,False,1,FOLH1,other,0.002988,0.002988,318.2,3.59,0,2,34.1,3,2,0.375,2.49,0,True,False,1,False,high,low,82.5,False
CHEMBL191816,CHEMBL191816,CC(C)(C)c1ccc(C(=O)Nc2n[nH]c3c2CN(C(=O)c2ccco2)C3)cc1,AURKA,IC50,41.0,378.43,3.71,0,False,False,1,AURKA,resistant,0.001194,0.005968,378.4,3.71,2,4,91.2,3,3,0.727,2.48,0,True,True,0,False,high,low,100.0,True
CHEMBL2426387,CHEMBL2426387,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,CDK6,IC50,42.0,462.96,5.33,1,False,False,1,CDK6,sensitive,0.005942,0.000891,463.0,5.33,2,4,68.2,5,4,0.392,2.08,1,True,True,0,False,high,medium,87.8,True
CHEMBL206139,CHEMBL206139,COc1cc([N+](=O)[O-])c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,42.0,348.71,2.56,0,False,False,1,CHEK1,resistant,0.001188,0.005942,348.7,2.56,2,7,143.1,4,2,0.638,2.52,0,False,True,0,False,medium,low,92.8,True
CHEMBL205491,CHEMBL205491,COc1cc(NC(=O)c2cccs2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,42.0,428.86,3.97,0,False,False,1,CHEK1,resistant,0.001188,0.005942,428.9,3.97,3,7,129.0,5,3,0.563,2.51,0,True,True,0,False,high,medium,100.0,True
CHEMBL311315,CHEMBL311315,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,CD274,Ki,42.0,476.53,-0.46,0,False,False,1,CD274,immune,0.002971,0.002971,476.5,-0.46,5,6,170.8,13,1,0.24,3.42,0,False,True,0,False,medium,low,84.8,True
CHEMBL2426383,CHEMBL2426383,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(C)cc2)cc1,CDK6,IC50,43.0,442.54,4.98,0,False,False,1,CDK6,sensitive,0.005916,0.000887,442.5,4.98,2,4,68.2,5,4,0.427,2.07,0,True,True,0,False,high,medium,98.5,True
CHEMBL271544,CHEMBL271544,COC[C@H]1OC(=O)/C(=C/N2CCN(C3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,43.0,598.74,3.2,1,False,False,2,PIK3CA;MTOR,escape_route,0.002367,0.00355,598.7,3.2,2,10,125.8,5,0,0.36,4.92,1,True,True,0,False,high,medium,87.2,True
CHEMBL205590,CHEMBL205590,CN(C)CCOc1cc(N2CCN(C)CC2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,43.0,458.95,2.34,0,False,False,1,CHEK1,resistant,0.001183,0.005916,459.0,2.34,2,8,109.6,7,2,0.65,2.72,0,True,False,1,False,high,low,88.0,False
CHEMBL120186,CHEMBL120186,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)[C@H](C)NC(C)=O,MAP2K1,IC50,43.0,481.4,2.65,0,False,False,1,MAP2K1,sensitive,0.005916,0.000887,481.4,2.65,3,5,113.6,7,2,0.32,2.94,0,True,True,0,False,high,low,100.0,True
CHEMBL201654,CHEMBL201654,COc1cc2c(Nc3ncc(C)s3)ncnc2cc1OCCCN1CCOCC1,AURKA,IC50,43.0,415.52,3.25,0,False,False,1,AURKA,resistant,0.001183,0.005916,415.5,3.25,1,9,81.6,8,3,0.562,2.51,0,True,True,0,False,high,medium,100.0,True
CHEMBL586702,CHEMBL586702,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,PIK3CB,IC50,44.0,0.0,0.0,0,False,False,1,PIK3CB,escape_route,0.002357,0.003535,417.4,1.82,0,8,81.4,4,3,0.636,2.64,0,True,True,0,True,high,low,100.0,True
CHEMBL312854,CHEMBL312854,O=C(O)c1cc2c(c(Cn3nc(-c4ccccc4)c(Cc4cc5c(cc4Cl)OCO5)c3C(=O)O)c1)OCOC2,CHEK2,IC50,44.0,548.94,4.83,1,False,False,1,CHEK2,resistant,0.001178,0.005891,548.9,4.83,2,7,129.3,7,4,0.333,2.98,1,True,True,0,False,high,medium,86.7,True
CHEMBL27684,CHEMBL27684,O=C1c2cccc3c2c(cc2ccoc23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3c2c(cc2ccoc23)C1=O,MAP2K1,IC50,44.0,600.63,4.95,1,False,False,1,MAP2K1,sensitive,0.005891,0.000884,600.6,4.95,2,8,125.1,10,6,0.167,3.19,1,True,True,0,False,high,medium,83.3,True
CHEMBL222465,CHEMBL222465,O=C(NC(CO)c1ccc(C(F)(F)F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,44.0,474.87,5.21,1,False,False,1,MAPK1,sensitive,0.005891,0.000884,474.9,5.21,4,3,93.8,6,4,0.309,3.13,1,True,True,0,False,high,medium,86.2,True
CHEMBL205951,CHEMBL205951,COc1cc(C=O)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,45.0,297.27,1.81,0,False,False,1,CHEK1,resistant,0.001173,0.005867,297.3,1.81,2,6,117.0,4,2,0.831,2.41,0,True,True,0,False,high,low,100.0,True
CHEMBL562165,CHEMBL562165,CCOC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,MTOR,IC50,46.0,541.66,4.74,1,False,False,1,MTOR,escape_route,0.002337,0.003506,541.7,4.74,1,8,97.6,7,4,0.359,2.61,1,True,True,0,False,high,medium,87.2,True
CHEMBL1336,CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRAF,IC50,46.0,0.0,0.0,0,False,False,1,BRAF,escape_route,0.002337,0.003506,464.8,5.55,3,4,92.4,5,3,0.461,2.27,1,True,True,0,False,high,medium,89.2,True
CHEMBL324470,CHEMBL324470,CCCCC(C(=O)N[C@@H](CC(=O)O)C(=O)COc1ccccc1)n1cncc(NC(=O)c2cccc3ccccc23)c1=O,CD274,IC50,46.0,584.63,3.99,1,False,False,1,CD274,immune,0.002922,0.002922,584.6,3.99,3,7,156.7,14,4,0.201,3.41,1,False,True,0,False,medium,medium,69.0,True
CHEMBL155621,CHEMBL155621,CCCCCCS(=O)(=O)CC(=O)C(F)(F)F,FOLH1,IC50,46.77,260.28,2.11,0,False,False,1,FOLH1,other,0.002913,0.002913,260.3,2.11,0,3,51.2,7,0,0.659,2.53,0,True,True,0,True,high,low,100.0,True
CHEMBL199620,CHEMBL199620,COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCO)c2C)ccc1O,CHEK1,IC50,47.0,404.47,4.04,0,False,False,1,CHEK1,resistant,0.001164,0.00582,404.5,4.04,4,4,94.6,5,3,0.483,2.66,0,True,True,0,False,high,medium,99.7,True
CHEMBL421992,CHEMBL421992,CCCCCCOCC(=O)C(F)(F)F,FOLH1,IC50,47.86,212.21,2.71,0,False,False,1,FOLH1,other,0.0029,0.0029,212.2,2.71,0,2,26.3,7,0,0.606,2.3,0,True,True,0,True,high,low,100.0,True
CHEMBL151601,CHEMBL151601,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CC#CCOCc1ccc(O)c(C(N)=O)c1,AR,IC50,49.0,514.46,3.15,1,False,False,1,AR,sensitive,0.005775,0.000866,514.5,3.15,2,6,137.0,6,2,0.345,3.17,1,True,True,0,False,high,medium,86.9,True
CHEMBL437858,CHEMBL437858,CSCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O,BCL2,IC50,49.0,3160.54,0.0,1,False,False,1,BCL2,apoptosis,0.001732,0.004042,3160.5,-15.95,48,43,1450.7,108,5,0.01,9.27,3,False,True,0,False,low,low,18.8,False
CHEMBL2426399,CHEMBL2426399,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)cc1,CDK6,IC50,50.0,428.52,4.67,0,False,False,1,CDK6,sensitive,0.005753,0.000863,428.5,4.67,2,4,68.2,5,4,0.452,2.02,0,True,True,0,False,high,medium,99.0,True
CHEMBL3702222,CHEMBL3702222,CC[C@@H](C)n1c2cnccc2c2cnc(Nc3ccc(N4CC[C@@H](O)C4)cn3)nc21,CDK6,IC50,50.0,403.49,3.66,0,False,False,1,CDK6,sensitive,0.005753,0.000863,403.5,3.66,2,7,92.0,5,4,0.525,3.57,0,True,True,0,False,high,medium,100.0,True
CHEMBL4522598,CHEMBL4522598,CN(C)C/C=C/C(=O)Nc1cccc(S(=O)(=O)N2CCC(NC(=O)c3n[nH]cc3NC(=O)c3c(Cl)cccc3Cl)CC2)c1.O=C(O)C(F)(F)F,ATR,IC50,50.0,762.59,3.61,1,False,False,1,ATR,resistant,0.001151,0.005753,762.6,4.24,5,8,193.9,10,3,0.188,3.31,1,False,True,0,False,medium,medium,68.8,True
CHEMBL4542127,CHEMBL4542127,COc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCN(S(=O)(=O)c2cccc(NC(=O)/C=C/CN(C)C)c2)CC1.O=C(O)C(F)(F)F,ATR,IC50,50.0,758.18,2.96,1,False,False,1,ATR,resistant,0.001151,0.005753,758.2,3.6,5,9,203.1,11,3,0.18,3.33,1,False,True,0,False,low,medium,58.6,True
CHEMBL108316,CHEMBL108316,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncncn2)CC1,PARP1,IC50,50.0,460.52,-1.63,0,False,False,1,PARP1,resistant,0.001151,0.005753,460.5,-1.63,2,9,146.2,6,2,0.518,3.0,0,False,True,0,False,medium,low,90.4,True
CHEMBL381527,CHEMBL381527,COc1cccc(CCC(=O)Nc2cc(OC)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)c1,CHEK1,IC50,51.0,480.91,4.23,0,False,False,1,CHEK1,resistant,0.001146,0.005731,480.9,4.23,3,7,138.3,8,3,0.438,2.48,0,True,True,0,False,high,medium,98.8,True
CHEMBL200431,CHEMBL200431,N/C(=N\O)c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,Kd,53.0,355.4,3.9,0,False,False,1,BRAF,escape_route,0.002276,0.003414,355.4,3.9,3,4,100.2,4,4,0.224,2.27,0,True,True,0,False,high,low,99.5,True
CHEMBL146032,CHEMBL146032,CC(=O)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C(F)(F)C(F)(F)F)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,AR,IC50,54.0,0.0,0.0,0,False,False,1,AR,sensitive,0.005669,0.00085,508.5,6.72,1,3,54.4,3,1,0.364,4.37,2,True,True,0,False,medium,medium,72.3,False
CHEMBL202026,CHEMBL202026,CCN(C(=O)Cc1cnc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)s1)c1ccccc1,AURKA,IC50,55.0,562.7,4.54,1,False,False,1,AURKA,resistant,0.00113,0.005649,562.7,4.54,1,10,101.9,12,4,0.25,2.79,1,False,True,0,False,high,medium,75.0,True
CHEMBL2113248,CHEMBL2113248,CC(C)C[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,EC50,56.0,338.37,5.15,1,False,False,1,AR,sensitive,0.00563,0.000844,338.4,5.15,2,3,45.2,2,2,0.796,3.94,1,True,True,0,False,high,low,100.0,True
CHEMBL270638,CHEMBL270638,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)C#N)cc1,PIK3CA,IC50,56.0,413.48,5.3,1,False,False,2,PIK3CA;PIK3CB,escape_route,0.002252,0.003378,413.5,5.3,0,4,67.4,2,5,0.368,3.32,1,True,True,0,False,high,medium,87.4,True
CHEMBL270638,CHEMBL270638,Cc1nc2cnc3ccc(C#Cc4cccnc4)cc3c2n1-c1ccc(C(C)C#N)cc1,PIK3CA,IC50,56.0,413.48,5.3,1,False,False,2,PIK3CA;PIK3CB,escape_route,0.002252,0.003378,413.5,5.3,0,4,67.4,2,5,0.368,3.32,1,True,True,0,False,high,medium,87.4,True
CHEMBL271184,CHEMBL271184,COC[C@H]1OC(=O)/C(=C/N2CCN(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,56.0,592.69,3.07,1,False,False,2,PIK3CA;MTOR,escape_route,0.002252,0.003378,592.7,3.07,2,10,125.8,5,1,0.389,4.78,1,True,True,0,False,high,medium,87.8,True
CHEMBL3698656,CHEMBL3698656,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CCOCC3)c2cn1,CDK6,IC50,57.0,430.52,2.88,0,False,False,1,CDK6,sensitive,0.00561,0.000842,430.5,2.88,2,8,93.0,4,4,0.511,2.91,0,True,True,0,False,high,low,100.0,True
CHEMBL192627,CHLORANIL,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,FOLH1,Ki,57.4,245.88,2.52,0,False,False,1,FOLH1,other,0.002801,0.002801,245.9,2.52,0,2,34.1,0,0,0.615,2.59,0,True,False,1,True,high,low,87.3,False
CHEMBL202837,CHEMBL202837,COc1cc(NC(=O)Cc2ccsc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,58.0,442.89,3.9,0,False,False,1,CHEK1,resistant,0.001118,0.005591,442.9,3.9,3,7,129.0,6,3,0.531,2.61,0,True,True,0,False,high,medium,100.0,True
CHEMBL172040,CHEMBL172040,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)Cc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,58.0,582.66,3.87,1,False,False,1,CD274,immune,0.002796,0.002796,582.7,3.87,3,6,137.8,13,4,0.218,3.39,1,False,True,0,False,high,medium,74.4,True
CHEMBL80694,CHEMBL80694,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N(C)[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,CD274,Ki,59.0,506.56,-0.41,1,False,False,1,CD274,immune,0.002786,0.002786,506.6,-0.41,5,7,182.2,13,1,0.224,3.73,1,False,True,0,False,medium,low,74.5,True
CHEMBL260313,CHEMBL260313,COC[C@H]1OC(=O)/C(=C/N2CCC(=O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,60.0,529.59,1.92,1,False,False,2,PIK3CA;MTOR,escape_route,0.002222,0.003333,529.6,1.92,2,10,139.7,4,0,0.41,5.01,1,True,True,0,False,high,low,93.2,True
CHEMBL1083810,CHEMBL1083810,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(N)nc4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,IC50,60.0,489.63,1.25,0,False,False,1,PIK3CB,escape_route,0.002222,0.003333,489.6,1.25,1,10,117.8,5,3,0.565,2.79,0,True,True,0,False,high,low,100.0,True
CHEMBL412460,CHEMBL412460,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,CHEK2,IC50,60.0,1670.93,0.0,1,False,False,1,CHEK2,resistant,0.001111,0.005555,1670.9,-2.78,22,23,604.3,33,5,0.019,8.0,3,False,True,0,False,low,low,25.4,False
CHEMBL320579,CHEMBL320579,O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCCC(=O)N1CCN(c2ncccn2)CC1,PARP1,IC50,60.0,459.53,-1.03,0,False,False,1,PARP1,resistant,0.001111,0.005555,459.5,-1.03,2,8,133.3,6,2,0.56,2.84,0,True,True,0,False,high,low,100.0,True
CHEMBL111606,CHEMBL111606,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Cl)cc1,PARP1,IC50,60.0,407.88,1.37,0,False,False,1,PARP1,resistant,0.001111,0.005555,407.9,1.37,2,5,101.0,6,2,0.704,2.64,0,True,True,0,False,high,low,100.0,True
CHEMBL215578,CHEMBL215578,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1,KRAS,IC50,60.0,445.54,3.77,0,False,False,1,KRAS,escape_route,0.002222,0.003333,445.5,3.77,1,5,74.7,5,3,0.649,3.61,0,True,True,0,False,high,medium,100.0,True
CHEMBL213311,CHEMBL213311,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,IC50,60.0,399.46,4.74,0,False,False,1,KRAS,escape_route,0.002222,0.003333,399.5,4.74,1,3,40.5,4,3,0.688,3.5,0,True,True,0,False,high,low,100.0,True
CHEMBL192625,CHEMBL192625,Cc1ccc(C(=O)C(=O)c2ccc(C)cc2)cc1,FOLH1,Ki,60.4,238.29,3.37,0,False,False,1,FOLH1,other,0.002774,0.002774,238.3,3.37,0,2,34.1,3,2,0.607,1.5,0,True,False,1,False,high,low,87.1,False
CHEMBL3698663,CHEMBL3698663,C[C@H](C1CCCCC1)n1c2cnccc2c2cnc(Nc3ccc(N4CCNCC4)cn3)nc21,CDK6,IC50,61.0,456.6,4.67,0,False,False,1,CDK6,sensitive,0.005537,0.000831,456.6,4.67,2,7,83.8,5,4,0.451,3.39,0,True,True,0,False,high,medium,99.0,True
CHEMBL247618,CHEMBL247618,CNC(=O)c1cc(CNc2ccsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,IC50,61.0,446.44,3.69,0,False,False,1,BRAF,escape_route,0.002215,0.003322,446.4,3.69,3,7,101.6,6,3,0.534,2.73,0,True,True,0,False,high,medium,100.0,True
CHEMBL242721,CHEMBL242721,O=C(C(=O)c1cc(F)ccc1F)c1cc(F)ccc1F,FOLH1,Ki,61.4,282.19,3.31,0,False,False,1,FOLH1,other,0.002765,0.002765,282.2,3.31,0,2,34.1,3,2,0.491,2.11,0,True,False,1,False,high,low,84.8,False
CHEMBL115252,CHEMBL115252,O=C[C@H](CC(=O)O)NS(=O)(=O)c1ccccc1OCCc1cccc2ccccc12,CD274,IC50,62.0,427.48,2.78,0,False,False,1,CD274,immune,0.00276,0.00276,427.5,2.78,2,5,109.8,10,3,0.482,2.78,0,True,True,0,False,high,low,100.0,True
CHEMBL171846,CHEMBL171846,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCN(C)CC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,62.5,561.64,1.98,1,False,False,1,CD274,immune,0.002755,0.002755,561.6,1.98,3,7,141.0,11,3,0.323,3.4,1,False,True,0,False,medium,low,76.5,True
CHEMBL405230,CHEMBL405230,COC[C@H]1OC(=O)/C(=C/N2CCC(N3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,IC50,63.0,598.74,3.2,1,False,False,2,PIK3CA;MTOR,escape_route,0.002201,0.003301,598.7,3.2,2,10,125.8,5,0,0.36,4.94,1,True,True,0,False,high,medium,87.2,True
CHEMBL374677,CHEMBL374677,O=C(NC(CO)c1ccc(F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,63.0,424.86,4.33,0,False,False,1,MAPK1,sensitive,0.005502,0.000825,424.9,4.33,4,3,93.8,6,4,0.371,3.01,0,True,True,0,False,high,medium,97.4,True
CHEMBL1084546,CHEMBL1084546,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,CDK4,Ki,63.1,0.0,0.0,0,False,False,1,CDK4,sensitive,0.0055,0.000825,507.5,3.14,3,8,129.2,7,3,0.445,2.91,1,True,True,0,False,high,medium,88.9,True
