chembl_id,name,smiles,target_gene,activity_type,activity_nM,mw_scout,logp_scout,lipinski_violations_scout,is_approved,is_clinical,n_net_targets,net_targets,population_target,est_emax_s,est_emax_r,mw_admet,logp_admet,hbd,hba,tpsa,rotatable_bonds,aromatic_rings,qed,sa_score,lipinski_violations_admet,veber_pass,pains_pass,pains_alerts,bbb_penetrant,gi_absorption,hepatotox_risk,admet_score,overall_pass
CHEMBL3702123,CHEMBL3702123,O=C(c1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1)N1CCNCC1,CDK6,IC50,8.0,442.53,3.28,0,False,False,1,CDK6,sensitive,0.007742,0.001161,442.5,3.28,2,7,100.9,4,4,0.5,2.79,0,True,True,0,False,high,medium,100.0,True
CHEMBL425904,CHEMBL425904,CC(CN(C)C)Oc1ccc(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,8.0,374.83,2.97,0,False,False,1,CHEK1,resistant,0.001548,0.007742,374.8,2.97,2,6,103.2,6,2,0.805,3.03,0,True,True,0,False,high,low,100.0,True
CHEMBL344741,CHEMBL344741,O=C1NCCc2c(-c3ccc[nH]3)[nH]c3cccc1c23,PARP1,Ki,8.0,251.29,2.45,0,False,False,1,PARP1,resistant,0.001548,0.007742,251.3,2.45,3,1,60.7,1,3,0.611,2.83,0,True,True,0,True,high,low,100.0,True
CHEMBL423573,CHEMBL423573,O=C1NCCc2c(-c3ccccc3Cl)[nH]c3cccc1c23,PARP1,Ki,8.0,296.76,3.77,0,False,False,1,PARP1,resistant,0.001548,0.007742,296.8,3.77,2,1,44.9,1,3,0.705,2.36,0,True,True,0,False,high,low,100.0,True
CHEMBL200320,CHEMBL200320,NCc1ccc(-c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)cc1,BRAF,IC50,8.0,376.85,4.62,0,False,False,1,BRAF,escape_route,0.003097,0.004645,376.8,4.62,3,4,87.8,4,4,0.484,2.38,0,True,True,0,False,high,low,100.0,True
CHEMBL304624,CHEMBL304624,Oc1cccc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)c1,BRAF,Kd,8.0,313.36,4.51,0,False,False,1,BRAF,escape_route,0.003097,0.004645,313.4,4.51,2,3,61.8,3,4,0.585,2.11,0,True,True,0,False,high,low,100.0,True
CHEMBL172900,CHEMBL172900,CCOC(=O)C1CCN(CC(=O)C(CC(=O)O)NC(=O)C(CC)n2cccc(NC(=O)c3ccc4ccccc4c3)c2=O)CC1,CD274,Ki,8.0,618.69,3.01,1,False,False,1,CD274,immune,0.003871,0.003871,618.7,3.01,3,8,164.1,13,3,0.244,3.51,1,False,True,0,False,medium,medium,69.9,True
CHEMBL133855,CHEMBL133855,CCOC(=O)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,Ki,8.1,309.33,2.51,0,False,False,1,PARP1,resistant,0.001546,0.007729,309.3,2.51,2,4,98.1,4,3,0.723,2.0,0,True,True,0,False,high,low,100.0,True
CHEMBL103,CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,AR,Ki,8.5,0.0,0.0,0,False,False,1,AR,sensitive,0.007676,0.001151,314.5,4.72,0,2,34.1,1,0,0.701,3.95,0,True,True,0,False,high,low,100.0,True
CHEMBL323488,CHEMBL323488,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc2ccccc2c1,PARP1,IC50,8.5,423.49,1.87,0,False,False,1,PARP1,resistant,0.001535,0.007676,423.5,1.87,2,5,101.0,6,3,0.59,2.66,0,True,True,0,False,high,low,100.0,True
CHEMBL314206,CHEMBL314206,COc1ccc(Cn2nc(-c3cccs3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)c(OCC(=O)O)c1,CHEK2,IC50,8.6,556.98,4.8,1,False,False,1,CHEK2,resistant,0.001533,0.007664,557.0,4.8,2,8,129.3,10,4,0.283,2.89,1,True,True,0,False,high,medium,85.7,True
CHEMBL3698731,CHEMBL3698731,NCC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,CDK6,IC50,8.8,443.56,3.8,0,False,False,1,CDK6,sensitive,0.007639,0.001146,443.6,3.8,2,8,110.7,5,4,0.479,2.89,0,True,True,0,False,high,medium,99.6,True
CHEMBL191822,CHEMBL191822,COc1ccc(C(=O)C(=O)c2ccccc2Cl)cc1OC,FOLH1,Ki,8.9,304.73,3.42,0,False,False,1,FOLH1,other,0.003813,0.003813,304.7,3.42,0,4,52.6,5,2,0.627,1.79,0,True,False,1,False,high,low,87.5,False
CHEMBL1274,CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,AR,IC50,9.0,0.0,0.0,0,False,False,1,AR,sensitive,0.007614,0.001142,317.2,2.45,1,4,92.6,2,1,0.515,2.57,0,True,True,0,False,high,low,100.0,True
CHEMBL27812,CHEMBL27812,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCC[C@H]31,AR,EC50,9.0,308.3,4.27,0,False,False,1,AR,sensitive,0.007614,0.001142,308.3,4.27,2,3,45.2,0,2,0.764,3.71,0,True,True,0,False,high,low,100.0,True
CHEMBL4243509,CHEMBL4243509,COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,EC50,9.0,386.47,2.96,0,False,False,1,MDM2,sensitive,0.007614,0.001142,386.5,2.96,0,4,66.9,4,2,0.81,2.17,0,True,True,0,True,high,low,100.0,True
CHEMBL258721,CHEMBL258721,CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12,CDK4,IC50,9.0,473.36,4.5,0,False,False,1,CDK4,sensitive,0.007614,0.001142,473.4,4.5,2,5,93.0,7,4,0.412,2.69,0,True,True,0,False,high,medium,98.2,True
CHEMBL1084715,CHEMBL1084715,CCNc1nc(C)c(-c2ccnc(Nc3ccc(CNC(C)=O)cc3)n2)s1,CDK4,Ki,9.0,382.49,3.72,0,False,False,1,CDK4,sensitive,0.007614,0.001142,382.5,3.72,3,7,91.8,7,3,0.577,2.39,0,True,True,0,False,high,low,100.0,True
CHEMBL361708,HYMENIALDISINE,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1,MAPK1,IC50,9.0,324.14,0.07,0,False,False,1,MAPK1,sensitive,0.007614,0.001142,324.1,0.07,4,4,112.4,0,1,0.506,3.63,0,True,True,0,False,high,low,100.0,True
CHEMBL385266,CHEMBL385266,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)[C@H](F)c3ccccc3)C4)cc2)CC1,AURKA,IC50,9.0,462.53,2.97,0,False,False,1,AURKA,resistant,0.001523,0.007614,462.5,2.97,2,5,84.6,5,3,0.609,3.1,0,True,True,0,False,high,low,100.0,True
CHEMBL3698724,CHEMBL3698724,O=S1(=O)CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,CDK6,IC50,9.2,464.56,2.86,0,False,False,1,CDK6,sensitive,0.007591,0.001139,464.6,2.86,1,9,118.8,4,4,0.486,3.01,0,True,True,0,False,high,low,100.0,True
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,IC50,9.5,466.54,4.35,0,False,False,1,CHEK1,resistant,0.001511,0.007556,466.5,4.35,2,4,69.5,2,5,0.406,4.95,0,True,True,0,False,high,medium,98.1,True
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,IC50,9.5,466.54,4.35,0,False,False,1,CHEK1,resistant,0.001511,0.007556,466.5,4.35,2,4,69.5,2,5,0.406,4.95,0,True,True,0,False,high,medium,98.1,True
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,IC50,9.5,466.54,4.35,0,False,False,1,CHEK1,resistant,0.001511,0.007556,466.5,4.35,2,4,69.5,2,5,0.406,4.95,0,True,True,0,False,high,medium,98.1,True
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,IC50,9.5,466.54,4.35,0,False,False,1,CHEK1,resistant,0.001511,0.007556,466.5,4.35,2,4,69.5,2,5,0.406,4.95,0,True,True,0,False,high,medium,98.1,True
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,IC50,9.5,466.54,4.35,0,False,False,1,CHEK1,resistant,0.001511,0.007556,466.5,4.35,2,4,69.5,2,5,0.406,4.95,0,True,True,0,False,high,medium,98.1,True
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,IC50,9.5,466.54,4.35,0,False,False,1,CHEK1,resistant,0.001511,0.007556,466.5,4.35,2,4,69.5,2,5,0.406,4.95,0,True,True,0,False,high,medium,98.1,True
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,IC50,9.5,466.54,4.35,0,False,False,1,CHEK1,resistant,0.001511,0.007556,466.5,4.35,2,4,69.5,2,5,0.406,4.95,0,True,True,0,False,high,medium,98.1,True
CHEMBL371029,CHEMBL371029,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)N[C@H](CCc2ccccc2)C(=O)NCC(=O)N(C)CC(=O)O[C@H]1C,MTOR,IC50,9.6,672.78,0.48,1,False,False,1,MTOR,escape_route,0.003018,0.004527,672.8,0.48,3,10,180.9,4,1,0.301,5.91,1,False,True,0,False,medium,low,71.5,True
CHEMBL550286,CHEMBL550286,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)c1,MTOR,IC50,9.6,471.57,3.27,0,False,False,1,MTOR,escape_route,0.003018,0.004527,471.6,3.27,1,8,92.4,5,4,0.474,2.66,0,True,True,0,False,high,medium,99.5,True
CHEMBL203624,CHEMBL203624,N[C@H](CNc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,IC50,9.7,369.47,4.11,0,False,False,1,AKT1,escape_route,0.003013,0.00452,369.5,4.11,3,4,79.6,7,4,0.458,3.01,0,True,True,0,False,high,low,100.0,True
CHEMBL161770,CHEMBL161770,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)cn1)C3=CC2=O,MAP2K1,IC50,9.7,419.44,2.41,0,False,False,1,MAP2K1,sensitive,0.007533,0.00113,419.4,2.41,1,6,101.6,4,2,0.603,4.38,0,True,True,0,False,high,low,100.0,True
CHEMBL312979,CHEMBL312979,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccco2)nn1CC1CCCCC1,CHEK2,IC50,9.8,442.9,5.39,1,False,False,1,CHEK2,resistant,0.001504,0.007522,442.9,5.39,1,5,86.7,6,3,0.55,2.84,1,True,True,0,False,high,medium,91.0,True
CHEMBL1276308,CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,AR,IC50,10.0,0.0,0.0,0,False,False,1,AR,sensitive,0.0075,0.001125,429.6,5.41,1,3,40.5,2,1,0.64,4.36,1,True,False,1,False,high,medium,72.8,False
CHEMBL436344,CHEMBL436344,CC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,EC50,10.0,296.29,4.12,0,False,False,1,AR,sensitive,0.0075,0.001125,296.3,4.12,2,3,45.2,0,2,0.768,3.88,0,True,True,0,False,high,low,100.0,True
CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CB,IC50,10.0,428.44,2.54,0,False,False,1,PIK3CB,escape_route,0.003,0.0045,428.4,2.54,0,8,109.1,3,1,0.676,4.66,0,True,True,0,False,high,low,100.0,True
CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CB,IC50,10.0,428.44,2.54,0,False,False,1,PIK3CB,escape_route,0.003,0.0045,428.4,2.54,0,8,109.1,3,1,0.676,4.66,0,True,True,0,False,high,low,100.0,True
CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CB,IC50,10.0,428.44,2.54,0,False,False,1,PIK3CB,escape_route,0.003,0.0045,428.4,2.54,0,8,109.1,3,1,0.676,4.66,0,True,True,0,False,high,low,100.0,True
CHEMBL525042,CHEMBL525042,CO[C@H]1[C@@H](O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](c2c[nH]c3c(C)cccc23)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)C[C@H](O)[C@H](C)/C=C(\C)[C@H]1O,MTOR,IC50,10.0,1017.36,0.0,1,False,False,1,MTOR,escape_route,0.003,0.0045,1017.4,8.32,6,12,208.3,6,2,0.092,7.59,4,False,True,0,False,low,medium,13.9,False
CHEMBL193117,CHEMBL193117,CN1CCC(Oc2ccc(Cl)cc2NC(=O)Nc2cnc(C#N)cn2)CC1,CHEK1,IC50,10.0,386.84,3.12,0,False,False,1,CHEK1,resistant,0.0015,0.0075,386.8,3.12,2,6,103.2,4,2,0.836,2.56,0,True,True,0,False,high,low,100.0,True
CHEMBL381028,CHEMBL381028,COc1cc(O)ccc1-c1ccc2c(c1)NC(=O)/C2=C\c1cc[nH]c1,CHEK1,IC50,10.0,332.36,3.89,0,False,False,1,CHEK1,resistant,0.0015,0.0075,332.4,3.89,3,3,74.3,3,3,0.637,2.65,0,True,False,1,False,high,low,87.7,False
CHEMBL205449,CHEMBL205449,COc1cc(CN2CCCCC2)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,10.0,366.43,2.99,0,False,False,1,CHEK1,resistant,0.0015,0.0075,366.4,2.99,2,6,103.2,5,2,0.843,2.33,0,True,True,0,False,high,low,100.0,True
CHEMBL206812,CHEMBL206812,CN(C)CCOc1cc(N2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,IC50,10.0,429.91,3.19,0,False,False,1,CHEK1,resistant,0.0015,0.0075,429.9,3.19,2,7,106.4,7,2,0.696,2.65,0,True,True,0,False,high,medium,100.0,True
CHEMBL383970,CHEMBL383970,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2ccccc2)s1,KRAS,IC50,10.0,381.47,4.6,0,False,False,1,KRAS,escape_route,0.003,0.0045,381.5,4.6,1,3,40.5,4,3,0.717,3.44,0,True,True,0,False,high,low,100.0,True
CHEMBL373011,CHEMBL373011,Oc1cc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)ccc1Cl,BRAF,IC50,10.0,347.81,5.16,1,False,False,1,BRAF,escape_route,0.003,0.0045,347.8,5.16,2,3,61.8,3,4,0.537,2.22,1,True,True,0,False,high,low,95.7,True
CHEMBL26719,CHEMBL26719,O=C(O)C[C@H](NC(=O)C(c1ccccc1)n1cccc(NC(=O)c2cccc3ccccc23)c1=O)C(=O)COc1ccccc1,CD274,IC50,10.0,603.63,4.45,1,False,False,1,CD274,immune,0.00375,0.00375,603.6,4.45,3,6,143.8,12,5,0.191,3.35,1,False,True,0,False,medium,medium,68.8,True
CHEMBL114791,CHEMBL114791,O=C[C@H](CC(=O)O)NC(=O)[C@@H]1Cc2cccc3c2N1C(=O)[C@@H](NC(=O)c1cccc2ccccc12)CC3,CD274,IC50,10.0,499.52,2.0,0,False,False,1,CD274,immune,0.00375,0.00375,499.5,2.0,3,5,132.9,7,3,0.426,3.62,0,True,True,0,False,high,low,100.0,True
CHEMBL192474,CHEMBL192474,COc1ccc(C(=O)C(=O)c2ccccc2)cc1,FOLH1,Ki,10.3,240.26,2.76,0,False,False,1,FOLH1,other,0.003734,0.003734,240.3,2.76,0,3,43.4,4,2,0.609,1.53,0,True,False,1,True,high,low,87.2,False
CHEMBL1083151,CHEMBL1083151,COc1cc(Nc2nccc(-c3sc(C)nc3C)n2)cc(OC)c1OC,CDK4,Ki,11.0,372.45,3.99,0,False,False,1,CDK4,sensitive,0.007397,0.001109,372.5,3.99,1,8,78.4,6,3,0.701,2.37,0,True,True,0,False,high,low,100.0,True
CHEMBL1086923,CHEMBL1086923,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,IC50,11.0,489.62,1.98,0,False,False,1,PIK3CB,escape_route,0.002959,0.004438,489.6,1.98,1,9,99.1,5,3,0.581,2.69,0,True,True,0,False,high,low,100.0,True
CHEMBL384304,CHEMBL384304,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,ATR,Kd,11.0,0.0,0.0,0,False,False,1,ATR,resistant,0.001479,0.007397,441.5,1.41,2,8,127.5,6,2,0.644,2.66,0,True,True,0,False,high,low,100.0,True
CHEMBL384304,CHEMBL384304,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,ATR,Kd,11.0,0.0,0.0,0,False,False,1,ATR,resistant,0.001479,0.007397,441.5,1.41,2,8,127.5,6,2,0.644,2.66,0,True,True,0,False,high,low,100.0,True
CHEMBL315622,CHEMBL315622,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1Cc1cccc(Cl)c1,CHEK2,IC50,11.0,481.33,5.92,1,False,False,1,CHEK2,resistant,0.001479,0.007397,481.3,5.92,1,4,73.6,6,4,0.37,2.51,1,True,True,0,False,high,medium,87.4,True
CHEMBL200637,CHEMBL200637,C/C(=N\O)c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,Kd,11.0,354.41,5.0,0,False,False,1,BRAF,escape_route,0.002959,0.004438,354.4,5.0,2,4,74.2,4,4,0.307,2.27,1,True,True,0,False,high,low,91.1,True
CHEMBL360089,LEINAMYCIN,C/C1=C\[C@@H](O)C(=O)/C=C/C=C\c2csc(n2)[C@@H](C)NC(=O)C[C@@]2(CC1)[S+]([O-])SC(=O)[C@]2(C)O,MAP2K1,IC50,11.0,510.66,2.38,1,False,False,1,MAP2K1,sensitive,0.007397,0.001109,510.7,2.38,3,9,139.6,0,1,0.275,7.08,1,True,True,0,False,high,low,80.1,True
CHEMBL410802,CHEMBL410802,CC[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)CC)[C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C,BCL2,Ki,11.0,2437.73,0.0,1,False,False,2,BCL2;MCL1,apoptosis,0.002219,0.005178,2437.7,-13.83,37,35,1165.9,85,1,0.016,8.42,3,False,True,0,False,low,low,23.2,False
CHEMBL410802,CHEMBL410802,CC[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)CC)[C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C,BCL2,Ki,11.0,2437.73,0.0,1,False,False,2,BCL2;MCL1,apoptosis,0.002219,0.005178,2437.7,-13.83,37,35,1165.9,85,1,0.016,8.42,3,False,True,0,False,low,low,23.2,False
CHEMBL2371929,CHEMBL2371929,CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCSC)NC(=O)[C@@H](N)CC(=O)O)[C@@H](C)CC)[C@@H](C)CC)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,BCL2,IC50,11.0,3269.7,0.0,1,False,False,1,BCL2,apoptosis,0.002219,0.005178,3269.7,-11.53,46,42,1433.0,107,5,0.01,9.42,3,False,True,0,False,low,low,18.1,False
CHEMBL172196,CHEMBL172196,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCSCC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,11.25,564.66,2.78,1,False,False,1,CD274,immune,0.003686,0.003686,564.7,2.78,3,7,137.8,11,3,0.323,3.5,1,False,True,0,False,high,low,81.5,True
CHEMBL369589,CHEMBL369589,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCC(C(N)=O)CC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,11.6,589.65,1.93,1,False,False,1,CD274,immune,0.003669,0.003669,589.6,1.93,4,7,180.9,12,3,0.247,3.47,1,False,True,0,False,medium,low,74.9,True
CHEMBL4240212,CHEMBL4240212,O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1,MDM2,EC50,12.0,356.45,2.95,0,False,False,1,MDM2,sensitive,0.007302,0.001095,356.4,2.95,0,3,57.7,3,2,0.85,2.08,0,True,True,0,True,high,low,100.0,True
CHEMBL215803,CHEMBL215803,C[C@@H]1C[C@H]2CN1CCn1nc3c(cccc3c1O)-c1nc3c(cccc3nc1O)O2,CDK6,IC50,12.0,403.44,2.91,0,False,False,1,CDK6,sensitive,0.007302,0.001095,403.4,2.91,2,7,96.5,0,4,0.466,5.87,0,True,True,0,False,high,low,99.9,True
CHEMBL3702209,CHEMBL3702209,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccccc5n(C5CCCC5)c4n3)nc2)CC1,CDK6,IC50,12.0,455.61,5.37,1,False,False,1,CDK6,sensitive,0.007302,0.001095,455.6,5.37,1,6,62.1,5,4,0.437,2.7,1,True,True,0,False,high,medium,88.7,True
CHEMBL1084926,CHEMBL1084926,CC(C)(O)c1cc2nc(-c3cnc(N)nc3)nc(N3CCOCC3)c2s1,PIK3CB,IC50,12.0,372.45,1.79,0,False,False,1,PIK3CB,escape_route,0.002921,0.004381,372.5,1.79,2,9,110.3,3,3,0.716,2.91,0,True,True,0,False,high,low,100.0,True
CHEMBL202635,CHEMBL202635,COc1cc(CN2CCCCC2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,12.0,400.87,3.64,0,False,False,1,CHEK1,resistant,0.00146,0.007302,400.9,3.64,2,6,103.2,5,2,0.794,2.48,0,True,True,0,False,high,medium,100.0,True
CHEMBL107764,CHEMBL107764,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cccnc2)cc1,PARP1,IC50,12.0,450.52,1.78,0,False,False,1,PARP1,resistant,0.00146,0.007302,450.5,1.78,2,6,113.9,7,3,0.531,2.71,0,True,True,0,False,high,low,100.0,True
CHEMBL108919,CHEMBL108919,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(N2CCCC2)cc1,PARP1,IC50,12.0,442.54,1.32,0,False,False,1,PARP1,resistant,0.00146,0.007302,442.5,1.32,2,6,104.3,7,2,0.627,2.7,0,True,True,0,False,high,low,100.0,True
CHEMBL200172,CHEMBL200172,CC(C)(C)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,IC50,12.0,327.82,4.8,0,False,False,1,BRAF,escape_route,0.002921,0.004381,327.8,4.8,2,3,61.8,2,3,0.711,2.49,0,True,True,0,False,high,low,100.0,True
CHEMBL410802,CHEMBL410802,CC[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)CC)[C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C,MCL1,Ki,12.0,2437.73,0.0,1,False,False,1,MCL1,apoptosis,0.002191,0.005111,2437.7,-13.83,37,35,1165.9,85,1,0.016,8.42,3,False,True,0,False,low,low,23.2,False
