rank,chembl_id,name,smiles,target_gene,population_target,activity_type,activity_nM,qed,sa_score,pains_pass,hepatotox_risk,admet_score,est_emax_s,est_emax_r,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synthesizability,score_overall,novelty,target_in_trials
458,CHEMBL219849,CHEMBL219849,O=C(NC(CO)c1cccc(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,24.0,0.371,3.05,True,medium,97.4,0.006549,0.000982,50.2,85.9,97.4,9.8,100,77.2,66.3,,
459,CHEMBL191402,CHEMBL191402,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(C(C)(C)C)cc3)c2C1,AURKA,resistant,IC50,100.0,0.462,2.6,True,medium,89.2,0.001,0.005,40.0,79.2,89.2,50.0,100,82.2,66.3,,
460,CHEMBL3702160,CHEMBL3702160,CN(C)[C@H]1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC[C@@H]1O,CDK6,sensitive,IC50,24.0,0.452,3.77,True,medium,99.0,0.006549,0.000982,50.2,85.9,99.0,9.8,100,69.2,66.3,,
461,CHEMBL367714,CHEMBL367714,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)CCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,4.8,0.201,3.44,True,medium,74.0,0.004148,0.004148,55.3,79.6,74.0,41.5,100,72.9,66.2,,
462,CHEMBL215309,CHEMBL215309,COc1ccccc1[C@H]1CC(=O)N(C)[C@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1,KRAS,escape_route,IC50,40.0,0.611,3.58,True,medium,100.0,0.002398,0.003597,40.0,76.8,100.0,43.2,100,71.3,66.2,,
463,CHEMBL3355072,CHEMBL3355072,C[C@@H]1Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c2CN1c1ccnc2[nH]ccc12,ATM,resistant,IC50,130.0,0.564,3.48,True,medium,100.0,0.000943,0.004715,37.7,76.6,100.0,47.1,100,72.4,66.2,,
464,CHEMBL2113247,CHEMBL2113247,C[C@@H]1CNc2cc3nc(O)cc(C(F)(F)F)c3cc2[C@@H]1CCC(F)(F)F,AR,sensitive,EC50,82.0,0.684,4.08,True,low,98.7,0.005215,0.000782,40.0,100.0,98.7,7.8,100,65.8,66.2,,
465,CHEMBL497995,CHEMBL497995,Nc1nccc(-c2cc3c([nH]2)C(C2CCC2)CNC3=O)n1,CDK4,sensitive,IC50,96.0,0.781,3.51,True,low,100.0,0.005044,0.000757,38.7,99.4,100.0,7.6,100,72.1,66.2,,
466,CHEMBL451570,CHEMBL451570,Nc1nccc(-c2cc3c([nH]2)[C@H](CCF)CNC3=O)n1,CDK4,sensitive,IC50,96.0,0.785,3.72,True,low,100.0,0.005044,0.000757,38.7,99.4,100.0,7.6,100,69.8,66.1,,
467,CHEMBL2426391,CHEMBL2426391,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,CDK6,sensitive,IC50,33.0,0.431,2.08,True,medium,98.6,0.006204,0.000931,47.6,85.1,98.6,9.3,100,88.0,66.1,,
468,CHEMBL3702114,CHEMBL3702114,c1cc2c3cnc(Nc4ccc(CN5CCNCC5)cn4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,IC50,33.0,0.502,2.78,True,medium,100.0,0.006204,0.000931,47.6,85.1,100.0,9.3,100,80.2,66.0,,
469,CHEMBL3698700,CHEMBL3698700,c1cc2c3cnc(Nc4ccc(NC5CCNCC5)cn4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,IC50,31.0,0.434,2.87,True,medium,98.7,0.006272,0.000941,48.1,85.3,98.7,9.4,100,79.2,65.9,,
470,CHEMBL311315,CHEMBL311315,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,CD274,immune,Ki,42.0,0.24,3.42,True,low,84.8,0.002971,0.002971,39.6,95.8,84.8,29.7,100,73.1,65.9,,
471,CHEMBL4522598,CHEMBL4522598,CN(C)C/C=C/C(=O)Nc1cccc(S(=O)(=O)N2CCC(NC(=O)c3n[nH]cc3NC(=O)c3c(Cl)cccc3Cl)CC2)c1.O=C(O)C(F)(F)F,ATR,resistant,IC50,50.0,0.188,3.31,True,medium,68.8,0.001151,0.005753,46.0,83.6,68.8,57.5,100,74.3,65.8,,
472,CHEMBL267231,CHEMBL267231,C=CCC1Oc2cccc(OC(F)F)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR,sensitive,Ki,96.3,0.606,3.57,True,low,97.1,0.005041,0.000756,38.6,99.4,97.1,7.6,100,71.4,65.6,,
473,CHEMBL1922219,CHEMBL1922219,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,CDK4,sensitive,IC50,107.0,0.561,3.43,True,low,100.0,0.004927,0.000739,37.8,98.2,100.0,7.4,100,73.0,65.6,,
474,CHEMBL381075,CHEMBL381075,Nc1cc(/C=C/c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccn1,AKT1,escape_route,IC50,121.0,0.45,3.1,True,low,100.0,0.001917,0.002876,32.0,87.9,100.0,34.5,100,76.7,65.6,,
475,CHEMBL332551,CHEMBL332551,Nc1nc(C2=C3C(=Nc4ccccc43)C(=O)NCC2)c(O)[nH]1,CHEK1,resistant,IC50,237.0,0.632,3.33,True,low,100.0,0.000813,0.004063,32.5,83.9,100.0,40.6,100,74.1,65.5,,
476,CHEMBL332551,CHEMBL332551,Nc1nc(C2=C3C(=Nc4ccccc43)C(=O)NCC2)c(O)[nH]1,CHEK1,resistant,IC50,237.0,0.632,3.33,True,low,100.0,0.000813,0.004063,32.5,83.9,100.0,40.6,100,74.1,65.5,,
477,CHEMBL435744,CHEMBL435744,OCc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1Cl,BRAF,escape_route,Kd,132.0,0.54,2.26,True,low,100.0,0.001879,0.002819,31.3,86.8,100.0,33.8,100,86.0,65.5,,
478,CHEMBL383928,CHEMBL383928,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2F)s1,KRAS,escape_route,IC50,120.0,0.717,3.44,True,low,100.0,0.001921,0.002881,32.0,88.0,100.0,34.6,100,72.9,65.4,,
479,CHEMBL571722,CHEMBL571722,Cc1cnc(Nc2cccc3c2OCCO3)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1,MAPK1,sensitive,Ki,15.0,0.293,3.31,True,medium,85.9,0.00706,0.001059,54.1,86.7,85.9,10.6,100,74.3,65.4,,
480,CHEMBL367715,CHEMBL367715,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN[C@H](Cc1ccccc1)C(N)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,25.0,0.133,3.71,True,low,72.7,0.003253,0.003253,43.4,97.5,72.7,32.5,100,69.9,65.3,,
481,CHEMBL220112,CHEMBL220112,O=C(N[C@H](CO)c1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,35.0,0.386,2.95,True,medium,97.7,0.00614,0.000921,47.1,84.9,97.7,9.2,100,78.3,65.2,,
482,CHEMBL3642007,CHEMBL3642007,O[C@@H]1CCCN(C2CCN(c3ccc(Nc4ncc5c6ccncc6n(C6CCCC6)c5n4)nn3)CC2)C1,CDK6,sensitive,IC50,18.0,0.408,3.45,True,medium,88.2,0.006862,0.001029,52.6,86.4,88.2,10.3,100,72.8,65.2,,
483,CHEMBL222249,CHEMBL222249,O=C(NCc1ccc(F)c(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,40.0,0.434,2.5,True,medium,98.7,0.005995,0.000899,46.0,84.5,98.7,9.0,100,83.3,65.2,,
484,CHEMBL2181114,CHEMBL2181114,C=C1C(=O)OCC1(C(=O)OCC)C(=O)OCC,ATM,resistant,IC50,250.0,0.303,3.13,True,low,100.0,0.000801,0.004005,32.0,82.5,100.0,40.0,100,76.3,65.1,,
485,CHEMBL2426383,CHEMBL2426383,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(C)cc2)cc1,CDK6,sensitive,IC50,43.0,0.427,2.07,True,medium,98.5,0.005916,0.000887,45.4,84.2,98.5,8.9,100,88.1,65.1,,
486,CHEMBL202721,CHEMBL202721,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,AURKA,resistant,IC50,110.0,0.294,2.31,True,medium,85.9,0.000979,0.004897,39.2,78.3,85.9,49.0,100,85.4,65.1,,
487,CHEMBL373628,CHEMBL373628,C[C@@H](NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)c1ccccc1,MAPK1,sensitive,Ki,100.0,0.437,2.82,True,low,93.7,0.005,0.00075,38.3,99.0,93.7,7.5,100,79.8,65.1,,
488,CHEMBL205754,CHEMBL205754,COc1cc(NC(=O)c2ccco2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,IC50,111.0,0.581,2.51,True,medium,86.6,0.000977,0.004887,39.1,78.2,86.6,48.9,100,83.2,65.1,,
489,CHEMBL153177,CHEMBL153177,CCCCCC[Se]CC(=O)C(F)(F)F,FOLH1,other,IC50,100.0,0.515,3.23,True,low,100.0,0.0025,0.0025,33.3,90.0,100.0,25.0,100,75.2,65.0,,
490,CHEMBL410637,CHEMBL410637,COC[C@H]1OC(=O)/C(=C/N2CCN(C)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,IC50,90.0,0.408,4.9,True,low,93.2,0.002046,0.003069,34.1,91.0,93.2,36.8,100,56.7,65.0,,
491,CHEMBL247618,CHEMBL247618,CNC(=O)c1cc(CNc2ccsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,escape_route,IC50,61.0,0.534,2.73,True,medium,100.0,0.002215,0.003322,36.9,75.1,100.0,39.9,100,80.8,64.9,,
492,CHEMBL315175,CHEMBL315175,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1C1CCCCC1,CHEK2,resistant,IC50,131.0,0.551,2.61,True,medium,91.0,0.000941,0.004707,37.7,76.5,91.0,47.1,100,82.1,64.8,,
493,CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CA,escape_route,Ki,120.0,0.676,4.66,True,low,100.0,0.001921,0.002881,32.0,88.0,100.0,34.6,100,59.3,64.8,,
494,CHEMBL452602,CHEMBL452602,C[C@@H]1CNC[C@H](C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,CDK4,sensitive,IC50,120.0,0.749,3.75,True,low,100.0,0.004802,0.00072,36.8,96.8,100.0,7.2,100,69.4,64.8,,
495,CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CA,escape_route,Ki,120.0,0.676,4.66,True,low,100.0,0.001921,0.002881,32.0,88.0,100.0,34.6,100,59.3,64.8,,
496,CHEMBL428496,WORTMANNIN,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,PIK3CA,escape_route,Ki,120.0,0.676,4.66,True,low,100.0,0.001921,0.002881,32.0,88.0,100.0,34.6,100,59.3,64.8,,
497,CHEMBL2426399,CHEMBL2426399,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)cc1,CDK6,sensitive,IC50,50.0,0.452,2.02,True,medium,99.0,0.005753,0.000863,44.1,83.6,99.0,8.6,100,88.7,64.7,,
498,CHEMBL285957,CHEMBL285957,CN(C)CCN1C(=O)c2cccc3c2c(cc2occc23)C1=O,MAP2K1,sensitive,IC50,140.0,0.698,2.39,True,low,100.0,0.004635,0.000695,35.5,94.6,100.0,7.0,100,84.6,64.6,,
499,CHEMBL204217,CHEMBL204217,CCc1ccc(C(=O)Nc2ncc(Nc3ncnc4cc(OCCCN5CCOCC5)c(OC)cc34)cn2)cc1,AURKA,resistant,IC50,85.0,0.267,2.63,True,medium,75.3,0.001035,0.005176,41.4,80.5,75.3,51.8,100,81.9,64.5,,
500,CHEMBL381328,CHEMBL381328,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1ccc2ccccc2c1,AKT1,escape_route,IC50,146.0,0.502,2.86,True,low,100.0,0.001836,0.002753,30.6,85.4,100.0,33.0,100,79.3,64.5,,
501,CHEMBL206183,CHEMBL206183,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1csc2ccccc12,AKT1,escape_route,IC50,142.0,0.494,3.05,True,low,100.0,0.001848,0.002772,30.8,85.8,100.0,33.3,100,77.2,64.5,,
502,CHEMBL535,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ATR,resistant,Kd,270.0,0.626,2.65,True,low,100.0,0.000784,0.003922,31.4,80.3,100.0,39.2,100,81.7,64.5,,
503,CHEMBL215578,CHEMBL215578,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1,KRAS,escape_route,IC50,60.0,0.649,3.61,True,medium,100.0,0.002222,0.003333,37.0,75.2,100.0,40.0,100,71.0,64.5,,
504,CHEMBL213667,CHEMBL213667,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,escape_route,IC50,140.0,0.717,3.39,True,low,100.0,0.001854,0.002781,30.9,86.0,100.0,33.4,100,73.4,64.4,,
505,CHEMBL177538,CHEMBL177538,CCCS(=O)(=O)NCCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C(C)C)cn2)c1Oc1ccccc1OC,CHEK2,resistant,Kd,69.18,0.218,3.04,True,medium,69.4,0.00108,0.0054,43.2,81.9,69.4,54.0,100,77.3,64.3,,
506,CHEMBL174581,CHEMBL174581,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)CCCC(N)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,37.0,0.211,3.54,True,low,74.2,0.00304,0.00304,40.5,96.3,74.2,30.4,100,71.8,64.2,,
507,CHEMBL303615,CHEMBL303615,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1Cn1c(O)c4nc5c(OC)c(OC)c(OC)cc5c-4c(c13)C2=O,MAP2K1,sensitive,IC50,36.0,0.419,4.75,True,medium,98.4,0.006109,0.000916,46.8,84.8,98.4,9.2,100,58.3,64.2,,
508,CHEMBL270039,CHEMBL270039,COC[C@H]1OC(=O)/C(=C/N2CCCCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,IC50,104.0,0.43,4.87,True,low,93.6,0.001983,0.002974,33.0,89.6,93.6,35.7,100,57.0,64.2,,
509,CHEMBL3702136,CHEMBL3702136,FC(F)(F)c1cccc(-n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)cc32)c1,CDK6,sensitive,IC50,26.0,0.364,2.83,True,medium,87.3,0.006463,0.000969,49.5,85.7,87.3,9.7,100,79.7,64.2,,
510,CHEMBL1336,CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,BRAF,escape_route,IC50,46.0,0.461,2.27,True,medium,89.2,0.002337,0.003506,39.0,76.3,89.2,42.1,100,85.9,64.2,,
511,CHEMBL806,CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,AR,sensitive,IC50,154.0,0.68,2.07,True,low,100.0,0.004531,0.00068,34.7,93.1,100.0,6.8,100,88.1,64.1,,
512,CHEMBL105765,CHEMBL105765,O=C(CCCCCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncccn2)CC1,PARP1,resistant,IC50,250.0,0.464,2.87,True,low,94.3,0.000801,0.004005,32.0,82.5,94.3,40.0,100,79.2,64.1,,
513,CHEMBL335198,CHEMBL335198,NC(=O)c1cccc2[nH]c(-c3ccc(C(=O)O)cc3)nc12,PARP1,resistant,Ki,290.0,0.682,1.98,True,low,100.0,0.000769,0.003844,30.8,78.1,100.0,38.4,100,89.1,64.0,,
514,CHEMBL388480,CHEMBL388480,c1ccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)cc1,PIK3CA,escape_route,IC50,160.0,0.561,2.42,True,low,100.0,0.001796,0.002694,29.9,84.0,100.0,32.3,100,84.2,64.0,,
515,CHEMBL3702222,CHEMBL3702222,CC[C@@H](C)n1c2cnccc2c2cnc(Nc3ccc(N4CC[C@@H](O)C4)cn3)nc21,CDK6,sensitive,IC50,50.0,0.525,3.57,True,medium,100.0,0.005753,0.000863,44.1,83.6,100.0,8.6,100,71.4,64.0,,
516,CHEMBL27372,CHEMBL27372,CCC1CCN(C=O)c2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,EC50,137.0,0.855,3.68,True,low,100.0,0.004658,0.000699,35.7,94.9,100.0,7.0,100,70.2,64.0,,
517,CHEMBL247250,CHEMBL247250,CNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)cn1,BRAF,escape_route,IC50,69.0,0.442,2.88,True,medium,98.8,0.002161,0.003242,36.0,74.5,98.8,38.9,100,79.1,64.0,,
518,CHEMBL4243377,CHEMBL4243377,CCCN(c1ccccc1)S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,EC50,158.0,0.795,2.06,True,low,100.0,0.004503,0.000676,34.5,92.6,100.0,6.8,100,88.2,63.9,,
519,CHEMBL384399,CHEMBL384399,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccccn2)s1,KRAS,escape_route,IC50,150.0,0.765,3.5,True,low,100.0,0.001824,0.002736,30.4,85.0,100.0,32.8,100,72.2,63.9,,
520,CHEMBL512092,CHEMBL512092,CC1(C)Cc2nc(N3CCOc4ccc(-c5cn[nH]c5)cc43)sc2C(=O)N1,PIK3CB,escape_route,IC50,156.0,0.713,3.11,True,low,100.0,0.001807,0.00271,30.1,84.4,100.0,32.5,100,76.6,63.8,,
521,CHEMBL4542127,CHEMBL4542127,COc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCN(S(=O)(=O)c2cccc(NC(=O)/C=C/CN(C)C)c2)CC1.O=C(O)C(F)(F)F,ATR,resistant,IC50,50.0,0.18,3.33,True,medium,58.6,0.001151,0.005753,46.0,83.6,58.6,57.5,100,74.1,63.8,,
522,CHEMBL172900,CHEMBL172900,CCOC(=O)C1CCN(CC(=O)C(CC(=O)O)NC(=O)C(CC)n2cccc(NC(=O)c3ccc4ccccc4c3)c2=O)CC1,CD274,immune,Ki,8.0,0.244,3.51,True,medium,69.9,0.003871,0.003871,51.6,79.4,69.9,38.7,100,72.1,63.7,,
523,CHEMBL221109,CHEMBL221109,O=C(NCc1ccncc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,160.0,0.49,2.49,True,low,100.0,0.00449,0.000673,34.4,92.4,100.0,6.7,100,83.4,63.6,,
524,CHEMBL562165,CHEMBL562165,CCOC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,MTOR,escape_route,IC50,46.0,0.359,2.61,True,medium,87.2,0.002337,0.003506,39.0,76.3,87.2,42.1,100,82.1,63.6,,
525,CHEMBL203275,CHEMBL203275,N[C@H](COc1cncc(/C=C/c2ccnc(NC3CC3)c2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,IC50,69.0,0.363,3.15,True,medium,97.3,0.002161,0.003242,36.0,74.5,97.3,38.9,100,76.1,63.5,,
526,CHEMBL255592,CHEMBL255592,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(C#Cc4cccnc4)ccc3ncc21,PIK3CA,escape_route,IC50,72.0,0.377,2.89,True,medium,97.5,0.002143,0.003214,35.7,74.2,97.5,38.6,100,79.0,63.5,,
527,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ATR,resistant,Kd,160.0,0.406,4.95,True,medium,98.1,0.000898,0.00449,35.9,73.9,98.1,44.9,100,56.1,63.4,,
528,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ATR,resistant,Kd,160.0,0.406,4.95,True,medium,98.1,0.000898,0.00449,35.9,73.9,98.1,44.9,100,56.1,63.4,,
529,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ATR,resistant,Kd,160.0,0.406,4.95,True,medium,98.1,0.000898,0.00449,35.9,73.9,98.1,44.9,100,56.1,63.4,,
530,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ATR,resistant,Kd,160.0,0.406,4.95,True,medium,98.1,0.000898,0.00449,35.9,73.9,98.1,44.9,100,56.1,63.4,,
531,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ATR,resistant,Kd,160.0,0.406,4.95,True,medium,98.1,0.000898,0.00449,35.9,73.9,98.1,44.9,100,56.1,63.4,,
532,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ATR,resistant,Kd,160.0,0.406,4.95,True,medium,98.1,0.000898,0.00449,35.9,73.9,98.1,44.9,100,56.1,63.4,,
533,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,ATR,resistant,Kd,160.0,0.406,4.95,True,medium,98.1,0.000898,0.00449,35.9,73.9,98.1,44.9,100,56.1,63.4,,
534,CHEMBL449084,CHEMBL449084,COc1ccc(C(=O)CNC(=O)CCn2c3c(c(=O)[nH]c2=O)CCCC3)cc1,PARP1,resistant,IC50,300.0,0.686,2.36,True,low,100.0,0.000761,0.003807,30.5,77.0,100.0,38.1,100,84.9,63.3,,
535,CHEMBL27945,CHEMBL27945,CCC1CCN(C)c2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,EC50,158.0,0.853,3.4,True,low,100.0,0.004503,0.000676,34.5,92.6,100.0,6.8,100,73.3,63.2,,
536,CHEMBL3698663,CHEMBL3698663,C[C@H](C1CCCCC1)n1c2cnccc2c2cnc(Nc3ccc(N4CCNCC4)cn3)nc21,CDK6,sensitive,IC50,61.0,0.451,3.39,True,medium,99.0,0.005537,0.000831,42.5,82.6,99.0,8.3,100,73.4,63.1,,
537,CHEMBL220272,CHEMBL220272,O=C(NOCc1ccccc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,170.0,0.42,2.55,True,low,100.0,0.004424,0.000664,33.9,91.3,100.0,6.6,100,82.8,63.1,,
538,CHEMBL381703,CHEMBL381703,N[C@H](CNc1cnc(Cl)c(/C=C/c2ccncc2)c1)CC1CNc2ccccc21,AKT1,escape_route,IC50,79.0,0.499,3.67,True,medium,100.0,0.002102,0.003154,35.0,73.7,100.0,37.8,100,70.3,63.1,,
539,CHEMBL2426387,CHEMBL2426387,COc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)cc1,CDK6,sensitive,IC50,42.0,0.392,2.08,True,medium,87.8,0.005942,0.000891,45.6,84.3,87.8,8.9,100,88.0,63.0,,
540,CHEMBL202787,CHEMBL202787,CNc1cc(/C=C/c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccn1,AKT1,escape_route,IC50,176.0,0.415,3.12,True,low,100.0,0.001754,0.002632,29.2,82.4,100.0,31.6,100,76.4,62.9,,
541,CHEMBL26719,CHEMBL26719,O=C(O)C[C@H](NC(=O)C(c1ccccc1)n1cccc(NC(=O)c2cccc3ccccc23)c1=O)C(=O)COc1ccccc1,CD274,immune,IC50,10.0,0.191,3.35,True,medium,68.8,0.00375,0.00375,50.0,79.2,68.8,37.5,100,73.9,62.9,,
542,CHEMBL374677,CHEMBL374677,O=C(NC(CO)c1ccc(F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,Ki,63.0,0.371,3.01,True,medium,97.4,0.005502,0.000825,42.2,82.5,97.4,8.2,100,77.7,62.9,,
543,CHEMBL378528,CHEMBL378528,O=C1NC(=O)/C(=C/c2ccc(-c3ccccn3)o2)S1,PIK3CA,escape_route,IC50,185.0,0.851,2.46,True,low,100.0,0.001733,0.002599,28.9,81.5,100.0,31.2,100,83.8,62.9,,
544,CHEMBL4580787,CHEMBL4580787,CN(C)C/C=C/C(=O)Nc1cccc(S(=O)(=O)N2CCC(NC(=O)c3n[nH]cc3NC(=O)c3c(Cl)cc(Cl)cc3Cl)CC2)c1,ATR,resistant,IC50,88.0,0.233,3.16,True,medium,69.7,0.001028,0.005139,41.1,80.3,69.7,51.4,100,76.0,62.8,,
545,CHEMBL1766765,CHEMBL1766765,N#Cc1ccccc1-c1cnc(N)c(C(=O)Nc2ccccc2)n1,ATM,resistant,IC50,320.0,0.773,2.11,True,low,100.0,0.000747,0.003737,29.9,74.8,100.0,37.4,100,87.7,62.7,,
546,CHEMBL247793,CHEMBL247793,CCNC(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,escape_route,IC50,90.0,0.408,2.55,True,medium,98.2,0.002046,0.003069,34.1,72.8,98.2,36.8,100,82.8,62.7,,
547,CHEMBL171846,CHEMBL171846,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCN(C)CC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,Ki,62.5,0.323,3.4,True,low,76.5,0.002755,0.002755,36.7,93.8,76.5,27.6,100,73.3,62.6,,
548,CHEMBL211173,CHEMBL211173,O=C1NC(=O)/C(=C/c2ccc(-c3ccc(O)cc3O)o2)S1,PIK3CA,escape_route,IC50,190.0,0.738,2.6,True,low,100.0,0.001721,0.002582,28.7,81.0,100.0,31.0,100,82.2,62.6,,
