gene,n_diseases,max_score
HLA-DQB1,37,0.08116501917467595
CD81,37,0.380454047699238
TBXAS1,37,0.3137981544047997
MUL1,37,0.044771698694651155
CCND1,37,0.07897975835847053
PLA2G1B,37,0.07386102340196082
ANPEP,37,0.1049267281965363
A2M,37,0.03539904838450971
TRAF2,37,0.06372729216386941
PRKCD,37,0.09586792939182814
HSPG2,37,0.09654881109565351
PF4,37,0.067337220204005
ANGPT1,37,0.2347618830323796
NEFL,36,0.0790643103971114
CORT,36,0.07992537753715083
ACP5,36,0.06372729216386941
CCL21,36,0.03874673326054375
MR1,36,0.10219138033448896
HLA-DPA1,36,0.10850216012656039
PLOD1,36,0.03992157489124149
TRPV1,36,0.3663847446261733
FYN,36,0.3890994509839729
ACTA1,36,0.053838656028180755
H3C3,36,0.5088882011427547
H3C6,36,0.5088882011427547
LAG3,36,0.06376743426201628
SNORD12C,36,0.05277235480446715
SELPLG,36,0.07214565753243231
LEPR,36,0.23103031106600988
PFDN4,36,0.03884548076641988
ADRB2,36,0.5975387408667883
ACP2,36,0.0320515564919815
DNMT1,36,0.09658484776114638
SPN,36,0.08734309763176415
MAP3K7,36,0.18585146635375943
HLA-DPB1,36,0.07424586408061203
MSMB,36,0.06824985447832783
PICALM,36,0.261902750547312
CTSL,36,0.057281292887331435
PSAT1,36,0.12549653923638607
DNASE1,36,0.0636338089615344
ENO2,36,0.07817863557979776
CXCL16,36,0.05412861376742813
TMED2,36,0.08948812641835065
LYN,36,0.09066058575848876
KRT1,36,0.04379219642942874
PON1,36,0.059996770356676166
