chembl_id,smiles,target_gene,population_target,source,activity_nM,mw,qed,sa_score,admet_score,best_similarity,generation_method,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synth,score_overall,rank
,Cc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,sensitive,scout2,8.05,361.8,0.67,3.1,70.0,0.496,r_group,69.1,99.2,70.0,20.7,100,76.7,71.5,620
,Nc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,sensitive,scout2,8.03,362.8,0.525,3.1,70.0,0.466,r_group,69.1,99.2,70.0,20.7,100,76.7,71.5,621
,O=C(Nc1c[nH]nc1C(=S)NC1CCNCC1)c1c(Cl)cccc1Cl,CDK4,sensitive,scout2,8.0,398.3,0.596,3.1,70.0,0.454,bioisostere,69.2,99.2,70.0,20.8,100,76.7,71.5,622
,CN(C)c1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,sensitive,scout2,7.82,390.9,0.624,3.4,70.0,0.44,r_group,69.5,99.2,70.0,20.9,100,73.3,71.5,623
,Cc1nc(N)sc1-c1ccnc(Nc2ccoc2)n1.O=[N+][O-],CDK4,sensitive,scout2,8.36,319.3,0.553,2.8,70.0,0.461,bioisostere,68.6,99.2,70.0,20.6,100,80.0,71.4,624
,Nc1nc(C(F)(F)F)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,CDK4,sensitive,scout2,8.1,382.3,0.519,3.2,70.0,0.544,r_group,69.0,99.2,70.0,20.7,100,75.6,71.4,625
,Cl.N#Cc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,escape_route,scout2,16.27,358.9,0.701,3.0,70.0,0.569,r_group,59.0,98.4,70.0,41.3,100,77.8,71.4,626
,CC(C)c1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,CDK4,sensitive,scout2,8.18,356.4,0.524,3.1,70.0,0.466,r_group,68.9,99.2,70.0,20.7,100,76.7,71.4,627
,N#Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,CDK4,sensitive,scout2,8.25,339.3,0.545,3.0,70.0,0.503,r_group,68.8,99.2,70.0,20.6,100,77.8,71.4,628
,Nc1nc(Cl)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,CDK4,sensitive,scout2,8.29,348.8,0.546,2.9,70.0,0.508,r_group,68.7,99.2,70.0,20.6,100,78.9,71.4,629
,CC(C)c1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,sensitive,scout2,7.89,389.9,0.631,3.4,70.0,0.427,r_group,69.4,99.2,70.0,20.8,100,73.3,71.4,630
,Cc1nc(N)sc1-c1ccnc(Nc2ccncc2)n1.O=[N+][O-],CDK4,sensitive,scout2,8.4,330.4,0.549,2.9,70.0,0.436,bioisostere,68.5,99.2,70.0,20.5,100,78.9,71.4,631
CHEMBL419020,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncccc2C(F)(F)F)CC1,PARP1,resistant,scout1,40.0,0.0,0.566,2.96,96.3,,database,46.1,96.0,96.3,46.1,70,78.2,71.4,632
CHEMBL210540,Cc1cc(-c2cnc(Nc3cnc(CN4CCN(C)CC4)cn3)s2)nc(OC2CCCCC2)n1,CDK6,sensitive,scout1,7.8,0.0,0.54,2.95,100.0,,database,69.6,79.4,100.0,20.9,70,78.3,71.3,633
,Cl.Sc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,escape_route,scout2,16.59,365.9,0.699,2.9,70.0,0.553,bioisostere,58.7,98.3,70.0,41.1,100,78.9,71.3,634
,Cl.NS(=O)(=O)c1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,escape_route,scout2,16.27,412.9,0.708,3.2,70.0,0.548,r_group,59.0,98.4,70.0,41.3,100,75.6,71.3,635
,Cl.Fc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout2,16.0,386.8,0.521,3.4,70.0,0.653,r_group,59.3,98.4,70.0,41.5,100,73.3,71.3,636
CHEMBL280865,CCCC1CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,scout1,19.0,0.0,0.848,3.46,100.0,,database,56.8,98.1,100.0,17.0,70,72.7,71.3,637
,Cl.Oc1cc[nH]c1.c1nc(N2CCOCC2)c2sccc2n1,PIK3CA,escape_route,scout2,16.7,340.8,0.712,2.8,70.0,0.418,bioisostere,58.7,98.3,70.0,41.1,100,80.0,71.3,638
,Nc1nc(F)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,CDK4,sensitive,scout2,8.49,332.3,0.556,2.9,70.0,0.496,r_group,68.3,99.2,70.0,20.5,100,78.9,71.3,639
,Cl.Cl.O=C(Nc1c[nH]nc1C(=O)NC1CCNCC1)c1ccoc1,CDK4,sensitive,scout2,8.44,376.2,0.647,3.0,70.0,0.412,bioisostere,68.4,99.2,70.0,20.5,100,77.8,71.3,640
,CCc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,sensitive,scout2,8.26,375.9,0.644,3.2,70.0,0.432,r_group,68.7,99.2,70.0,20.6,100,75.6,71.3,641
,CNc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,sensitive,scout2,8.23,376.8,0.546,3.2,70.0,0.435,r_group,68.8,99.2,70.0,20.6,100,75.6,71.3,642
,O=C(O)c1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,sensitive,scout2,8.1,391.8,0.524,3.4,70.0,0.479,r_group,69.0,99.2,70.0,20.7,100,73.3,71.3,643
,NC(=O)c1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,sensitive,scout2,8.1,390.8,0.515,3.4,70.0,0.474,r_group,69.0,99.2,70.0,20.7,100,73.3,71.3,644
,CNc1nc(C)c(-c2ccnc(Nc3cc(OC)c(OC)c(SC)c3)n2)s1,CDK4,sensitive,scout2,8.27,403.5,0.561,3.4,70.0,0.547,bioisostere,68.7,99.2,70.0,20.6,100,73.3,71.2,645
,Cl.NC(=O)c1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,escape_route,scout2,16.72,376.9,0.76,3.1,70.0,0.494,r_group,58.6,98.3,70.0,41.0,100,76.7,71.2,646
CHEMBL3702123,O=C(c1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1)N1CCNCC1,CDK6,sensitive,scout1,8.0,0.0,0.5,2.79,100.0,,database,69.2,79.4,100.0,20.8,70,80.1,71.2,647
,Cl.Oc1ccoc1.c1nc(N2CCOCC2)c2sccc2n1,PIK3CA,escape_route,scout2,17.27,341.8,0.733,2.8,70.0,0.413,bioisostere,58.2,98.3,70.0,40.7,100,80.0,71.1,648
,Cc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1.Cl,PIK3CA,escape_route,scout2,16.34,382.9,0.522,3.4,70.0,0.698,r_group,59.0,98.4,70.0,41.3,100,73.3,71.1,649
,CNc1nc(C)c(-c2ccnc(Nc3cc(OC)c(NC)c(OC)c3)n2)s1,CDK4,sensitive,scout2,8.45,386.5,0.565,3.4,70.0,0.542,bioisostere,68.4,99.2,70.0,20.5,100,73.3,71.1,650
,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1C(F)(F)F,CDK4,sensitive,scout2,8.28,415.8,0.617,3.5,70.0,0.433,r_group,68.7,99.2,70.0,20.6,100,72.2,71.1,651
,Cl.c1cc(-c2nc(N3CCOCC3)c3sccc3n2)cc(C2CC2)c1,PIK3CA,escape_route,scout2,16.9,373.9,0.677,3.1,70.0,0.52,r_group,58.5,98.3,70.0,40.9,100,76.7,71.1,652
CHEMBL204318,CCCCC(=O)Nc1ncc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)cn1,AURKA,resistant,scout1,17.0,0.0,0.361,2.63,87.2,,database,58.4,78.6,87.2,58.4,70,81.9,71.0,653
,Cl.FC(F)(F)c1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,escape_route,scout2,16.91,401.8,0.627,3.2,70.0,0.55,r_group,58.5,98.3,70.0,40.9,100,75.6,71.0,654
,CN(C)c1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1.Cl,PIK3CA,escape_route,scout2,17.15,376.9,0.697,3.1,70.0,0.444,r_group,58.3,98.3,70.0,40.8,100,76.7,71.0,655
,CNc1nc(C)c(-c2ccnc(Nc3cc(NC)c(OC)c(OC)c3)n2)s1,CDK4,sensitive,scout2,8.51,386.5,0.565,3.4,70.0,0.619,bioisostere,68.3,99.1,70.0,20.5,100,73.3,71.0,656
CHEMBL427787,C[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,AURKA,resistant,scout1,24.0,0.0,0.614,2.96,100.0,,database,53.5,78.1,100.0,53.5,70,78.2,71.0,657
CHEMBL27297,CCC1CCNc2cc3c(cc21)c(C(F)(F)F)cc(=O)n3C,AR,sensitive,scout1,20.0,0.0,0.867,3.41,100.0,,database,56.1,98.0,100.0,16.8,70,73.2,71.0,658
,Cl.Oc1cccc(-c2nc(N3CCSCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout2,16.76,400.9,0.542,3.4,70.0,0.674,bioisostere,58.6,98.3,70.0,41.0,100,73.3,71.0,659
,CNCCN(C)c1nc(-c2cccc(O)c2)nc2c1oc1ncccc12.Cl,PIK3CA,escape_route,scout2,17.33,385.9,0.545,3.4,70.0,0.419,bioisostere,58.1,98.3,70.0,40.7,100,73.3,70.8,660
,Cl.Oc1ccncc1.c1nc(N2CCOCC2)c2sccc2n1,PIK3CA,escape_route,scout2,18.13,352.8,0.726,2.9,70.0,0.418,bioisostere,57.5,98.2,70.0,40.2,100,78.9,70.8,661
CHEMBL173677,CCCCN(C)CC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,3.1,0.0,0.28,3.43,75.6,,database,82.8,79.8,75.6,24.8,70,73.0,70.8,662
CHEMBL206663,CN(C)CCOCCOc1cc(N2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,resistant,scout1,25.0,0.0,0.505,2.76,100.0,,database,52.9,78.0,100.0,52.9,70,80.4,70.8,663
,Cl.Nc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout2,17.61,383.8,0.531,3.4,70.0,0.639,r_group,57.9,98.2,70.0,40.5,100,73.3,70.7,664
,CNc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1.Cl,PIK3CA,escape_route,scout2,18.13,362.9,0.77,3.0,70.0,0.487,r_group,57.5,98.2,70.0,40.2,100,77.8,70.7,665
CHEMBL3698731,NCC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,CDK6,sensitive,scout1,8.8,0.0,0.479,2.89,99.6,,database,67.8,79.3,99.6,20.3,70,79.0,70.6,666
,Cl.N#Cc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout2,17.57,393.8,0.514,3.5,70.0,0.628,r_group,57.9,98.2,70.0,40.5,100,72.2,70.6,667
CHEMBL206139,COc1cc([N+](=O)[O-])c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,42.0,0.0,0.638,2.52,92.8,,database,45.4,95.8,92.8,45.4,70,83.1,70.6,668
,CN(C)c1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1.Cl,PIK3CA,escape_route,scout2,17.74,411.9,0.508,3.6,70.0,0.644,r_group,57.8,98.2,70.0,40.4,100,71.1,70.5,669
,CNc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1.Cl,PIK3CA,escape_route,scout2,18.08,397.9,0.564,3.5,70.0,0.64,r_group,57.5,98.2,70.0,40.3,100,72.2,70.5,670
,Cl.Oc1cc[nH]c1.c1cnc2oc3c(N4CCOCC4)ncnc3c2c1,PIK3CA,escape_route,scout2,18.36,375.8,0.527,3.2,70.0,0.421,bioisostere,57.3,98.2,70.0,40.1,100,75.6,70.5,671
,COc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1.Cl,PIK3CA,escape_route,scout2,18.82,363.9,0.711,3.0,70.0,0.474,r_group,56.9,98.1,70.0,39.9,100,77.8,70.5,672
,CCc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1.Cl,PIK3CA,escape_route,scout2,18.68,361.9,0.701,3.0,70.0,0.513,r_group,57.0,98.1,70.0,39.9,100,77.8,70.5,673
,Cl.Oc1ccoc1.c1cnc2oc3c(N4CCOCC4)ncnc3c2c1,PIK3CA,escape_route,scout2,18.63,376.8,0.541,3.2,70.0,0.443,bioisostere,57.1,98.1,70.0,40.0,100,75.6,70.4,674
CHEMBL426476,CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,escape_route,scout1,40.0,0.0,0.53,2.57,100.0,,database,46.1,96.0,100.0,32.3,70,82.6,70.3,675
CHEMBL258721,CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12,CDK4,sensitive,scout1,9.0,0.0,0.412,2.69,98.2,,database,67.5,79.3,98.2,20.3,70,81.2,70.3,676
CHEMBL172196,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCSCC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,11.25,0.0,0.323,3.5,81.5,,database,64.3,98.9,81.5,19.3,70,72.2,70.3,677
CHEMBL282204,CC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@H]1C,AR,sensitive,scout1,22.0,0.0,0.768,3.88,100.0,,database,54.7,97.8,100.0,16.4,70,68.0,70.2,678
CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,scout1,33.0,0.0,0.433,2.87,93.7,,database,48.9,96.7,93.7,34.2,70,79.2,70.2,679
,Cl.Oc1ccncc1.c1cnc2oc3c(N4CCOCC4)ncnc3c2c1,PIK3CA,escape_route,scout2,19.01,387.8,0.532,3.4,70.0,0.465,bioisostere,56.8,98.1,70.0,39.8,100,73.3,70.2,680
CHEMBL332838,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)CNC(C)=O,MAP2K1,sensitive,scout1,26.0,0.0,0.329,2.48,100.0,,database,52.3,97.4,100.0,15.7,70,83.6,70.1,681
,Cl.Sc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout2,19.33,400.9,0.513,3.4,70.0,0.6,bioisostere,56.6,98.1,70.0,39.6,100,73.3,70.1,682
CHEMBL118433,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1N,MAP2K1,sensitive,scout1,27.0,0.0,0.376,2.44,100.0,,database,51.8,97.3,100.0,15.5,70,84.0,69.9,683
CHEMBL212049,Cc1cnc(OC2CCCCC2)nc1-c1cnc(Nc2ccccn2)s1,CDK4,sensitive,scout1,26.0,0.0,0.701,2.73,100.0,,database,52.3,97.4,100.0,15.7,70,80.8,69.9,684
CHEMBL282813,CC(C)CC1CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,scout1,25.0,0.0,0.825,3.49,100.0,,database,52.9,97.5,100.0,15.9,70,72.3,69.7,685
,Cl.NS(=O)(=O)c1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout2,19.88,447.9,0.507,3.8,70.0,0.588,r_group,56.2,98.0,70.0,39.3,100,68.9,69.7,686
,Cl.NC(=O)c1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout2,20.24,411.8,0.552,3.6,70.0,0.656,r_group,55.9,98.0,70.0,39.1,100,71.1,69.7,687
,CCc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1.Cl,PIK3CA,escape_route,scout2,20.36,396.9,0.515,3.5,70.0,0.604,r_group,55.8,98.0,70.0,39.1,100,72.2,69.7,688
CHEMBL1083192,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,scout1,38.0,0.0,0.544,2.86,95.9,,database,46.9,96.2,95.9,32.8,70,79.3,69.7,689
CHEMBL369634,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CNCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,3.05,0.0,0.193,3.34,68.9,,database,83.0,79.8,68.9,24.9,70,74.0,69.6,690
CHEMBL586702,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,PIK3CB,escape_route,scout1,44.0,0.0,0.636,2.64,100.0,,database,44.8,95.6,100.0,31.3,70,81.8,69.6,691
,Cl.O=C(O)c1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout2,20.78,412.8,0.546,3.6,70.0,0.632,r_group,55.5,97.9,70.0,38.9,100,71.1,69.5,692
CHEMBL203384,N[C@H](CNc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout1,19.0,0.0,0.388,3.12,97.8,,database,56.8,78.5,97.8,39.8,70,76.4,69.5,693
CHEMBL200863,CC(C)(CNC(=O)Nc1ccc(Cl)cc1)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,escape_route,scout1,13.0,0.0,0.253,2.66,85.1,,database,62.2,79.0,85.1,43.6,70,81.6,69.5,694
CHEMBL402272,Nc1nccc(-c2cc3c([nH]2)CCNC3=O)n1,CDK4,sensitive,scout1,29.0,0.0,0.656,2.81,100.0,,database,50.7,97.1,100.0,15.2,70,79.9,69.3,695
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,escape_route,scout1,40.0,0.0,0.676,4.66,100.0,,database,46.1,96.0,100.0,32.3,70,59.3,69.2,696
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,escape_route,scout1,40.0,0.0,0.676,4.66,100.0,,database,46.1,96.0,100.0,32.3,70,59.3,69.2,697
CHEMBL243298,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(F)c2)n1,CDK4,sensitive,scout1,31.62,0.0,0.662,2.04,100.0,,database,49.5,96.8,100.0,14.9,70,88.4,69.2,698
CHEMBL111606,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Cl)cc1,PARP1,resistant,scout1,60.0,0.0,0.704,2.64,100.0,,database,40.3,94.0,100.0,40.3,70,81.8,69.2,699
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,escape_route,scout1,40.0,0.0,0.676,4.66,100.0,,database,46.1,96.0,100.0,32.3,70,59.3,69.2,700
CHEMBL320579,O=C(Cn1c2c(c(=O)[nH]c1=O)CSCC2)NCCC(=O)N1CCN(c2ncccn2)CC1,PARP1,resistant,scout1,60.0,0.0,0.56,2.84,100.0,,database,40.3,94.0,100.0,40.3,70,79.6,69.1,701
CHEMBL524266,Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,CDK4,sensitive,scout1,28.0,0.0,0.785,3.72,100.0,,database,51.2,97.2,100.0,15.4,70,69.8,69.0,702
CHEMBL205950,CN(C)CCOc1cc(OCC2(C)COC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,resistant,scout1,32.0,0.0,0.585,2.97,100.0,,database,49.3,77.4,100.0,49.3,70,78.1,69.0,703
CHEMBL220897,O=C(NC(CO)c1cc(Cl)cc(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,7.0,0.0,0.297,3.17,85.9,,database,71.1,79.4,85.9,21.3,70,75.9,68.9,704
CHEMBL369589,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCC(C(N)=O)CC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,11.6,0.0,0.247,3.47,74.9,,database,63.9,98.8,74.9,19.2,70,72.6,68.9,705
CHEMBL490428,Cc1ccc(Nc2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)nn1,PIK3CB,escape_route,scout1,23.0,0.0,0.666,3.05,100.0,,database,54.1,78.2,100.0,37.8,70,77.2,68.8,706
CHEMBL153015,CCCCCCCC(F)(F)C(=O)C(F)(F)F,FOLH1,other,scout1,32.36,0.0,0.488,2.63,100.0,,database,49.2,96.8,100.0,14.8,70,81.9,68.7,707
CHEMBL534951,Cl.O=C(O)COc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout1,24.0,0.0,0.498,2.68,100.0,,database,53.5,78.1,100.0,37.4,70,81.3,68.7,708
CHEMBL5221008,Cn1cc(Cc2ccccc2Cl)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,scout1,64.0,0.0,0.746,2.63,100.0,,database,39.4,93.6,100.0,39.4,70,81.9,68.7,709
CHEMBL394503,CNC(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,escape_route,scout1,24.0,0.0,0.447,2.55,98.9,,database,53.5,78.1,98.9,37.4,70,82.8,68.6,710
CHEMBL3216006,Cl.Cl.c1cc(OCCN2CCOCC2)cc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout1,16.0,0.0,0.366,2.85,87.3,,database,59.3,78.7,87.3,41.5,70,79.4,68.6,711
CHEMBL3698726,c1cc2c3cnc(Nc4ccc(NC5CCNCC5)nn4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,scout1,12.4,0.0,0.44,2.95,98.8,,database,62.9,79.0,98.8,18.9,70,78.3,68.6,712
CHEMBL108316,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncncn2)CC1,PARP1,resistant,scout1,50.0,0.0,0.518,3.0,90.4,,database,42.9,95.0,90.4,42.9,70,77.8,68.5,713
CHEMBL225519,O=C1NCCc2[nH]c(-c3ccncc3)cc21,CDK4,sensitive,scout1,34.0,0.0,0.751,2.54,100.0,,database,48.5,96.6,100.0,14.5,70,82.9,68.5,714
CHEMBL379914,N[C@H](COc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout1,23.0,0.0,0.436,3.07,98.7,,database,54.1,78.2,98.7,37.8,70,77.0,68.5,715
CHEMBL1995813,NC1CCCCC1Nc1nccc(-c2c[nH]c3ncccc23)n1,CDK4,sensitive,scout1,31.62,0.0,0.692,3.25,100.0,,database,49.5,96.8,100.0,14.9,70,75.0,68.5,716
CHEMBL363857,CN1CCN(c2ccc(C(=O)Nc3[nH]nc4c3CN(C(=O)Cc3ccsc3)C4)cc2)CC1,AURKA,resistant,scout1,65.0,0.0,0.624,2.82,100.0,,database,39.2,93.5,100.0,39.2,70,79.8,68.5,717
CHEMBL5220075,COc1ccccc1Cc1cn(C)nc1-c1cc(Cl)nc(N)n1,EZH2,resistant,scout1,67.0,0.0,0.744,2.59,100.0,,database,38.7,93.3,100.0,38.7,70,82.3,68.4,718
CHEMBL200431,N/C(=N\O)c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout1,53.0,0.0,0.224,2.27,99.5,,database,42.1,94.7,99.5,29.5,70,85.9,68.4,719
CHEMBL363160,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,AURKA,resistant,scout1,27.0,0.0,0.473,2.67,89.5,,database,51.8,77.8,89.5,51.8,70,81.4,68.2,720
CHEMBL367714,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)CCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,4.8,0.0,0.201,3.44,74.0,,database,76.5,79.6,74.0,23.0,70,72.9,68.2,721
CHEMBL411950,COC[C@H]1OC(=O)/C(=C/N2CCOCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,scout1,37.0,0.0,0.418,4.91,93.4,,database,47.2,96.3,93.4,33.1,70,56.6,68.2,722
CHEMBL360089,C/C1=C\[C@@H](O)C(=O)/C=C/C=C\c2csc(n2)[C@@H](C)NC(=O)C[C@@]2(CC1)[S+]([O-])SC(=O)[C@]2(C)O,MAP2K1,sensitive,scout1,11.0,0.0,0.275,7.08,80.1,,database,64.6,98.9,80.1,19.4,70,32.4,68.2,723
CHEMBL205543,CN1CCN(c2cc(OC3CCOC3)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)CC1,CHEK1,resistant,scout1,66.0,0.0,0.703,3.27,100.0,,database,39.0,93.4,100.0,39.0,70,74.8,68.1,724
CHEMBL107616,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(-c2ccccc2)c1,PARP1,resistant,scout1,70.0,0.0,0.54,2.61,100.0,,database,38.1,93.0,100.0,38.1,70,82.1,68.0,725
CHEMBL205699,CN1CCN(c2cc(OCc3cccnc3)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)CC1,CHEK1,resistant,scout1,38.0,0.0,0.553,2.69,100.0,,database,46.9,77.0,100.0,46.9,70,81.2,67.9,726
CHEMBL205744,N#Cc1cnc(NC(=O)Nc2cc(Cl)c(OCc3cccnc3)cc2N2CCCC2)cn1,CHEK1,resistant,scout1,38.0,0.0,0.578,2.63,100.0,,database,46.9,77.0,100.0,46.9,70,81.9,67.9,727
CHEMBL322957,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(Br)c1,PARP1,resistant,scout1,70.0,0.0,0.647,2.74,100.0,,database,38.1,93.0,100.0,38.1,70,80.7,67.9,728
CHEMBL3642038,CN(C)C1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CCC1O,CDK6,sensitive,scout1,13.3,0.0,0.452,3.77,99.0,,database,61.9,78.9,99.0,18.6,70,69.2,67.9,729
CHEMBL208537,COc1cc(CN2CCN(C)CC2)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,73.0,0.0,0.812,2.39,100.0,,database,37.5,92.7,100.0,37.5,70,84.6,67.8,730
