chembl_id,smiles,target_gene,population_target,source,activity_nM,mw,qed,sa_score,admet_score,best_similarity,generation_method,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synth,score_overall,rank
,CCOc1c(OC)cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)OC)cc34)[nH]c2c1OC,MAP2K1,sensitive,scout2,2.55,493.5,0.503,4.5,70.0,0.555,r_group,85.6,99.7,70.0,25.7,100,61.1,76.5,323
CHEMBL373013,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCNCCO,AURKA,resistant,scout1,5.0,0.0,0.193,2.69,73.9,,database,75.9,79.6,73.9,75.9,70,81.2,76.4,324
CHEMBL108623,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2cc(C(F)(F)F)ccn2)CC1,PARP1,resistant,scout1,20.0,0.0,0.566,2.97,96.3,,database,56.1,98.0,96.3,56.1,70,78.1,76.4,325
CHEMBL1202518,COc1ccc(O)c(C(=O)c2ccc(C(=O)N[C@@H]3CCCNCC3NC(=O)c3ccncc3)cc2)c1F.Cl.Cl,AKT1,escape_route,scout1,4.0,0.0,0.316,3.47,86.3,,database,79.1,79.7,86.3,55.4,70,72.6,76.4,326
CHEMBL561103,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,MTOR,escape_route,scout1,4.6,0.0,0.4,2.7,88.0,,database,77.1,79.6,88.0,54.0,70,81.1,76.3,327
,C.COc1cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(N)=O)cc34)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,2.68,480.5,0.512,4.4,70.0,0.538,bioisostere,84.9,99.7,70.0,25.5,100,62.2,76.3,328
,COc1cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)SC)cc34)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,2.72,495.6,0.55,4.4,70.0,0.522,bioisostere,84.7,99.7,70.0,25.4,100,62.2,76.3,329
CHEMBL541643,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CB,escape_route,scout1,16.0,0.0,0.769,2.44,100.0,,database,59.3,98.4,100.0,41.5,70,84.0,76.3,330
,CCC1CN(C(=O)c2cc3cc(OC)c(OC)c(OC)c3[nH]2)C2=CC(=O)c3[nH]c(C(=O)OC)cc3C21,MAP2K1,sensitive,scout2,2.65,493.5,0.503,4.5,70.0,0.516,r_group,85.0,99.7,70.0,25.5,100,61.1,76.3,331
CHEMBL115952,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)NC(CC(=O)O)C(=O)COc1cc2ccccc2cc1C(N)=O,CD274,immune,scout1,1.7,0.0,0.169,3.54,63.4,,database,91.4,99.8,63.4,27.4,70,71.8,76.3,332
CHEMBL541643,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CB,escape_route,scout1,16.0,0.0,0.769,2.44,100.0,,database,59.3,98.4,100.0,41.5,70,84.0,76.3,333
CHEMBL418198,CCC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,sensitive,scout1,7.0,0.0,0.814,3.94,100.0,,database,71.1,99.3,100.0,21.3,70,67.3,76.2,334
CHEMBL2113261,CC[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@H]1C,AR,sensitive,scout1,7.0,0.0,0.814,3.94,100.0,,database,71.1,99.3,100.0,21.3,70,67.3,76.2,335
CHEMBL1085160,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(CO)c4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,scout1,14.0,0.0,0.543,2.7,95.9,,database,61.2,98.6,95.9,42.8,70,81.1,76.2,336
CHEMBL202635,COc1cc(CN2CCCCC2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,12.0,0.0,0.794,2.48,100.0,,database,63.4,79.0,100.0,63.4,70,83.6,76.0,337
,COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)SC)c35)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,2.9,507.6,0.54,4.5,70.0,0.486,bioisostere,83.7,99.7,70.0,25.1,100,61.1,75.9,338
,COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(=O)SC)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,2.87,521.6,0.544,4.6,70.0,0.478,bioisostere,83.9,99.7,70.0,25.2,100,60.0,75.9,339
CHEMBL4243509,COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout1,9.0,0.0,0.81,2.17,100.0,,database,67.5,99.1,100.0,20.3,70,87.0,75.9,340
CHEMBL432211,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccc2ccccc2c1,PARP1,resistant,scout1,25.0,0.0,0.612,2.42,100.0,,database,52.9,97.5,100.0,52.9,70,84.2,75.9,341
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,342
CHEMBL5220632,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCC(=O)N2CCOCC2)n1,EZH2,resistant,scout1,24.2,0.0,0.52,2.98,100.0,,database,53.3,97.6,100.0,53.3,70,78.0,75.8,343
,CNc1c(OC)c(OC)cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(=O)OC)c(C)n3C)[nH]c12,MAP2K1,sensitive,scout2,2.92,504.5,0.513,4.6,70.0,0.513,bioisostere,83.6,99.7,70.0,25.1,100,60.0,75.8,344
,CNC.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)cc35)[nH]c2c(OC)c1OC.O,MAP2K1,sensitive,scout2,2.92,496.6,0.506,4.5,70.0,0.497,bioisostere,83.6,99.7,70.0,25.1,100,61.1,75.8,345
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,346
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,347
,CNC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC)c(OC)c4[nH]1)C3=CC2=O,MAP2K1,sensitive,scout2,2.92,490.5,0.505,4.5,70.0,0.527,bioisostere,83.6,99.7,70.0,25.1,100,61.1,75.8,348
CHEMBL1084715,CCNc1nc(C)c(-c2ccnc(Nc3ccc(CNC(C)=O)cc3)n2)s1,CDK4,sensitive,scout1,9.0,0.0,0.577,2.39,100.0,,database,67.5,99.1,100.0,20.3,70,84.6,75.8,349
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,350
CHEMBL433356,COc1ccc(C(=O)CNC(=O)CCn2c3c(c(=O)[nH]c2=O)CSCC3)cc1,PARP1,resistant,scout1,25.0,0.0,0.66,2.62,100.0,,database,52.9,97.5,100.0,52.9,70,82.0,75.8,351
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,352
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,353
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,354
CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,AR,sensitive,scout1,9.0,0.0,0.515,2.57,100.0,,database,67.5,99.1,100.0,20.3,70,82.6,75.7,355
,C.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(N)=O)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,2.97,506.6,0.547,4.6,70.0,0.527,bioisostere,83.4,99.7,70.0,25.0,100,60.0,75.7,356
,CCOc1cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)OC)cc34)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,3.07,493.5,0.503,4.5,70.0,0.507,r_group,82.9,99.7,70.0,24.9,100,61.1,75.6,357
CHEMBL366456,CCCCNCC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,0.76,0.0,0.232,3.37,69.6,,database,100.0,79.9,69.6,30.0,70,73.7,75.6,358
,COc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC3CC3)c24)nn1,MAP2K1,sensitive,scout2,3.2,446.5,0.554,4.1,70.0,0.545,r_group,82.3,99.7,70.0,24.7,100,65.6,75.6,359
,CNC(=O)c1c2c(n(C)c1C)C(=O)C=C1N(C(=O)c3cc4cc(OC)c(OC)c(OC)c4[nH]3)C[C@H]3C[C@]123,MAP2K1,sensitive,scout2,3.01,504.5,0.552,4.6,70.0,0.504,bioisostere,83.2,99.7,70.0,25.0,100,60.0,75.6,360
,C.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(S(N)(=O)=O)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,2.96,542.6,0.504,4.8,70.0,0.482,bioisostere,83.4,99.7,70.0,25.0,100,57.8,75.6,361
CHEMBL101995,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)cc1)C3=CC2=O,MAP2K1,sensitive,scout1,2.9,0.0,0.609,4.12,100.0,,database,83.7,79.8,100.0,25.1,70,65.3,75.6,362
CHEMBL108840,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cccnn2)cc1,PARP1,resistant,scout1,25.0,0.0,0.516,2.85,100.0,,database,52.9,97.5,100.0,52.9,70,79.4,75.6,363
CHEMBL108137,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cncnc2)cc1,PARP1,resistant,scout1,25.0,0.0,0.516,2.84,100.0,,database,52.9,97.5,100.0,52.9,70,79.6,75.6,364
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,365
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,366
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,367
,CNC.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5cc(C)n3C)[nH]c2c(OC)c1OC.O,MAP2K1,sensitive,scout2,3.11,510.6,0.554,4.6,70.0,0.496,bioisostere,82.7,99.7,70.0,24.8,100,60.0,75.5,368
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,369
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,370
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,371
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,sensitive,scout1,2.5,0.0,0.406,4.95,98.1,,database,85.9,79.8,98.1,25.8,70,56.1,75.5,372
,CNC.COc1cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]ccc34)[nH]c2c(OC)c1OC.O,MAP2K1,sensitive,scout2,3.16,484.6,0.52,4.4,70.0,0.516,bioisostere,82.5,99.7,70.0,24.8,100,62.2,75.5,373
,CNc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(=O)OC)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,sensitive,scout2,3.14,504.5,0.513,4.6,70.0,0.503,bioisostere,82.6,99.7,70.0,24.8,100,60.0,75.4,374
,CNC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1cnc(OC)nc1)C3=CC2=O,MAP2K1,sensitive,scout2,3.39,419.4,0.723,3.9,70.0,0.699,bioisostere,81.5,99.7,70.0,24.5,100,67.8,75.4,375
CHEMBL366534,CCCCCCNCC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,0.85,0.0,0.194,3.41,68.9,,database,100.0,79.9,68.9,30.0,70,73.2,75.4,376
,CNC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.41,419.4,0.723,3.9,70.0,0.521,bioisostere,81.4,99.7,70.0,24.4,100,67.8,75.4,377
,CCCCCCC[Se](=O)CC(=O)C(F)(F)F,FOLH1,other,scout2,4.27,305.2,0.508,2.0,70.0,0.662,r_group,78.2,99.6,70.0,23.5,100,88.9,75.3,378
,CNc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC)c24)nn1,MAP2K1,sensitive,scout2,3.44,419.4,0.573,3.9,70.0,0.511,bioisostere,81.3,99.7,70.0,24.4,100,67.8,75.3,379
,COC(=O)c1c(OC)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.43,436.4,0.553,4.0,70.0,0.51,r_group,81.3,99.7,70.0,24.4,100,66.7,75.3,380
,CNc1ncc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC)c24)cn1,MAP2K1,sensitive,scout2,3.45,419.4,0.573,3.9,70.0,0.662,bioisostere,81.3,99.7,70.0,24.4,100,67.8,75.3,381
,COc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC(C)C)c24)nn1,MAP2K1,sensitive,scout2,3.43,448.5,0.552,4.1,70.0,0.528,r_group,81.3,99.7,70.0,24.4,100,65.6,75.3,382
CHEMBL3698724,O=S1(=O)CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,CDK6,sensitive,scout1,9.2,0.0,0.486,3.01,100.0,,database,67.2,99.1,100.0,20.2,70,77.7,75.3,383
CHEMBL115090,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CNCCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,0.37,0.0,0.166,3.38,68.3,,database,100.0,80.0,68.3,30.0,70,73.6,75.3,384
CHEMBL312979,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccco2)nn1CC1CCCCC1,CHEK2,resistant,scout1,9.8,0.0,0.55,2.84,91.0,,database,66.3,79.2,91.0,66.3,70,79.6,75.3,385
,COc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)SC)c24)nn1,MAP2K1,sensitive,scout2,3.53,436.5,0.734,3.9,70.0,0.518,bioisostere,80.9,99.6,70.0,24.3,100,67.8,75.2,386
,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC(F)(F)F)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.46,474.4,0.535,4.2,70.0,0.478,r_group,81.2,99.7,70.0,24.4,100,64.4,75.2,387
CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,AR,sensitive,scout1,8.5,0.0,0.701,3.95,100.0,,database,68.3,99.2,100.0,20.5,70,67.2,75.2,388
,COC(=O)c1c(C(F)(F)F)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.46,474.4,0.535,4.2,70.0,0.499,r_group,81.2,99.7,70.0,24.4,100,64.4,75.2,389
,COC(=O)c1c(C2CC2)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.52,446.5,0.554,4.1,70.0,0.467,r_group,81.0,99.6,70.0,24.3,100,65.6,75.1,390
,COC(=S)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1cnc(OC)nc1)C3=CC2=O,MAP2K1,sensitive,scout2,3.65,436.5,0.58,3.9,70.0,0.689,bioisostere,80.4,99.6,70.0,24.1,100,67.8,75.1,391
,NCCCCC[Se](=O)CC(=O)C(F)(F)F,FOLH1,other,scout2,4.54,292.2,0.573,1.9,70.0,0.531,r_group,77.3,99.5,70.0,23.2,100,90.0,75.1,392
,O=C(C[Se](=O)CCCCCO)C(F)(F)F,FOLH1,other,scout2,4.49,293.1,0.574,1.9,70.0,0.512,r_group,77.5,99.6,70.0,23.2,100,90.0,75.1,393
,CCCCCC[Se](=O)CC(=O)C(C)(F)F,FOLH1,other,scout2,4.47,287.2,0.507,1.9,70.0,0.571,bioisostere,77.5,99.6,70.0,23.3,100,90.0,75.1,394
CHEMBL361708,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1,MAPK1,sensitive,scout1,9.0,0.0,0.506,3.63,100.0,,database,67.5,99.1,100.0,20.3,70,70.8,75.1,395
CHEMBL27812,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCC[C@H]31,AR,sensitive,scout1,9.0,0.0,0.764,3.71,100.0,,database,67.5,99.1,100.0,20.3,70,69.9,75.1,396
CHEMBL314206,COc1ccc(Cn2nc(-c3cccs3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)c(OCC(=O)O)c1,CHEK2,resistant,scout1,8.6,0.0,0.283,2.89,85.7,,database,68.2,79.3,85.7,68.2,70,79.0,75.1,397
,CCc1[nH]c2c(c1C(=O)OC)[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.68,434.5,0.566,4.0,70.0,0.424,r_group,80.3,99.6,70.0,24.1,100,66.7,75.0,398
,CCOC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.66,434.5,0.567,4.0,70.0,0.439,r_group,80.4,99.6,70.0,24.1,100,66.7,75.0,399
,N#CCCCCC[Se](=O)CC(=O)C(F)(F)F,FOLH1,other,scout2,4.54,302.2,0.536,2.0,70.0,0.523,r_group,77.3,99.5,70.0,23.2,100,88.9,75.0,400
,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC4CC4)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.64,446.5,0.554,4.1,70.0,0.516,r_group,80.5,99.6,70.0,24.1,100,65.6,75.0,401
CHEMBL4878379,COC(=O)c1c(Cc2ccccc2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,resistant,scout1,28.0,0.0,0.569,2.6,100.0,,database,51.2,97.2,100.0,51.2,70,82.2,75.0,402
,CN(C)CCCCC[Se](=O)CC(=O)C(F)(F)F,FOLH1,other,scout2,4.48,320.2,0.509,2.1,70.0,0.508,r_group,77.5,99.6,70.0,23.3,100,87.8,75.0,403
,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC(C)C)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.58,448.5,0.552,4.1,70.0,0.534,r_group,80.7,99.6,70.0,24.2,100,65.6,75.0,404
,C.COc1ncc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(S(N)(=O)=O)c24)cn1,MAP2K1,sensitive,scout2,3.63,457.5,0.657,4.0,70.0,0.467,bioisostere,80.5,99.6,70.0,24.2,100,66.7,75.0,405
,C.COc1ncc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(N)=O)c24)cn1,MAP2K1,sensitive,scout2,3.79,421.5,0.723,3.9,70.0,0.546,bioisostere,79.9,99.6,70.0,24.0,100,67.8,74.9,406
,COCCCCC[Se](=O)CC(=O)C(F)(F)F,FOLH1,other,scout2,4.68,307.2,0.511,2.0,70.0,0.513,r_group,76.9,99.5,70.0,23.1,100,88.9,74.9,407
,C.COc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(S(N)(=O)=O)c24)nn1,MAP2K1,sensitive,scout2,3.69,457.5,0.657,4.0,70.0,0.463,bioisostere,80.3,99.6,70.0,24.1,100,66.7,74.9,408
,COc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC(F)(F)F)c24)nn1,MAP2K1,sensitive,scout2,3.67,474.4,0.535,4.2,70.0,0.561,r_group,80.4,99.6,70.0,24.1,100,64.4,74.9,409
,O=C(C[Se](=O)CCCCCC1CC1)C(F)(F)F,FOLH1,other,scout2,4.63,317.2,0.507,2.1,70.0,0.478,r_group,77.0,99.5,70.0,23.1,100,87.8,74.9,410
,COc1ncc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)SC)c24)cn1,MAP2K1,sensitive,scout2,3.77,436.5,0.734,3.9,70.0,0.523,bioisostere,80.0,99.6,70.0,24.0,100,67.8,74.9,411
,COC(=S)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.73,436.5,0.58,3.9,70.0,0.489,bioisostere,80.1,99.6,70.0,24.0,100,67.8,74.9,412
,CC(C)CCCCC[Se](=O)CC(=O)C(F)(F)F,FOLH1,other,scout2,4.59,319.2,0.504,2.1,70.0,0.503,r_group,77.2,99.5,70.0,23.1,100,87.8,74.9,413
,C.COc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(N)=O)c24)nn1,MAP2K1,sensitive,scout2,3.76,421.5,0.723,3.9,70.0,0.46,bioisostere,80.0,99.6,70.0,24.0,100,67.8,74.9,414
CHEMBL3216643,COc1ccc(O)c(C(=O)c2ccc(C(=O)O[C@@H]3CCCNCC3NC(=O)c3ccncc3)cc2)c1F.Cl.Cl,AKT1,escape_route,scout1,5.0,0.0,0.285,3.51,85.7,,database,75.9,79.6,85.7,53.2,70,72.1,74.9,415
,O=C1CNCCN1Cc1ccc(Oc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1,CDK6,sensitive,scout2,3.77,443.5,0.506,4.1,70.0,0.465,bioisostere,80.0,99.6,70.0,24.0,100,65.6,74.8,416
,CNC.COc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)cc24)nn1.O,MAP2K1,sensitive,scout2,3.84,425.5,0.706,3.9,70.0,0.512,bioisostere,79.7,99.6,70.0,23.9,100,67.8,74.8,417
,O=C(O)CCCCC[Se](=O)CC(=O)C(F)(F)F,FOLH1,other,scout2,4.69,321.2,0.549,2.1,70.0,0.498,r_group,76.9,99.5,70.0,23.1,100,87.8,74.8,418
,NC(=O)CCCCC[Se](=O)CC(=O)C(F)(F)F,FOLH1,other,scout2,4.66,320.2,0.545,2.1,70.0,0.477,r_group,76.9,99.5,70.0,23.1,100,87.8,74.8,419
,CNCCCCC[Se](=O)CC(=O)C(F)(F)F,FOLH1,other,scout2,4.72,306.2,0.55,2.0,70.0,0.507,r_group,76.8,99.5,70.0,23.0,100,88.9,74.8,420
,NS(=O)(=O)CCCCC[Se](=O)CC(=O)C(F)(F)F,FOLH1,other,scout2,4.62,356.2,0.519,2.2,70.0,0.488,r_group,77.1,99.5,70.0,23.1,100,86.7,74.8,421
CHEMBL1083151,COc1cc(Nc2nccc(-c3sc(C)nc3C)n2)cc(OC)c1OC,CDK4,sensitive,scout1,11.0,0.0,0.701,2.37,100.0,,database,64.6,98.9,100.0,19.4,70,84.8,74.8,422
,c1cc2c3cnc(Oc4cnc(N5CCNCC5)nc4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,scout2,3.84,416.5,0.542,3.9,70.0,0.521,bioisostere,79.7,99.6,70.0,23.9,100,67.8,74.8,423
,CCCCCCNCC(=O)C(C)(F)F,FOLH1,other,scout2,4.92,207.3,0.619,1.8,70.0,0.492,bioisostere,76.2,99.5,70.0,22.8,100,91.1,74.7,424
,c1cc2c3cnc(Nc4cnc(N5CCOCC5)nc4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,scout2,3.88,416.5,0.541,3.9,70.0,0.642,bioisostere,79.6,99.6,70.0,23.9,100,67.8,74.7,425
