smiles,target_gene,generation_method,qed,sa_score,mw,predicted_ic50_nM,binding_energy_kcal,best_similarity,mean_similarity,confidence,n_references
N#Cc1ccc(-c2ccc([C@@H](O)[C@H]3[C@@H](c4ccccc4)CC(=O)N3C(F)(F)F)s2)cc1,KRAS,r_group,0.563,3.9,442.5,61.45,-9.25,0.516,0.38,0.774,10
CN1C(=O)C[C@@H](c2ccsc2)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1.F,KRAS,bioisostere,0.731,3.2,390.5,61.98,-9.24,0.477,0.433,0.715,10
CN1C(=O)C[C@@H](c2cc[nH]c2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2)s1.F,KRAS,bioisostere,0.729,3.2,372.5,62.06,-9.24,0.497,0.439,0.745,10
CN1C(=O)C[CH][C@@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1.COc1ccncc1,KRAS,bioisostere,0.63,3.9,459.6,62.08,-9.24,0.396,0.351,0.594,10
CNN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C#N)cc2)s1,KRAS,r_group,0.679,3.6,403.5,62.08,-9.24,0.505,0.388,0.758,10
CN1C(=O)C[C@@H](c2ccncc2)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1.F,KRAS,bioisostere,0.747,3.4,385.5,62.13,-9.24,0.466,0.435,0.699,10
CN1C(=O)C[C@@H](c2cc[nH]c2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C#N)cc2)s1,KRAS,bioisostere,0.728,3.4,377.5,62.13,-9.24,0.498,0.414,0.747,10
CCN1CCN(Cc2ccc(NC(=O)Nc3ccsc3)cc2C(F)(F)F)CC1.CNc1cc(O)ncn1,ATR,bioisostere,0.359,4.6,537.6,62.16,-9.24,0.381,0.217,0.571,10
CN1C(=O)C[C@@H](c2ccsc2)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1.F,KRAS,bioisostere,0.637,3.6,453.6,62.29,-9.24,0.528,0.424,0.793,10
CN(C)N1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C#N)cc2)s1,KRAS,r_group,0.676,3.8,417.5,62.41,-9.24,0.502,0.395,0.753,10
C#N.CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccoc2)s1,KRAS,bioisostere,0.736,3.4,380.5,63.05,-9.23,0.556,0.448,0.835,10
CN1C(=O)C[C@@H](c2ccncc2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2)s1.F,KRAS,bioisostere,0.739,3.4,384.5,63.06,-9.23,0.534,0.464,0.8,10
CCN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C#N)cc2)s1,KRAS,r_group,0.671,3.6,402.5,63.15,-9.23,0.485,0.363,0.727,10
C#N.CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccncc2)s1,KRAS,bioisostere,0.729,3.5,391.5,63.15,-9.23,0.541,0.459,0.812,10
CC(C)N1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C#N)cc2)s1,KRAS,r_group,0.628,3.8,416.5,63.16,-9.23,0.448,0.362,0.672,10
CN1C(=O)C[CH][C@@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1.COc1ccoc1,KRAS,bioisostere,0.643,3.8,448.5,63.26,-9.23,0.411,0.36,0.616,10
C#N.CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2cc[nH]c2)s1,KRAS,bioisostere,0.721,3.4,379.5,63.38,-9.23,0.496,0.436,0.744,10
CN1C(=O)C[C@@H](c2cc[nH]c2)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1.F,KRAS,bioisostere,0.737,3.2,373.5,63.59,-9.23,0.468,0.407,0.702,10
N#Cc1ccc(-c2ccc([C@@H](O)[C@H]3[C@@H](c4ccccc4)CC(=O)N3C(N)=O)s2)cc1,KRAS,r_group,0.673,3.8,417.5,63.6,-9.23,0.475,0.366,0.713,10
CN1C(=O)C[C@@H](c2ccsc2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2)s1.F,KRAS,bioisostere,0.704,3.2,389.5,63.9,-9.22,0.54,0.44,0.81,10
CN1C(=O)C[C@@H](c2cc[nH]c2)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1.F,KRAS,bioisostere,0.643,3.6,436.5,63.9,-9.22,0.467,0.394,0.7,10
CN1C(=O)C[C@@H](c2ccncc2)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1.F,KRAS,bioisostere,0.648,3.8,448.5,63.98,-9.22,0.498,0.415,0.746,10
N#Cc1ccc(-c2ccc([C@@H](O)[C@H]3[C@@H](c4ccccc4)CC(=O)N3Cl)s2)cc1,KRAS,r_group,0.627,3.5,408.9,64.06,-9.22,0.535,0.397,0.803,10
N#Cc1ccc(-c2ccc([C@@H](O)[C@H]3[C@@H](c4ccccc4)CC(=O)N3F)s2)cc1,KRAS,r_group,0.661,3.5,392.5,64.6,-9.22,0.539,0.403,0.809,10
C#N.CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccsc2)s1,KRAS,bioisostere,0.697,3.4,396.5,64.94,-9.21,0.507,0.424,0.761,10
CN1C(=O)C[C@@H](c2ccoc2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2)s1.F,KRAS,bioisostere,0.745,3.2,373.4,65.1,-9.21,0.558,0.472,0.837,10
N#Cc1ccc(-c2ccc([C@@H](O)[C@H]3[C@@H](c4ccccc4)CC(=O)N3O)s2)cc1,KRAS,r_group,0.657,3.5,390.5,65.22,-9.21,0.527,0.376,0.791,10
N#Cc1ccc(-c2ccc([C@@H](O)[C@H]3[C@@H](c4ccccc4)CC(=O)N3C#N)s2)cc1,KRAS,r_group,0.667,3.6,399.5,65.77,-9.21,0.512,0.384,0.768,10
COc1ccncc1.CS(=O)(=O)N1CCC(Nc2ncc(C=O)c(N)n2)CC1.F.F,ATR,bioisostere,0.643,3.8,448.5,67.09,-9.19,0.469,0.247,0.704,10
CNCCN(c1ccoc1)S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,bioisostere,0.811,3.1,363.4,67.17,-9.19,0.509,0.319,0.763,10
COc1ccsc1.CS(=O)(=O)N1CCC(Nc2ncc(C=O)c(N)n2)CC1.F.F,ATR,bioisostere,0.656,3.6,453.5,68.11,-9.19,0.431,0.236,0.646,10
CCN1CCN(Cc2ccc(NC(=O)Nc3ccoc3)cc2C(F)(F)F)CC1.CNc1cc(O)ncn1,ATR,bioisostere,0.379,4.6,521.5,68.77,-9.18,0.432,0.245,0.647,10
CCN1CCN(Cc2ccc(NC(=O)Nc3cc[nH]c3)cc2C(F)(F)F)CC1.CNc1cc(O)ncn1,ATR,bioisostere,0.333,4.6,520.6,68.78,-9.18,0.432,0.243,0.649,10
CCN1CCN(Cc2ccc(NC(=O)Nc3ccncc3)cc2C(F)(F)F)CC1.CNc1cc(O)ncn1,ATR,bioisostere,0.375,4.8,532.6,68.91,-9.18,0.469,0.254,0.703,10
COc1cc[nH]c1.CS(=O)(=O)N1CCC(Nc2ncc(C=O)c(N)n2)CC1.F.F,ATR,bioisostere,0.59,3.6,436.5,69.22,-9.18,0.419,0.239,0.629,10
CNCCN(c1ccncc1)S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,bioisostere,0.796,3.2,374.5,69.75,-9.17,0.471,0.301,0.707,10
CCN1CCN(Cc2ccncc2)CC1.CNc1cc(Oc2ccc(NC(N)=O)cc2)ncn1.FC(F)F,ATR,bioisostere,0.413,4.8,534.6,70.89,-9.16,0.397,0.256,0.595,10
CCN1CCN(Cc2cc[nH]c2)CC1.CNc1cc(Oc2ccc(NC(N)=O)cc2)ncn1.FC(F)F,ATR,bioisostere,0.368,4.6,522.6,71.37,-9.16,0.381,0.256,0.571,10
CCN1CCN(Cc2ccsc2)CC1.CNc1cc(Oc2ccc(NC(N)=O)cc2)ncn1.FC(F)F,ATR,bioisostere,0.393,4.6,539.6,72.0,-9.15,0.398,0.253,0.596,10
CCN1CCN(Cc2ccoc2)CC1.CNc1cc(Oc2ccc(NC(N)=O)cc2)ncn1.FC(F)F,ATR,bioisostere,0.417,4.6,523.6,75.43,-9.13,0.386,0.257,0.579,10
COc1ccoc1.CS(=O)(=O)N1CCC(Nc2ncc(C=O)c(N)n2)CC1.F.F,ATR,bioisostere,0.662,3.6,437.5,78.27,-9.1,0.398,0.225,0.597,10
