smiles,target_gene,generation_method,qed,sa_score,mw,predicted_ic50_nM,binding_energy_kcal,best_similarity,mean_similarity,confidence,n_references
COC(=O)c1cc2c([nH]1)C(=O)C=C1C2C(C)CN1C(=O)c1cc2cc(OC(C)C)c(OC)c(OC)c2[nH]1,MAP2K1,r_group,0.483,4.6,507.5,2.8,-11.08,0.54,0.306,0.81,10
CCc1[nH]c2c(c1C(=O)OC)[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC)c(OC)c4[nH]1)C3=CC2=O,MAP2K1,r_group,0.493,4.6,505.5,2.82,-11.07,0.512,0.348,0.767,10
COc1cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)OC(C)C)cc34)[nH]c2c(OC)c1OC,MAP2K1,r_group,0.483,4.6,507.5,2.83,-11.07,0.532,0.282,0.798,10
COC(=O)c1c(C2CC2)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC)c(OC)c4[nH]1)C3=CC2=O,MAP2K1,r_group,0.478,4.8,517.5,2.84,-11.07,0.478,0.35,0.717,10
CCOc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)OC)c35)[nH]c2c(OC)c1OC,MAP2K1,r_group,0.492,4.6,505.5,2.87,-11.06,0.514,0.341,0.771,10
COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(=O)SC)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,bioisostere,0.544,4.6,521.6,2.87,-11.06,0.478,0.317,0.717,10
CNc1c(OC)c(OC)cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)OC)c35)[nH]c12,MAP2K1,bioisostere,0.469,4.5,490.5,2.89,-11.06,0.517,0.363,0.775,10
CNc1c(OC)c(OC)cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)OC)cc34)[nH]c12,MAP2K1,bioisostere,0.481,4.4,478.5,2.89,-11.06,0.543,0.29,0.815,10
COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)SC)c35)[nH]c2c(OC)c1OC,MAP2K1,bioisostere,0.54,4.5,507.6,2.9,-11.06,0.486,0.333,0.73,10
CCOc1c(OC)cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)OC)c35)[nH]c2c1OC,MAP2K1,r_group,0.492,4.6,505.5,2.9,-11.06,0.528,0.374,0.792,10
COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC5CC5)c(OC)c4[nH]1)C3=CC2=O,MAP2K1,r_group,0.479,4.8,517.5,2.9,-11.06,0.508,0.36,0.762,10
COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC)c(OC5CC5)c4[nH]1)C3=CC2=O,MAP2K1,r_group,0.479,4.8,517.5,2.9,-11.06,0.539,0.377,0.808,10
CNC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC)c(OC)c4[nH]1)C3=CC2=O,MAP2K1,bioisostere,0.505,4.5,490.5,2.92,-11.05,0.527,0.353,0.791,10
C.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(N)=O)c35)[nH]c2c(OC)c1OC,MAP2K1,bioisostere,0.5,4.5,492.5,2.92,-11.05,0.535,0.369,0.802,10
CNc1c(OC)c(OC)cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(=O)OC)c(C)n3C)[nH]c12,MAP2K1,bioisostere,0.513,4.6,504.5,2.92,-11.05,0.513,0.339,0.769,10
CNC.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)cc35)[nH]c2c(OC)c1OC.O,MAP2K1,bioisostere,0.506,4.5,496.6,2.92,-11.05,0.497,0.35,0.746,10
COC(=O)c1cc2c([nH]1)C(=O)C=C1C2C(C2CC2)CN1C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,MAP2K1,r_group,0.49,4.6,505.5,2.94,-11.05,0.467,0.299,0.7,10
C.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(S(N)(=O)=O)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,bioisostere,0.504,4.8,542.6,2.96,-11.04,0.482,0.333,0.723,10
C.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(N)=O)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,bioisostere,0.547,4.6,506.6,2.97,-11.04,0.527,0.334,0.79,10
COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC(C)C)c(OC)c4[nH]1)C3=CC2=O,MAP2K1,r_group,0.474,4.8,519.6,2.97,-11.04,0.53,0.373,0.794,10
CNC(=O)c1c2c(n(C)c1C)C(=O)C=C1N(C(=O)c3cc4cc(OC)c(OC)c(OC)c4[nH]3)C[C@H]3C[C@]123,MAP2K1,bioisostere,0.552,4.6,504.5,3.01,-11.03,0.504,0.336,0.756,10
CNc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCNC(=O)C2)n1,EZH2,r_group,0.444,4.2,491.9,3.03,-11.03,0.46,0.362,0.69,10
NOC(=O)[C@@H]1COCCN1CCOc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,r_group,0.316,4.5,523.9,3.03,-11.03,0.513,0.402,0.769,10
COC(=O)[C@H]1COCCN1CCOc1ccoc1.Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.371,4.4,514.9,3.03,-11.03,0.482,0.363,0.723,10
C.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(S(N)(=O)=O)c35)[nH]c2c(OC)c1OC,MAP2K1,bioisostere,0.459,4.6,528.6,3.03,-11.03,0.506,0.35,0.759,10
COC(=O)[C@H]1COCCN1CCOc1cc[nH]c1.Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.361,4.4,513.9,3.03,-11.03,0.483,0.365,0.724,10
O=C1CN(CCOc2ccccc2Cc2cn(C(F)F)nc2-c2cc(Cl)nc(C(F)(F)F)n2)CCN1,EZH2,r_group,0.352,4.5,530.9,3.04,-11.03,0.407,0.324,0.61,10
COC(=O)[C@@H]1COCCN1CCOc1cc[nH]c1.Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.361,4.4,513.9,3.05,-11.03,0.46,0.361,0.69,10
CCOC(=O)[C@@H]1COCCN1CCOc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,r_group,0.308,4.6,537.0,3.05,-11.02,0.529,0.407,0.793,10
CN1CCS(=O)(=O)CC1.CNc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.5,4.2,514.0,3.05,-11.03,0.417,0.356,0.626,10
CCOC(=O)[C@H]1COCCN1CCOc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,r_group,0.308,4.6,537.0,3.06,-11.02,0.545,0.422,0.818,10
COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)OC(C)C)c35)[nH]c2c(OC)c1OC,MAP2K1,r_group,0.474,4.8,519.6,3.06,-11.02,0.587,0.367,0.88,10
CCOc1cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)OC)cc34)[nH]c2c(OC)c1OC,MAP2K1,r_group,0.503,4.5,493.5,3.07,-11.02,0.507,0.286,0.76,10
COC(=O)c1cc2c([nH]1)C(=O)C=C1C2C(C)CN1C(=O)c1cc2cc(OC)c(OC)c(OC(C)C)c2[nH]1,MAP2K1,r_group,0.483,4.6,507.5,3.07,-11.02,0.563,0.289,0.844,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOC[C@H]2C(=O)OF)n1,EZH2,r_group,0.42,4.5,526.9,3.08,-11.02,0.593,0.43,0.89,10
O=C1CN(CCOc2ccccc2Cc2cn(C(F)F)nc2-c2cc(Cl)nc(F)n2)CCN1,EZH2,r_group,0.394,4.1,480.9,3.08,-11.02,0.465,0.368,0.697,10
O=C1CN(CCOc2ccccc2Cc2cn(C(F)F)nc2-c2cc(Cl)nc(Cl)n2)CCN1,EZH2,r_group,0.379,4.1,497.3,3.08,-11.02,0.487,0.378,0.73,10
COC(=O)[C@H]1COCCN1CCOc1ccncc1.Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.363,4.5,525.9,3.08,-11.02,0.468,0.375,0.702,10
CNc1c(OC)cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)OC)c35)[nH]c2c1OC,MAP2K1,bioisostere,0.469,4.5,490.5,3.09,-11.02,0.52,0.363,0.78,10
CNc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)OC)c35)[nH]c2c(OC)c1OC,MAP2K1,bioisostere,0.469,4.5,490.5,3.1,-11.02,0.541,0.365,0.812,10
COc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCNC(=O)C2)n1,EZH2,r_group,0.459,4.2,492.9,3.1,-11.02,0.441,0.331,0.661,10
Nc1nc(Cl)cc(-c2nn(C(F)Cl)cc2Cc2ccccc2OCCN2CCNC(=O)C2)n1,EZH2,bioisostere,0.366,4.1,494.4,3.11,-11.01,0.588,0.384,0.882,10
CC(F)n1cc(Cc2ccccc2OCCN2CCS(=O)(=O)CC2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,bioisostere,0.462,4.2,509.0,3.11,-11.01,0.52,0.393,0.78,10
CNC.COc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5cc(C)n3C)[nH]c2c(OC)c1OC.O,MAP2K1,bioisostere,0.554,4.6,510.6,3.11,-11.01,0.496,0.336,0.745,10
COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC(C)C)c(OC)c(OC)c4[nH]1)C3=CC2=O,MAP2K1,r_group,0.474,4.8,519.6,3.11,-11.01,0.539,0.371,0.808,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOC[C@@H]2C(=O)OC2CC2)n1,EZH2,r_group,0.3,4.8,549.0,3.12,-11.01,0.529,0.429,0.794,10
CC(F)n1cc(Cc2ccccc2OCCN2CCNC(=O)C2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,bioisostere,0.483,4.1,473.9,3.12,-11.01,0.461,0.361,0.691,10
CCOc1c(OC)c(OC)cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3[nH]c(C)c(C(=O)OC)c35)[nH]c12,MAP2K1,r_group,0.492,4.6,505.5,3.12,-11.01,0.533,0.363,0.799,10
CN(C)c1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCNC(=O)C2)n1,EZH2,r_group,0.447,4.4,506.0,3.12,-11.01,0.431,0.348,0.646,10
Cc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCNC(=O)C2)n1,EZH2,r_group,0.503,4.1,476.9,3.12,-11.01,0.452,0.356,0.678,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccoc2)n1.O=C1CN(CCO)CCN1,EZH2,bioisostere,0.463,4.0,469.9,3.13,-11.01,0.392,0.318,0.589,10
COC(=O)[C@@H]1COCCN1CCOc1ccsc1.Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.362,4.4,531.0,3.13,-11.01,0.446,0.352,0.669,10
O=C1CN(CCOc2ccccc2Cc2cn(C(F)F)nc2-c2cc(Cl)nc(C(=O)O)n2)CCN1,EZH2,r_group,0.424,4.4,506.9,3.13,-11.01,0.435,0.331,0.652,10
COC(=O)[C@H]1COCCN1CCOc1ccsc1.Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.362,4.4,531.0,3.13,-11.01,0.446,0.359,0.669,10
CN1CCNC(=O)C1.CNc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.483,4.1,478.9,3.14,-11.01,0.383,0.332,0.575,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccsc2)n1.O=C1CN(CCO)CCN1,EZH2,bioisostere,0.456,4.0,485.9,3.14,-11.01,0.384,0.315,0.575,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccncc2)n1.O=C1CN(CCO)CCN1,EZH2,bioisostere,0.45,4.1,480.9,3.14,-11.01,0.417,0.323,0.626,10
COC(=O)[C@@H]1COCCN1CCOc1ccncc1.Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.363,4.5,525.9,3.14,-11.01,0.455,0.385,0.683,10
CNc1cc2cc(C(=O)N3C[C@H]4C[C@@]45C3=CC(=O)c3c5c(C(=O)OC)c(C)n3C)[nH]c2c(OC)c1OC,MAP2K1,bioisostere,0.513,4.6,504.5,3.14,-11.01,0.503,0.332,0.754,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccsc2)n1.O=S1(=O)CCN(CCO)CC1,EZH2,bioisostere,0.474,4.1,521.0,3.14,-11.01,0.367,0.328,0.55,10
N#Cc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCNC(=O)C2)n1,EZH2,r_group,0.486,4.2,487.9,3.15,-11.01,0.44,0.333,0.66,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOC[C@H]2C(=O)OC2CC2)n1,EZH2,r_group,0.3,4.8,549.0,3.15,-11.01,0.459,0.393,0.689,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2cc[nH]c2)n1.O=C1CN(CCO)CCN1,EZH2,bioisostere,0.4,4.0,468.9,3.15,-11.01,0.418,0.324,0.627,10
COC(=O)c1cc2c([nH]1)C(=O)C=C1C2C(C(C)C)CN1C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,MAP2K1,r_group,0.485,4.6,507.5,3.15,-11.01,0.501,0.313,0.751,10
CNC.COc1cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]ccc34)[nH]c2c(OC)c1OC.O,MAP2K1,bioisostere,0.52,4.4,484.6,3.16,-11.0,0.516,0.309,0.775,10
NOC(=O)[C@H]1COCCN1CCOc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,r_group,0.316,4.5,523.9,3.17,-11.0,0.502,0.43,0.753,10
NC(=O)c1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCNC(=O)C2)n1,EZH2,r_group,0.425,4.4,505.9,3.17,-11.0,0.443,0.349,0.664,10
CC(C)c1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCNC(=O)C2)n1,EZH2,r_group,0.445,4.4,505.0,3.18,-11.0,0.411,0.33,0.616,10
COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=S)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,bioisostere,0.444,3.9,436.5,3.18,-11.0,0.578,0.361,0.866,10
CNC(=O)[C@H]1COCCN1CCOc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.412,4.5,522.0,3.18,-11.0,0.468,0.41,0.702,10
C.NC(=O)[C@H]1COCCN1CCOc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.409,4.5,524.0,3.19,-11.0,0.507,0.417,0.76,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOC[C@@H]2C(=O)OCl)n1,EZH2,r_group,0.406,4.5,543.4,3.19,-11.0,0.511,0.458,0.767,10
COC(=O)[C@@H]1COCCN1CCOc1ccoc1.Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.371,4.4,514.9,3.19,-11.0,0.44,0.355,0.66,10
CNC(=O)[C@@H]1COCCN1CCOc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.412,4.5,522.0,3.2,-11.0,0.525,0.439,0.787,10
Nc1nc(Cl)cc(-c2nn(C(F)Cl)cc2Cc2ccccc2OCCN2CCS(=O)(=O)CC2)n1,EZH2,bioisostere,0.35,4.2,529.4,3.2,-11.0,0.49,0.404,0.735,10
C.NC(=O)[C@@H]1COCCN1CCOc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.409,4.5,524.0,3.2,-11.0,0.547,0.436,0.82,10
COc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC3CC3)c24)nn1,MAP2K1,r_group,0.554,4.1,446.5,3.2,-11.0,0.545,0.343,0.817,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOC[C@@H]2C(=O)OF)n1,EZH2,r_group,0.42,4.5,526.9,3.2,-11.0,0.525,0.444,0.787,10
O=C1CN(CCOc2ccccc2Cc2cn(C(F)F)nc2-c2cc(Cl)nc(O)n2)CCN1,EZH2,r_group,0.479,4.1,478.9,3.21,-11.0,0.44,0.349,0.66,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2cc[nH]c2)n1.O=S1(=O)CCN(CCO)CC1,EZH2,bioisostere,0.43,4.1,504.0,3.21,-11.0,0.411,0.333,0.617,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccncc2)n1.O=S1(=O)CCN(CCO)CC1,EZH2,bioisostere,0.469,4.2,516.0,3.22,-10.99,0.439,0.336,0.658,10
CCc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCNC(=O)C2)n1,EZH2,r_group,0.463,4.2,490.9,3.22,-10.99,0.475,0.361,0.713,10
CNCCN(C)CCOc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1.CO,EZH2,bioisostere,0.346,4.2,498.0,3.23,-10.99,0.4,0.359,0.6,10
C.Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOC[C@H]2S(N)(=O)=O)n1,EZH2,bioisostere,0.377,4.6,560.0,3.24,-10.99,0.471,0.409,0.706,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccoc2)n1.O=S1(=O)CCN(CCO)CC1,EZH2,bioisostere,0.481,4.1,504.9,3.24,-10.99,0.395,0.326,0.592,10
O=C1CN(CCOc2ccccc2Cc2cn(C(F)F)nc2-c2cc(Cl)nc(C3CC3)n2)CCN1,EZH2,r_group,0.449,4.4,503.0,3.25,-10.99,0.45,0.348,0.674,10
C.Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOC[C@@H]2S(N)(=O)=O)n1,EZH2,bioisostere,0.377,4.6,560.0,3.25,-10.99,0.52,0.432,0.781,10
NS(=O)(=O)c1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCNC(=O)C2)n1,EZH2,r_group,0.306,4.5,542.0,3.25,-10.99,0.45,0.379,0.675,10
CNc1cc2cc(C(=O)N3CC(C)C4C3=CC(=O)c3[nH]c(C(=O)OC)cc34)[nH]c2c(OC)c1OC,MAP2K1,bioisostere,0.481,4.4,478.5,3.27,-10.98,0.472,0.273,0.707,10
CN.Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2C[CH]OCC2)n1,EZH2,bioisostere,0.459,4.2,495.0,3.3,-10.98,0.511,0.442,0.766,10
CNc1cc2ncnc(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)c2cc1OC.COC,AURKA,bioisostere,0.353,4.2,484.6,3.3,-10.98,0.408,0.272,0.611,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOC[C@H]2C(=O)OCl)n1,EZH2,r_group,0.406,4.5,543.4,3.31,-10.98,0.525,0.455,0.787,10
CN[C@@H](CO)CN(C)CCOc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.328,4.2,496.0,3.33,-10.97,0.415,0.38,0.623,10
O=C(Cl)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1CC1CCCCC1,CHEK2,r_group,0.386,4.0,471.4,3.35,-10.97,0.575,0.409,0.862,10
O=C(O)C(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1CC1CCCCC1,CHEK2,r_group,0.361,4.2,480.9,3.36,-10.97,0.553,0.4,0.83,10
COCCOc1cc2ncnc(Nc3ncc(CC(=O)Nc4ccsc4)s3)c2cc1OC.F,AURKA,bioisostere,0.317,4.1,491.6,3.37,-10.97,0.426,0.333,0.639,10
CCN1CCOCC1.CNc1cc2ncnc(Nc3ncc(C(=O)Nc4ccc(F)cc4)s3)c2cc1OC,AURKA,bioisostere,0.31,4.8,539.6,3.37,-10.97,0.453,0.325,0.679,10
O=C(Cl)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2cccs2)nn1CC1CCCCC1,CHEK2,r_group,0.378,3.9,477.4,3.38,-10.96,0.531,0.387,0.796,10
CNC(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2cccs2)nn1CC1CCCCC1,CHEK2,r_group,0.513,4.0,472.0,3.38,-10.97,0.553,0.369,0.83,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccncc2)n1.OCCN1CCO[C@@H](CO)C1,EZH2,bioisostere,0.416,4.2,497.9,3.39,-10.96,0.416,0.336,0.625,10
Cl.O=C(O)c1c(Cc2ccncc2)c(-c2cccs2)nn1CC1CCCCC1.OCO,CHEK2,bioisostere,0.47,3.9,466.0,3.39,-10.96,0.426,0.319,0.639,10
NS(=O)(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2cccs2)nn1CC1CCCCC1,CHEK2,bioisostere,0.531,4.0,494.0,3.39,-10.96,0.452,0.338,0.678,10
CNc1cc(Cl)c(Cc2c(-c3cccs3)nn(CC3CCCCC3)c2C(=O)O)cc1O,CHEK2,bioisostere,0.384,3.9,460.0,3.39,-10.96,0.472,0.343,0.709,10
CC(C)C(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2cccs2)nn1CC1CCCCC1,CHEK2,r_group,0.338,4.1,485.0,3.39,-10.96,0.519,0.352,0.779,10
O=C(F)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1CC1CCCCC1,CHEK2,r_group,0.415,4.0,454.9,3.39,-10.96,0.607,0.389,0.911,10
CNC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1cnc(OC)nc1)C3=CC2=O,MAP2K1,bioisostere,0.723,3.9,419.4,3.39,-10.96,0.699,0.367,1.0,10
NS(=O)(=O)C(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1CC1CCCCC1,CHEK2,r_group,0.516,4.4,516.0,3.4,-10.96,0.695,0.411,1.0,10
CC(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2cccs2)nn1CC1CCCCC1,CHEK2,r_group,0.404,3.9,457.0,3.4,-10.96,0.521,0.361,0.782,10
NC(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccsc2)nn1CC1CCCCC1,CHEK2,bioisostere,0.547,3.9,458.0,3.41,-10.96,0.547,0.393,0.82,10
NC(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1CC1CCCCC1,CHEK2,r_group,0.558,4.0,452.0,3.41,-10.96,0.655,0.409,0.982,10
O=C(O)C(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2cccs2)nn1CC1CCCCC1,CHEK2,r_group,0.353,4.1,487.0,3.41,-10.96,0.507,0.374,0.76,10
CNC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,bioisostere,0.723,3.9,419.4,3.41,-10.96,0.521,0.365,0.781,10
Cl.O=C(O)COC1CCCCC1Cn1nc(-c2ccccc2)c(Cc2ccoc2)c1C(=O)O.OCO,CHEK2,bioisostere,0.309,4.5,523.0,3.42,-10.96,0.44,0.304,0.66,10
COC(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2cccs2)nn1CC1CCCCC1,CHEK2,r_group,0.415,4.0,473.0,3.42,-10.96,0.495,0.381,0.742,10
Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccoc2)n1.OCCN1CCO[C@@H](CO)C1,EZH2,bioisostere,0.427,4.1,486.9,3.42,-10.96,0.424,0.35,0.636,10
CN1CCO[C@@H](CO)C1.CNc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,bioisostere,0.447,4.2,496.0,3.42,-10.96,0.447,0.372,0.671,10
COC(=O)c1c(OC)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,r_group,0.553,4.0,436.4,3.43,-10.96,0.51,0.363,0.765,10
O=C(F)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2cccs2)nn1CC1CCCCC1,CHEK2,r_group,0.406,3.9,461.0,3.43,-10.96,0.487,0.353,0.731,10
COCCOc1cc2ncnc(Nc3ncc(CC(=O)Nc4ccoc4)s3)c2cc1OC.F,AURKA,bioisostere,0.33,4.1,475.5,3.43,-10.96,0.43,0.317,0.645,10
CCN1CCOCC1.CNc1cc2ncnc(Nc3cnc(NC(=O)c4ccccc4)nc3)c2cc1OC,AURKA,bioisostere,0.334,4.8,516.6,3.43,-10.96,0.424,0.291,0.636,10
Cl.O=C(O)c1c(Cc2ccoc2)c(-c2cccs2)nn1CC1CCCCC1.OCO,CHEK2,bioisostere,0.475,3.8,455.0,3.43,-10.96,0.399,0.317,0.599,10
COc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC(C)C)c24)nn1,MAP2K1,r_group,0.552,4.1,448.5,3.43,-10.96,0.528,0.322,0.792,10
O=C(c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1CC1CCCCC1)C1CC1,CHEK2,r_group,0.356,4.2,477.0,3.44,-10.95,0.554,0.396,0.831,10
CN(C)C(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2cccs2)nn1CC1CCCCC1,CHEK2,r_group,0.438,4.1,486.0,3.44,-10.95,0.459,0.355,0.689,10
CNc1ccc(/C=C/C(=O)N2C[C@H]3C[C@@]34C2=CC(=O)c2[nH]c(C)c(C(=O)OC)c24)nn1,MAP2K1,bioisostere,0.573,3.9,419.4,3.44,-10.95,0.511,0.36,0.767,10
