chembl_id,smiles,target_gene,population_target,source,activity_nM,mw,qed,sa_score,admet_score,best_similarity,generation_method,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synth,score_overall,rank,herg_alerts,herg_risk,brenk_alerts,mutagenicity_risk,cyp_2d6_risk,cyp_3a4_risk,reactive_alerts,tox_score,offtarget_flags,n_offtarget_flags,selectivity_score,score_tox,score_selectivity_new,score_rebalanced,rank_new
,CNN=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,4.91,379.5,0.506,3.6,70.0,0.45,r_group,76.2,99.5,70.0,53.3,100,71.1,78.3,266,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.8,239
CHEMBL445813,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,ATR,resistant,scout1,16.0,0.0,0.653,2.73,100.0,,database,59.3,98.4,100.0,59.3,70,80.8,78.8,259,0,medium,0,low,low,low,0,85,[],0,100,85,100,78.8,240
CHEMBL5220723,Cn1cc(Cc2ccccc2OCCN2CCOCC2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,scout1,12.3,0.0,0.578,2.74,100.0,,database,63.0,98.8,100.0,63.0,70,80.7,80.6,185,0,medium,0,low,low,low,0,85,['muscarinic'],1,85,85,85,78.8,241
CHEMBL4238053,COc1ccc2c(c1)N(C)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout1,4.0,0.0,0.787,2.38,100.0,,database,79.1,99.6,100.0,23.7,70,84.7,79.9,234,0,medium,0,low,low,low,0,85,[],0,100,85,100,78.8,242
CHEMBL69063,COC(=O)c1cc2c([nH]1)C(=O)C=C1C2C(C)CN1C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,MAP2K1,sensitive,scout1,0.0045,0.0,0.539,4.09,100.0,,database,100.0,80.0,100.0,30.0,70,65.7,81.3,138,0,medium,1,medium,low,low,1,70,[],0,100,70,100,78.8,243
,CON=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,5.0,380.5,0.501,3.6,70.0,0.459,r_group,75.9,99.5,70.0,53.2,100,71.1,78.2,268,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.7,244
,FN=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,5.1,368.4,0.524,3.5,70.0,0.479,r_group,75.7,99.5,70.0,53.0,100,72.2,78.1,271,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.7,245
CHEMBL440542,CCCCCCSCC(=O)C(F)(F)F,FOLH1,other,scout1,6.918,0.0,0.621,2.43,100.0,,database,71.3,99.3,100.0,21.4,70,84.1,77.1,305,0,low,0,low,low,low,0,100,[],0,100,100,100,78.6,246
CHEMBL304624,Oc1cccc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)c1,BRAF,escape_route,scout1,8.0,0.0,0.585,2.11,100.0,,database,69.2,99.2,100.0,48.4,70,87.7,80.7,177,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.6,247
CHEMBL35670,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)c(OC)c(OC)c4[nH]1)C3=CC2=O,MAP2K1,sensitive,scout1,0.045,0.0,0.526,4.4,100.0,,database,100.0,80.0,100.0,30.0,70,62.2,81.1,150,0,medium,1,medium,low,low,1,70,[],0,100,70,100,78.6,248
,NC(=O)N=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,5.1,393.5,0.531,3.8,70.0,0.447,r_group,75.7,99.5,70.0,53.0,100,68.9,78.0,273,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.5,249
,CCN=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,5.23,378.5,0.505,3.6,70.0,0.451,r_group,75.3,99.5,70.0,52.7,100,71.1,77.9,274,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.5,250
CHEMBL202930,COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)ccc1O,CHEK1,resistant,scout1,7.0,0.0,0.637,2.5,100.0,,database,71.1,99.3,100.0,71.1,70,83.3,84.5,75,1,medium,1,medium,low,low,1,70,"['hERG_channel', 'dopamine_D2']",2,70,70,70,78.5,251
CHEMBL200320,NCc1ccc(-c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)cc1,BRAF,escape_route,scout1,8.0,0.0,0.484,2.38,100.0,,database,69.2,99.2,100.0,48.4,70,84.7,80.6,182,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.4,252
CHEMBL322133,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(Br)cc1,PARP1,resistant,scout1,15.0,0.0,0.647,2.69,100.0,,database,60.2,98.5,100.0,60.2,70,81.2,79.3,256,0,low,0,low,low,low,0,100,"['hERG_channel', 'dopamine_D2']",2,70,100,70,78.4,253
,CN=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,5.47,364.5,0.545,3.5,70.0,0.522,r_group,74.6,99.5,70.0,52.3,100,72.2,77.7,283,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.3,254
CHEMBL393525,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12,PIK3CA,escape_route,scout1,7.8,0.0,0.336,2.89,100.0,,database,69.6,99.2,100.0,48.7,70,79.0,80.4,202,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.3,255
CHEMBL402548,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,AURKA,resistant,scout1,13.0,0.0,0.571,3.02,100.0,,database,62.2,98.7,100.0,62.2,70,77.6,80.1,216,0,medium,0,low,low,low,0,85,['dopamine_D2'],1,85,85,85,78.3,256
CHEMBL393525,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12,PIK3CA,escape_route,scout1,7.8,0.0,0.336,2.89,100.0,,database,69.6,99.2,100.0,48.7,70,79.0,80.4,199,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.3,257
,S=C1NCCc2c(-c3ccc[nH]3)[nH]c3cccc1c23,PARP1,resistant,scout2,7.35,267.4,0.593,2.4,70.0,0.568,bioisostere,70.4,99.3,70.0,70.4,100,84.4,79.7,244,0,medium,1,medium,low,low,1,70,['serotonin_5HT2'],1,85,70,85,78.3,258
,N#Cc1cnc(NC(=S)Nc2cc(Cl)ccc2OC2CCOC2)cn1,CHEK1,resistant,scout2,6.2,375.8,0.788,3.1,70.0,0.428,bioisostere,72.9,99.4,70.0,72.9,100,76.7,80.5,191,1,high,1,medium,low,low,1,55,[],0,100,55,100,78.2,259
CHEMBL107764,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cccnc2)cc1,PARP1,resistant,scout1,12.0,0.0,0.531,2.71,100.0,,database,63.4,98.8,100.0,63.4,70,81.0,80.8,167,0,low,0,low,high,low,0,90,"['hERG_channel', 'dopamine_D2']",2,70,90,70,78.2,260
,N#CN=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,5.53,375.4,0.511,3.6,70.0,0.513,r_group,74.5,99.4,70.0,52.1,100,71.1,77.6,285,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.2,261
,CC(C)(CN)c1nc(-c2cc[nH]c2)c(-c2ccncc2)[nH]1.Cl.O,BRAF,escape_route,scout2,5.96,335.8,0.679,2.9,70.0,0.419,bioisostere,73.4,99.4,70.0,51.4,100,78.9,77.5,286,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.2,262
,S=C1NCCc2c(-c3ccccc3Cl)[nH]c3cccc1c23,PARP1,resistant,scout2,7.26,312.8,0.655,2.6,70.0,0.543,bioisostere,70.6,99.3,70.0,70.6,100,82.2,79.7,245,0,medium,1,medium,low,low,1,70,['serotonin_5HT2'],1,85,70,85,78.2,263
CHEMBL115952,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)NC(CC(=O)O)C(=O)COc1cc2ccccc2cc1C(N)=O,CD274,immune,scout1,1.7,0.0,0.169,3.54,63.4,,database,91.4,99.8,63.4,27.4,70,71.8,76.3,332,1,medium,0,low,low,low,0,85,[],0,100,85,100,78.1,264
,CC(C)(CN)c1nc(-c2ccsc2)c(-c2ccncc2)[nH]1.Cl.O,BRAF,escape_route,scout2,6.07,352.9,0.754,2.9,70.0,0.418,bioisostere,73.2,99.4,70.0,51.2,100,78.9,77.4,288,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.1,265
CHEMBL1086923,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,scout1,11.0,0.0,0.581,2.69,100.0,,database,64.6,98.9,100.0,45.2,70,81.2,78.5,262,0,medium,0,low,low,low,0,85,[],0,100,85,100,78.1,266
,N#Cc1cnc(NC(=S)Nc2cc(Cl)ccc2OC2CCOCC2)cn1,CHEK1,resistant,scout2,6.33,389.9,0.769,3.2,70.0,0.469,bioisostere,72.6,99.4,70.0,72.6,100,75.6,80.3,207,1,high,1,medium,low,low,1,55,[],0,100,55,100,78.0,267
,CC1(C)NC(=O)N(c2ccc(C#N)c(C#N)c2)C1=O,AR,sensitive,scout2,5.59,254.2,0.763,2.4,70.0,0.517,bioisostere,74.3,99.4,70.0,22.3,100,84.4,73.7,493,0,low,0,low,low,low,0,100,[],0,100,100,100,78.0,268
,CC(C)(CN)c1nc(-c2ccncc2)c(-c2ccncc2)[nH]1.Cl.O,BRAF,escape_route,scout2,6.13,347.9,0.754,3.0,70.0,0.505,bioisostere,73.0,99.4,70.0,51.1,100,77.8,77.3,293,0,medium,0,low,high,low,0,75,[],0,100,75,100,78.0,269
,O=C(O)N=Cc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout2,5.85,368.4,0.501,3.5,70.0,0.485,r_group,73.7,99.4,70.0,51.6,100,72.2,77.3,291,0,medium,0,low,high,low,0,75,[],0,100,75,100,77.9,270
,FN=Cc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout2,6.07,342.4,0.524,3.2,70.0,0.523,r_group,73.2,99.4,70.0,51.2,100,75.6,77.3,292,0,medium,0,low,high,low,0,75,[],0,100,75,100,77.9,271
CHEMBL387385,O=C(N[C@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,2.0,0.0,0.328,3.31,96.6,,database,89.1,79.8,96.6,26.7,70,74.3,77.2,300,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.9,272
CHEMBL314206,COc1ccc(Cn2nc(-c3cccs3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)c(OCC(=O)O)c1,CHEK2,resistant,scout1,8.6,0.0,0.283,2.89,85.7,,database,68.2,79.3,85.7,68.2,70,79.0,75.1,397,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.9,273
,CN=Cc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout2,6.11,338.4,0.541,3.2,70.0,0.532,r_group,73.1,99.4,70.0,51.1,100,75.6,77.2,295,0,medium,0,low,high,low,0,75,[],0,100,75,100,77.9,274
,C#N.CC1(C)NC(=O)N(c2ccsc2)C1=O.FC(F)F,AR,sensitive,scout2,5.69,307.3,0.811,2.5,70.0,0.471,bioisostere,74.1,99.4,70.0,22.2,100,83.3,73.6,502,0,low,0,low,low,low,0,100,[],0,100,100,100,77.9,275
CHEMBL1879463,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,ATM,resistant,scout1,7.0,0.0,0.324,2.71,86.5,,database,71.1,79.4,86.5,71.1,70,81.0,76.7,319,0,medium,0,low,high,low,0,75,[],0,100,75,100,77.8,276
,NC(=O)N=Cc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout2,5.98,367.4,0.526,3.5,70.0,0.458,r_group,73.4,99.4,70.0,51.4,100,72.2,77.2,297,0,medium,0,low,high,low,0,75,[],0,100,75,100,77.8,277
,Cl.Nc1nccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)n1.O,BRAF,escape_route,scout2,6.19,368.8,0.575,3.2,70.0,0.564,bioisostere,72.9,99.4,70.0,51.0,100,75.6,77.1,303,0,medium,0,low,high,low,0,75,[],0,100,75,100,77.8,278
CHEMBL373013,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCNCCO,AURKA,resistant,scout1,5.0,0.0,0.193,2.69,73.9,,database,75.9,79.6,73.9,75.9,70,81.2,76.4,324,0,high,0,low,low,low,0,70,[],0,100,70,100,77.8,279
,CC(C)(CN)c1nc(-c2ccoc2)c(-c2ccncc2)[nH]1.Cl.O,BRAF,escape_route,scout2,6.35,336.8,0.762,2.9,70.0,0.432,bioisostere,72.5,99.4,70.0,50.8,100,78.9,77.2,299,0,medium,0,low,high,low,0,75,[],0,100,75,100,77.8,280
CHEMBL312979,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccco2)nn1CC1CCCCC1,CHEK2,resistant,scout1,9.8,0.0,0.55,2.84,91.0,,database,66.3,79.2,91.0,66.3,70,79.6,75.3,385,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.7,281
,CC(C)(CN)c1nc(-c2ccc(Cl)c(S)c2)c(-c2ccncc2)[nH]1,BRAF,escape_route,scout2,6.51,358.9,0.608,3.0,70.0,0.532,bioisostere,72.2,99.3,70.0,50.5,100,77.8,76.9,313,0,medium,0,low,high,low,0,75,[],0,100,75,100,77.7,282
CHEMBL108623,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2cc(C(F)(F)F)ccn2)CC1,PARP1,resistant,scout1,20.0,0.0,0.566,2.97,96.3,,database,56.1,98.0,96.3,56.1,70,78.1,76.4,325,0,low,0,low,high,low,0,90,[],0,100,90,100,77.7,283
CHEMBL1086924,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccnc4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,scout1,14.0,0.0,0.552,2.68,100.0,,database,61.2,98.6,100.0,42.8,70,81.3,77.0,308,0,low,0,low,high,low,0,90,[],0,100,90,100,77.6,284
CHEMBL202635,COc1cc(CN2CCCCC2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,12.0,0.0,0.794,2.48,100.0,,database,63.4,79.0,100.0,63.4,70,83.6,76.0,337,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.6,285
CHEMBL1084926,CC(C)(O)c1cc2nc(-c3cnc(N)nc3)nc(N3CCOCC3)c2s1,PIK3CB,escape_route,scout1,12.0,0.0,0.716,2.91,100.0,,database,63.4,98.8,100.0,44.4,70,78.8,77.8,282,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.5,286
CHEMBL153080,CCCCCCNCC(=O)C(F)(F)F,FOLH1,other,scout1,5.495,0.0,0.654,2.31,100.0,,database,74.6,99.5,100.0,22.4,70,85.4,78.4,264,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.5,287
,Nc1nccc(-c2[nH]c(-c3ccncc3)nc2-c2ccc(Cl)c(O)c2)n1,BRAF,escape_route,scout2,6.53,364.8,0.512,3.2,70.0,0.539,bioisostere,72.1,99.3,70.0,50.5,100,75.6,76.8,316,0,medium,0,low,high,low,0,75,[],0,100,75,100,77.5,288
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,342,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.4,289
CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,AR,sensitive,scout1,9.0,0.0,0.515,2.57,100.0,,database,67.5,99.1,100.0,20.3,70,82.6,75.7,355,0,low,0,low,low,low,0,100,[],0,100,100,100,77.4,290
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,346,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.4,291
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,350,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.4,292
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,352,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.4,293
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,354,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.4,294
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,347,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.4,295
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEK1,resistant,scout1,9.5,0.0,0.406,4.95,98.1,,database,66.7,79.2,98.1,66.7,70,56.1,75.8,353,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.4,296
CHEMBL25802,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@H]1CCCC[C@H]31,AR,sensitive,scout1,2.0,0.0,0.741,3.66,100.0,,database,89.1,99.8,100.0,26.7,70,70.4,82.7,112,1,high,0,low,high,low,0,60,[],0,100,60,100,77.3,297
CHEMBL326660,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ccccc2)CC1,PARP1,resistant,scout1,30.0,0.0,0.641,2.64,100.0,,database,50.3,97.0,100.0,50.3,70,81.8,74.5,437,0,low,0,low,low,low,0,100,[],0,100,100,100,77.3,298
CHEMBL131737,COc1ccc(-c2nc3c(C(N)=O)cccc3n2C)cc1,PARP1,resistant,scout1,32.0,0.0,0.801,1.99,100.0,,database,49.3,96.8,100.0,49.3,70,89.0,74.3,455,0,low,0,low,low,low,0,100,[],0,100,100,100,77.2,299
CHEMBL5219530,COC(=O)c1ccccc1Cc1cn(C)nc1-c1cc(Cl)nc(N)n1,EZH2,resistant,scout1,21.0,0.0,0.569,2.65,100.0,,database,55.4,97.9,100.0,55.4,70,81.7,77.0,309,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.2,300
CHEMBL3698644,c1cc2c3cnc(Nc4cnc(N5CCNCC5)nc4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,scout1,1.1,0.0,0.525,2.85,100.0,,database,97.6,79.9,100.0,29.3,70,79.4,81.1,151,0,high,0,low,high,low,0,60,[],0,100,60,100,77.2,301
CHEMBL3237704,CC1(C)CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,sensitive,scout1,1.1,0.0,0.462,3.0,99.2,,database,97.6,79.9,99.2,29.3,70,77.8,80.9,158,0,high,0,low,high,low,0,60,[],0,100,60,100,77.1,302
CHEMBL206812,CN(C)CCOc1cc(N2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,resistant,scout1,10.0,0.0,0.696,2.65,100.0,,database,66.0,79.2,100.0,66.0,70,81.7,77.1,304,1,medium,0,low,low,low,0,85,['muscarinic'],1,85,85,85,77.1,303
,CNC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.41,419.4,0.723,3.9,70.0,0.521,bioisostere,81.4,99.7,70.0,24.4,100,67.8,75.4,377,0,low,1,medium,low,low,1,85,[],0,100,85,100,77.1,304
,CNC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1cnc(OC)nc1)C3=CC2=O,MAP2K1,sensitive,scout2,3.39,419.4,0.723,3.9,70.0,0.699,bioisostere,81.5,99.7,70.0,24.5,100,67.8,75.4,375,0,low,1,medium,low,low,1,85,[],0,100,85,100,77.1,305
CHEMBL445813,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,CDK4,sensitive,scout1,5.8,0.0,0.653,2.73,100.0,,database,73.8,99.4,100.0,22.1,70,80.8,77.9,279,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.0,306
CHEMBL370353,Oc1cc(-c2[nH]c(-c3ccccc3)nc2-c2ccncn2)ccc1Cl,BRAF,escape_route,scout1,14.0,0.0,0.569,2.41,100.0,,database,61.2,98.6,100.0,42.8,70,84.3,77.1,301,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.0,307
CHEMBL592445,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,PIK3CB,escape_route,scout1,6.0,0.0,0.409,2.74,88.2,,database,73.3,79.5,88.2,51.3,70,80.7,74.7,426,1,medium,0,low,low,low,0,85,[],0,100,85,100,77.0,308
,COC(=O)c1c(OC)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nn1)C3=CC2=O,MAP2K1,sensitive,scout2,3.43,436.4,0.553,4.0,70.0,0.51,r_group,81.3,99.7,70.0,24.4,100,66.7,75.3,380,0,low,1,medium,low,low,1,85,[],0,100,85,100,77.0,309
CHEMBL445813,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,CDK4,sensitive,scout1,5.8,0.0,0.653,2.73,100.0,,database,73.8,99.4,100.0,22.1,70,80.8,77.9,275,0,medium,0,low,low,low,0,85,[],0,100,85,100,77.0,310
,O=C(C[Se](=O)CCCCCO)C(F)(F)F,FOLH1,other,scout2,4.49,293.1,0.574,1.9,70.0,0.512,r_group,77.5,99.6,70.0,23.2,100,90.0,75.1,393,0,low,1,medium,low,low,1,85,[],0,100,85,100,77.0,311
CHEMBL366456,CCCCNCC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,0.76,0.0,0.232,3.37,69.6,,database,100.0,79.9,69.6,30.0,70,73.7,75.6,358,0,medium,0,low,high,low,0,75,[],0,100,75,100,76.9,312
CHEMBL321703,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2ccncc2)cc1,PARP1,resistant,scout1,15.0,0.0,0.531,2.72,100.0,,database,60.2,98.5,100.0,60.2,70,80.9,79.3,255,0,low,0,low,high,low,0,90,"['hERG_channel', 'dopamine_D2']",2,70,90,70,76.9,313
,COc1ccsc1.O.O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,CHEK1,resistant,scout2,6.82,342.4,0.699,3.0,70.0,0.418,bioisostere,71.5,99.3,70.0,71.5,100,77.8,79.9,235,1,medium,1,medium,low,low,1,70,"['hERG_channel', 'dopamine_D2']",2,70,70,70,76.9,314
CHEMBL561103,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,MTOR,escape_route,scout1,4.6,0.0,0.4,2.7,88.0,,database,77.1,79.6,88.0,54.0,70,81.1,76.3,327,0,medium,0,low,high,low,0,75,[],0,100,75,100,76.9,315
,COc1cc[nH]c1.O.O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,CHEK1,resistant,scout2,6.78,325.4,0.631,3.0,70.0,0.425,bioisostere,71.6,99.3,70.0,71.6,100,77.8,79.9,233,1,medium,1,medium,low,low,1,70,"['hERG_channel', 'dopamine_D2']",2,70,70,70,76.9,316
,COc1ccoc1.O.O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,CHEK1,resistant,scout2,6.78,326.4,0.708,3.0,70.0,0.403,bioisostere,71.6,99.3,70.0,71.6,100,77.8,79.9,230,1,medium,1,medium,low,low,1,70,"['hERG_channel', 'dopamine_D2']",2,70,70,70,76.9,317
CHEMBL373011,Oc1cc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)ccc1Cl,BRAF,escape_route,scout1,10.0,0.0,0.537,2.22,95.7,,database,66.0,99.0,95.7,46.2,70,86.4,78.4,263,0,medium,0,low,high,low,0,75,[],0,100,75,100,76.9,318
CHEMBL315622,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1Cc1cccc(Cl)c1,CHEK2,resistant,scout1,11.0,0.0,0.37,2.51,87.4,,database,64.6,79.1,87.4,64.6,70,83.2,74.0,469,0,medium,0,low,low,low,0,85,[],0,100,85,100,76.9,319
,N#CCCCCC[Se](=O)CC(=O)C(F)(F)F,FOLH1,other,scout2,4.54,302.2,0.536,2.0,70.0,0.523,r_group,77.3,99.5,70.0,23.2,100,88.9,75.0,400,0,low,1,medium,low,low,1,85,[],0,100,85,100,76.9,320
CHEMBL5219922,Cn1cc(Cc2ccccc2OCCN2CCNC(=O)C2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,scout1,16.9,0.0,0.534,2.91,100.0,,database,58.5,98.3,100.0,58.5,70,78.8,78.3,267,0,medium,0,low,low,low,0,85,['muscarinic'],1,85,85,85,76.8,321
CHEMBL717,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,AR,sensitive,scout1,2.9,0.0,0.648,4.4,100.0,,database,83.7,99.7,100.0,25.1,70,62.2,80.4,201,0,medium,1,medium,low,low,1,70,[],0,100,70,100,76.8,322
CHEMBL366534,CCCCCCNCC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,0.85,0.0,0.194,3.41,68.9,,database,100.0,79.9,68.9,30.0,70,73.2,75.4,376,0,medium,0,low,high,low,0,75,[],0,100,75,100,76.8,323
