chembl_id,smiles,target_gene,population_target,source,activity_nM,mw,qed,sa_score,admet_score,best_similarity,generation_method,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synth,score_overall,rank,herg_alerts,herg_risk,brenk_alerts,mutagenicity_risk,cyp_2d6_risk,cyp_3a4_risk,reactive_alerts,tox_score,offtarget_flags,n_offtarget_flags,selectivity_score,score_tox,score_selectivity_new,score_rebalanced,rank_new
CHEMBL5220075,COc1ccccc1Cc1cn(C)nc1-c1cc(Cl)nc(N)n1,EZH2,resistant,scout1,67.0,0.0,0.744,2.59,100.0,,database,38.7,93.3,100.0,38.7,70,82.3,68.4,718,0,medium,0,low,low,low,0,85,[],0,100,85,100,69.8,691
CHEMBL375544,O=C(NC(CO)c1ccc(Cl)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,14.0,0.0,0.345,3.0,96.9,,database,61.2,78.9,96.9,18.4,70,77.8,67.6,732,0,medium,0,low,low,low,0,85,[],0,100,85,100,69.7,692
CHEMBL381172,COc1cc(CN2CCOCC2)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,96.0,0.0,0.828,2.39,100.0,,database,33.6,90.4,100.0,33.6,70,84.6,65.4,764,0,low,0,low,low,low,0,100,[],0,100,100,100,69.7,693
CHEMBL3641995,C[C@H](O)CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,CDK6,sensitive,scout1,5.7,0.0,0.36,3.41,97.2,,database,74.1,79.5,97.2,22.2,70,73.2,72.0,590,0,high,0,low,high,low,0,60,[],0,100,60,100,69.7,694
,Oc1cc(C(Cl)(Cl)Cl)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,sensitive,scout2,5.39,371.7,0.604,2.9,70.0,0.54,bioisostere,74.9,99.5,70.0,22.5,100,78.9,73.6,501,1,high,1,medium,high,low,1,45,[],0,100,45,100,69.7,695
CHEMBL411950,COC[C@H]1OC(=O)/C(=C/N2CCOCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,scout1,37.0,0.0,0.418,4.91,93.4,,database,47.2,96.3,93.4,33.1,70,56.6,68.2,722,0,low,1,medium,low,low,1,85,[],0,100,85,100,69.6,696
CHEMBL3698642,c1cc2c3cnc(Nc4ccc(N5CCNCC5)nn4)nc3n(C3CCCC3)c2cn1,CDK6,sensitive,scout1,6.6,0.0,0.525,2.85,100.0,,database,72.0,79.5,100.0,21.6,70,79.4,72.2,579,0,high,0,low,high,low,0,60,[],0,100,60,100,69.6,697
CHEMBL205543,CN1CCN(c2cc(OC3CCOC3)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)CC1,CHEK1,resistant,scout1,66.0,0.0,0.703,3.27,100.0,,database,39.0,93.4,100.0,39.0,70,74.8,68.1,724,0,medium,0,low,low,low,0,85,[],0,100,85,100,69.6,698
CHEMBL426476,CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,escape_route,scout1,40.0,0.0,0.53,2.57,100.0,,database,46.1,96.0,100.0,32.3,70,82.6,70.3,675,1,medium,0,low,high,low,0,75,[],0,100,75,100,69.6,699
CHEMBL122187,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)[C@H](CO)NC(C)=O,MAP2K1,sensitive,scout1,18.0,0.0,0.249,3.01,100.0,,database,57.6,98.2,100.0,17.3,70,77.7,71.8,599,2,high,0,low,low,low,0,70,[],0,100,70,100,69.6,700
CHEMBL369589,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCC(C(N)=O)CC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,11.6,0.0,0.247,3.47,74.9,,database,63.9,98.8,74.9,19.2,70,72.6,68.9,705,0,medium,0,low,high,low,0,75,[],0,100,75,100,69.5,701
CHEMBL534951,Cl.O=C(O)COc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout1,24.0,0.0,0.498,2.68,100.0,,database,53.5,78.1,100.0,37.4,70,81.3,68.7,708,0,medium,0,low,high,low,0,75,[],0,100,75,100,69.5,702
,Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+]([O-])=S)c2)n1,CDK4,sensitive,scout2,7.95,344.4,0.553,2.9,70.0,0.563,bioisostere,69.3,99.2,70.0,20.8,100,78.9,71.7,606,1,high,1,medium,low,low,1,55,[],0,100,55,100,69.5,703
,Oc1cc(C(F)(F)Cl)c2cc3c(cc2n1)NC[C@H]1CCCC[C@H]31,AR,sensitive,scout2,5.67,338.8,0.725,2.9,70.0,0.615,bioisostere,74.1,99.4,70.0,22.2,100,78.9,73.4,520,1,high,1,medium,high,low,1,45,[],0,100,45,100,69.5,704
CHEMBL153015,CCCCCCCC(F)(F)C(=O)C(F)(F)F,FOLH1,other,scout1,32.36,0.0,0.488,2.63,100.0,,database,49.2,96.8,100.0,14.8,70,81.9,68.7,707,0,medium,0,low,low,low,0,85,[],0,100,85,100,69.4,705
CHEMBL524266,Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,CDK4,sensitive,scout1,28.0,0.0,0.785,3.72,100.0,,database,51.2,97.2,100.0,15.4,70,69.8,69.0,702,0,medium,0,low,low,low,0,85,[],0,100,85,100,69.4,706
,O=C(Nc1c[nH]nc1C(=S)NC1CCNCC1)c1c(Cl)cccc1Cl,CDK4,sensitive,scout2,8.0,398.3,0.596,3.1,70.0,0.454,bioisostere,69.2,99.2,70.0,20.8,100,76.7,71.5,622,0,high,1,medium,low,low,1,55,[],0,100,55,100,69.4,707
,Oc1cc(C(F)(F)Cl)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,sensitive,scout2,5.71,338.8,0.725,2.9,70.0,0.658,bioisostere,74.0,99.4,70.0,22.2,100,78.9,73.3,531,1,high,1,medium,high,low,1,45,[],0,100,45,100,69.4,708
CHEMBL3702158,C1=C(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CCNC1,CDK6,sensitive,scout1,7.0,0.0,0.51,2.99,100.0,,database,71.1,79.4,100.0,21.3,70,77.9,71.8,603,0,high,0,low,high,low,0,60,[],0,100,60,100,69.3,709
,CNS(=O)(=O)N1CCC(Nc2ncc(C(=O)c3c(OC)ccc(F)c3F)c(N)n2)CC1,ATR,resistant,scout2,51.84,456.5,0.523,3.9,70.0,0.567,r_group,42.4,94.8,70.0,42.4,100,67.8,65.2,765,0,medium,0,low,low,low,0,85,[],0,100,85,100,69.3,710
CHEMBL205744,N#Cc1cnc(NC(=O)Nc2cc(Cl)c(OCc3cccnc3)cc2N2CCCC2)cn1,CHEK1,resistant,scout1,38.0,0.0,0.578,2.63,100.0,,database,46.9,77.0,100.0,46.9,70,81.9,67.9,727,0,medium,0,low,high,low,0,75,[],0,100,75,100,69.2,711
CHEMBL214803,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,escape_route,scout1,30.0,0.0,0.742,3.61,100.0,,database,50.3,97.0,100.0,35.2,70,71.0,71.7,608,0,medium,0,low,high,low,0,75,['dopamine_D2'],1,85,75,85,69.2,712
CHEMBL410733,Nc1cccnc1N1CCN(C(=O)CNC(=O)CCn2c3c(c(=O)[nH]c2=O)CSCC3)CC1,PARP1,resistant,scout1,70.0,0.0,0.492,2.91,89.8,,database,38.1,93.0,89.8,38.1,70,78.8,65.8,759,0,low,0,low,high,low,0,90,[],0,100,90,100,69.1,713
CHEMBL205699,CN1CCN(c2cc(OCc3cccnc3)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)CC1,CHEK1,resistant,scout1,38.0,0.0,0.553,2.69,100.0,,database,46.9,77.0,100.0,46.9,70,81.2,67.9,726,0,medium,0,low,high,low,0,75,[],0,100,75,100,69.1,714
,COc1ccc(F)c(Cl)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,ATR,resistant,scout2,53.79,457.9,0.63,3.8,70.0,0.53,bioisostere,41.9,94.6,70.0,41.9,100,68.9,64.9,772,0,medium,0,low,low,low,0,85,[],0,100,85,100,69.1,715
CHEMBL4848035,Cc1c(Cc2cccs2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,resistant,scout1,74.0,0.0,0.753,2.81,100.0,,database,37.3,92.6,100.0,37.3,70,79.9,67.4,736,0,medium,0,low,low,low,0,85,[],0,100,85,100,69.1,716
,COc1ccc(Cl)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,ATR,resistant,scout2,54.89,457.9,0.63,3.8,70.0,0.549,bioisostere,41.6,94.5,70.0,41.6,100,68.9,64.8,776,0,medium,0,low,low,low,0,85,[],0,100,85,100,69.0,717
,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(N)(=O)=O)CC2)nc1N,ATR,resistant,scout2,55.01,442.4,0.551,3.8,70.0,0.577,r_group,41.6,94.5,70.0,41.6,100,68.9,64.8,773,0,medium,0,low,low,low,0,85,[],0,100,85,100,69.0,718
,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(=O)(=O)OC)CC2)nc1N,ATR,resistant,scout2,55.27,457.5,0.59,3.9,70.0,0.562,r_group,41.5,94.5,70.0,41.5,100,67.8,64.7,781,0,medium,0,low,low,low,0,85,[],0,100,85,100,68.9,719
CHEMBL381527,COc1cccc(CCC(=O)Nc2cc(OC)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)c1,CHEK1,resistant,scout1,51.0,0.0,0.438,2.48,98.8,,database,42.7,75.9,98.8,42.7,70,83.6,65.6,762,0,medium,0,low,low,low,0,85,[],0,100,85,100,68.8,720
,CCS(=O)(=O)N1CCC(Nc2ncc(C(=O)c3c(OC)ccc(F)c3F)c(N)n2)CC1,ATR,resistant,scout2,56.15,455.5,0.605,3.9,70.0,0.588,r_group,41.3,94.4,70.0,41.3,100,67.8,64.6,788,0,medium,0,low,low,low,0,85,[],0,100,85,100,68.8,721
CHEMBL367714,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)CCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,4.8,0.0,0.201,3.44,74.0,,database,76.5,79.6,74.0,23.0,70,72.9,68.2,721,0,medium,0,low,high,low,0,75,['dopamine_D2'],1,85,75,85,68.8,722
CHEMBL3216006,Cl.Cl.c1cc(OCCN2CCOCC2)cc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,escape_route,scout1,16.0,0.0,0.366,2.85,87.3,,database,59.3,78.7,87.3,41.5,70,79.4,68.6,711,0,medium,0,low,high,low,0,75,['muscarinic'],1,85,75,85,68.8,723
CHEMBL3702123,O=C(c1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1)N1CCNCC1,CDK6,sensitive,scout1,8.0,0.0,0.5,2.79,100.0,,database,69.2,79.4,100.0,20.8,70,80.1,71.2,647,0,high,0,low,high,low,0,60,[],0,100,60,100,68.8,724
CHEMBL212049,Cc1cnc(OC2CCCCC2)nc1-c1cnc(Nc2ccccn2)s1,CDK4,sensitive,scout1,26.0,0.0,0.701,2.73,100.0,,database,52.3,97.4,100.0,15.7,70,80.8,69.9,684,0,medium,0,low,high,low,0,75,[],0,100,75,100,68.8,725
CHEMBL281945,C[C@H]1CNc2cc3nc(O)cc(C(F)(F)F)c3cc2C1CCC(F)(F)F,AR,sensitive,scout1,13.0,0.0,0.684,4.08,98.7,,database,62.2,98.7,98.7,18.7,70,65.8,72.7,561,1,high,0,low,high,low,0,60,[],0,100,60,100,68.8,726
CHEMBL490428,Cc1ccc(Nc2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)nn1,PIK3CB,escape_route,scout1,23.0,0.0,0.666,3.05,100.0,,database,54.1,78.2,100.0,37.8,70,77.2,68.8,706,1,high,0,low,low,low,0,70,[],0,100,70,100,68.8,727
,COc1ccc(C)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,ATR,resistant,scout2,57.31,437.5,0.652,3.8,70.0,0.613,bioisostere,41.0,94.3,70.0,41.0,100,68.9,64.5,790,0,medium,0,low,low,low,0,85,[],0,100,85,100,68.7,728
CHEMBL189963,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,CDK6,sensitive,scout1,16.0,0.0,0.575,2.87,100.0,,database,59.3,98.4,100.0,17.8,70,79.2,72.5,563,0,high,0,low,high,low,0,60,[],0,100,60,100,68.7,729
CHEMBL322957,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(Br)c1,PARP1,resistant,scout1,70.0,0.0,0.647,2.74,100.0,,database,38.1,93.0,100.0,38.1,70,80.7,67.9,728,0,low,0,low,low,low,0,100,"['hERG_channel', 'dopamine_D2']",2,70,100,70,68.7,730
,CCOc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,ATR,resistant,scout2,59.72,455.5,0.605,3.9,70.0,0.559,r_group,40.4,94.0,70.0,40.4,100,67.8,64.1,796,0,medium,0,low,low,low,0,85,[],0,100,85,100,68.4,731
CHEMBL3698731,NCC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,CDK6,sensitive,scout1,8.8,0.0,0.479,2.89,99.6,,database,67.8,79.3,99.6,20.3,70,79.0,70.6,666,0,high,0,low,high,low,0,60,[],0,100,60,100,68.3,732
CHEMBL332838,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1NC(=O)CNC(C)=O,MAP2K1,sensitive,scout1,26.0,0.0,0.329,2.48,100.0,,database,52.3,97.4,100.0,15.7,70,83.6,70.1,681,2,high,0,low,low,low,0,70,[],0,100,70,100,68.2,733
CHEMBL312854,O=C(O)c1cc2c(c(Cn3nc(-c4ccccc4)c(Cc4cc5c(cc4Cl)OCO5)c3C(=O)O)c1)OCOC2,CHEK2,resistant,scout1,44.0,0.0,0.333,2.98,86.7,,database,44.8,76.5,86.7,44.8,70,78.0,64.0,797,0,medium,0,low,low,low,0,85,[],0,100,85,100,68.2,734
CHEMBL118433,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1N,MAP2K1,sensitive,scout1,27.0,0.0,0.376,2.44,100.0,,database,51.8,97.3,100.0,15.5,70,84.0,69.9,683,1,high,0,low,low,low,0,70,[],0,100,70,100,68.1,735
CHEMBL5221093,Cn1cc(Cc2ccccc2Oc2ccccc2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,scout1,87.1,0.0,0.507,2.54,100.0,,database,35.0,91.3,100.0,35.0,70,82.9,66.2,757,0,medium,0,low,low,low,0,85,[],0,100,85,100,68.1,736
CHEMBL200431,N/C(=N\O)c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout1,53.0,0.0,0.224,2.27,99.5,,database,42.1,94.7,99.5,29.5,70,85.9,68.4,719,0,medium,0,low,high,low,0,75,[],0,100,75,100,68.1,737
CHEMBL202837,COc1cc(NC(=O)Cc2ccsc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,58.0,0.0,0.531,2.61,100.0,,database,40.8,75.4,100.0,40.8,70,82.1,64.8,777,0,medium,0,low,low,low,0,85,[],0,100,85,100,68.0,738
,COc1ccc2c(c1)N(C)CCN2S(=O)(=O)c1ccoc1.O=C1CCCN1,MDM2,sensitive,scout2,46.05,393.5,0.855,3.4,70.0,0.449,bioisostere,44.1,95.4,70.0,13.2,100,73.3,61.7,946,0,low,0,low,low,low,0,100,[],0,100,100,100,68.0,739
CHEMBL421605,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccc(Br)cc1,PARP1,resistant,scout1,80.0,0.0,0.674,2.43,100.0,,database,36.2,92.0,100.0,36.2,70,84.1,67.0,742,0,low,0,low,low,low,0,100,"['hERG_channel', 'dopamine_D2']",2,70,100,70,68.0,740
,COc1ccc2c(c1)N(C)CCN2S(=O)(=O)c1cc[nH]c1.O=C1CCCN1,MDM2,sensitive,scout2,45.98,392.5,0.827,3.4,70.0,0.421,bioisostere,44.1,95.4,70.0,13.2,100,73.3,61.7,943,0,low,0,low,low,low,0,100,[],0,100,100,100,68.0,741
CHEMBL214282,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(S(=O)(=O)N2CCOCC2)s1,KRAS,escape_route,scout1,70.0,0.0,0.773,3.63,100.0,,database,38.1,93.0,100.0,26.7,70,70.8,65.7,761,0,low,0,low,low,low,0,100,['dopamine_D2'],1,85,100,85,68.0,742
CHEMBL379914,N[C@H](COc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout1,23.0,0.0,0.436,3.07,98.7,,database,54.1,78.2,98.7,37.8,70,77.0,68.5,715,0,medium,0,low,high,low,0,75,['serotonin_5HT2'],1,85,75,85,67.9,743
,NC(=O)c1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout2,46.24,399.5,0.85,3.5,70.0,0.52,r_group,44.1,95.4,70.0,13.2,100,72.2,61.7,949,0,low,0,low,low,low,0,100,[],0,100,100,100,67.9,744
,Cc1ccc2c(c1)CCCN2S(=O)(=O)c1cc[nH]c1.O=C1CCCN1,MDM2,sensitive,scout2,49.19,361.5,0.861,3.1,70.0,0.405,bioisostere,43.2,95.1,70.0,13.0,100,76.7,61.5,961,0,low,0,low,low,low,0,100,[],0,100,100,100,67.8,745
,COc1ccc2c(c1)CCCN2S(=O)(=O)c1cc[nH]c1.O=C1CCCN1,MDM2,sensitive,scout2,49.45,377.5,0.856,3.2,70.0,0.435,bioisostere,43.1,95.1,70.0,12.9,100,75.6,61.4,965,0,low,0,low,low,low,0,100,[],0,100,100,100,67.8,746
CHEMBL172900,CCOC(=O)C1CCN(CC(=O)C(CC(=O)O)NC(=O)C(CC)n2cccc(NC(=O)c3ccc4ccccc4c3)c2=O)CC1,CD274,immune,scout1,8.0,0.0,0.244,3.51,69.9,,database,69.2,79.4,69.9,20.8,70,72.1,64.8,775,0,medium,0,low,high,low,0,75,[],0,100,75,100,67.7,747
,COc1ccsc1.CS(=O)(=O)N1CCC(Nc2ncc(C=O)c(N)n2)CC1.F.F,ATR,resistant,scout2,68.11,453.5,0.656,3.6,70.0,0.431,bioisostere,38.5,93.2,70.0,38.5,100,71.1,63.2,814,0,medium,0,low,low,low,0,85,[],0,100,85,100,67.7,748
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,escape_route,scout1,40.0,0.0,0.676,4.66,100.0,,database,46.1,96.0,100.0,32.3,70,59.3,69.2,697,0,medium,1,medium,low,low,1,70,[],0,100,70,100,67.7,749
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,escape_route,scout1,40.0,0.0,0.676,4.66,100.0,,database,46.1,96.0,100.0,32.3,70,59.3,69.2,700,0,medium,1,medium,low,low,1,70,[],0,100,70,100,67.7,750
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,MTOR,escape_route,scout1,40.0,0.0,0.676,4.66,100.0,,database,46.1,96.0,100.0,32.3,70,59.3,69.2,696,0,medium,1,medium,low,low,1,70,[],0,100,70,100,67.7,751
CHEMBL219790,O=C(NC(CO)c1ccc(F)c(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,22.0,0.0,0.355,3.12,97.1,,database,54.7,78.2,97.1,16.4,70,76.4,65.2,767,0,medium,0,low,low,low,0,85,[],0,100,85,100,67.6,752
,COc1cc[nH]c1.CS(=O)(=O)N1CCC(Nc2ncc(C=O)c(N)n2)CC1.F.F,ATR,resistant,scout2,69.22,436.5,0.59,3.6,70.0,0.419,bioisostere,38.3,93.1,70.0,38.3,100,71.1,63.0,823,0,medium,0,low,low,low,0,85,[],0,100,85,100,67.6,753
CHEMBL543394,Cl.Oc1nc2ccc(N3CCC(N4CCCC4)CC3)nc2c2ccccc12,PARP1,resistant,scout1,75.0,0.0,0.677,2.51,100.0,,database,37.1,92.5,100.0,37.1,70,83.2,67.5,733,0,medium,0,low,high,low,0,75,[],0,100,75,100,67.6,754
CHEMBL280865,CCCC1CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,scout1,19.0,0.0,0.848,3.46,100.0,,database,56.8,98.1,100.0,17.0,70,72.7,71.3,637,1,high,0,low,high,low,0,60,[],0,100,60,100,67.6,755
CHEMBL243298,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(F)c2)n1,CDK4,sensitive,scout1,31.62,0.0,0.662,2.04,100.0,,database,49.5,96.8,100.0,14.9,70,88.4,69.2,698,1,high,0,low,low,low,0,70,[],0,100,70,100,67.5,756
CHEMBL360089,C/C1=C\[C@@H](O)C(=O)/C=C/C=C\c2csc(n2)[C@@H](C)NC(=O)C[C@@]2(CC1)[S+]([O-])SC(=O)[C@]2(C)O,MAP2K1,sensitive,scout1,11.0,0.0,0.275,7.08,80.1,,database,64.6,98.9,80.1,19.4,70,32.4,68.2,723,0,medium,1,medium,low,low,1,70,[],0,100,70,100,67.5,757
,CN1CCN(S(=O)(=O)c2cc[nH]c2)c2ccccc21.O=C1CCCN1,MDM2,sensitive,scout2,52.48,362.5,0.849,3.1,70.0,0.435,bioisostere,42.2,94.8,70.0,12.7,100,76.7,61.1,980,0,low,0,low,low,low,0,100,[],0,100,100,100,67.5,758
,COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccoc1.O=C1CCCN1,MDM2,sensitive,scout2,52.87,378.5,0.885,3.2,70.0,0.406,bioisostere,42.1,94.7,70.0,12.6,100,75.6,61.0,989,0,low,0,low,low,low,0,100,[],0,100,100,100,67.4,759
CHEMBL27297,CCC1CCNc2cc3c(cc21)c(C(F)(F)F)cc(=O)n3C,AR,sensitive,scout1,20.0,0.0,0.867,3.41,100.0,,database,56.1,98.0,100.0,16.8,70,73.2,71.0,658,1,high,0,low,high,low,0,60,[],0,100,60,100,67.4,760
CHEMBL4240141,CN1CCN(S(=O)(=O)c2ccc(N3CCC=N3)cc2)c2ccccc21,MDM2,sensitive,scout1,74.0,0.0,0.848,2.7,100.0,,database,37.3,92.6,100.0,11.2,70,81.1,63.6,807,0,low,0,low,low,low,0,100,[],0,100,100,100,67.4,761
CHEMBL219849,O=C(NC(CO)c1cccc(F)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,24.0,0.0,0.371,3.05,97.4,,database,53.5,78.1,97.4,16.0,70,77.2,64.8,779,0,medium,0,low,low,low,0,85,[],0,100,85,100,67.3,762
CHEMBL1083810,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(N)nc4)nc(N4CCOCC4)c3s2)CC1,PIK3CB,escape_route,scout1,60.0,0.0,0.565,2.79,100.0,,database,40.3,94.0,100.0,28.2,70,80.1,67.3,738,0,medium,0,low,high,low,0,75,[],0,100,75,100,67.2,763
,CN1CCN(S(=O)(=O)c2ccoc2)c2ccccc21.O=C1CCCN1,MDM2,sensitive,scout2,55.3,363.4,0.88,3.1,70.0,0.409,bioisostere,41.5,94.5,70.0,12.4,100,76.7,60.8,1004,0,low,0,low,low,low,0,100,[],0,100,100,100,67.2,764
CHEMBL394503,CNC(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(c2)OC(F)(F)O3)ccn1,BRAF,escape_route,scout1,24.0,0.0,0.447,2.55,98.9,,database,53.5,78.1,98.9,37.4,70,82.8,68.6,710,1,high,0,low,high,low,0,60,[],0,100,60,100,67.2,765
,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(=O)(=O)C(C)C)CC2)nc1N,ATR,resistant,scout2,51.58,469.5,0.591,4.0,70.0,0.574,r_group,42.5,94.8,70.0,42.5,100,66.7,65.2,768,0,high,0,low,low,low,0,70,[],0,100,70,100,67.1,766
CHEMBL210516,COc1cc(NC(=O)CCc2ccccc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,68.0,0.0,0.494,2.38,99.9,,database,38.5,74.6,99.9,38.5,70,84.7,63.7,806,0,medium,0,low,low,low,0,85,[],0,100,85,100,67.1,767
CHEMBL213311,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2ccc(F)cc2)s1,KRAS,escape_route,scout1,60.0,0.0,0.688,3.5,100.0,,database,40.3,94.0,100.0,28.2,70,72.2,66.9,743,0,medium,0,low,low,low,0,85,['dopamine_D2'],1,85,85,85,66.8,768
,CN1C(=O)C[C@@H](c2ccsc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C#N)cc2)s1,KRAS,escape_route,scout2,59.86,394.5,0.713,3.4,70.0,0.502,bioisostere,40.4,94.0,70.0,28.2,100,73.3,62.5,859,0,medium,0,low,low,low,0,85,[],0,100,85,100,66.8,769
CHEMBL272265,N#CCc1ccc(-n2cnc3cnc4ccc(C#Cc5cccnc5)cc4c32)cc1,PIK3CA,escape_route,scout1,64.0,0.0,0.422,2.73,100.0,,database,39.4,93.6,100.0,27.6,70,80.8,66.9,744,0,medium,0,low,high,low,0,75,[],0,100,75,100,66.8,770
CHEMBL272265,N#CCc1ccc(-n2cnc3cnc4ccc(C#Cc5cccnc5)cc4c32)cc1,PIK3CA,escape_route,scout1,64.0,0.0,0.422,2.73,100.0,,database,39.4,93.6,100.0,27.6,70,80.8,66.9,746,0,medium,0,low,high,low,0,75,[],0,100,75,100,66.8,771
,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(=O)(=O)C3CC3)CC2)nc1N,ATR,resistant,scout2,55.04,467.5,0.592,4.0,70.0,0.489,r_group,41.6,94.5,70.0,41.6,100,66.7,64.7,783,0,high,0,low,low,low,0,70,[],0,100,70,100,66.7,772
CHEMBL282204,CC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@H]1C,AR,sensitive,scout1,22.0,0.0,0.768,3.88,100.0,,database,54.7,97.8,100.0,16.4,70,68.0,70.2,678,1,high,0,low,high,low,0,60,[],0,100,60,100,66.7,773
,CN1C(=O)C[C@@H](c2cc[nH]c2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2)s1.F,KRAS,escape_route,scout2,62.06,372.5,0.729,3.2,70.0,0.497,bioisostere,39.8,93.8,70.0,27.9,100,75.6,62.4,872,0,medium,0,low,low,low,0,85,[],0,100,85,100,66.7,774
,CN1C(=O)C[C@@H](c2ccoc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C#N)cc2)s1,KRAS,escape_route,scout2,60.76,378.5,0.746,3.4,70.0,0.492,bioisostere,40.1,93.9,70.0,28.1,100,73.3,62.4,874,0,medium,0,low,low,low,0,85,[],0,100,85,100,66.7,775
