gene,patient
TMEM42,0.2
YJEFN3,0.2
TBCCD1,0.2
TRIM54,0.2
SMARCE1,0.2
VKORC1,0.2
TMEM44,0.2
TBC1D8B,0.2
SHROOM4,0.2
TMEM41A,0.2
SHTN1,0.2
SMARCD1,0.2
TBC1D7,0.2
ZNF728,0.2
UQCR11,0.2
ZNF726,0.2
YME1L1,0.2
TBC1D5,0.2
VSTM1,0.2
UQCC1,0.2
YIF1A,0.2
TRIM64C,0.2
TBCK,0.2
YARS2,0.2
SHH,0.2
SHISA2,0.2
SHISA3,0.2
SSBP1,0.2
YBX1,0.2
SHISA5,0.2
SHISA6,0.2
TTPAL,0.2
YBX2,0.2
ZKSCAN7,0.2
SHISA7,0.2
ZKSCAN8,0.2
SHLD2,0.2
SHMT1,0.2
ZNF740,0.2
YBX3,0.2
YEATS2,0.2
SMC3,0.2
TBCEL,0.2
TP53INP2,0.2
TRIM59,0.2
SIAH2,0.2
TMEM67,0.2
SSX2IP,0.2
YWHAZ,0.2
SIK1,0.2
TRIM64B,0.2
TMEM64,0.2
TTLL11,0.2
YY1,0.2
SMAD1,0.2
TMEM65,0.2
SIKE1,0.2
ZNF717,0.2
SLURP1,0.2
YY1AP1,0.2
ZIM3,0.2
ZNF707,0.2
ZAN,0.2
URGCP-MRPS24,0.2
ZNF704,0.2
TMEM70,0.2
SIM2,0.2
SMAD2,0.2
YWHAQ,0.2
SIGLECL1,0.2
TTLL13,0.2
TP53INP1,0.2
YTHDC2,0.2
URGCP,0.2
ZNF714,0.2
SMARCC1,0.2
SSNA1,0.2
TRIM6-TRIM34,0.2
SMARCAD1,0.2
SSPN,0.2
YTHDF2,0.2
TTLL2,0.2
YTHDF3,0.2
ZKSCAN4,0.2
YWHAE,0.2
TBC1D25,0.2
SMAD9,0.2
SSTR5,0.2
YWHAH,0.2
TMEM63B,0.2
TSSK1B,0.2
A1BG,0.2
RTL10,0.2
DPF3,0.2
EGLN1,0.2
EGFL7,0.2
EGFL6,0.2
EGF,0.2
EFNA5,0.2
EFNA4,0.2
EFNA3,0.2
EFHD2,0.2
EFHD1,0.2
EFEMP2,0.2
EFEMP1,0.2
EFCAB3,0.2
EFCAB2-AS1,0.2
EFCAB14,0.2
EEIG1,0.2
EEF2KMT,0.2
EEF1AKMT1,0.2
EEF1A1,0.2
EDRF1,0.2
EDN3,0.2
EDF1,0.2
EDEM3,0.2
EDDM3B,0.2
EDDM3A,0.2
EDARADD,0.2
EGR1,0.2
EHD2,0.2
EHD4,0.2
EIF4A1,0.2
ELF3,0.2
ELAVL4,0.2
ELAVL1,0.2
ELANE,0.2
EIPR1,0.2
EIF5B,0.2
EIF5A2,0.2
EIF4EBP3,0.2
EIF4E1B,0.2
EIF4B,0.2
EIF4A2,0.2
EIF3K,0.2
EID3,0.2
EIF3J,0.2
EIF3I,0.2
EIF3H,0.2
EIF3G,0.2
EIF3F,0.2
EIF2S3,0.2
EIF2S1,0.2
EIF2B5,0.2
EIF2B2,0.2
EIF2B1,0.2
EIF2AK2,0.2
EDAR,0.2
ECSIT,0.2
ECRG4,0.2
DRD4,0.2
DUSP1,0.2
DUS4L,0.2
DUS2,0.2
DUOXA1,0.2
DTX2,0.2
DTD1,0.2
DSCR8,0.2
DSCR4,0.2
DSC3,0.2
DRG2,0.2
DRG1,0.2
DRD3,0.2
DUSP15,0.2
DRD2,0.2
DRC3,0.2
DRC10,0.2
DRAXIN,0.2
DRAM2,0.2
DQX1,0.2
DPY19L3,0.2
DPY19L2P1,0.2
DPY19L1,0.2
DPP9,0.2
DPP8,0.2
DUSP12,0.2
DUSP16,0.2
ECM2,0.2
E2F4,0.2
ECM1,0.2
ECI2,0.2
ECI1,0.2
ECHDC3,0.2
EBPL,0.2
EBLN1,0.2
EBI3,0.2
EBF3,0.2
EAF2,0.2
E4F1,0.2
E2F6,0.2
DZIP1L,0.2
DUSP4,0.2
DYRK1A,0.2
DYNLT5,0.2
DYNLT4,0.2
DYNLT2,0.2
DYNLT1,0.2
DYNC1LI2,0.2
DYDC2,0.2
DYDC1,0.2
DXO,0.2
DVL1,0.2
DUXA,0.2
ELOA,0.2
ELOA3P,0.2
ELOVL4,0.2
EXTL2,0.2
FABP9,0.2
FABP7,0.2
FABP5,0.2
FABP3,0.2
FAAP20,0.2
F9,0.2
F8,0.2
F3,0.2
F2,0.2
EZH1,0.2
EXTL3,0.2
EXOSC9,0.2
FADS1,0.2
EXOC5,0.2
EXOC2,0.2
EXO5,0.2
EXD2,0.2
EVI2A,0.2
EVA1C,0.2
ETV6,0.2
ETV2,0.2
ETHE1,0.2
ETFA,0.2
ESS2,0.2
FADD,0.2
FAF1,0.2
ESRRB,0.2
FAM163B,0.2
FAM181B,0.2
FAM180A,0.2
FAM177B,0.2
FAM177A1,0.2
FAM174A,0.2
FAM171A1,0.2
FAM170B,0.2
FAM168B,0.2
FAM168A,0.2
FAM167A-AS1,0.2
FAM167A,0.2
FAM151A,0.2
FAHD2B,0.2
FAM149B1,0.2
FAM149A,0.2
FAM133B,0.2
FAM131C,0.2
FAM120AOS,0.2
FAM120A,0.2
FAM114A2,0.2
FAM111B,0.2
FAM110C,0.2
FAM110B,0.2
FAM110A,0.2
ESRRG,0.2
ESM1,0.2
ELOVL5,0.2
ENO4,0.2
EPC2,0.2
EPB41L5,0.2
ENY2,0.2
ENTREP2,0.2
ENTR1,0.2
ENTPD6,0.2
ENTPD5,0.2
ENTPD1,0.2
ENTHD1,0.2
ENPP1,0.2
ENOPH1,0.2
ENO2,0.2
EPGN,0.2
ENDOV,0.2
ENDOD1,0.2
EN1,0.2
EMX2,0.2
EMP3,0.2
EMP1,0.2
EMG1,0.2
EMC8,0.2
EMC6,0.2
EMC4,0.2
EMB,0.2
EPCAM,0.2
EPHB3,0.2
ERVV-2,0.2
EREG,0.2
ERVMER34-1,0.2
ERV3-1,0.2
ERO1B,0.2
ERLEC1,0.2
ERICH6,0.2
ERICH5,0.2
ERICH4,0.2
ERI2,0.2
ERGIC2,0.2
ERG28,0.2
ERFE,0.2
ERCC8,0.2
EPHX1,0.2
ERCC6-PGBD3,0.2
ERAS,0.2
ERAP1,0.2
EPS8,0.2
EPPIN,0.2
EPOR,0.2
EPOP,0.2
EPN2,0.2
EPN1,0.2
EPM2A,0.2
EPHX3,0.2
DPP4,0.2
DONSON,0.2
RTEL1-TNFRSF6B,0.2
DOLPP1,0.2
CYP19A1,0.2
CYP17A1,0.2
CYP11A1,0.2
CYLC2,0.2
CYGB,0.2
CYCS,0.2
CYC1,0.2
CYB5R2,0.2
CYB5R1,0.2
CYB561D2,0.2
CYB561,0.2
CXORF65,0.2
CXORF58,0.2
CXCR5,0.2
CXCR4,0.2
CXCR3,0.2
CXCL8,0.2
CXCL14,0.2
CXCL13,0.2
CWH43,0.2
CWC25,0.2
CWC22,0.2
CUTC,0.2
CUL4B,0.2
CUL2,0.2
CYP26C1,0.2
CYP2C18,0.2
CYP2C19,0.2
CYTH1,0.2
DBF4B,0.2
DAZAP2,0.2
DAPK3,0.2
DAP3,0.2
DAO,0.2
DAND5,0.2
DALRD3,0.2
DAGLB,0.2
DACT2,0.2
CZIB,0.2
CYYR1,0.2
CYSLTR1,0.2
CYP2C8,0.2
CYRIB,0.2
CYRIA,0.2
CYP4Z1,0.2
CYP4F12,0.2
CYP4B1,0.2
CYP46A1,0.2
CYP3A7,0.2
CYP3A5,0.2
CYP3A4,0.2
CYP2S1,0.2
CYP2J2,0.2
CTSS,0.2
CTSO,0.2
CTSB,0.2
CRTC2,0.2
CSF2,0.2
CSE1L,0.2
CSAG1,0.2
CRYZ,0.2
CRYGS,0.2
CRYGD,0.2
CRYBG2,0.2
CRYBB3,0.2
CRYBA4,0.2
CRYAB,0.2
CRTC3,0.2
CRTAP,0.2
CSH2,0.2
CRP,0.2
CRNN,0.2
CRLF3,0.2
CRLF1,0.2
CRISP3,0.2
CRISP1,0.2
CRIP3,0.2
CRIP1,0.2
CRHR2,0.2
CRH,0.2
CREM,0.2
CSF2RB,0.2
CSKMT,0.2
CTRL,0.2
CST9L,0.2
CTRB2,0.2
CTPS2,0.2
CTLA4,0.2
CTHRC1,0.2
CTDSP2,0.2
CTBS,0.2
CTBP1,0.2
CTAG2,0.2
CT83,0.2
CSTPP1,0.2
CSTF2T,0.2
CST9,0.2
CSN2,0.2
CST8,0.2
CST6,0.2
CST2,0.2
CSRP3,0.2
CSRNP1,0.2
CSPG5,0.2
CSNK2A3,0.2
CSNK2A1,0.2
CSNK1G1,0.2
CSNK1A1L,0.2
CSN3,0.2
DBNDD1,0.2
DBNL,0.2
DBT,0.2
DMAC2,0.2
DNAH17-AS1,0.2
DNAAF6,0.2
DNAAF4,0.2
DNAAF19,0.2
DNAAF10,0.2
DMTN,0.2
DMTF1,0.2
DMRTC2,0.2
DMRTC1,0.2
DMRT3,0.2
DMKN,0.2
DLX2,0.2
DNAJB1,0.2
DLST,0.2
DLL1,0.2
DLK1,0.2
DLGAP2,0.2
DLG1,0.2
DLEU7,0.2
DKKL1,0.2
DKK4,0.2
DKK3,0.2
DKC1,0.2
DISC1,0.2
DNAJA1,0.2
DNAJB11,0.2
DHX40,0.2
DNAJC8,0.2
DOK7,0.2
DOK2,0.2
DOCK8-AS1,0.2
DOCK1,0.2
DNTTIP2,0.2
DNMT3L,0.2
DNLZ,0.2
DND1,0.2
DNASE2B,0.2
DNAL4,0.2
DNAL1,0.2
DNAJC5B,0.2
DNAJB12,0.2
DNAJC30,0.2
DNAJC3,0.2
DNAJC27,0.2
DNAJC17,0.2
DNAJC15,0.2
DNAJC12,0.2
DNAJC1,0.2
DNAJB8,0.2
DNAJB7,0.2
DNAJB6,0.2
DNAJB13,0.2
DIPK2B,0.2
DHTKD1,0.2
DCAF1,0.2
DCUN1D3,0.2
DDX5,0.2
DDX42,0.2
DDX41,0.2
DDX28,0.2
DDX24,0.2
DDX17,0.2
DDX1,0.2
DDOST,0.2
DDIT4L,0.2
DDI2,0.2
DCUN1D5,0.2
DCTN6,0.2
DDX56,0.2
DCTN3,0.2
DCP2,0.2
DCP1B,0.2
DCK,0.2
DCDC2B,0.2
DCDC2,0.2
DCD,0.2
DCAKD,0.2
DCAF8L2,0.2
DCAF17,0.2
DCAF12,0.2
DDX50,0.2
DDX6,0.2
DHRSX,0.2
DEPDC7,0.2
DHRS9,0.2
DHRS7C,0.2
DHRS7,0.2
DHRS3,0.2
DHRS12,0.2
DHODH,0.2
DHH,0.2
DGLUCY,0.2
DGKQ,0.2
DGAT2L6,0.2
DESI1,0.2
DEPDC1B,0.2
DECR2,0.2
DEPDC1,0.2
DENND11,0.2
DEGS2,0.2
DEFB131A,0.2
DEFB129,0.2
DEFB127,0.2
DEFB126,0.2
DEFB121,0.2
DEFB116,0.2
DEFB114,0.2
DEFB1,0.2
FAM199X,0.2
FAM209A,0.2
FAM209B,0.2
FAM20B,0.2
GPR173,0.2
GPR171,0.2
GPR152,0.2
GPR151,0.2
GPR107,0.2
GPN1,0.2
GPM6B,0.2
GPKOW,0.2
GPIHBP1,0.2
GPER1,0.2
GPCPD1,0.2
GPC6,0.2
GPC4,0.2
GPBP1L1,0.2
GPATCH2L,0.2
GPATCH2,0.2
GPAT2,0.2
GPANK1,0.2
GPAM,0.2
GPA33,0.2
GORASP1,0.2
GORAB,0.2
GOLPH3L,0.2
GOLIM4,0.2
GOLGA6L2,0.2
GPR174,0.2
GPR19,0.2
GPR45,0.2
GRAMD1B,0.2
GRK4,0.2
GRK3,0.2
GRIA3,0.2
GRHPR,0.2
GRHL3,0.2
GRHL1,0.2
GREM2,0.2
GREM1,0.2
GRB2,0.2
GRAMD4,0.2
GRAMD1C,0.2
GPX4,0.2
GPR61,0.2
GPX3,0.2
GPSM3,0.2
GPS2,0.2
GPS1,0.2
GPRIN3,0.2
GPRASP3,0.2
GPRASP1,0.2
GPR87,0.2
GPR75-ASB3,0.2
GPR75,0.2
GPR62,0.2
GOLGA6L1,0.2
GOLGA6B,0.2
GNS,0.2
GJC3,0.2
GLIS2,0.2
GLIS1,0.2
GLIPR2,0.2
GLIPR1L2,0.2
GLIPR1L1,0.2
GLIPR1,0.2
GLE1,0.2
GLDC,0.2
GLB1L,0.2
GLB1,0.2
GK,0.2
GJC2,0.2
GLOD5,0.2
GJC1,0.2
GJA5,0.2
GIPR,0.2
GIPC3,0.2
GIPC2,0.2
GINM1,0.2
GIMAP7,0.2
GIMAP6,0.2
GID4,0.2
GHITM,0.2
GGTLC1,0.2
GLOD4,0.2
GLP1R,0.2
GNPTG,0.2
GNAI1,0.2
GNMT,0.2
GNL3L,0.2
GNL3,0.2
GNL2,0.2
GNB2,0.2
GNB1L,0.2
GNAT1,0.2
GNAO1,0.2
GNAL,0.2
GNAI3,0.2
GNAI2,0.2
GNA12,0.2
GLRA4,0.2
GMPR2,0.2
GML,0.2
GMDS,0.2
GLYATL3,0.2
GLYATL2,0.2
GLUL,0.2
GLUD2,0.2
GLT8D2,0.2
GLT6D1,0.2
GLT1D1,0.2
GLRB,0.2
GRK5,0.2
GRN,0.2
GRP,0.2
HASPIN,0.2
HCG27,0.2
HBS1L,0.2
HBB,0.2
HBA2,0.2
HAX1,0.2
HAVCR1,0.2
HAUS6,0.2
HAUS4,0.2
HAUS2,0.2
HAUS1,0.2
HAT1,0.2
HAS1,0.2
HCST,0.2
HAPLN4,0.2
HAPLN2,0.2
HAP1,0.2
HAO2,0.2
HAO1,0.2
HAGHL,0.2
HAGH,0.2
HADHB,0.2
HADHA,0.2
HADH,0.2
HACD1,0.2
HCRTR1,0.2
HDAC1,0.2
H4C9,0.2
HERPUD1,0.2
HIGD1A,0.2
HIC2,0.2
HIC1,0.2
HHLA1,0.2
HHATL,0.2
HFE,0.2
HEY1,0.2
HEXD,0.2
HES7,0.2
HES6,0.2
HES1,0.2
HERC5,0.2
HDAC3,0.2
HELT,0.2
HELLS,0.2
HECTD2,0.2
HECA,0.2
HEBP1,0.2
HEATR3,0.2
HDX,0.2
HDHD2,0.2
HDGFL2,0.2
HDGFL1,0.2
HDAC6,0.2
HABP4,0.2
H4C8,0.2
GRPEL1,0.2
GSTO2,0.2
GUCA1C,0.2
GUCA1B,0.2
GTSE1,0.2
GTPBP2,0.2
GTPBP1,0.2
GTF3C5,0.2
GTF3C4,0.2
GTF2H5,0.2
GTF2E2,0.2
GSX2,0.2
GSTT1,0.2
GSTM4,0.2
GUCY2F,0.2
GSTCD,0.2
GSTA5,0.2
GSTA3,0.2
GSS,0.2
GSPT2,0.2
GSG1,0.2
GSDMB,0.2
GSC2,0.2
GSC,0.2
GSAP,0.2
GRPEL2,0.2
GUCA2B,0.2
GXYLT2,0.2
H4C7,0.2
H2BC7,0.2
H4C3,0.2
H4C14,0.2
H4C1,0.2
H3C8,0.2
H3C6,0.2
H3C13,0.2
H3C12,0.2
H3C10,0.2
H3C1,0.2
H3-3A,0.2
H2BC9,0.2
H2BC6,0.2
GYG2,0.2
H2BC17,0.2
H2BC11,0.2
H2BC10,0.2
H2BC1,0.2
H2AX,0.2
H2AC4,0.2
H2AC16,0.2
H2AC14,0.2
H2AC11,0.2
H1-4,0.2
GYPA,0.2
GGT1,0.2
GGPS1,0.2
GGN,0.2
FFAR1,0.2
FGF9,0.2
FGF7,0.2
FGF20,0.2
FGF2,0.2
FGF19,0.2
FGF17,0.2
FGF16,0.2
FGF14,0.2
FGD4,0.2
FFAR3,0.2
FFAR2,0.2
FEZ1,0.2
FGFBP2,0.2
FEV,0.2
FERMT2,0.2
FERMT1,0.2
FER1L5,0.2
FER,0.2
FDX2,0.2
FDFT1,0.2
FCRL6,0.2
FCN3,0.2
FCMR,0.2
FCHSD1,0.2
FGFBP1,0.2
FGFBP3,0.2
FCGR3B,0.2
FKBP4,0.2
FMO5,0.2
FMO4,0.2
FMO3,0.2
FMC1-LUC7L2,0.2
FLVCR1,0.2
FLT3LG,0.2
FLII,0.2
FLACC1,0.2
FKBP8,0.2
FKBP6,0.2
FKBP5,0.2
FKBP1C,0.2
FGFR1,0.2
FKBP1B,0.2
FKBP10,0.2
FJX1,0.2
FIZ1,0.2
FITM1,0.2
FIG4,0.2
FIBIN,0.2
FHL5,0.2
FHIP2A,0.2
FGL1,0.2
FGFR1OP2,0.2
FCHO2,0.2
FCGR2A,0.2
FMR1,0.2
FAM47E,0.2
FARS2,0.2
FAR2,0.2
FANCD2OS,0.2
FAM9C,0.2
FAM98C,0.2
FAM90A1,0.2
FAM89A,0.2
FAM83G,0.2
FAM72A,0.2
FAM53A,0.2
FAM50B,0.2
FAM3D,0.2
FASTKD1,0.2
FAM3C,0.2
FAM24B,0.2
FAM229B,0.2
FAM228A,0.2
FAM227A,0.2
FAM221B,0.2
FAM220A,0.2
FAM219B,0.2
FAM219A,0.2
FAM216A,0.2
FAM210A,0.2
FARSB,0.2
FAU,0.2
FCER1A,0.2
FBXO27,0.2
FCAR,0.2
FBXW8,0.2
FBXW11,0.2
FBXW10B,0.2
FBXO9,0.2
FBXO7,0.2
FBXO47,0.2
FBXO46,0.2
FBXO42,0.2
FBXO41,0.2
FBXO38,0.2
FBXO2,0.2
FAXDC2,0.2
FBXO15,0.2
FBXO11,0.2
FBXL6,0.2
FBXL5,0.2
FBXL4,0.2
FBXL20,0.2
FBXL14,0.2
FBP1,0.2
FBLN5,0.2
FBL,0.2
FBH1,0.2
FMO6P,0.2
FN3K,0.2
GGCT,0.2
GARIN2,0.2
GBX2,0.2
GBX1,0.2
GBA3,0.2
GATM,0.2
GATA4,0.2
GART,0.2
GARRE1,0.2
GARNL3,0.2
GARIN6,0.2
GARIN5B,0.2
GARIN5A,0.2
GARIN1A,0.2
GCG,0.2
GAR1,0.2
GAP43,0.2
GALT,0.2
GALR3,0.2
GALNT7,0.2
GALNT6,0.2
GALNT2,0.2
GALNT18,0.2
GALNT16,0.2
GALNS,0.2
GALK1,0.2
GCDH,0.2
GCGR,0.2
GAL3ST4,0.2
GDF2,0.2
GFRAL,0.2
GFRA4,0.2
GFRA1,0.2
GFM2,0.2
GFM1,0.2
GFER,0.2
GEMIN7,0.2
GDPD3,0.2
GDF9,0.2
GDF7,0.2
GDF3,0.2
GDF15,0.2
GCKR,0.2
GDF11,0.2
GDF10,0.2
GDF1,0.2
GDE1,0.2
GDAP2,0.2
GCSAML,0.2
GCOM1,0.2
GCNT3,0.2
GCNT2P1,0.2
GCNA,0.2
GCLC,0.2
GALE,0.2
GADD45G,0.2
FNBP1L,0.2
FOXP1,0.2
FSAF1,0.2
FRRS1L,0.2
FRMPD2,0.2
FRMD6,0.2
FRMD4B,0.2
FRMD3,0.2
FRMD1,0.2
FRG1,0.2
FRAT1,0.2
FOXRED1,0.2
FOXP3,0.2
FOXK1,0.2
FSCN3,0.2
FOXJ3,0.2
FOXJ2,0.2
FOXI1,0.2
FOXH1,0.2
FOXF2,0.2
FOXE3,0.2
FOXB1,0.2
FOLH1,0.2
FNDC5,0.2
FNDC4,0.2
FNDC11,0.2
FSCN1,0.2
FSD1,0.2
GADD45A,0.2
FYN,0.2
GABRR1,0.2
GABRP,0.2
GABRA5,0.2
GABPA,0.2
GABARAPL3,0.2
GAB4,0.2
GAB3,0.2
G3BP2,0.2
G3BP1,0.2
G2E3,0.2
FZD6,0.2
FXYD2,0.2
FSD2,0.2
FXR2,0.2
FXN,0.2
FUT6,0.2
FUOM,0.2
FUNDC1,0.2
FUCA2,0.2
FUCA1,0.2
FTO,0.2
FTH1,0.2
FSTL1,0.2
FST,0.2
CRELD2,0.2
CRELD1,0.2
CREB3L3,0.2
C17ORF67,0.2
ATP2A2,0.2
ATP1B4,0.2
ATP1B2,0.2
ATP1A4,0.2
ATP1A1,0.2
ATN1,0.2
ATIC,0.2
ATG5,0.2
ATG101,0.2
ATF7,0.2
ATF6,0.2
ATF3,0.2
ATF1,0.2
ATE1,0.2
ATAD3C,0.2
ATAD3B,0.2
ASZ1,0.2
ASTL,0.2
ASS1,0.2
ASPSCR1,0.2
ASPG,0.2
ASNS,0.2
ASMTL,0.2
ASMT,0.2
ASL,0.2
ATP2B1,0.2
ATP2C1,0.2
ATP2C2,0.2
ATPAF1,0.2
B3GALNT1,0.2
B2M,0.2
AZIN2,0.2
AVPR2,0.2
AURKC,0.2
AURKAIP1,0.2
AUH,0.2
ATXN7L3,0.2
ATXN3L,0.2
ATRNL1,0.2
ATPAF2,0.2
ATP7B,0.2
ATP5F1A,0.2
ATP6V1G3,0.2
ATP6V1G2-DDX39B,0.2
ATP6V1E1,0.2
ATP6V1C2,0.2
ATP6V0D1,0.2
ATP6AP2,0.2
ATP6AP1,0.2
ATP5PO,0.2
ATP5PF,0.2
ATP5ME,0.2
ATP5F1C,0.2
ASIC1,0.2
ASH2L,0.2
ASCL1,0.2
ARHGEF9,0.2
ARL5A,0.2
ARL4D,0.2
ARL2BP,0.2
ARL15,0.2
ARL14EP,0.2
ARL13B,0.2
ARL11,0.2
ARL10,0.2
ARIH2,0.2
ARID3C,0.2
ARID3B,0.2
ARHGEF5,0.2
ARL6IP1,0.2
ARHGEF33,0.2
ARHGEF3,0.2
ARHGEF26,0.2
ARHGAP42,0.2
ARHGAP40,0.2
ARHGAP26,0.2
ARHGAP15,0.2
ARHGAP12,0.2
ARHGAP11B,0.2
ARG2,0.2
ARFRP1,0.2
ARL5B,0.2
ARLN,0.2
ASCC1,0.2
ARRDC2,0.2
ASB4,0.2
ASB16,0.2
ASB13,0.2
ASB11,0.2
ASAH2,0.2
ARX,0.2
ARV1,0.2
ART4,0.2
ART1,0.2
ARSL,0.2
ARSK,0.2
ARR3,0.2
ARMC1,0.2
ARPIN,0.2
ARPC4,0.2
ARPC2,0.2
ARPC1B,0.2
ARNT2,0.2
ARMS2,0.2
ARMCX1,0.2
ARMC9,0.2
ARMC7,0.2
ARMC3,0.2
ARMC2,0.2
B3GALNT2,0.2
B3GALT1,0.2
B3GALT4,0.2
BPNT1,0.2
BTBD6,0.2
BTBD3,0.2
BTBD18,0.2
BSPRY,0.2
BSND,0.2
BRPF3,0.2
BRICD5,0.2
BRDT,0.2
BRD1,0.2
BRAP,0.2
BPNT2,0.2
BPIFC,0.2
BTLA,0.2
BPIFB3,0.2
BPIFB2,0.2
BPIFA2,0.2
BPIFA1,0.2
BORCS6,0.2
BOD1L2,0.2
BNIP3L,0.2
BNIP1,0.2
BMX,0.2
BMPR1A,0.2
BMP5,0.2
BTD,0.2
BTN2A2,0.2
BMP3,0.2
C11ORF65,0.2
C16ORF95,0.2
C16ORF92,0.2
C16ORF89,0.2
C16ORF87,0.2
C16ORF86,0.2
C16ORF54,0.2
C16ORF46,0.2
C14ORF93,0.2
C12ORF76,0.2
C11ORF96,0.2
C11ORF68,0.2
C11ORF58,0.2
BTNL2,0.2
C11ORF52,0.2
C11ORF42,0.2
C10ORF95,0.2
C10ORF90,0.2
C10ORF67,0.2
C10ORF62,0.2
C10ORF53,0.2
BZW2,0.2
BUD23,0.2
BUD13,0.2
BUB3,0.2
BMP4,0.2
BMP2K,0.2
B3GALT5,0.2
BAK1,0.2
BCCIP,0.2
BCAT2,0.2
BCAT1,0.2
BCAS1,0.2
BBS4,0.2
BBS1,0.2
BBOX1,0.2
BATF,0.2
BARHL2,0.2
BANK1,0.2
BAMBI,0.2
BAIAP2L1,0.2
BCL2,0.2
BAIAP2,0.2
BAG1,0.2
BAD,0.2
BAALC-AS2,0.2
BAALC,0.2
B4GALT7,0.2
B4GALNT2,0.2
B3GNT6,0.2
B3GNT5,0.2
B3GAT2,0.2
B3GALT5-AS1,0.2
BCKDHB,0.2
BCL2L10,0.2
BMP15,0.2
BICD2,0.2
BMP1,0.2
BMI1,0.2
BLOC1S2,0.2
BLNK,0.2
BIVM,0.2
BIRC5,0.2
BIRC3,0.2
BIRC2,0.2
BIN3,0.2
BIN1,0.2
BIK,0.2
BHLHE41,0.2
BCL2L15,0.2
BHLHA9,0.2
BGN,0.2
BGLAP,0.2
BEND2,0.2
BEAN1,0.2
BDKRB2,0.2
BCO2,0.2
BCL7B,0.2
BCL7A,0.2
BCL6B,0.2
BCL6,0.2
ARFGAP3,0.2
ARFGAP2,0.2
ARAF,0.2
ADCY1,0.2
ADI1,0.2
ADH7,0.2
ADH6,0.2
ADH5,0.2
ADH4,0.2
ADH1A,0.2
ADGRL4,0.2
ADGRG2,0.2
ADGRF5,0.2
ADGRE2,0.2
ADD1,0.2
ADAT3,0.2
ADM,0.2
ADARB1,0.2
ADAP2,0.2
ADAMTS4,0.2
ADAMTS19,0.2
ADAM32,0.2
ADAM28,0.2
ADAM23,0.2
ADAM21,0.2
ADAM20,0.2
ADAM10,0.2
ACVR1B,0.2
ADISSP,0.2
ADM5,0.2
ACTR5,0.2
AGAP2-AS1,0.2
AHSA1,0.2
AHI1,0.2
AHCYL2,0.2
AGTR2,0.2
AGR2,0.2
AGPAT5,0.2
AGL,0.2
AGFG1,0.2
AGER,0.2
AGBL5,0.2
AGAP5,0.2
AGA,0.2
ADPGK,0.2
AFMID,0.2
AFG2B,0.2
AFG2A,0.2
AFF4,0.2
AEN,0.2
ADSS2,0.2
ADRA2C,0.2
ADRA1B,0.2
ADPRS,0.2
ADPRM,0.2
ADPRH,0.2
ACTR8,0.2
ACTR2,0.2
AIFM3,0.2
ABCG2,0.2
ACAA1,0.2
ABTB1,0.2
ABRA,0.2
ABLIM2,0.2
ABHD8,0.2
ABHD6,0.2
ABHD3,0.2
ABHD17C,0.2
ABHD17A,0.2
ABHD16A,0.2
ABHD14B,0.2
ABCG1,0.2
ACAD11,0.2
ABCD4,0.2
ABCD3,0.2
ABCC2,0.2
ABCB7,0.2
AASDHPPT,0.2
AARD,0.2
AAR2,0.2
AADACL3,0.2
AADAC,0.2
A4GNT,0.2
A4GALT,0.2
ACAA2,0.2
ACADVL,0.2
ACTR1A,0.2
ACSL5,0.2
ACTR10,0.2
ACTL8,0.2
ACTL7A,0.2
ACTL6B,0.2
ACTC1,0.2
ACTBL2,0.2
ACSM6,0.2
ACSM3,0.2
ACSM2B,0.2
ACSM2A,0.2
ACSL6,0.2
ACP5,0.2
ACAT1,0.2
ACP2,0.2
ACP1,0.2
ACOT9,0.2
ACOT4,0.2
ACOT12,0.2
ACKR4,0.2
ACKR2,0.2
ACKR1,0.2
ACD,0.2
ACCSL,0.2
ACBD3,0.2
AHSP,0.2
AIG1,0.2
AQP7,0.2
ANKRD62,0.2
ANXA2R,0.2
ANXA2,0.2
ANXA1,0.2
ANPEP,0.2
ANP32B,0.2
ANO9,0.2
ANO6,0.2
ANO10,0.2
ANKZF1,0.2
ANKRD9,0.2
ANKRD65,0.2
ANKRD55,0.2
ANXA9,0.2
ANKRD50,0.2
ANKRD45,0.2
ANKRD42,0.2
ANKRD39,0.2
ANKRD33,0.2
ANKRD30BL,0.2
ANKRD29,0.2
ANKRD27,0.2
ANKRD24,0.2
ANKRD22,0.2
ANKRD13C-DT,0.2
ANXA3,0.2
AOC2,0.2
ANKK1,0.2
APOBEC2,0.2
AQP11,0.2
APTX,0.2
APRT,0.2
APRG1,0.2
APOM,0.2
APOL4,0.2
APOL3,0.2
APOL2,0.2
APOD,0.2
APOBEC3H,0.2
APOBEC3F,0.2
APOBEC1,0.2
AOC3,0.2
APOA1,0.2
APLP1,0.2
APH1B,0.2
APEX2,0.2
APBB1IP,0.2
APBA3,0.2
AP5M1,0.2
AP4S1,0.2
AP4M1,0.2
AP3M2,0.2
AP1S2,0.2
ANKMY2,0.2
ANKIB1,0.2
AIP,0.2
ALDH1A3,0.2
ALG8,0.2
ALG6,0.2
ALG5,0.2
ALG2,0.2
ALG1L1P,0.2
ALG11,0.2
ALG10B,0.2
ALDH8A1,0.2
ALDH6A1,0.2
ALDH3B2,0.2
ALDH1L2,0.2
ALDH18A1,0.2
