chembl_id,name,smiles,target_gene,activity_type,activity_nM,mw,logp,lipinski_violations,is_approved,is_clinical,n_net_targets,net_targets
CHEMBL562365,CHEMBL562365,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(C)=O)CC4)c3n2)cc1,MTOR,IC50,2.1,478.56,2.26,0,False,False,1,MTOR
CHEMBL5218878,CHEMBL5218878,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCNC(=O)C2)n1,EZH2,IC50,2.1,477.9,2.37,0,False,False,1,EZH2
CHEMBL5218552,CHEMBL5218552,COC(=O)[C@@H]1COCCN1CCOc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,IC50,2.2,522.94,2.81,1,False,False,1,EZH2
CHEMBL176512,CHEMBL176512,CCCCN(CC)CC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,2.3,562.67,3.86,1,False,False,1,CD274
CHEMBL5218615,CHEMBL5218615,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCS(=O)(=O)CC2)n1,EZH2,IC50,2.4,512.97,2.67,1,False,False,1,EZH2
CHEMBL424696,CHEMBL424696,c1ccc(Nc2ncc(-c3ccnc(OC4CCCCC4)n3)s2)nc1,CDK4,IC50,2.5,353.45,4.45,0,False,False,1,CDK4
CHEMBL541643,CHEMBL541643,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,IC50,2.5,349.84,2.9,0,False,False,2,PIK3CA;PIK3CB
CHEMBL159124,CHEMBL159124,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1cnc(OC)nc1)C3=CC2=O,MAP2K1,IC50,2.5,420.43,1.8,0,False,False,1,MAP2K1
CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,MAPK1,IC50,2.5,466.54,4.35,0,False,False,1,MAPK1
CHEMBL87070,CHEMBL87070,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1CC1CCCCC1,CHEK2,IC50,2.6,452.94,5.8,1,False,False,1,CHEK2
CHEMBL3898577,CHEMBL3898577,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,ATM,IC50,2.62,497.55,3.91,0,False,False,1,ATM
CHEMBL3702128,CHEMBL3702128,O=C1CNCCN1Cc1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1,CDK6,IC50,2.7,442.53,3.17,0,False,False,1,CDK6
CHEMBL717,CHEMBL717,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,AR,Ki,2.9,0.0,0.0,0,False,False,1,AR
CHEMBL101995,CHEMBL101995,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)cc1)C3=CC2=O,MAP2K1,IC50,2.9,418.45,3.01,0,False,False,1,MAP2K1
CHEMBL431493,CHEMBL431493,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,EC50,3.0,322.33,4.66,0,False,False,1,AR
CHEMBL538346,CHEMBL538346,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CB,IC50,3.0,384.82,2.98,0,False,False,1,PIK3CB
CHEMBL195373,CHEMBL195373,N#Cc1cnc(NC(=O)Nc2cc(Cl)ccc2OC2CCOC2)cn1,CHEK1,IC50,3.0,359.77,2.81,0,False,False,1,CHEK1
CHEMBL131891,CHEMBL131891,NC(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,Ki,3.0,271.71,2.98,0,False,False,1,PARP1
CHEMBL569181,CHEMBL569181,COc1cccc(Nc2ncc(C)c(-c3c[nH]c(C(=O)N[C@H](CO)c4cccc(Cl)c4)c3)n2)c1OC,MAPK1,Ki,3.0,507.98,4.66,1,False,False,1,MAPK1
CHEMBL381724,CHEMBL381724,COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OCCCN1CCOCC1,AURKA,IC50,3.0,515.57,3.53,1,False,False,1,AURKA
CHEMBL369634,CHEMBL369634,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CNCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,3.05,568.63,3.52,1,False,False,1,CD274
CHEMBL3698674,CHEMBL3698674,c1ccc2c(c1)c1cnc(Nc3ccc(N4CCNCC4)cn3)nc1n2C1CCCCCC1,CDK6,IC50,3.1,441.58,5.03,1,False,False,1,CDK6
CHEMBL173677,CHEMBL173677,CCCCN(C)CC(=O)[C@H](CC(=O)O)NC(=O)C(CC)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,3.1,548.64,3.47,1,False,False,1,CD274
CHEMBL269732,CHEMBL269732,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,MTOR,IC50,3.162,0.0,0.0,0,False,False,1,MTOR
CHEMBL313044,CHEMBL313044,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccsc2)nn1CC1CCCCC1,CHEK2,IC50,3.2,458.97,5.86,1,False,False,1,CHEK2
CHEMBL314973,CHEMBL314973,O=C(O)COC1CCCCC1Cn1nc(-c2ccccc2)c(Cc2cc3c(cc2Cl)OCO3)c1C(=O)O,CHEK2,IC50,3.2,526.97,4.88,1,False,False,1,CHEK2
CHEMBL3907190,CHEMBL3907190,CN(C)CCCOc1ccc(-c2ccc3ncc4[nH]c(=O)n(C5CCOCC5)c4c3c2)cn1,ATM,IC50,3.22,447.54,3.62,0,False,False,1,ATM
CHEMBL219410,CHEMBL219410,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](n3cnnn3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,MTOR,IC50,3.3,0.0,0.0,0,False,False,1,MTOR
CHEMBL315280,CHEMBL315280,O=C(O)COc1ccccc1Cn1nc(-c2ccccc2)c(Cc2cc3c(cc2Cl)OCO3)c1C(=O)O,CHEK2,IC50,3.3,520.93,4.73,1,False,False,1,CHEK2
CHEMBL5219579,CHEMBL5219579,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCO[C@@H](CO)C2)n1,EZH2,IC50,3.3,494.93,2.63,0,False,False,1,EZH2
CHEMBL158368,CHEMBL158368,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)nc1)C3=CC2=O,MAP2K1,IC50,3.3,419.44,2.41,0,False,False,1,MAP2K1
CHEMBL5219830,CHEMBL5219830,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOC[C@H]2CO)n1,EZH2,IC50,3.33,494.93,2.63,0,False,False,1,EZH2
CHEMBL155513,CHEMBL155513,CCCCCC[Se](=O)(=O)CC(=O)C(F)(F)F,FOLH1,IC50,3.388,307.17,0.0,0,False,False,1,FOLH1
CHEMBL314454,CHEMBL314454,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccn2)nn1CC1CCCCC1,CHEK2,IC50,3.4,453.93,5.2,1,False,False,1,CHEK2
CHEMBL413,CHEMBL413,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,MTOR,IC50,3.467,0.0,0.0,0,False,False,1,MTOR
CHEMBL538346,CHEMBL538346,Cl.Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PIK3CA,IC50,3.6,384.82,2.98,0,False,False,2,PIK3CA;PIK3CB
CHEMBL3957991,CHEMBL3957991,CN(C)CCCOc1ccc(-c2cc3c(cc2F)ncc2c3n(C3COC3)c(=O)n2C)cn1,ATM,IC50,3.8,451.5,2.99,0,False,False,1,ATM
CHEMBL5218698,CHEMBL5218698,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOCC2)n1,EZH2,IC50,3.9,464.9,3.27,0,False,False,1,EZH2
CHEMBL390728,CHEMBL390728,CCC1CCNc2cc3[nH]c(=O)cc(C(F)(F)F)c3cc21,AR,EC50,4.0,296.29,3.86,0,False,False,1,AR
CHEMBL4246320,CHEMBL4246320,Cc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,EC50,4.0,370.47,3.26,0,False,False,1,MDM2
CHEMBL4238053,CHEMBL4238053,COc1ccc2c(c1)N(C)CCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,EC50,4.0,401.49,2.47,0,False,False,1,MDM2
CHEMBL298445,CHEMBL298445,Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,CDK4,Ki,4.0,328.36,3.14,0,False,False,1,CDK4
CHEMBL1202518,CHEMBL1202518,COc1ccc(O)c(C(=O)c2ccc(C(=O)N[C@@H]3CCCNCC3NC(=O)c3ccncc3)cc2)c1F.Cl.Cl,AKT1,IC50,4.0,579.46,2.45,1,False,False,1,AKT1
CHEMBL383316,CHEMBL383316,COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2c[nH]c3ncccc23)ccc1O,CHEK1,IC50,4.0,383.41,4.44,0,False,False,1,CHEK1
CHEMBL86505,CHEMBL86505,COc1ccc(Cn2nc(-c3ccccc3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)c(OCC(=O)O)c1,CHEK2,IC50,4.0,550.95,4.74,1,False,False,1,CHEK2
CHEMBL5218702,CHEMBL5218702,CC1(O)CCN(CCOc2ccccc2Cc2cn(C(F)F)nc2-c2cc(Cl)nc(N)n2)CC1,EZH2,IC50,4.0,492.96,3.79,0,False,False,1,EZH2
CHEMBL193140,CHEMBL193140,Cc1ccc(C(=O)C(=O)c2ccccc2)cc1C,FOLH1,Ki,4.1,238.29,3.37,0,False,False,1,FOLH1
CHEMBL561708,CHEMBL561708,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,MTOR,IC50,4.3,495.54,2.91,0,False,False,1,MTOR
CHEMBL561103,CHEMBL561103,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,MTOR,IC50,4.6,528.62,3.74,1,False,False,1,MTOR
CHEMBL87801,CHEMBL87801,O=C(O)COc1ccccc1Cn1nc(-c2cccs2)c(Cc2cc3c(cc2Cl)OCO3)c1C(=O)O,CHEK2,IC50,4.6,526.95,4.79,1,False,False,1,CHEK2
CHEMBL5220647,CHEMBL5220647,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOC[C@@H]2CO)n1,EZH2,IC50,4.6,494.93,2.63,0,False,False,1,EZH2
CHEMBL367714,CHEMBL367714,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)CCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,4.8,596.68,3.91,1,False,False,1,CD274
CHEMBL3702050,CHEMBL3702050,COCCN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,CDK6,IC50,4.9,472.6,4.0,0,False,False,1,CDK6
CHEMBL3702096,CHEMBL3702096,OCCN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,CDK6,IC50,4.9,458.57,3.35,0,False,False,1,CDK6
CHEMBL395018,CHEMBL395018,O=C(C(=O)c1cccc(F)c1F)c1cccc(F)c1F,FOLH1,Ki,4.98,282.19,3.31,0,False,False,1,FOLH1
CHEMBL3216643,CHEMBL3216643,COc1ccc(O)c(C(=O)c2ccc(C(=O)O[C@@H]3CCCNCC3NC(=O)c3ccncc3)cc2)c1F.Cl.Cl,AKT1,IC50,5.0,580.44,2.87,1,False,False,1,AKT1
CHEMBL426811,CHEMBL426811,N#Cc1cnc(NC(=O)Nc2cc(Cl)ccc2OC2CCOCC2)cn1,CHEK1,IC50,5.0,373.8,3.2,0,False,False,1,CHEK1
CHEMBL200783,CHEMBL200783,O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,Kd,5.0,340.39,4.61,0,False,False,1,BRAF
CHEMBL192928,CHEMBL192928,CC(C)(C)c1ccc(C(=O)Nc2[nH]nc3c2CN(C(=O)Cc2ccsc2)C3)cc1,AURKA,IC50,5.0,408.53,4.11,0,False,False,1,AURKA
CHEMBL373013,CHEMBL373013,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCNCCO,AURKA,IC50,5.0,526.59,3.51,1,False,False,1,AURKA
CHEMBL3698659,CHEMBL3698659,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n(C3CC4CCC3C4)c2cn1,CDK6,IC50,5.1,440.56,3.89,0,False,False,1,CDK6
CHEMBL153080,CHEMBL153080,CCCCCCNCC(=O)C(F)(F)F,FOLH1,IC50,5.495,211.23,2.29,0,False,False,1,FOLH1
CHEMBL5219443,CHEMBL5219443,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCO[C@H](CO)C2)n1,EZH2,IC50,5.5,494.93,2.63,0,False,False,1,EZH2
CHEMBL362996,CHEMBL362996,O=C(C(=O)c1ccc(C(=O)C(=O)c2ccccc2)cc1)c1ccccc1,FOLH1,Ki,5.6,342.35,3.82,0,False,False,1,FOLH1
CHEMBL3641995,CHEMBL3641995,C[C@H](O)CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,CDK6,IC50,5.7,487.61,3.57,0,False,False,1,CDK6
CHEMBL200258,CHEMBL200258,Nc1nccc(-c2[nH]c(-c3ccccc3)nc2-c2ccc(Cl)c(O)c2)n1,BRAF,Kd,5.7,363.81,4.14,0,False,False,1,BRAF
CHEMBL445813,CHEMBL445813,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,CDK4,Kd,5.8,0.0,0.0,0,False,False,2,CDK4;ATR
CHEMBL269553,CHEMBL269553,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)OC([C@H](C)C[C@@H]2CC[C@@H](OC(=O)N(C)OC)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,MTOR,IC50,5.8,1001.26,0.0,1,False,False,1,MTOR
CHEMBL334357,CHEMBL334357,CN(C)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,Ki,5.8,280.33,2.39,0,False,False,1,PARP1
CHEMBL3971812,CHEMBL3971812,OC1CCC(n2c3cnccc3c3cnc(Nc4ccc(N5CCNCC5)cn4)nc32)CC1,CDK6,IC50,5.9,444.54,3.0,0,False,False,1,CDK6
CHEMBL146858,CHEMBL146858,CC1(C)NC(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C1=O,AR,IC50,6.0,297.24,2.41,0,False,False,1,AR
CHEMBL27769,CHEMBL27769,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,AR,EC50,6.0,0.0,0.0,0,False,False,1,AR
CHEMBL1083152,CHEMBL1083152,CNc1nc(C)c(-c2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2)s1,CDK4,Ki,6.0,387.47,3.72,0,False,False,1,CDK4
CHEMBL592445,CHEMBL592445,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,PIK3CB,IC50,6.0,0.0,0.0,0,False,False,1,PIK3CB
CHEMBL2140173,CHEMBL2140173,C[C@@H]1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@H](C)O1,ATM,IC50,6.0,547.68,4.25,1,False,False,1,ATM
CHEMBL200889,CHEMBL200889,CC(C)(CN)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,IC50,6.0,342.83,3.73,0,False,False,1,BRAF
CHEMBL381250,CHEMBL381250,Oc1cc(-c2[nH]c(-c3cccnc3)nc2-c2ccncc2)ccc1Cl,BRAF,IC50,6.0,348.79,4.56,0,False,False,1,BRAF
CHEMBL200412,CHEMBL200412,O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1Cl,BRAF,Kd,6.0,374.83,5.27,1,False,False,1,BRAF
CHEMBL359106,CHEMBL359106,NC1=N/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)C(=O)N1,MAPK1,IC50,6.0,324.14,0.07,0,False,False,1,MAPK1
CHEMBL220054,CHEMBL220054,O=C(NC(CO)c1ccc(F)c(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,6.0,459.31,4.98,0,False,False,1,MAPK1
CHEMBL201655,CHEMBL201655,CCCCc1cnc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)s1,AURKA,IC50,6.0,457.6,4.28,0,False,False,1,AURKA
CHEMBL385872,CHEMBL385872,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)[C@H](O)c3ccccc3)C4)cc2)CC1,AURKA,IC50,6.0,460.54,1.99,0,False,False,1,AURKA
CHEMBL3765783,CHEMBL3765783,C[C@@H]1CN(CC(=O)Nc2ccc3c(c2)Sc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@H](C)O1,ATM,IC50,6.3,565.72,4.81,1,False,False,1,ATM
CHEMBL314357,CHEMBL314357,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2cccnc2)nn1CC1CCCCC1,CHEK2,IC50,6.3,453.93,5.2,1,False,False,1,CHEK2
CHEMBL428690,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,CDK4,Kd,6.4,0.0,0.0,0,False,False,3,CDK4;CDK6;ATR
CHEMBL3702047,CHEMBL3702047,CCN1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CC1,CDK6,IC50,6.4,442.57,4.38,0,False,False,1,CDK6
CHEMBL3698642,CHEMBL3698642,c1cc2c3cnc(Nc4ccc(N5CCNCC5)nn4)nc3n(C3CCCC3)c2cn1,CDK6,IC50,6.6,415.51,3.04,0,False,False,1,CDK6
CHEMBL5220895,CHEMBL5220895,Cn1cc(Cc2ccccc2OCCN2CC3CC(C2)O3)c(-c2cc(Cl)nc(N)n2)n1,EZH2,IC50,6.7,440.94,2.56,0,False,False,1,EZH2
CHEMBL440542,CHEMBL440542,CCCCCCSCC(=O)C(F)(F)F,FOLH1,IC50,6.918,228.28,3.43,0,False,False,1,FOLH1
CHEMBL2113261,CHEMBL2113261,CC[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@H]1C,AR,EC50,7.0,310.32,4.51,0,False,False,1,AR
CHEMBL418198,CHEMBL418198,CCC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,EC50,7.0,310.32,4.51,0,False,False,1,AR
CHEMBL3702158,CHEMBL3702158,C1=C(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nc2)CCNC1,CDK6,IC50,7.0,411.51,4.61,0,False,False,1,CDK6
CHEMBL589258,CHEMBL589258,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCN(C)CC5)cc4)cc3)nc21,PIK3CB,IC50,7.0,570.66,2.78,1,False,False,1,PIK3CB
CHEMBL561844,CHEMBL561844,CC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,MTOR,IC50,7.0,512.62,3.52,1,False,False,1,MTOR
CHEMBL1879463,CHEMBL1879463,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,ATM,IC50,7.0,0.0,0.0,0,False,False,1,ATM
CHEMBL192161,CHEMBL192161,CC1(COc2ccc(Cl)cc2NC(=O)Nc2cnc(C#N)cn2)COC1,CHEK1,IC50,7.0,373.8,3.06,0,False,False,1,CHEK1
CHEMBL202930,CHEMBL202930,COc1cc(-c2ccc3c(c2)NC(=O)/C3=C\c2ccc[nH]2)ccc1O,CHEK1,IC50,7.0,332.36,3.89,0,False,False,1,CHEK1
CHEMBL207994,CHEMBL207994,COc1cc(OC)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,IC50,7.0,333.74,2.66,0,False,False,1,CHEK1
CHEMBL206460,CHEMBL206460,COc1cc(NC(=O)Cc2ccc(S(C)(=O)=O)cc2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,7.0,514.95,3.24,1,False,False,1,CHEK1
CHEMBL220897,CHEMBL220897,O=C(NC(CO)c1cc(Cl)cc(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,7.0,475.76,5.5,1,False,False,1,MAPK1
CHEMBL424953,CHEMBL424953,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCCC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,7.3,532.6,2.83,1,False,False,1,CD274
CHEMBL210540,CHEMBL210540,Cc1cc(-c2cnc(Nc3cnc(CN4CCN(C)CC4)cn3)s2)nc(OC2CCCCC2)n1,CDK6,IC50,7.8,480.64,3.9,0,False,False,1,CDK6
CHEMBL393525,CHEMBL393525,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12,PIK3CA,IC50,7.8,452.29,2.97,0,False,False,2,PIK3CA;PIK3CB
CHEMBL5220347,CHEMBL5220347,Cn1cc(Cc2ccccc2OCCN2CC3(COC3)C2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,IC50,7.8,440.94,2.41,0,False,False,1,EZH2
CHEMBL191847,CHEMBL191847,Cc1ccc(C(=O)C(=O)c2ccccc2)cc1[N+](=O)[O-],FOLH1,Ki,7.9,269.26,2.97,0,False,False,1,FOLH1
CHEMBL3702123,CHEMBL3702123,O=C(c1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1)N1CCNCC1,CDK6,IC50,8.0,442.53,3.28,0,False,False,1,CDK6
CHEMBL425904,CHEMBL425904,CC(CN(C)C)Oc1ccc(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,IC50,8.0,374.83,2.97,0,False,False,1,CHEK1
CHEMBL344741,CHEMBL344741,O=C1NCCc2c(-c3ccc[nH]3)[nH]c3cccc1c23,PARP1,Ki,8.0,251.29,2.45,0,False,False,1,PARP1
CHEMBL423573,CHEMBL423573,O=C1NCCc2c(-c3ccccc3Cl)[nH]c3cccc1c23,PARP1,Ki,8.0,296.76,3.77,0,False,False,1,PARP1
CHEMBL200320,CHEMBL200320,NCc1ccc(-c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)cc1,BRAF,IC50,8.0,376.85,4.62,0,False,False,1,BRAF
CHEMBL304624,CHEMBL304624,Oc1cccc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)c1,BRAF,Kd,8.0,313.36,4.51,0,False,False,1,BRAF
CHEMBL172900,CHEMBL172900,CCOC(=O)C1CCN(CC(=O)C(CC(=O)O)NC(=O)C(CC)n2cccc(NC(=O)c3ccc4ccccc4c3)c2=O)CC1,CD274,Ki,8.0,618.69,3.01,1,False,False,1,CD274
CHEMBL133855,CHEMBL133855,CCOC(=O)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,Ki,8.1,309.33,2.51,0,False,False,1,PARP1
CHEMBL103,CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,AR,Ki,8.5,0.0,0.0,0,False,False,1,AR
CHEMBL323488,CHEMBL323488,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc2ccccc2c1,PARP1,IC50,8.5,423.49,1.87,0,False,False,1,PARP1
CHEMBL314206,CHEMBL314206,COc1ccc(Cn2nc(-c3cccs3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)c(OCC(=O)O)c1,CHEK2,IC50,8.6,556.98,4.8,1,False,False,1,CHEK2
CHEMBL3698731,CHEMBL3698731,NCC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,CDK6,IC50,8.8,443.56,3.8,0,False,False,1,CDK6
CHEMBL191822,CHEMBL191822,COc1ccc(C(=O)C(=O)c2ccccc2Cl)cc1OC,FOLH1,Ki,8.9,304.73,3.42,0,False,False,1,FOLH1
CHEMBL1274,CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,AR,IC50,9.0,0.0,0.0,0,False,False,1,AR
CHEMBL27812,CHEMBL27812,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCC[C@H]31,AR,EC50,9.0,308.3,4.27,0,False,False,1,AR
CHEMBL4243509,CHEMBL4243509,COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,EC50,9.0,386.47,2.96,0,False,False,1,MDM2
CHEMBL258721,CHEMBL258721,CC(C)c1nn(-c2c(Cl)cccc2Cl)c2nc(Cc3ccc(OCCO)cc3)[nH]c(=O)c12,CDK4,IC50,9.0,473.36,4.5,0,False,False,1,CDK4
CHEMBL1084715,CHEMBL1084715,CCNc1nc(C)c(-c2ccnc(Nc3ccc(CNC(C)=O)cc3)n2)s1,CDK4,Ki,9.0,382.49,3.72,0,False,False,1,CDK4
CHEMBL361708,HYMENIALDISINE,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1,MAPK1,IC50,9.0,324.14,0.07,0,False,False,1,MAPK1
CHEMBL385266,CHEMBL385266,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4c3CN(C(=O)[C@H](F)c3ccccc3)C4)cc2)CC1,AURKA,IC50,9.0,462.53,2.97,0,False,False,1,AURKA
