chembl_id,name,smiles,target_gene,population_target,source,activity_nM,mw,logp,qed,sa_score,admet_score,est_emax_s,est_emax_r,generation_method,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synthesizability,score_overall,rank
,,CN(C#N)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,resistant,scout2,,291.3,2.25,0.571,2.8,100.0,0.001071,0.0053549999999999995,r_group,42.8,90.0,100.0,53.5,100,80.0,72.4,357
,,CCS(=O)(=O)N1CCC(Nc2ncc(C(=O)c3c(OC)ccc(F)c3F)c(N)n2)CC1,ATR,resistant,scout2,,455.5,1.8,0.605,3.9,100.0,0.001105,0.005525,r_group,44.2,90.0,100.0,55.2,100,67.8,72.4,358
,,CCOc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,ATR,resistant,scout2,,455.5,1.8,0.605,3.9,100.0,0.001105,0.005525,r_group,44.2,90.0,100.0,55.2,100,67.8,72.4,359
,,COc1ccoc1.CS(=O)(=O)N1CCC(Nc2ncc(C=O)c(N)n2)CC1.F.F,ATR,resistant,scout2,,437.5,1.3,0.662,3.6,93.2,0.001162,0.00581,bioisostere,46.5,90.0,93.2,58.1,100,71.1,72.4,360
CHEMBL541906,CHEMBL541906,Cl.Oc1ccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)cc1,PIK3CA,escape_route,scout1,26.0,0.0,0.0,0.567,2.62,100.0,0.002585,0.003878,database_search,43.1,97.4,100.0,46.5,80,82.0,72.4,361
,,N#Cc1cnc(NC(=O)Nc2cc(S(N)(=O)=O)ccc2OC2CCOC2)cn1,CHEK1,resistant,scout2,,404.4,0.81,0.657,3.5,93.1,0.001157,0.005785,r_group,46.3,90.0,93.1,57.9,100,72.2,72.3,362
CHEMBL200942,CHEMBL200942,O/N=C/c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1O,BRAF,escape_route,scout1,27.0,0.0,0.0,0.288,2.51,100.0,0.002569,0.003853,database_search,42.8,97.3,100.0,46.2,80,83.2,72.3,363
CHEMBL4243509,CHEMBL4243509,COc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout1,9.0,0.0,0.0,0.81,2.17,100.0,0.007614,0.001142,database_search,58.4,99.1,100.0,11.4,80,87.0,72.3,364
CHEMBL1085178,CHEMBL1085178,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(C(C)(C)O)cc2n1,PIK3CB,escape_route,scout1,25.0,0.0,0.0,0.704,2.98,100.0,0.002602,0.003903,database_search,43.4,97.5,100.0,46.8,80,78.0,72.3,365
CHEMBL205543,CHEMBL205543,CN1CCN(c2cc(OC3CCOC3)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)CC1,CHEK1,resistant,scout1,66.0,0.0,0.0,0.703,3.27,100.0,0.00109,0.005451,database_search,43.6,93.4,100.0,54.5,80,74.8,72.3,366
CHEMBL322957,CHEMBL322957,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1cccc(Br)c1,PARP1,resistant,scout1,70.0,0.0,0.0,0.647,2.74,100.0,0.001077,0.005387,database_search,43.1,93.0,100.0,53.9,80,80.7,72.3,367
CHEMBL204318,CHEMBL204318,CCCCC(=O)Nc1ncc(Nc2ncnc3cc(OCCCN4CCOCC4)c(OC)cc23)cn1,AURKA,resistant,scout1,17.0,0.0,0.0,0.361,2.63,87.2,0.001385,0.006924,database_search,55.4,78.6,87.2,69.2,80,81.9,72.2,368
CHEMBL208537,CHEMBL208537,COc1cc(CN2CCN(C)CC2)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,73.0,0.0,0.0,0.812,2.39,100.0,0.001068,0.005342,database_search,42.7,92.7,100.0,53.4,80,84.6,72.2,369
CHEMBL108316,CHEMBL108316,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncncn2)CC1,PARP1,resistant,scout1,50.0,0.0,0.0,0.518,3.0,90.4,0.001151,0.005753,database_search,46.0,95.0,90.4,57.5,80,77.8,72.2,370
CHEMBL1084715,CHEMBL1084715,CCNc1nc(C)c(-c2ccnc(Nc3ccc(CNC(C)=O)cc3)n2)s1,CDK4,sensitive,scout1,9.0,0.0,0.0,0.577,2.39,100.0,0.007614,0.001142,database_search,58.4,99.1,100.0,11.4,80,84.6,72.2,371
CHEMBL381187,CHEMBL381187,N[C@@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout1,26.0,0.0,0.0,0.437,2.88,100.0,0.002585,0.003878,database_search,43.1,97.4,100.0,46.5,80,79.1,72.2,372
,,CS(=O)(=O)N1CCC(Nc2ncc(C(=O)c3c(OC4CC4)ccc(F)c3F)c(N)n2)CC1,ATR,resistant,scout2,,467.5,1.95,0.592,4.0,100.0,0.001092,0.0054600000000000004,r_group,43.7,90.0,100.0,54.6,100,66.7,72.1,373
CHEMBL1274,CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,AR,sensitive,scout1,9.0,0.0,0.0,0.515,2.57,100.0,0.007614,0.001142,database_search,58.4,99.1,100.0,11.4,80,82.6,72.1,374
CHEMBL2113261,CHEMBL2113261,CC[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@H]1C,AR,sensitive,scout1,7.0,0.0,0.0,0.814,3.94,100.0,0.007887,0.001183,database_search,60.5,99.3,100.0,11.8,80,67.3,72.1,375
,,N#Cc1cnc(NC(=O)Nc2cc(S(N)(=O)=O)ccc2OC2CCOCC2)cn1,CHEK1,resistant,scout2,,418.4,1.2,0.65,3.6,93.0,0.00115,0.00575,r_group,46.0,90.0,93.0,57.5,100,71.1,72.1,376
,,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(=O)(=O)C3CC3)CC2)nc1N,ATR,resistant,scout2,,467.5,1.95,0.592,4.0,100.0,0.001092,0.0054600000000000004,r_group,43.7,90.0,100.0,54.6,100,66.7,72.1,377
,,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(=O)(=O)OC)CC2)nc1N,ATR,resistant,scout2,,457.5,1.34,0.59,3.9,100.0,0.0010899999999999998,0.005449999999999999,r_group,43.6,90.0,100.0,54.5,100,67.8,72.1,378
CHEMBL410643,CHEMBL410643,COC[C@H]1OC(=O)/C(=C/N(C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CB,escape_route,scout1,13.0,0.0,0.0,0.345,4.98,91.9,0.002886,0.004329,database_search,48.1,98.7,91.9,51.9,80,55.8,72.1,379
,,CC(C)Oc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,ATR,resistant,scout2,,469.5,2.19,0.591,4.0,100.0,0.001091,0.005455,r_group,43.6,90.0,100.0,54.5,100,66.7,72.1,380
,,CNc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,,282.3,2.08,0.552,2.6,100.0,0.001052,0.00526,bioisostere,42.1,90.0,100.0,52.6,100,82.2,72.1,381
,,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(=O)(=O)C(C)C)CC2)nc1N,ATR,resistant,scout2,,469.5,2.19,0.591,4.0,100.0,0.001091,0.005455,r_group,43.6,90.0,100.0,54.5,100,66.7,72.1,382
CHEMBL418198,CHEMBL418198,CCC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,sensitive,scout1,7.0,0.0,0.0,0.814,3.94,100.0,0.007887,0.001183,database_search,60.5,99.3,100.0,11.8,80,67.3,72.1,383
CHEMBL543394,CHEMBL543394,Cl.Oc1nc2ccc(N3CCC(N4CCCC4)CC3)nc2c2ccccc12,PARP1,resistant,scout1,75.0,0.0,0.0,0.677,2.51,100.0,0.001062,0.005312,database_search,42.5,92.5,100.0,53.1,80,83.2,72.0,384
CHEMBL4848035,CHEMBL4848035,Cc1c(Cc2cccs2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,resistant,scout1,74.0,0.0,0.0,0.753,2.81,100.0,0.001065,0.005327,database_search,42.6,92.6,100.0,53.3,80,79.9,71.9,385
,,NOc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,,284.3,1.29,0.539,2.6,100.0,0.0010390000000000002,0.005195000000000001,r_group,41.6,90.0,100.0,52.0,100,82.2,71.9,386
,,CNOc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,,298.3,1.55,0.546,2.8,100.0,0.001046,0.00523,r_group,41.8,90.0,100.0,52.3,100,80.0,71.9,387
,,COc1cc(-c2cc[nH]c2)ccc1O.NC(=O)/C=C\c1ccc[nH]1,CHEK1,resistant,scout2,,325.4,2.91,0.554,3.0,100.0,0.001054,0.00527,bioisostere,42.2,90.0,100.0,52.7,100,77.8,71.9,388
,,N#Cc1cnc(NC(=O)Nc2cc(C(F)(F)F)ccc2OC2CCOCC2)cn1,CHEK1,resistant,scout2,,407.4,3.57,0.802,3.6,100.0,0.0013020000000000002,0.00651,r_group,52.1,72.0,100.0,65.1,100,71.1,71.9,389
,,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(=O)(=O)N(C)C)CC2)nc1N,ATR,resistant,scout2,,470.5,1.26,0.579,4.0,100.0,0.0010789999999999999,0.005395,r_group,43.2,90.0,100.0,53.9,100,66.7,71.9,390
,,COc1ccncc1.CS(=O)(=O)N1CCC(Nc2ncc(C=O)c(N)n2)CC1.F.F,ATR,resistant,scout2,,448.5,1.1,0.643,3.8,92.9,0.0011430000000000001,0.0057150000000000005,bioisostere,45.7,90.0,92.9,57.1,100,68.9,71.8,391
CHEMBL3698724,CHEMBL3698724,O=S1(=O)CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CC1,CDK6,sensitive,scout1,9.2,0.0,0.0,0.486,3.01,100.0,0.007591,0.001139,database_search,58.2,99.1,100.0,11.4,80,77.7,71.8,392
CHEMBL115090,CHEMBL115090,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CNCCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,0.37,0.0,0.0,0.166,3.38,68.3,0.00554,0.00554,database_search,73.9,80.0,68.3,55.4,80,73.6,71.8,393
CHEMBL371958,CHEMBL371958,CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)OCO4)n2)c1,BRAF,escape_route,scout1,32.0,0.0,0.0,0.75,2.24,100.0,0.002495,0.003742,database_search,41.6,96.8,100.0,44.9,80,86.2,71.7,394
CHEMBL421605,CHEMBL421605,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccc(Br)cc1,PARP1,resistant,scout1,80.0,0.0,0.0,0.674,2.43,100.0,0.001048,0.005242,database_search,41.9,92.0,100.0,52.4,80,84.1,71.6,395
CHEMBL1083151,CHEMBL1083151,COc1cc(Nc2nccc(-c3sc(C)nc3C)n2)cc(OC)c1OC,CDK4,sensitive,scout1,11.0,0.0,0.0,0.701,2.37,100.0,0.007397,0.001109,database_search,56.7,98.9,100.0,11.1,80,84.8,71.6,396
CHEMBL205950,CHEMBL205950,CN(C)CCOc1cc(OCC2(C)COC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl,CHEK1,resistant,scout1,32.0,0.0,0.0,0.585,2.97,100.0,0.001247,0.006237,database_search,49.9,77.4,100.0,62.4,80,78.1,71.6,397
CHEMBL361708,HYMENIALDISINE,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1,MAPK1,sensitive,scout1,9.0,0.0,0.0,0.506,3.63,100.0,0.007614,0.001142,database_search,58.4,99.1,100.0,11.4,80,70.8,71.5,398
CHEMBL4240212,CHEMBL4240212,O=C1CCCN1c1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1,MDM2,sensitive,scout1,12.0,0.0,0.0,0.85,2.08,100.0,0.007302,0.001095,database_search,56.0,98.8,100.0,10.9,80,88.0,71.5,399
CHEMBL27812,CHEMBL27812,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCC[C@H]31,AR,sensitive,scout1,9.0,0.0,0.0,0.764,3.71,100.0,0.007614,0.001142,database_search,58.4,99.1,100.0,11.4,80,69.9,71.5,400
CHEMBL103,CHEMBL103,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,AR,sensitive,scout1,8.5,0.0,0.0,0.701,3.95,100.0,0.007676,0.001151,database_search,58.8,99.2,100.0,11.5,80,67.2,71.5,401
CHEMBL200118,CHEMBL200118,Oc1cc(-c2[nH]cnc2-c2ccncc2)ccc1Cl,BRAF,escape_route,scout1,33.0,0.0,0.0,0.75,2.44,100.0,0.002481,0.003722,database_search,41.4,96.7,100.0,44.7,80,84.0,71.5,402
CHEMBL561103,CHEMBL561103,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,MTOR,escape_route,scout1,4.6,0.0,0.0,0.4,2.7,88.0,0.003337,0.005006,database_search,55.6,79.6,88.0,60.1,80,81.1,71.3,403
CHEMBL379484,CHEMBL379484,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C#N)cc2)s1,KRAS,escape_route,scout1,30.0,0.0,0.0,0.723,3.51,100.0,0.002523,0.003784,database_search,42.0,97.0,100.0,45.4,80,72.1,71.3,404
CHEMBL214803,CHEMBL214803,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,escape_route,scout1,30.0,0.0,0.0,0.742,3.61,100.0,0.002523,0.003784,database_search,42.0,97.0,100.0,45.4,80,71.0,71.2,405
CHEMBL115952,CHEMBL115952,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)NC(CC(=O)O)C(=O)COc1cc2ccccc2cc1C(N)=O,CD274,immune,scout1,1.7,0.0,0.0,0.169,3.54,63.4,0.004712,0.004712,database_search,62.8,99.8,63.4,47.1,80,71.8,71.1,406
CHEMBL436344,CHEMBL436344,CC1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,sensitive,scout1,10.0,0.0,0.0,0.768,3.88,100.0,0.0075,0.001125,database_search,57.5,99.0,100.0,11.2,80,68.0,71.1,407
CHEMBL5221093,CHEMBL5221093,Cn1cc(Cc2ccccc2Oc2ccccc2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,resistant,scout1,87.1,0.0,0.0,0.507,2.54,100.0,0.00103,0.00515,database_search,41.2,91.3,100.0,51.5,80,82.9,71.1,408
,,CN(N)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,resistant,scout2,,281.3,1.64,0.501,2.6,100.0,0.001001,0.005005,r_group,40.0,90.0,100.0,50.0,100,82.2,71.1,409
,,COOc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,,299.3,1.97,0.504,2.8,100.0,0.0010040000000000001,0.00502,r_group,40.2,90.0,100.0,50.2,100,80.0,71.1,410
CHEMBL1202518,CHEMBL1202518,COc1ccc(O)c(C(=O)c2ccc(C(=O)N[C@@H]3CCCNCC3NC(=O)c3ccncc3)cc2)c1F.Cl.Cl,AKT1,escape_route,scout1,4.0,0.0,0.0,0.316,3.47,86.3,0.003398,0.005097,database_search,56.6,79.7,86.3,61.2,80,72.6,71.0,411
CHEMBL550286,CHEMBL550286,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)c1,MTOR,escape_route,scout1,9.6,0.0,0.0,0.474,2.66,99.5,0.003018,0.004527,database_search,50.3,79.2,99.5,54.3,80,81.6,71.0,412
,,CNc1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1.Cl,PIK3CA,escape_route,scout2,,362.9,3.66,0.77,3.0,100.0,0.0025400000000000006,0.00381,r_group,42.3,90.0,100.0,45.7,100,77.8,70.9,413
,,CC(C)(CN)c1nc(-c2ccoc2)c(-c2ccncc2)[nH]1.Cl.O,BRAF,escape_route,scout2,,336.8,2.57,0.762,2.9,100.0,0.002524,0.0037860000000000003,bioisostere,42.1,90.0,100.0,45.4,100,78.9,70.9,414
CHEMBL205744,CHEMBL205744,N#Cc1cnc(NC(=O)Nc2cc(Cl)c(OCc3cccnc3)cc2N2CCCC2)cn1,CHEK1,resistant,scout1,38.0,0.0,0.0,0.578,2.63,100.0,0.00121,0.006051,database_search,48.4,77.0,100.0,60.5,80,81.9,70.9,415
CHEMBL205699,CHEMBL205699,CN1CCN(c2cc(OCc3cccnc3)c(NC(=O)Nc3cnc(C#N)cn3)cc2Cl)CC1,CHEK1,resistant,scout1,38.0,0.0,0.0,0.553,2.69,100.0,0.00121,0.006051,database_search,48.4,77.0,100.0,60.5,80,81.2,70.9,416
CHEMBL161770,CHEMBL161770,COC(=O)c1c(C)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)/C=C/c1ccc(OC)cn1)C3=CC2=O,MAP2K1,sensitive,scout1,9.7,0.0,0.0,0.603,4.38,100.0,0.007533,0.00113,database_search,57.8,99.0,100.0,11.3,80,62.4,70.9,417
,,CNS(=O)(=O)N1CCC(Nc2ncc(C(=O)c3c(OC)ccc(F)c3F)c(N)n2)CC1,ATR,resistant,scout2,,456.5,0.92,0.523,3.9,100.0,0.0010230000000000003,0.005115000000000001,r_group,40.9,90.0,100.0,51.2,100,67.8,70.8,418
,,CC(C)(CN)c1nc(-c2ccsc2)c(-c2ccncc2)[nH]1.Cl.O,BRAF,escape_route,scout2,,352.9,3.03,0.754,2.9,100.0,0.0025080000000000002,0.003762,bioisostere,41.8,90.0,100.0,45.1,100,78.9,70.8,419
,,NC(=O)Oc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,resistant,scout2,,312.3,1.49,0.579,2.9,91.6,0.0010789999999999999,0.005395,r_group,43.2,90.0,91.6,53.9,100,78.9,70.8,420
CHEMBL107260,CHEMBL107260,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)N1CCN(c2ncccn2)CC1,PARP1,resistant,scout1,90.0,0.0,0.0,0.591,2.62,100.0,0.001023,0.005114,database_search,40.9,91.0,100.0,51.1,80,82.0,70.8,421
,,CC(C)(CN)c1nc(-c2ccncc2)c(-c2ccncc2)[nH]1.Cl.O,BRAF,escape_route,scout2,,347.9,2.37,0.754,3.0,100.0,0.0025080000000000002,0.003762,bioisostere,41.8,90.0,100.0,45.1,100,77.8,70.7,422
,,Cl.NC(=O)c1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,escape_route,scout2,,376.9,2.72,0.76,3.1,100.0,0.00252,0.00378,r_group,42.0,90.0,100.0,45.4,100,76.7,70.7,423
,,CN1C(=O)C[C@@H](c2ccoc2)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1.F,KRAS,escape_route,scout2,,374.4,3.6,0.758,3.2,100.0,0.0025160000000000004,0.003774,bioisostere,41.9,90.0,100.0,45.3,100,75.6,70.7,424
,,COc1cc[nH]c1.CS(=O)(=O)N1CCC(Nc2ncc(C=O)c(N)n2)CC1.F.F,ATR,resistant,scout2,,436.5,1.04,0.59,3.6,91.8,0.0010899999999999998,0.005449999999999999,bioisostere,43.6,90.0,91.8,54.5,100,71.1,70.7,425
CHEMBL281865,CHEMBL281865,COc1cccc(Cn2nc(-c3ccccc3)c(Cc3ccc4c(c3)OCO4)c2C(=O)O)c1,CHEK2,resistant,scout1,40.0,0.0,0.0,0.45,2.38,99.0,0.001199,0.005995,database_search,48.0,76.8,99.0,60.0,80,84.7,70.6,426
,,Cl.O=C(O)c1cccc(-c2nc(N3CCOCC3)c3sccc3n2)c1,PIK3CA,escape_route,scout2,,377.9,3.31,0.754,3.1,100.0,0.0025080000000000002,0.003762,r_group,41.8,90.0,100.0,45.1,100,76.7,70.6,427
CHEMBL426476,CHEMBL426476,CN(C)CCCNC(=O)c1nc(-c2ccc(Cl)c(O)c2)c(-c2ccncc2)[nH]1,BRAF,escape_route,scout1,40.0,0.0,0.0,0.53,2.57,100.0,0.002398,0.003597,database_search,40.0,96.0,100.0,43.2,80,82.6,70.6,428
,,Cl.Oc1cccc(-c2nc(N3CCSCC3)c3sccc3n2)c1,PIK3CA,escape_route,scout2,,365.9,4.04,0.742,2.9,100.0,0.002484,0.003726,bioisostere,41.4,90.0,100.0,44.7,100,78.9,70.6,429
CHEMBL205491,CHEMBL205491,COc1cc(NC(=O)c2cccs2)c(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,42.0,0.0,0.0,0.563,2.51,100.0,0.001188,0.005942,database_search,47.5,76.6,100.0,59.4,80,83.2,70.5,430
CHEMBL384304,CHEMBL384304,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,CDK4,sensitive,scout1,15.0,0.0,0.0,0.644,2.66,100.0,0.00706,0.001059,database_search,54.1,98.5,100.0,10.6,80,81.6,70.5,431
,,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2ccoc2)s1,KRAS,escape_route,scout2,,371.4,4.2,0.748,3.2,100.0,0.002496,0.003744,bioisostere,41.6,90.0,100.0,44.9,100,75.6,70.5,432
,,CN1C(=O)C[C@@H](c2ccoc2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2)s1.F,KRAS,escape_route,scout2,,373.4,4.21,0.745,3.2,100.0,0.0024900000000000005,0.003735,bioisostere,41.5,90.0,100.0,44.8,100,75.6,70.5,433
CHEMBL381172,CHEMBL381172,COc1cc(CN2CCOCC2)ccc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,resistant,scout1,96.0,0.0,0.0,0.828,2.39,100.0,0.001009,0.005044,database_search,40.4,90.4,100.0,50.4,80,84.6,70.5,434
,,Cl.Oc1ccoc1.c1nc(N2CCOCC2)c2sccc2n1,PIK3CA,escape_route,scout2,,341.8,2.93,0.733,2.8,100.0,0.0024660000000000003,0.003699,bioisostere,41.1,90.0,100.0,44.4,100,80.0,70.5,435
CHEMBL384304,CHEMBL384304,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,CDK4,sensitive,scout1,15.0,0.0,0.0,0.644,2.66,100.0,0.00706,0.001059,database_search,54.1,98.5,100.0,10.6,80,81.6,70.5,436
CHEMBL244378,CHEMBL244378,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1,CDK4,sensitive,scout1,15.85,0.0,0.0,0.437,2.34,100.0,0.007,0.00105,database_search,53.7,98.4,100.0,10.5,80,85.1,70.5,437
CHEMBL363160,PHA-680632,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1,AURKA,resistant,scout1,27.0,0.0,0.0,0.473,2.67,89.5,0.001284,0.006422,database_search,51.4,77.8,89.5,64.2,80,81.4,70.5,438
CHEMBL424953,CHEMBL424953,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCCC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,7.3,0.0,0.0,0.345,3.32,81.9,0.003921,0.003921,database_search,52.3,99.3,81.9,39.2,80,74.2,70.5,439
,,CNCCN(C)c1nc(-c2cccc(O)c2)nc2ccsc12.Cl,PIK3CA,escape_route,scout2,,350.9,3.14,0.74,2.9,100.0,0.00248,0.0037199999999999998,bioisostere,41.3,90.0,100.0,44.6,100,78.9,70.5,440
,,CN1C(=O)C[C@@H](c2ccoc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C#N)cc2)s1,KRAS,escape_route,scout2,,378.5,3.93,0.746,3.4,100.0,0.0024920000000000003,0.003738,bioisostere,41.5,90.0,100.0,44.9,100,73.3,70.4,441
CHEMBL201654,CHEMBL201654,COc1cc2c(Nc3ncc(C)s3)ncnc2cc1OCCCN1CCOCC1,AURKA,resistant,scout1,43.0,0.0,0.0,0.562,2.51,100.0,0.001183,0.005916,database_search,47.3,76.6,100.0,59.2,80,83.2,70.4,442
CHEMBL3702128,CHEMBL3702128,O=C1CNCCN1Cc1ccc(Nc2ncc3c4ccncc4n(C4CCCC4)c3n2)nc1,CDK6,sensitive,scout1,2.7,0.0,0.0,0.49,2.92,99.8,0.008922,0.001338,database_search,68.4,79.8,99.8,13.4,80,78.7,70.4,443
,,CN1C(=O)C[C@@H](c2ccncc2)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1.F,KRAS,escape_route,scout2,,385.5,3.41,0.747,3.4,100.0,0.0024939999999999997,0.0037409999999999995,bioisostere,41.6,90.0,100.0,44.9,100,73.3,70.4,444
CHEMBL592445,CHEMBL592445,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,PIK3CB,escape_route,scout1,6.0,0.0,0.0,0.409,2.74,88.2,0.003222,0.004833,database_search,53.7,79.5,88.2,58.0,80,80.7,70.4,445
,,CN1C(=O)C[C@@H](c2cc[nH]c2)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1.F,KRAS,escape_route,scout2,,373.5,3.34,0.737,3.2,100.0,0.0024740000000000005,0.003711,bioisostere,41.2,90.0,100.0,44.5,100,75.6,70.3,446
,,Cl.Oc1ccncc1.c1nc(N2CCOCC2)c2sccc2n1,PIK3CA,escape_route,scout2,,352.8,2.74,0.726,2.9,100.0,0.002452,0.003678,bioisostere,40.9,90.0,100.0,44.1,100,78.9,70.3,447
,,Cc1ccccc1[C@H]1CC(=O)N(C)[C@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,escape_route,scout2,,378.5,4.17,0.741,3.4,100.0,0.0024820000000000003,0.003723,bioisostere,41.4,90.0,100.0,44.7,100,73.3,70.3,448
,,CN1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2ccncc2)s1,KRAS,escape_route,scout2,,382.5,4.0,0.742,3.4,100.0,0.002484,0.003726,bioisostere,41.4,90.0,100.0,44.7,100,73.3,70.3,449
CHEMBL387385,CHEMBL387385,O=C(N[C@H](CO)c1ccc(F)c(Cl)c1)c1cc(-c2n[nH]cc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,2.0,0.0,0.0,0.328,3.31,96.6,0.009247,0.001387,database_search,70.9,79.8,96.6,13.9,80,74.3,70.3,450
,,CN1C(=O)C[C@@H](c2ccsc2)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1.F,KRAS,escape_route,scout2,,390.5,4.07,0.731,3.2,100.0,0.002462,0.0036929999999999997,bioisostere,41.0,90.0,100.0,44.3,100,75.6,70.2,451
,,Cl.Oc1cc[nH]c1.c1nc(N2CCOCC2)c2sccc2n1,PIK3CA,escape_route,scout2,,340.8,2.67,0.712,2.8,100.0,0.0024240000000000004,0.003636,bioisostere,40.4,90.0,100.0,43.6,100,80.0,70.2,452
