chembl_id,name,smiles,target_gene,population_target,source,activity_nM,mw,logp,qed,sa_score,admet_score,est_emax_s,est_emax_r,generation_method,score_efficacy,score_selectivity,score_safety,score_resistance,score_novelty,score_synthesizability,score_overall,rank
,,CON=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,380.5,5.1,0.501,3.6,95.0,0.002002,0.003003,r_group,33.4,90.0,95.0,36.0,100,71.1,65.5,885
,,C.Cc1cc[nH]c1.O=CC(=O)c1ccccc1,FOLH1,other,scout2,,231.3,3.03,0.49,2.1,100.0,0.002475,0.002475,bioisostere,33.0,90.0,100.0,24.8,100,87.8,65.5,886
,,N#CN=Cc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout2,,349.4,4.71,0.428,3.4,100.0,0.001856,0.002784,r_group,30.9,90.0,100.0,33.4,100,73.3,65.5,887
,,NS(=O)(=O)CCCCC[Se](=O)(=O)CC(=O)C(F)(F)F,FOLH1,other,scout2,,372.2,0.88,0.502,2.4,100.0,0.002505,0.002505,r_group,33.4,90.0,100.0,25.0,100,84.4,65.5,888
,,Cl.O=C(O)c1c(Cc2ccoc2)c(-c2ccccc2)nn1CC1CCCCC1.OCO,CHEK2,resistant,scout2,,448.9,4.36,0.483,3.9,99.7,0.0009830000000000001,0.004915,bioisostere,39.3,72.0,99.7,49.1,100,67.8,65.5,889
,,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccncc2)n1.O=S1(=O)CCN(CCO)CC1,EZH2,resistant,scout2,,516.0,1.67,0.469,4.2,79.4,0.0009690000000000001,0.004845,bioisostere,38.8,90.0,79.4,48.5,100,64.4,65.5,890
CHEMBL4244338,CHEMBL4244338,CN1CCN(S(=O)(=O)c2ccc(N3CCCC3)cc2)c2ccccc21,MDM2,sensitive,scout1,65.0,0.0,0.0,0.847,2.14,100.0,0.005468,0.00082,database_search,41.9,93.5,100.0,8.2,80,87.3,65.5,891
,,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1C1CC1,CDK4,sensitive,scout2,,387.9,2.67,0.633,3.4,100.0,0.005665,0.0008497499999999999,r_group,43.4,90.0,100.0,8.5,100,73.3,65.5,892
,,CCCCCCNCC(=O)C#N,FOLH1,other,scout2,,168.2,1.25,0.46,1.5,100.0,0.0024,0.0024,bioisostere,32.0,90.0,100.0,24.0,100,94.4,65.4,893
,,CN(C)c1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,sensitive,scout2,,390.9,1.86,0.624,3.4,100.0,0.005620000000000001,0.0008430000000000001,r_group,43.1,90.0,100.0,8.4,100,73.3,65.4,894
,,Cl.O=C(O)c1c(Cc2ccoc2)c(-c2cccs2)nn1CC1CCCCC1.OCO,CHEK2,resistant,scout2,,455.0,4.42,0.475,3.8,99.5,0.0009750000000000001,0.004875,bioisostere,39.0,72.0,99.5,48.8,100,68.9,65.4,895
CHEMBL334603,CHEMBL334603,NC(=O)c1cccc2[nH]c(-c3ccccc3C(F)(F)F)nc12,PARP1,resistant,scout1,190.0,0.0,0.0,0.762,2.2,100.0,0.000861,0.004303,database_search,34.4,81.0,100.0,43.0,80,86.7,65.4,896
,,CCN(C)C.CNc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2C[C@@H](OC)C2)c(=O)n4C)cn1,ATM,resistant,scout2,,462.6,3.91,0.485,4.2,99.7,0.000985,0.004925,bioisostere,39.4,72.0,99.7,49.2,100,64.4,65.4,897
,,ClN=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,384.9,5.69,0.493,3.5,94.9,0.001986,0.002979,r_group,33.1,90.0,94.9,35.7,100,72.2,65.4,898
CHEMBL410071,CHEMBL410071,COC[C@H]1OC(=O)/C(=C/N2CCC(C(=O)O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C,PIK3CA,escape_route,scout1,33.0,0.0,0.0,0.334,4.92,76.7,0.002481,0.003722,database_search,41.4,96.7,76.7,44.7,80,56.4,65.4,899
,,Cl.O=C(O)c1c(Cc2ccoc2)c(-c2ccsc2)nn1CC1CCCCC1.OCO,CHEK2,resistant,scout2,,455.0,4.42,0.475,3.8,99.5,0.0009750000000000001,0.004875,bioisostere,39.0,72.0,99.5,48.8,100,68.9,65.4,900
,,CC(C)c1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,CDK4,sensitive,scout2,,389.9,2.92,0.631,3.4,100.0,0.005655,0.00084825,r_group,43.4,90.0,100.0,8.5,100,73.3,65.4,901
,,O=C(O)N=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,394.4,5.22,0.498,3.8,95.0,0.0019960000000000004,0.002994,r_group,33.3,90.0,95.0,35.9,100,68.9,65.3,902
,,O[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,AKT1,escape_route,scout2,,395.5,4.76,0.435,3.8,100.0,0.0018700000000000001,0.002805,r_group,31.2,90.0,100.0,33.7,100,68.9,65.3,903
,,Cl.O=C(O)c1c(Cc2ccncc2)c(-c2ccccc2)nn1CC1CCCCC1.OCO,CHEK2,resistant,scout2,,460.0,4.16,0.477,4.0,99.5,0.000977,0.004885,bioisostere,39.1,72.0,99.5,48.8,100,66.7,65.3,904
,,CN(C)N=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,393.5,5.02,0.496,3.8,94.9,0.0019920000000000003,0.0029879999999999998,r_group,33.2,90.0,94.9,35.9,100,68.9,65.3,905
,,O/N=C1/CCc2cc(-c3[nH]c(-c4ccoc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,356.4,4.52,0.417,3.4,100.0,0.0018340000000000003,0.0027510000000000004,bioisostere,30.6,90.0,100.0,33.0,100,73.3,65.3,906
,,CN[C@@H](CO)CN(C)CCOc1ccccc1Cc1cn(C(F)F)nc1-c1cc(Cl)nc(N)n1,EZH2,resistant,scout2,,496.0,2.45,0.328,4.2,91.6,0.0008280000000000002,0.0041400000000000005,bioisostere,33.1,90.0,91.6,41.4,100,64.4,65.2,907
,,CON=Cc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout2,,354.4,4.79,0.414,3.4,100.0,0.0018279999999999998,0.0027419999999999996,r_group,30.5,90.0,100.0,32.9,100,73.3,65.2,908
CHEMBL3642038,CHEMBL3642038,CN(C)C1CN(c2ccc(Nc3ncc4c5ccncc5n(C5CCCC5)c4n3)nn2)CCC1O,CDK6,sensitive,scout1,13.3,0.0,0.0,0.452,3.77,99.0,0.00719,0.001079,database_search,55.1,78.9,99.0,10.8,80,69.2,65.2,909
,,O=C(Nc1c[nH]nc1C(=S)NC1CCNCC1)c1c(Cl)cccc1Cl,CDK4,sensitive,scout2,,398.3,2.99,0.596,3.1,100.0,0.0054800000000000005,0.000822,bioisostere,42.0,90.0,100.0,8.2,100,76.7,65.2,910
,,O=C(NC1CCNCC1)c1n[nH]cc1NC(=S)c1c(Cl)cccc1Cl,CDK4,sensitive,scout2,,398.3,2.99,0.596,3.1,100.0,0.0054800000000000005,0.000822,bioisostere,42.0,90.0,100.0,8.2,100,76.7,65.2,911
,,CNN=Cc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout2,,353.4,4.36,0.414,3.4,100.0,0.0018279999999999998,0.0027419999999999996,r_group,30.5,90.0,100.0,32.9,100,73.3,65.2,912
,,NN=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,365.4,4.41,0.417,3.5,100.0,0.0018340000000000003,0.0027510000000000004,r_group,30.6,90.0,100.0,33.0,100,72.2,65.2,913
,,CNCCNS(=O)(=O)c1ccc(N2CCCC2=O)cc1.COc1cc[nH]c1,MDM2,sensitive,scout2,,394.5,1.33,0.615,3.4,100.0,0.005575,0.00083625,bioisostere,42.7,90.0,100.0,8.4,100,73.3,65.2,914
,,C(=NC1CC1)c1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout2,,364.5,5.39,0.483,3.5,94.7,0.0019660000000000003,0.002949,r_group,32.8,90.0,94.7,35.4,100,72.2,65.2,915
,,FC(F)(F)c1cc(Cl)nc2cc3c(cc12)[C@H]1CCCC[C@@H]1CN3,AR,sensitive,scout2,,340.8,5.61,0.631,2.9,97.6,0.005655,0.00084825,r_group,43.4,90.0,97.6,8.5,100,78.9,65.2,916
,,O/N=C1/CCc2cc(-c3[nH]c(-c4ccncc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,367.4,4.33,0.417,3.5,100.0,0.0018340000000000003,0.0027510000000000004,bioisostere,30.6,90.0,100.0,33.0,100,72.2,65.2,917
,,Cl.O=C(O)c1c(Cc2ccncc2)c(-c2cccs2)nn1CC1CCCCC1.OCO,CHEK2,resistant,scout2,,466.0,4.23,0.47,3.9,99.4,0.00097,0.00485,bioisostere,38.8,72.0,99.4,48.5,100,67.8,65.2,918
,,Cl.O=C(O)c1c(Cc2ccncc2)c(-c2ccsc2)nn1CC1CCCCC1.OCO,CHEK2,resistant,scout2,,466.0,4.23,0.47,3.9,99.4,0.00097,0.00485,bioisostere,38.8,72.0,99.4,48.5,100,67.8,65.2,919
CHEMBL215309,CHEMBL215309,COc1ccccc1[C@H]1CC(=O)N(C)[C@H]1[C@H](O)c1ccc(S(=O)(=O)c2ccccc2)s1,KRAS,escape_route,scout1,40.0,0.0,0.0,0.611,3.58,100.0,0.002398,0.003597,database_search,40.0,76.8,100.0,43.2,80,71.3,65.2,920
,,FC(F)(F)c1cc(Cl)nc2cc3c(cc12)[C@H]1CCCC[C@H]1CN3,AR,sensitive,scout2,,340.8,5.61,0.631,2.9,97.6,0.005655,0.00084825,r_group,43.4,90.0,97.6,8.5,100,78.9,65.2,921
,,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1C(F)(F)F,CDK4,sensitive,scout2,,415.8,2.82,0.617,3.5,100.0,0.005585,0.00083775,r_group,42.8,90.0,100.0,8.4,100,72.2,65.2,922
,,NC(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccccc2)nn1CC1CCCCC1,CHEK2,resistant,scout2,,452.0,5.2,0.558,4.0,91.2,0.0010580000000000001,0.00529,r_group,42.3,72.0,91.2,52.9,100,66.7,65.2,923
CHEMBL2113248,CHEMBL2113248,CC(C)C[C@H]1c2cc3c(C(F)(F)F)cc(O)nc3cc2NC[C@@H]1C,AR,sensitive,scout1,56.0,0.0,0.0,0.796,3.94,100.0,0.00563,0.000844,database_search,43.2,94.4,100.0,8.4,80,67.3,65.2,924
CHEMBL367714,CHEMBL367714,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)CCc1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,immune,scout1,4.8,0.0,0.0,0.201,3.44,74.0,0.004148,0.004148,database_search,55.3,79.6,74.0,41.5,80,72.9,65.2,925
,,CN(C)N=Cc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout2,,367.5,4.7,0.411,3.5,100.0,0.001822,0.0027329999999999998,r_group,30.4,90.0,100.0,32.8,100,72.2,65.1,926
,,c1ccc(Nc2ncc(-c3ccnc(SC4CCCCC4)n3)s2)nc1,CDK4,sensitive,scout2,,369.5,5.16,0.627,3.1,97.5,0.005635,0.00084525,bioisostere,43.2,90.0,97.5,8.5,100,76.7,65.1,927
,,c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4c(c3)CCC4=NC3CC3)[nH]2)cc1,BRAF,escape_route,scout2,,390.5,5.7,0.486,3.8,94.7,0.0019720000000000002,0.002958,r_group,32.9,90.0,94.7,35.5,100,68.9,65.1,928
,,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccoc2)nn1CC1CCCCC1,CHEK2,resistant,scout2,,442.9,5.39,0.55,3.9,91.0,0.0010500000000000002,0.00525,bioisostere,42.0,72.0,91.0,52.5,100,67.8,65.1,929
,,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2cc[nH]c2)nn1CC1CCCCC1,CHEK2,resistant,scout2,,441.9,5.13,0.553,3.9,91.1,0.001053,0.005265,bioisostere,42.1,72.0,91.1,52.6,100,67.8,65.1,930
,,C.Cc1ccsc1.O=CC(=O)c1ccccc1,FOLH1,other,scout2,,248.3,3.76,0.46,2.1,100.0,0.0024,0.0024,bioisostere,32.0,90.0,100.0,24.0,100,87.8,65.1,931
,,C.Cc1ccncc1.O=CC(=O)c1ccccc1,FOLH1,other,scout2,,243.3,3.09,0.462,2.2,100.0,0.002405,0.002405,bioisostere,32.1,90.0,100.0,24.1,100,86.7,65.1,932
CHEMBL360089,LEINAMYCIN,C/C1=C\[C@@H](O)C(=O)/C=C/C=C\c2csc(n2)[C@@H](C)NC(=O)C[C@@]2(CC1)[S+]([O-])SC(=O)[C@]2(C)O,MAP2K1,sensitive,scout1,11.0,0.0,0.0,0.275,7.08,80.1,0.007397,0.001109,database_search,56.7,98.9,80.1,11.1,80,32.4,65.0,933
,,Cc1nc(N)sc1-c1ccnc(Oc2cccc([N+](=O)[O-])c2)n1,CDK4,sensitive,scout2,,329.3,3.19,0.577,2.9,100.0,0.005385,0.00080775,bioisostere,41.3,90.0,100.0,8.1,100,78.9,65.0,934
,,ON=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,366.4,4.93,0.399,3.5,100.0,0.0017980000000000001,0.0026969999999999997,r_group,30.0,90.0,100.0,32.4,100,72.2,65.0,935
CHEMBL4854762,CHEMBL4854762,Cc1c(Cc2ccccc2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,resistant,scout1,195.0,0.0,0.0,0.755,2.47,100.0,0.000855,0.004275,database_search,34.2,80.5,100.0,42.8,80,83.7,65.0,936
,,NC(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2cccs2)nn1CC1CCCCC1,CHEK2,resistant,scout2,,458.0,5.26,0.547,3.9,90.9,0.0010470000000000002,0.005235000000000001,bioisostere,41.9,72.0,90.9,52.4,100,67.8,65.0,937
,,NC(=O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccsc2)nn1CC1CCCCC1,CHEK2,resistant,scout2,,458.0,5.26,0.547,3.9,90.9,0.0010470000000000002,0.005235000000000001,bioisostere,41.9,72.0,90.9,52.4,100,67.8,65.0,938
,,O=C(O)c1c(Cc2cc3c(cc2Cl)OCO3)c(-c2ccncc2)nn1CC1CCCCC1,CHEK2,resistant,scout2,,453.9,5.2,0.552,4.0,91.0,0.001052,0.00526,bioisostere,42.1,72.0,91.0,52.6,100,66.7,65.0,939
CHEMBL375544,CHEMBL375544,O=C(NC(CO)c1ccc(Cl)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,14.0,0.0,0.0,0.345,3.0,96.9,0.007135,0.00107,database_search,54.7,78.9,96.9,10.7,80,77.8,65.0,940
,,C.Cc1ccoc1.O=CC(=O)c1ccccc1,FOLH1,other,scout2,,232.3,3.29,0.453,2.1,100.0,0.0023825,0.0023825,bioisostere,31.8,90.0,100.0,23.8,100,87.8,65.0,941
,,O/N=C1/CCc2cc(-c3[nH]c(-c4ccsc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,372.5,4.99,0.393,3.4,100.0,0.0017860000000000003,0.002679,bioisostere,29.8,90.0,100.0,32.1,100,73.3,64.9,942
,,CCc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCNC(=O)C2)n1,EZH2,resistant,scout2,,490.9,3.35,0.463,4.2,99.3,0.0009630000000000002,0.004815000000000001,r_group,38.5,72.0,99.3,48.2,100,64.4,64.9,943
,,CON1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C#N)cc2)s1,KRAS,escape_route,scout2,,404.5,4.27,0.689,3.6,100.0,0.0023780000000000003,0.0035670000000000003,r_group,39.6,72.0,100.0,42.8,100,71.1,64.9,944
,,CN(C)N1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,escape_route,scout2,,411.5,3.84,0.693,3.6,100.0,0.0023860000000000005,0.003579,r_group,39.8,72.0,100.0,42.9,100,71.1,64.9,945
CHEMBL311315,CHEMBL311315,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C,CD274,immune,scout1,42.0,0.0,0.0,0.24,3.42,84.8,0.002971,0.002971,database_search,39.6,95.8,84.8,29.7,80,73.1,64.9,946
CHEMBL3702070,CHEMBL3702070,CCC(CC)n1c2cnccc2c2cnc(Nc3ccc(N4CCC(N(C)C)CC4)nn3)nc21,CDK6,sensitive,scout1,16.0,0.0,0.0,0.435,3.03,98.7,0.00699,0.001048,database_search,53.6,78.7,98.7,10.5,80,77.4,64.9,947
,,CN.Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2C[CH]OCC2)n1,EZH2,resistant,scout2,,495.0,3.01,0.459,4.2,99.2,0.0009590000000000002,0.004795000000000001,bioisostere,38.4,72.0,99.2,48.0,100,64.4,64.8,948
,,Oc1cc(C(Cl)(Cl)Cl)c2cc3c(cc2n1)NC[C@H]1CCCC[C@H]31,AR,sensitive,scout2,,371.7,5.47,0.604,2.9,97.1,0.005520000000000001,0.0008280000000000001,bioisostere,42.3,90.0,97.1,8.3,100,78.9,64.8,949
,,NC(=O)N1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,escape_route,scout2,,411.5,3.45,0.687,3.6,100.0,0.0023740000000000002,0.003561,r_group,39.6,72.0,100.0,42.7,100,71.1,64.8,950
,,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(O)cccc1Cl,CDK4,sensitive,scout2,,363.8,1.5,0.564,3.1,100.0,0.00532,0.000798,r_group,40.8,90.0,100.0,8.0,100,76.7,64.8,951
CHEMBL322268,CHEMBL322268,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)N1CCN(c2ccccc2)CC1,PARP1,resistant,scout1,200.0,0.0,0.0,0.672,2.42,100.0,0.000849,0.004247,database_search,34.0,80.0,100.0,42.5,80,84.2,64.8,952
CHEMBL141247,CHEMBL141247,O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,CDK6,sensitive,scout1,71.0,0.0,0.0,0.895,2.72,100.0,0.005372,0.000806,database_search,41.2,92.9,100.0,8.1,80,80.9,64.8,953
CHEMBL281028,CHEMBL281028,CC1(C)CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR,sensitive,scout1,68.0,0.0,0.0,0.771,3.06,100.0,0.005419,0.000813,database_search,41.5,93.2,100.0,8.1,80,77.1,64.8,954
,,Oc1cc(C(Cl)(Cl)Cl)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,sensitive,scout2,,371.7,5.47,0.604,2.9,97.1,0.005520000000000001,0.0008280000000000001,bioisostere,42.3,90.0,97.1,8.3,100,78.9,64.8,955
,,Cc1nc(N)sc1-c1ccnc(Nc2ccsc2)n1.O=[N+][O-],CDK4,sensitive,scout2,,335.4,2.88,0.555,2.8,100.0,0.005275000000000001,0.0007912500000000002,bioisostere,40.4,90.0,100.0,7.9,100,80.0,64.8,956
,,NS(=O)(=O)n1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,ATM,resistant,scout2,,552.7,2.68,0.33,4.9,91.6,0.00083,0.00415,r_group,33.2,90.0,91.6,41.5,100,56.7,64.8,957
CHEMBL3702141,CHEMBL3702141,c1cc2c3cnc(Nc4ccc(N5CCNCC5)cn4)cc3n(C3CCSC3)c2cn1,CDK6,sensitive,scout1,17.0,0.0,0.0,0.509,3.48,100.0,0.006924,0.001039,database_search,53.1,78.6,100.0,10.4,80,72.4,64.8,958
,,Cl.O=C(O)c1c(Cc2ccsc2)c(-c2ccccc2)nn1CC1CCCCC1.OCO,CHEK2,resistant,scout2,,465.0,4.83,0.454,3.9,99.1,0.000954,0.00477,bioisostere,38.2,72.0,99.1,47.7,100,67.8,64.8,959
,,Nc1nc(F)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,CDK4,sensitive,scout2,,332.3,2.97,0.556,2.9,100.0,0.00528,0.000792,r_group,40.5,90.0,100.0,7.9,100,78.9,64.8,960
,,CC(C)N=Cc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,escape_route,scout2,,366.5,5.63,0.465,3.5,94.3,0.0019300000000000003,0.002895,r_group,32.2,90.0,94.3,34.7,100,72.2,64.8,961
,,CNN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C#N)cc2)s1,KRAS,escape_route,scout2,,403.5,3.84,0.679,3.6,100.0,0.0023580000000000003,0.0035369999999999998,r_group,39.3,72.0,100.0,42.4,100,71.1,64.7,962
,,O=C1C[C@H](c2ccccc2F)[C@H]([C@H](O)c2ccc(-c3cccnc3)s2)N1C1CC1,KRAS,escape_route,scout2,,408.5,4.53,0.675,3.6,100.0,0.00235,0.003525,r_group,39.2,72.0,100.0,42.3,100,71.1,64.7,963
,,Cl.Cl.O=C(Nc1c[nH]nc1C(=O)NC1CCNCC1)c1cc[nH]c1,CDK4,sensitive,scout2,,375.3,1.32,0.554,3.0,100.0,0.00527,0.0007905000000000001,bioisostere,40.4,90.0,100.0,7.9,100,77.8,64.7,964
,,CN(C)N1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2ccccc2)s1,KRAS,escape_route,scout2,,410.5,4.45,0.676,3.6,100.0,0.0023520000000000004,0.0035280000000000003,r_group,39.2,72.0,100.0,42.3,100,71.1,64.7,965
CHEMBL260876,THIOUREA,NC(N)=S,ATM,resistant,scout1,200.0,0.0,0.0,0.371,2.58,100.0,0.000849,0.004247,database_search,34.0,80.0,100.0,42.5,80,82.4,64.7,966
,,NC(=O)N1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2ccccc2)s1,KRAS,escape_route,scout2,,410.5,4.05,0.681,3.6,100.0,0.0023620000000000004,0.003543,r_group,39.4,72.0,100.0,42.5,100,71.1,64.7,967
,,Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+]([O-])=S)c2)n1,CDK4,sensitive,scout2,,344.4,3.11,0.553,2.9,100.0,0.005265,0.00078975,bioisostere,40.4,90.0,100.0,7.9,100,78.9,64.7,968
,,O/N=C1/CCc2cc(-c3[nH]c(-c4cc[nH]c4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,355.4,4.26,0.379,3.4,100.0,0.0017580000000000002,0.002637,bioisostere,29.3,90.0,100.0,31.6,100,73.3,64.7,969
,,Cl.O=C(O)c1c(Cc2ccsc2)c(-c2ccsc2)nn1CC1CCCCC1.OCO,CHEK2,resistant,scout2,,471.0,4.89,0.445,3.8,98.9,0.0009450000000000001,0.004725,bioisostere,37.8,72.0,98.9,47.2,100,68.9,64.7,970
CHEMBL3641990,CHEMBL3641990,CNC1CCN(c2ccc(Nc3ncc4c5ccncc5n(C5CCC5)c4n3)nn2)CC1,CDK6,sensitive,scout1,19.0,0.0,0.0,0.498,2.89,100.0,0.006803,0.00102,database_search,52.2,78.5,100.0,10.2,80,79.0,64.7,971
,,CC(C)N=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,escape_route,scout2,,392.5,5.95,0.467,3.8,94.3,0.0019340000000000004,0.0029010000000000004,r_group,32.2,90.0,94.3,34.8,100,68.9,64.7,972
CHEMBL4240141,CHEMBL4240141,CN1CCN(S(=O)(=O)c2ccc(N3CCC=N3)cc2)c2ccccc21,MDM2,sensitive,scout1,74.0,0.0,0.0,0.848,2.7,100.0,0.005327,0.000799,database_search,40.8,92.6,100.0,8.0,80,81.1,64.7,973
CHEMBL220897,CHEMBL220897,O=C(NC(CO)c1cc(Cl)cc(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,sensitive,scout1,7.0,0.0,0.0,0.297,3.17,85.9,0.007887,0.001183,database_search,60.5,79.4,85.9,11.8,80,75.9,64.7,974
,,Cl.O=C(O)c1c(Cc2ccsc2)c(-c2cccs2)nn1CC1CCCCC1.OCO,CHEK2,resistant,scout2,,471.0,4.89,0.445,3.8,98.9,0.0009450000000000001,0.004725,bioisostere,37.8,72.0,98.9,47.2,100,68.9,64.7,975
,,Nc1nc(Cl)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,CDK4,sensitive,scout2,,348.8,3.49,0.546,2.9,100.0,0.00523,0.0007845,r_group,40.1,90.0,100.0,7.8,100,78.9,64.7,976
,,CCN(C)C.CNc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CC[C@H](OC)C2)c(=O)n4C)cn1,ATM,resistant,scout2,,476.6,4.3,0.463,4.4,99.3,0.0009630000000000002,0.004815000000000001,bioisostere,38.5,72.0,99.3,48.2,100,62.2,64.7,977
,,O=C(O)N1C(=O)C[C@H](c2ccccc2F)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,escape_route,scout2,,412.4,4.05,0.675,3.6,100.0,0.00235,0.003525,r_group,39.2,72.0,100.0,42.3,100,71.1,64.7,978
,,COOc1ccc2c(c1)CCCN2S(=O)(=O)c1ccc(N2CCCC2=O)cc1,MDM2,sensitive,scout2,,402.5,2.9,0.568,3.5,100.0,0.00534,0.000801,r_group,40.9,90.0,100.0,8.0,100,72.2,64.6,979
,,CNc1nc(C)c(-c2ccnc(Nc3cc(NC)c(OC)c(OC)c3)n2)s1,CDK4,sensitive,scout2,,386.5,3.75,0.565,3.4,100.0,0.005325,0.00079875,bioisostere,40.8,90.0,100.0,8.0,100,73.3,64.6,980
,,CNc1nc(C)c(-c2ccnc(Nc3cc(OC)c(NC)c(OC)c3)n2)s1,CDK4,sensitive,scout2,,386.5,3.75,0.565,3.4,100.0,0.005325,0.00079875,bioisostere,40.8,90.0,100.0,8.0,100,73.3,64.6,981
,,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2cc[nH]c2)n1.O=S1(=O)CCN(CCO)CC1,EZH2,resistant,scout2,,504.0,1.6,0.43,4.1,78.6,0.0009299999999999999,0.00465,bioisostere,37.2,90.0,78.6,46.5,100,65.6,64.6,982
CHEMBL381075,CHEMBL381075,Nc1cc(/C=C/c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccn1,AKT1,escape_route,scout1,121.0,0.0,0.0,0.45,3.1,100.0,0.001917,0.002876,database_search,32.0,87.9,100.0,34.5,80,76.7,64.6,983
CHEMBL428690,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,ATR,resistant,scout1,110.0,0.0,0.0,0.61,3.41,100.0,0.000979,0.004897,database_search,39.2,71.2,100.0,49.0,80,73.2,64.6,984
