smiles,target_gene,generation_method,qed,sa_score,mw,predicted_ic50_nM,binding_energy_kcal,best_similarity,mean_similarity,confidence,n_references
CC(=O)S[C@@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,AR,bioisostere,0.623,3.5,402.6,5.28,-10.7,0.518,0.318,0.778,10
C.CN[C@@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C.O,AR,bioisostere,0.769,3.5,391.6,5.29,-10.7,0.557,0.326,0.836,10
N#Cc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@H]1CCCC[C@H]31,AR,r_group,0.752,3.0,331.3,5.29,-10.7,0.525,0.369,0.787,10
CCC1CCNc2cc3[nH]c(=O)cc(C(F)(F)Cl)c3cc21,AR,bioisostere,0.819,2.6,312.7,5.3,-10.7,0.578,0.319,0.867,10
CCC1CCNc2cc3[nH]c(=O)cc(C(Cl)(Cl)Cl)c3cc21,AR,bioisostere,0.738,2.6,345.7,5.3,-10.7,0.563,0.314,0.845,10
CCc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,r_group,0.743,3.0,334.4,5.32,-10.7,0.525,0.384,0.787,10
N#Cc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,r_group,0.752,3.0,331.3,5.34,-10.69,0.519,0.388,0.778,10
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C(C)C,AR,r_group,0.589,3.8,414.6,5.35,-10.69,0.544,0.311,0.817,10
NS(=O)(=O)c1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@H]1CCCC[C@H]31,AR,r_group,0.785,3.2,385.4,5.37,-10.69,0.492,0.364,0.738,10
COCCCCC[Se](=O)(=O)CC(=O)C(F)(F)F,FOLH1,r_group,0.508,2.1,323.2,5.37,-10.69,0.531,0.316,0.797,10
CC(=O)[C]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C.CS(N)(=O)=O,AR,bioisostere,0.695,3.6,422.6,5.38,-10.69,0.489,0.332,0.734,10
Oc1cc(C(Cl)(Cl)Cl)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,bioisostere,0.604,2.9,371.7,5.39,-10.69,0.54,0.372,0.809,10
CCC1CCNc2cc3[nH]c(=O)cc(C(C)(F)F)c3cc21,AR,bioisostere,0.88,2.6,292.3,5.4,-10.69,0.582,0.319,0.874,10
FC(F)(F)c1cc(C2CC2)nc2cc3c(cc12)[C@H]1CCCC[C@@H]1CN3,AR,r_group,0.703,3.1,346.4,5.4,-10.69,0.522,0.375,0.783,10
CCC1CCNc2cc3[nH]c(=O)cc(C#N)c3cc21,AR,bioisostere,0.821,2.4,253.3,5.46,-10.68,0.517,0.297,0.776,10
CN=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,r_group,0.545,3.5,364.5,5.47,-10.68,0.522,0.398,0.783,10
NC(=O)c1cccc2[nH]c(-c3ccc(OC(F)(F)F)c(O)c3)nc12,PARP1,r_group,0.684,3.0,337.3,5.47,-10.68,0.405,0.215,0.608,10
FC(F)(F)c1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,r_group,0.575,3.2,374.3,5.49,-10.68,0.575,0.408,0.863,10
CC(=O)[C]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C.CC(N)=O,AR,bioisostere,0.724,3.5,386.6,5.5,-10.68,0.533,0.34,0.8,10
NS(=O)(=O)c1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,r_group,0.785,3.2,385.4,5.51,-10.67,0.532,0.386,0.798,10
N#CN=C1CCc2cc(-c3[nH]c(-c4ccccc4)nc3-c3ccncc3)ccc21,BRAF,r_group,0.511,3.6,375.4,5.53,-10.67,0.513,0.396,0.77,10
CC=O.CC[C@@H]1[C](C)CC[C@H]2[C@H]1C[C@H](C)C1=CC(=O)CC[C@@]12C.CNC(C)=O,AR,bioisostere,0.646,3.5,390.6,5.54,-10.67,0.445,0.311,0.668,10
O=C(O)c1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,r_group,0.786,3.1,350.3,5.54,-10.67,0.567,0.4,0.85,10
CC(F)(F)c1cc(O)nc2cc3c(cc12)[C@H]1CCCC[C@@H]1CN3,AR,bioisostere,0.797,2.9,318.4,5.55,-10.67,0.597,0.415,0.896,10
CN(C)c1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,r_group,0.784,3.1,349.4,5.56,-10.67,0.543,0.382,0.814,10
COc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,r_group,0.799,3.0,336.4,5.58,-10.67,0.571,0.414,0.857,10
C#N.CC1(C)NC(=O)N(c2ccncc2)C1=O.FC(F)F,AR,bioisostere,0.806,2.6,302.3,5.59,-10.67,0.438,0.295,0.656,10
CC1(C)NC(=O)N(c2ccc(C#N)c(C#N)c2)C1=O,AR,bioisostere,0.763,2.4,254.2,5.59,-10.67,0.517,0.29,0.775,10
NC(=O)c1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@H]1CCCC[C@H]31,AR,r_group,0.816,3.1,349.4,5.61,-10.66,0.575,0.407,0.862,10
CC(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,r_group,0.713,2.4,270.7,5.62,-10.66,0.451,0.221,0.676,10
COc1ccc(-c2nc3c(C(N)=S)cccc3[nH]2)cc1O,PARP1,bioisostere,0.647,2.6,299.4,5.64,-10.66,0.644,0.344,0.966,10
NC(=O)c1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,r_group,0.816,3.1,349.4,5.65,-10.66,0.558,0.391,0.836,10
N#Cc1cc(O)nc2cc3c(cc12)[C@H]1CCCC[C@@H]1CN3,AR,bioisostere,0.774,2.6,279.3,5.65,-10.66,0.532,0.37,0.798,10
Oc1cc(C(F)(F)Cl)c2cc3c(cc2n1)NC[C@H]1CCCC[C@H]31,AR,bioisostere,0.725,2.9,338.8,5.67,-10.66,0.615,0.401,0.922,10
Fc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@H]1CCCC[C@H]31,AR,r_group,0.539,2.9,324.3,5.67,-10.66,0.623,0.417,0.934,10
N#Cc1cc(O)nc2cc3c(cc12)[C@H]1CCCC[C@H]1CN3,AR,bioisostere,0.774,2.6,279.3,5.68,-10.66,0.548,0.39,0.822,10
CNC(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,r_group,0.759,2.5,285.7,5.68,-10.66,0.42,0.226,0.63,10
C#N.CC1(C)NC(=O)N(c2ccsc2)C1=O.FC(F)F,AR,bioisostere,0.811,2.5,307.3,5.69,-10.66,0.471,0.291,0.707,10
COOc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,r_group,0.504,2.8,299.3,5.7,-10.66,0.675,0.354,1.0,10
CC1(C)NC(=O)N(c2ccc(C#N)c(C(F)(F)Cl)c2)C1=O,AR,bioisostere,0.674,2.6,313.7,5.71,-10.65,0.576,0.317,0.864,10
Oc1cc(C(F)(F)Cl)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,bioisostere,0.725,2.9,338.8,5.71,-10.65,0.658,0.43,0.987,10
CNOc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,r_group,0.546,2.8,298.3,5.72,-10.65,0.606,0.36,0.909,10
Cl.NC(=O)c1cccc2[nH]c(-c3ccncc3)nc12,PARP1,bioisostere,0.751,2.4,274.7,5.72,-10.65,0.608,0.33,0.912,10
CC1(C)NC(=O)N(c2ccc(C#N)c(C(Cl)(Cl)Cl)c2)C1=O,AR,bioisostere,0.627,2.6,346.6,5.73,-10.65,0.57,0.295,0.855,10
O=C(F)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,r_group,0.718,2.4,274.7,5.76,-10.65,0.625,0.373,0.937,10
CNc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,r_group,0.77,3.0,335.4,5.76,-10.65,0.603,0.401,0.905,10
NOc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,r_group,0.539,2.6,284.3,5.77,-10.65,0.634,0.36,0.951,10
N#COc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,r_group,0.636,2.8,294.3,5.79,-10.65,0.647,0.366,0.97,10
O=C(c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12)C1CC1,PARP1,r_group,0.725,2.6,296.8,5.79,-10.65,0.452,0.239,0.678,10
COC(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,r_group,0.731,2.5,286.7,5.81,-10.64,0.564,0.36,0.847,10
NC(=O)c1cccc2[nH]c(-c3ccc(OF)c(O)c3)nc12,PARP1,r_group,0.688,2.6,287.2,5.81,-10.64,0.656,0.351,0.984,10
CC(C)c1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@H]1CCCC[C@H]31,AR,r_group,0.676,3.1,348.4,5.82,-10.64,0.616,0.397,0.923,10
CC(C)c1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@@H]1CCCC[C@H]31,AR,r_group,0.676,3.1,348.4,5.82,-10.64,0.624,0.398,0.936,10
COc1cc(C(F)(F)F)c2cc3c(cc2n1)NC[C@H]1CCCC[C@H]31,AR,r_group,0.799,3.0,336.4,5.83,-10.64,0.648,0.426,0.973,10
COc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1S,PARP1,bioisostere,0.65,2.6,299.4,5.83,-10.64,0.607,0.352,0.91,10
Cl.NC(=O)c1cccc2[nH]c(-c3ccoc3)nc12,PARP1,bioisostere,0.744,2.2,263.7,5.83,-10.64,0.55,0.33,0.825,10
Cl.NC(=O)c1cccc2[nH]c(-c3cc[nH]c3)nc12,PARP1,bioisostere,0.66,2.2,262.7,5.84,-10.64,0.549,0.358,0.824,10
NC(=O)c1cccc2[nH]c(-c3ccc(OS(N)(=O)=O)c(O)c3)nc12,PARP1,r_group,0.54,3.0,348.3,5.84,-10.64,0.619,0.364,0.928,10
Cl.NC(=O)c1cccc2[nH]c(-c3ccsc3)nc12,PARP1,bioisostere,0.757,2.2,279.8,5.84,-10.64,0.58,0.359,0.869,10
CN(O)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,r_group,0.641,2.6,282.3,5.84,-10.64,0.645,0.383,0.968,10
O=C(O)N=Cc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,r_group,0.501,3.5,368.4,5.85,-10.64,0.485,0.385,0.728,10
N#Cc1cnc(NC(=O)Nc2cc(F)ccc2OC2CCOC2)cn1,CHEK1,r_group,0.881,3.1,343.3,5.86,-10.64,0.543,0.316,0.814,10
NC(=O)Oc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,r_group,0.579,2.9,312.3,5.89,-10.64,0.612,0.369,0.918,10
CSc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,bioisostere,0.648,2.6,299.4,5.92,-10.63,0.637,0.366,0.956,10
FC(F)(F)c1cc(Cl)nc2cc3c(cc12)[C@H]1CCCC[C@H]1CN3,AR,r_group,0.631,2.9,340.8,5.92,-10.63,0.683,0.423,1.0,10
NC(=S)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,bioisostere,0.709,2.4,287.8,5.92,-10.63,0.543,0.351,0.814,10
CN(C(=O)O)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,r_group,0.689,2.9,310.3,5.93,-10.63,0.616,0.349,0.924,10
NC(=O)c1cccc2[nH]c(-c3ccc(OC4CC4)c(O)c3)nc12,PARP1,r_group,0.689,2.9,309.3,5.94,-10.63,0.592,0.36,0.887,10
CC(C)(CN)c1nc(-c2cc[nH]c2)c(-c2ccncc2)[nH]1.Cl.O,BRAF,bioisostere,0.679,2.9,335.8,5.96,-10.63,0.419,0.289,0.629,10
N#Cc1cnc(NC(=O)Nc2cc(C(=O)O)ccc2OC2CCOC2)cn1,CHEK1,r_group,0.723,3.4,369.3,5.96,-10.63,0.428,0.258,0.642,10
CN(Cl)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,r_group,0.73,2.6,300.7,5.98,-10.63,0.635,0.38,0.952,10
NC(=O)N=Cc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,r_group,0.526,3.5,367.4,5.98,-10.63,0.458,0.402,0.688,10
N#Cc1cnc(NC(=O)Nc2cc(C(N)=O)ccc2OC2CCOC2)cn1,CHEK1,r_group,0.718,3.4,368.4,5.99,-10.63,0.528,0.32,0.792,10
NC(=O)c1cccc2[nH]c(-c3ccc(OCl)c(O)c3)nc12,PARP1,r_group,0.692,2.6,303.7,6.02,-10.62,0.613,0.365,0.92,10
CCOc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,r_group,0.688,2.8,297.3,6.02,-10.62,0.664,0.362,0.996,10
CN(C)C(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,r_group,0.786,2.6,299.8,6.02,-10.62,0.442,0.292,0.664,10
CN(C)Oc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,r_group,0.638,2.9,312.3,6.03,-10.62,0.548,0.355,0.822,10
Cl.Nc1nccc(-c2[nH]c(-c3ccccc3)nc2-c2cc[nH]c2)n1.O,BRAF,bioisostere,0.521,3.1,356.8,6.05,-10.62,0.512,0.364,0.768,10
CC(C)Oc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,r_group,0.689,2.9,311.3,6.06,-10.62,0.588,0.352,0.882,10
N#Cc1cnc(NC(=O)Nc2cc(N)ccc2OC2CCOC2)cn1,CHEK1,r_group,0.721,3.1,340.3,6.06,-10.62,0.456,0.298,0.684,10
CC(C)(CN)c1nc(-c2ccsc2)c(-c2ccncc2)[nH]1.Cl.O,BRAF,bioisostere,0.754,2.9,352.9,6.07,-10.62,0.418,0.305,0.627,10
FN=Cc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,r_group,0.524,3.2,342.4,6.07,-10.62,0.523,0.398,0.785,10
CN(C#N)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,r_group,0.571,2.8,291.3,6.07,-10.62,0.602,0.371,0.902,10
N#Cc1cnc(NC(=O)Nc2cc(C3CC3)ccc2OC2CCOCC2)cn1,CHEK1,r_group,0.824,3.5,379.4,6.09,-10.62,0.5,0.311,0.75,10
CN=Cc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,r_group,0.541,3.2,338.4,6.11,-10.61,0.532,0.413,0.798,10
N#Cc1cnc(NC(=O)Nc2cc(S(N)(=O)=O)ccc2OC2CCOC2)cn1,CHEK1,r_group,0.657,3.5,404.4,6.11,-10.61,0.401,0.259,0.601,10
CN(c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1)S(N)(=O)=O,PARP1,r_group,0.649,3.0,345.4,6.12,-10.61,0.626,0.355,0.939,10
NS(=O)(=O)C(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,r_group,0.749,2.8,335.8,6.13,-10.61,0.452,0.305,0.678,10
CC(C)(CN)c1nc(-c2ccncc2)c(-c2ccncc2)[nH]1.Cl.O,BRAF,bioisostere,0.754,3.0,347.9,6.13,-10.61,0.505,0.358,0.757,10
CCC(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,r_group,0.721,2.5,284.7,6.14,-10.61,0.467,0.315,0.701,10
O=C(c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12)C(F)(F)F,PARP1,r_group,0.699,2.8,324.7,6.15,-10.61,0.486,0.335,0.729,10
CN(F)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,r_group,0.726,2.6,284.3,6.16,-10.61,0.595,0.35,0.893,10
Cc1ccc(OC2CCOC2)c(NC(=O)Nc2cnc(C#N)cn2)c1,CHEK1,r_group,0.885,3.1,339.4,6.18,-10.61,0.467,0.319,0.701,10
O=C(Cl)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,r_group,0.717,2.4,291.1,6.18,-10.61,0.515,0.345,0.773,10
Cl.Nc1nccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)n1.O,BRAF,bioisostere,0.575,3.2,368.8,6.19,-10.61,0.564,0.416,0.845,10
N#Cc1cnc(NC(=S)Nc2cc(Cl)ccc2OC2CCOC2)cn1,CHEK1,bioisostere,0.788,3.1,375.8,6.2,-10.6,0.428,0.28,0.641,10
CN(C)N(C)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,r_group,0.725,2.9,309.4,6.2,-10.61,0.646,0.364,0.969,10
NC(=O)C(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,r_group,0.575,2.6,299.7,6.2,-10.61,0.487,0.314,0.731,10
CN(N)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,r_group,0.501,2.6,281.3,6.23,-10.6,0.636,0.359,0.954,10
N#Cc1cnc(NC(=O)Nc2cc(N)ccc2OC2CCOCC2)cn1,CHEK1,r_group,0.716,3.2,354.4,6.24,-10.6,0.506,0.321,0.759,10
Cl.Nc1nccc(-c2[nH]c(-c3ccccc3)nc2-c2ccoc2)n1.O,BRAF,bioisostere,0.583,3.1,357.8,6.27,-10.6,0.516,0.361,0.774,10
N#Cc1ccc(OC2CCOCC2)c(NC(=O)Nc2cnc(C#N)cn2)c1,CHEK1,r_group,0.851,3.4,364.4,6.3,-10.6,0.5,0.328,0.751,10
N#Cc1cnc(NC(=O)Nc2cc(O)ccc2OC2CCOCC2)cn1,CHEK1,r_group,0.767,3.2,355.4,6.33,-10.59,0.478,0.322,0.718,10
N#Cc1cnc(NC(=S)Nc2cc(Cl)ccc2OC2CCOCC2)cn1,CHEK1,bioisostere,0.769,3.2,389.9,6.33,-10.59,0.469,0.322,0.703,10
N#Cc1ccc(OC2CCOC2)c(NC(=O)Nc2cnc(C#N)cn2)c1,CHEK1,r_group,0.861,3.2,350.3,6.34,-10.59,0.47,0.337,0.705,10
CNN(C)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,r_group,0.642,2.8,295.3,6.35,-10.59,0.626,0.37,0.939,10
CC(C)(CN)c1nc(-c2ccoc2)c(-c2ccncc2)[nH]1.Cl.O,BRAF,bioisostere,0.762,2.9,336.8,6.35,-10.59,0.432,0.333,0.647,10
Nc1nccc(-c2[nH]c(-c3ccsc3)nc2-c2ccc(Cl)c(O)c2)n1,BRAF,bioisostere,0.502,3.1,369.8,6.37,-10.59,0.452,0.325,0.678,10
Cc1ccc(OC2CCOCC2)c(NC(=O)Nc2cnc(C#N)cn2)c1,CHEK1,r_group,0.875,3.2,353.4,6.38,-10.59,0.592,0.404,0.889,10
N#Cc1cnc(NC(=O)Nc2cc(S(N)(=O)=O)ccc2OC2CCOCC2)cn1,CHEK1,r_group,0.65,3.6,418.4,6.4,-10.59,0.432,0.302,0.648,10
CN(C)c1ccncc1.NC(=O)c1cccc2[nH]cnc12,PARP1,bioisostere,0.75,2.6,283.3,6.4,-10.59,0.428,0.276,0.642,10
N#Cc1cnc(NC(=O)Nc2cc(O)ccc2OC2CCOC2)cn1,CHEK1,r_group,0.774,3.1,341.3,6.41,-10.59,0.436,0.317,0.653,10
O=C(O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,r_group,0.749,2.4,272.7,6.41,-10.59,0.492,0.314,0.738,10
N#Cc1cnc(NC(=O)Nc2cc(F)ccc2OC2CCOCC2)cn1,CHEK1,r_group,0.871,3.2,357.3,6.42,-10.58,0.438,0.309,0.657,10
N#Cc1cnc(NC(=O)Nc2cc(C3CC3)ccc2OC2CCOC2)cn1,CHEK1,r_group,0.843,3.4,365.4,6.43,-10.58,0.403,0.293,0.604,10
CNc1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1O,PARP1,bioisostere,0.552,2.6,282.3,6.43,-10.58,0.525,0.344,0.787,10
CN(C)c1ccoc1.NC(=O)c1cccc2[nH]cnc12,PARP1,bioisostere,0.747,2.5,272.3,6.43,-10.58,0.42,0.27,0.63,10
CCc1ccc(OC2CCOCC2)c(NC(=O)Nc2cnc(C#N)cn2)c1,CHEK1,r_group,0.84,3.4,367.4,6.44,-10.58,0.441,0.306,0.662,10
N#Cc1cnc(NC(=O)Nc2cc(C(N)=O)ccc2OC2CCOCC2)cn1,CHEK1,r_group,0.71,3.5,382.4,6.46,-10.58,0.468,0.327,0.702,10
N#Cc1cnc(NC(=O)Nc2cc(C(F)(F)F)ccc2OC2CCOCC2)cn1,CHEK1,r_group,0.802,3.6,407.4,6.47,-10.58,0.439,0.311,0.658,10
CON(C)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,r_group,0.724,2.8,296.3,6.47,-10.58,0.553,0.339,0.829,10
Nc1nccc(-c2[nH]c(-c3ccoc3)nc2-c2ccc(Cl)c(O)c2)n1,BRAF,bioisostere,0.517,3.1,353.8,6.48,-10.58,0.578,0.366,0.866,10
COc1ccc(OC2CCOC2)c(NC(=O)Nc2cnc(C#N)cn2)c1,CHEK1,r_group,0.843,3.2,355.4,6.49,-10.58,0.502,0.367,0.753,10
CC(C)(CN)c1nc(-c2ccc(Cl)c(S)c2)c(-c2ccncc2)[nH]1,BRAF,bioisostere,0.608,3.0,358.9,6.51,-10.58,0.532,0.368,0.798,10
Cl.N#Cc1cnc(NC(=O)Nc2cc[nH]c2)cn1.OC1CCOC1,CHEK1,bioisostere,0.646,3.0,352.8,6.52,-10.58,0.404,0.334,0.606,10
CN(C(N)=O)c1ccc(-c2nc3c(C(N)=O)cccc3[nH]2)cc1,PARP1,r_group,0.685,2.9,309.3,6.53,-10.57,0.527,0.34,0.79,10
Nc1nccc(-c2[nH]c(-c3ccncc3)nc2-c2ccc(Cl)c(O)c2)n1,BRAF,bioisostere,0.512,3.2,364.8,6.53,-10.57,0.539,0.374,0.808,10
COc1ccncc1.O.O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,CHEK1,bioisostere,0.703,3.1,337.4,6.58,-10.57,0.434,0.253,0.651,10
Cl.N#Cc1cnc(NC(=O)Nc2ccncc2)cn1.OC1CCOCC1,CHEK1,bioisostere,0.727,3.2,378.8,6.59,-10.57,0.409,0.34,0.614,10
N#CC(=O)c1cccc2[nH]c(-c3ccc(Cl)cc3)nc12,PARP1,r_group,0.576,2.5,281.7,6.61,-10.57,0.482,0.309,0.723,10
Cl.N#Cc1cnc(NC(=O)Nc2ccncc2)cn1.OC1CCOC1,CHEK1,bioisostere,0.736,3.1,364.8,6.61,-10.57,0.422,0.335,0.633,10
CN(C)c1ccsc1.NC(=O)c1cccc2[nH]cnc12,PARP1,bioisostere,0.76,2.5,288.4,6.61,-10.57,0.403,0.267,0.605,10
Cl.N#Cc1cnc(NC(=O)Nc2ccsc2)cn1.OC1CCOCC1,CHEK1,bioisostere,0.733,3.1,383.9,6.68,-10.56,0.421,0.342,0.632,10
CC1(COc2ccoc2)COC1.Cl.N#Cc1cnc(NC(N)=O)cn1,CHEK1,bioisostere,0.842,3.1,367.8,6.69,-10.56,0.401,0.303,0.601,10
CC1(CSc2ccc(Cl)cc2NC(=O)Nc2cnc(C#N)cn2)COC1,CHEK1,bioisostere,0.755,3.2,389.9,6.75,-10.56,0.506,0.317,0.759,10
COc1cc(-c2cc[nH]c2)ccc1O.NC(=O)/C=C\c1ccc[nH]1,CHEK1,bioisostere,0.554,3.0,325.4,6.76,-10.55,0.418,0.242,0.627,10
CC1COC1.CNc1ccc(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,bioisostere,0.759,3.2,374.8,6.77,-10.55,0.498,0.36,0.747,10
COc1cc[nH]c1.O.O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,CHEK1,bioisostere,0.631,3.0,325.4,6.78,-10.55,0.425,0.254,0.638,10
COc1ccoc1.O.O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,CHEK1,bioisostere,0.708,3.0,326.4,6.78,-10.55,0.403,0.263,0.604,10
CCOC.CNc1ccc(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,bioisostere,0.769,3.1,362.8,6.79,-10.55,0.438,0.346,0.656,10
COc1ccsc1.O.O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,CHEK1,bioisostere,0.699,3.0,342.4,6.82,-10.55,0.418,0.26,0.627,10
CC1(COc2cc[nH]c2)COC1.Cl.N#Cc1cnc(NC(N)=O)cn1,CHEK1,bioisostere,0.752,3.1,366.8,6.82,-10.55,0.403,0.304,0.604,10
CNCC(C)Oc1ccc(Cl)cc1NC(=O)Nc1cnc(C#N)cn1,CHEK1,bioisostere,0.73,3.1,360.8,6.84,-10.55,0.573,0.401,0.859,10
c1ccc(Nc2ncc(-c3ccnc(SC4CCCCC4)n3)s2)nc1,CDK4,bioisostere,0.627,3.1,369.5,6.92,-10.54,0.403,0.205,0.605,10
S=C1NCCc2c(-c3ccccc3Cl)[nH]c3cccc1c23,PARP1,bioisostere,0.655,2.6,312.8,7.26,-10.51,0.543,0.314,0.814,10
S=C1NCCc2c(-c3ccc[nH]3)[nH]c3cccc1c23,PARP1,bioisostere,0.593,2.4,267.4,7.35,-10.5,0.568,0.304,0.851,10
Cl.O=C1NCCc2c(-c3cc[nH]c3)[nH]c3cccc1c23,PARP1,bioisostere,0.633,2.5,287.8,7.37,-10.5,0.596,0.345,0.894,10
Cl.O=C1NCCc2c(-c3ccoc3)[nH]c3cccc1c23,PARP1,bioisostere,0.723,2.5,288.7,7.38,-10.5,0.612,0.341,0.918,10
Cl.O=C1NCCc2c(-c3ccsc3)[nH]c3cccc1c23,PARP1,bioisostere,0.709,2.5,304.8,7.38,-10.5,0.62,0.342,0.93,10
O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(O)cccc1Cl,CDK4,r_group,0.564,3.1,363.8,7.44,-10.5,0.485,0.226,0.728,10
O=C1OCCc2c(-c3ccccc3Cl)[nH]c3cccc1c23,PARP1,bioisostere,0.684,2.6,297.7,7.49,-10.49,0.476,0.298,0.715,10
Cl.O=C1NCCc2c(-c3ccncc3)[nH]c3cccc1c23,PARP1,bioisostere,0.726,2.6,299.8,7.51,-10.49,0.636,0.35,0.954,10
c1ccc(Oc2ncc(-c3ccnc(OC4CCCCC4)n3)s2)nc1,CDK4,bioisostere,0.672,3.1,354.4,7.55,-10.49,0.481,0.265,0.721,10
CCCCC.CNc1nccc(-c2cnc(Nc3ccccn3)s2)n1,CDK4,bioisostere,0.649,3.1,356.5,7.58,-10.49,0.428,0.289,0.642,10
CCc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,CDK4,r_group,0.538,3.0,342.4,7.59,-10.49,0.498,0.264,0.747,10
