chembl_id,name,smiles,target_gene,activity_type,activity_nM,mw,logp,lipinski_violations,is_approved,is_clinical,n_net_targets,net_targets,population_target,est_emax_s,est_emax_r
CHEMBL2181114,CHEMBL2181114,C=C1C(=O)OCC1(C(=O)OCC)C(=O)OCC,ATM,IC50,250.0,242.23,0.21,0,False,False,1,ATM,resistant,0.000801,0.004005
CHEMBL105765,CHEMBL105765,O=C(CCCCCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncccn2)CC1,PARP1,IC50,250.0,501.61,0.14,1,False,False,1,PARP1,resistant,0.000801,0.004005
CHEMBL605114,CHEMBL605114,COc1cccc(-c2ccc(/C=C3\SC(=S)N([C@@H](Cc4ccccc4)C(=O)O)C3=O)cn2)c1OC,MCL1,Kd,250.0,506.61,4.66,1,False,False,1,MCL1,apoptosis,0.001202,0.002804
CHEMBL395019,CHEMBL395019,O=C(C(=O)c1cccc(C(F)(F)F)c1)c1cccc(C(F)(F)F)c1,FOLH1,Ki,250.0,346.23,4.79,0,False,False,1,FOLH1,other,0.002003,0.002003
CHEMBL367294,CHEMBL367294,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CN(C)[C@@H](Cc1ccccc1)C(N)=O)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,255.0,639.71,2.76,1,False,False,1,CD274,immune,0.001992,0.001992
CHEMBL336169,CHEMBL336169,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccco1)Oc1ccc(F)cc1-3,AR,IC50,258.0,373.43,6.58,1,False,False,1,AR,sensitive,0.003971,0.000596
CHEMBL193180,CHEMBL193180,O=C(C(=O)c1cc(F)c(F)c(F)c1)c1cc(F)c(F)c(F)c1,FOLH1,Ki,259.0,318.17,3.59,0,False,False,1,FOLH1,other,0.001983,0.001983
CHEMBL379218,CHEMBL379218,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,MAPK1,Ki,260.0,358.45,3.88,0,False,False,1,MAPK1,sensitive,0.003963,0.000594
CHEMBL113012,CHEMBL113012,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)c1ncc(-c2ccccc2Cl)o1,CD274,Ki,260.0,599.04,3.59,1,False,False,1,CD274,immune,0.001981,0.001981
CHEMBL1084969,CHEMBL1084969,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4sc(N)nc4C)n3)cc2)CC1,CDK4,Ki,264.0,409.52,2.9,0,False,False,1,CDK4,sensitive,0.003946,0.000592
CHEMBL172071,CHEMBL172071,CCS(=O)(=O)NCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C(C)C)cn2)c1Oc1ccccc1OC,CHEK2,Kd,269.15,591.71,3.79,1,False,False,1,CHEK2,resistant,0.000785,0.003925
CHEMBL454646,CHEMBL454646,CC1CNCC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,CDK4,IC50,270.0,394.57,3.91,0,False,False,1,CDK4,sensitive,0.003922,0.000588
CHEMBL205994,CHEMBL205994,N[C@H](CNc1cncc(Nc2cccc3cnccc23)c1)Cc1c[nH]c2ccccc12,AKT1,IC50,270.0,408.51,4.84,0,False,False,1,AKT1,escape_route,0.001569,0.002353
CHEMBL535,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,ATR,Kd,270.0,0.0,0.0,0,False,False,1,ATR,resistant,0.000784,0.003922
CHEMBL514046,CHEMBL514046,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]21CCC(=O)O1,KRAS,IC50,270.0,326.44,4.32,0,False,False,1,KRAS,escape_route,0.001569,0.002353
CHEMBL206198,CHEMBL206198,N[C@H](COc1cc(/C=C/c2ccncc2)cnc1Cl)Cc1c[nH]c2ccccc12,AKT1,IC50,273.0,404.9,4.73,0,False,False,1,AKT1,escape_route,0.001564,0.002346
CHEMBL205415,CHEMBL205415,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1cncc(/C=C/c2ccncc2)c1,AKT1,IC50,278.0,383.46,3.64,0,False,False,1,AKT1,escape_route,0.001556,0.002334
CHEMBL215584,CHEMBL215584,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccccc2C(F)(F)F)s1,KRAS,IC50,280.0,431.48,5.48,1,False,False,1,KRAS,escape_route,0.001553,0.002329
CHEMBL383104,CHEMBL383104,CCCCNC(=O)N1Cc2n[nH]c(NC(=O)Cc3ccc(N4CCCC4)cc3)c2C1,MAPK1,IC50,280.0,410.52,3.02,0,False,False,1,MAPK1,sensitive,0.003882,0.000582
CHEMBL383254,CHEMBL383254,NCC(c1ccccc1)c1cncc(/C=C/c2ccncc2)c1,AKT1,IC50,284.0,301.39,3.74,0,False,False,1,AKT1,escape_route,0.001547,0.00232
CHEMBL335198,CHEMBL335198,NC(=O)c1cccc2[nH]c(-c3ccc(C(=O)O)cc3)nc12,PARP1,Ki,290.0,281.27,2.03,0,False,False,1,PARP1,resistant,0.000769,0.003844
CHEMBL467394,CHEMBL467394,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5cn[nH]c5)cc43)nc2C1,PIK3CB,IC50,298.0,380.47,4.22,0,False,False,1,PIK3CB,escape_route,0.001526,0.002289
CHEMBL449084,CHEMBL449084,COc1ccc(C(=O)CNC(=O)CCn2c3c(c(=O)[nH]c2=O)CCCC3)cc1,PARP1,IC50,300.0,385.42,0.81,0,False,False,1,PARP1,resistant,0.000761,0.003807
CHEMBL364812,CHEMBL364812,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)C#Cc1ccccc1Cl,KRAS,IC50,300.0,339.82,3.07,0,False,False,1,KRAS,escape_route,0.001523,0.002284
CHEMBL212754,CHEMBL212754,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2cccnc2)s1,KRAS,IC50,300.0,364.47,3.86,0,False,False,1,KRAS,escape_route,0.001523,0.002284
CHEMBL411747,CHEMBL411747,CSCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O,BCL2,IC50,300.0,3117.51,0.0,1,False,False,1,BCL2,apoptosis,0.001142,0.002665
CHEMBL98350,CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,PIK3CB,IC50,306.0,0.0,0.0,0,False,False,1,PIK3CB,escape_route,0.001514,0.002271
CHEMBL512834,CHEMBL512834,Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)CC(C)(C)C4)CCO3)cn1,PIK3CB,IC50,308.0,405.52,5.2,1,False,False,1,PIK3CB,escape_route,0.001511,0.002267
CHEMBL155396,CHEMBL155396,CCCCCC[S+]([O-])CC(=O)C(F)(F)F,FOLH1,IC50,309.03,244.28,2.45,0,False,False,1,FOLH1,other,0.001887,0.001887
CHEMBL259551,CHEMBL259551,Nc1n[nH]c2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,MAPK1,Ki,310.0,327.35,2.92,0,False,False,1,MAPK1,sensitive,0.003772,0.000566
CHEMBL258819,CHEMBL258819,O=C(c1ccc(Oc2ccccc2)cc1)c1cc(C(=O)c2nc3ccccc3s2)c(O)c(O)c1O,MCL1,IC50,310.0,483.5,5.67,1,False,False,1,MCL1,apoptosis,0.001131,0.00264
CHEMBL3641916,CHEMBL3641916,C[C@@H](O)Cn1c2cnccc2c2cnc(Nc3ccc(N4CCC(N(C)C)CC4)cn3)nc21,CDK6,IC50,314.0,446.56,3.03,0,False,False,1,CDK6,sensitive,0.003758,0.000564
CHEMBL1213120,CHEMBL1213120,CC(C)n1nc(C#Cc2cccc(O)c2)c2c(N)ncnc21,PIK3CB,IC50,316.0,293.33,2.09,0,False,False,1,PIK3CB,escape_route,0.0015,0.00225
CHEMBL286684,CHEMBL286684,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NCCC3,AR,EC50,317.0,268.24,3.32,0,False,False,1,AR,sensitive,0.003747,0.000562
CHEMBL205410,CHEMBL205410,N#Cc1cccc(C[C@H](N)COc2cncc(/C=C/c3ccncc3)c2)c1,AKT1,IC50,320.0,356.43,3.47,0,False,False,1,AKT1,escape_route,0.001495,0.002242
CHEMBL1766765,CHEMBL1766765,N#Cc1ccccc1-c1cnc(N)c(C(=O)Nc2ccccc2)n1,ATM,IC50,320.0,315.34,2.85,0,False,False,1,ATM,resistant,0.000747,0.003737
CHEMBL188755,CHEMBL188755,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)C#Cc1ccccc1F,KRAS,IC50,320.0,323.37,2.55,0,False,False,1,KRAS,escape_route,0.001495,0.002242
CHEMBL215897,CHEMBL215897,Cc1cc(-c2ccccc2)c([C@@H](O)[C@H]2[C@@H](c3ccccc3)CC(=O)N2C)s1,KRAS,IC50,320.0,377.51,4.77,0,False,False,1,KRAS,escape_route,0.001495,0.002242
CHEMBL371270,CHEMBL371270,COc1ccc2c(c1)Oc1ncnc(Nc3cnc(NC(=O)c4cccc(F)c4)nc3)c1NC2,AURKA,IC50,320.0,459.44,4.13,0,False,False,1,AURKA,resistant,0.000747,0.003737
CHEMBL51483,CHEMBL51483,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,BCL2,Ki,320.0,0.0,0.0,0,False,False,2,BCL2;MCL1,apoptosis,0.001121,0.002616
CHEMBL205871,CHEMBL205871,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1cccc2ccccc12,AKT1,IC50,324.0,381.48,4.75,0,False,False,1,AKT1,escape_route,0.001489,0.002234
CHEMBL467395,CHEMBL467395,Cc1nc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)c[nH]1,PIK3CB,IC50,325.0,395.49,3.44,0,False,False,1,PIK3CB,escape_route,0.001488,0.002232
CHEMBL4866319,CHEMBL4866319,Cc1c(Cn2cccn2)c(-c2cc(Cl)nc(N)n2)nn1C,EZH2,IC50,325.0,303.76,1.67,0,False,False,1,EZH2,resistant,0.000744,0.00372
CHEMBL378800,CHEMBL378800,CCC(C)C(C(=O)Nc1cc(OC)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl)c1ccccc1,CHEK1,IC50,328.0,492.97,5.42,1,False,False,1,CHEK1,resistant,0.000742,0.00371
CHEMBL208652,CHEMBL208652,O=C1NC(=O)/C(=C/c2ccc(-c3ccccc3O)o2)S1,PIK3CA,IC50,330.0,287.3,2.98,0,False,False,1,PIK3CA,escape_route,0.001481,0.002222
CHEMBL212862,CHEMBL212862,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(Sc2ccccc2)s1,KRAS,IC50,330.0,395.55,4.95,0,False,False,1,KRAS,escape_route,0.001481,0.002222
CHEMBL373448,CHEMBL373448,O=C(NCCc1cccnc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,330.0,391.86,4.09,0,False,False,1,MAPK1,sensitive,0.003704,0.000556
CHEMBL199765,CHEMBL199765,COc1ccc2c(c1)Oc1ncnc(Nc3cnc(NC(=O)c4ccc(F)cc4)nc3)c1NC2,AURKA,IC50,330.0,459.44,4.13,0,False,False,1,AURKA,resistant,0.000741,0.003704
CHEMBL348495,CHEMBL348495,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCOCCOCCOCc1ccc(O)c(C(N)=O)c1,AR,IC50,332.0,578.54,3.18,1,False,False,1,AR,sensitive,0.003697,0.000555
CHEMBL504616,CHEMBL504616,Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)CC(C)(C)C4)CCO3)cn1,PIK3CB,IC50,336.0,394.5,4.23,0,False,False,1,PIK3CB,escape_route,0.001474,0.00221
CHEMBL1084454,CHEMBL1084454,Cc1nc(C)c(-c2ccnc(Nc3ccc(N)cc3)n2)s1,CDK4,Ki,337.0,297.39,3.54,0,False,False,1,CDK4,sensitive,0.003681,0.000552
CHEMBL68215,CHEMBL68215,Oc1ccc(-c2[nH]c(-c3ccccc3)nc2-c2ccncc2)cc1,BRAF,IC50,339.0,313.36,4.51,0,False,False,1,BRAF,escape_route,0.00147,0.002205
CHEMBL3641908,CHEMBL3641908,CN(C)C1CCN(c2ccc(Nc3ncc4c5ccncc5n([C@@H]5CCNC5)c4n3)nc2)CC1,CDK6,IC50,340.0,457.59,3.18,0,False,False,1,CDK6,sensitive,0.003671,0.000551
CHEMBL209159,CHEMBL209159,O=C1NC(=O)/C(=C/c2ccc(-c3cc(F)cc(F)c3O)s2)S1,PIK3CA,IC50,340.0,339.34,3.72,0,False,False,1,PIK3CA,escape_route,0.001469,0.002203
CHEMBL393525,CHEMBL393525,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12,PIK3CB,IC50,340.0,452.29,2.97,0,False,False,1,PIK3CB,escape_route,0.001469,0.002203
CHEMBL215743,CHEMBL215743,COc1cccc(-c2ccc([C@@H](O)[C@H]3[C@@H](c4ccccc4)CC(=O)N3C)s2)c1,KRAS,IC50,340.0,393.51,4.47,0,False,False,1,KRAS,escape_route,0.001469,0.002203
CHEMBL259033,CHEMBL259033,CC(C)C(=O)c1cc(C(=O)c2ccc(Oc3ccccc3)cc2)c(O)c(O)c1O,MCL1,Ki,340.0,392.41,4.67,0,False,False,1,MCL1,apoptosis,0.001101,0.00257
CHEMBL4864843,CHEMBL4864843,Cn1cc(Cc2ccc(F)cc2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,IC50,342.0,317.75,2.84,0,False,False,1,EZH2,resistant,0.000733,0.003665
CHEMBL347556,CHEMBL347556,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCOCCN1CCN(CCOCc2ccc(O)c(C(N)=O)c2)CC1,AR,IC50,346.0,646.67,2.78,1,False,False,1,AR,sensitive,0.003652,0.000548
CHEMBL1083150,CHEMBL1083150,CNc1ccc(Nc2nccc(-c3sc(C)nc3C)n2)cc1,CDK4,Ki,348.0,311.41,4.0,0,False,False,1,CDK4,sensitive,0.003646,0.000547
CHEMBL215205,CHEMBL215205,Nc1n[nH]c(N)c1/N=N/c1ccc(O)cc1,CDK4,IC50,350.0,218.22,1.7,0,False,False,1,CDK4,sensitive,0.00364,0.000546
CHEMBL265164,CHEMBL265164,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CSSC[C@H](N)C(=O)N[C@@H](CO)C(=O)NCCCCC(=O)N[C@H](C(C)C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,CHEK2,IC50,350.0,1595.91,0.0,1,False,False,1,CHEK2,resistant,0.000728,0.00364
CHEMBL4867202,CHEMBL4867202,COc1cccc(Cc2cn(C)nc2-c2cc(Cl)nc(N)n2)c1,EZH2,IC50,351.0,329.79,2.71,0,False,False,1,EZH2,resistant,0.000727,0.003637
CHEMBL365392,CHEMBL365392,O=C(C(=O)c1ccccc1Cl)c1ccccc1Cl,FOLH1,Ki,353.0,279.12,4.06,0,False,False,1,FOLH1,other,0.001815,0.001815
CHEMBL384575,CHEMBL384575,CO[C@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,AURKA,IC50,354.0,474.57,2.64,0,False,False,1,AURKA,resistant,0.000725,0.003627
CHEMBL496567,CHEMBL496567,CC(C)(C)c1cnc(CSc2cnc(N[C@H]3CC[C@H](N)CC3)s2)o1,CDK4,IC50,355.0,366.56,4.4,0,False,False,1,CDK4,sensitive,0.003624,0.000544
CHEMBL1202525,CHEMBL1202525,COc1ccc(O)c(C(=O)c2ccc(CO[C@@H]3CCCNCC3NC(=O)c3ccncc3)cc2)c1F.Cl.Cl,AKT1,IC50,355.0,566.46,3.23,1,False,False,1,AKT1,escape_route,0.00145,0.002175
CHEMBL381808,CHEMBL381808,N[C@@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,AKT1,IC50,360.0,370.46,4.08,0,False,False,1,AKT1,escape_route,0.001444,0.002166
CHEMBL171950,CHEMBL171950,CCCS(=O)(=O)NCCOc1nc(C2CC2)nc(NS(=O)(=O)c2ccc(C(C)C)cn2)c1Oc1ccccc1OC,CHEK2,Kd,363.08,605.74,4.18,1,False,False,1,CHEK2,resistant,0.00072,0.0036
CHEMBL454645,CHEMBL454645,CC1CCC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)CN1,CDK4,IC50,370.0,394.57,4.05,0,False,False,1,CDK4,sensitive,0.003579,0.000537
CHEMBL361081,CHEMBL361081,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)C#Cc1cccc(N)c1,KRAS,IC50,370.0,320.39,2.0,0,False,False,1,KRAS,escape_route,0.001432,0.002148
CHEMBL512648,CHEMBL512648,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5cccnc5)cc43)nc2C1,PIK3CB,IC50,376.0,391.5,4.89,0,False,False,1,PIK3CB,escape_route,0.001425,0.002137
CHEMBL1766801,CHEMBL1766801,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3nc4ccccc4[nH]3)n2)cc1,ATM,IC50,380.0,365.42,2.67,0,False,False,1,ATM,resistant,0.00071,0.003551
CHEMBL386312,CHEMBL386312,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@H](O)c1ccc(-c2ccc(C(=O)O)cc2)s1,KRAS,IC50,380.0,407.49,4.16,0,False,False,1,KRAS,escape_route,0.00142,0.00213
CHEMBL380946,CHEMBL380946,CCCCNC(=O)N1Cc2n[nH]c(NC(=O)[C@@H](C)c3ccc4ccccc4c3)c2C1,MAPK1,IC50,380.0,405.5,4.13,0,False,False,1,MAPK1,sensitive,0.003551,0.000533
CHEMBL270268,CHEMBL270268,CC(C)c1cc(C(=O)c2ccc(Oc3ccccc3)cc2)c(O)c(O)c1O,MCL1,Ki,380.0,364.4,4.95,0,False,False,1,MCL1,apoptosis,0.001065,0.002485
CHEMBL195713,CHEMBL195713,O=C(C(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1c(F)c(F)c(F)c(F)c1F,FOLH1,Ki,380.0,472.41,6.71,1,False,False,1,FOLH1,other,0.001775,0.001775
CHEMBL272197,CHEMBL272197,CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CC,PIK3CA,IC50,382.0,503.59,2.59,1,False,False,1,PIK3CA,escape_route,0.001418,0.002127
CHEMBL5219159,CHEMBL5219159,Cn1cc(Cc2cccc(Cl)c2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,IC50,389.0,334.21,3.36,0,False,False,1,EZH2,resistant,0.000705,0.003525
CHEMBL439514,CHEMBL439514,CC(C)NC(=O)N1Cc2n[nH]c(NC(=O)c3ccc4c(c3)OCO4)c2C1,AURKA,IC50,390.0,357.37,1.82,0,False,False,1,AURKA,resistant,0.000704,0.003522
CHEMBL4874288,CHEMBL4874288,Cn1cc(Cc2cccc(F)c2)c(-c2cc(Cl)nc(N)n2)n1,EZH2,IC50,392.0,317.75,2.84,0,False,False,1,EZH2,resistant,0.000703,0.003517
CHEMBL382590,ANILINOQUINAZOLINE1,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,AURKA,IC50,393.0,400.44,4.64,0,False,False,1,AURKA,resistant,0.000703,0.003514
CHEMBL498200,CHEMBL498200,Nc1nccc(-c2cc3c([nH]2)C(CCC(F)(F)F)CNC3=O)n1,CDK4,IC50,395.0,325.29,2.22,0,False,False,1,CDK4,sensitive,0.003509,0.000526
CHEMBL172549,CHEMBL172549,CCC(C(=O)NC(CC(=O)O)C(=O)Cn1ccc(=O)cc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,395.0,556.58,2.6,1,False,False,1,CD274,immune,0.001754,0.001754
CHEMBL191796,CHEMBL191796,O=C(C(=O)c1cccc([N+](=O)[O-])c1)c1cccc([N+](=O)[O-])c1,FOLH1,Ki,397.0,300.23,2.57,0,False,False,1,FOLH1,other,0.001752,0.001752
CHEMBL1973013,CHEMBL1973013,Cc1cnc(Nc2nc(NC(C)C)ncc2Br)s1,CDK4,Ki,398.11,328.24,3.57,0,False,False,1,CDK4,sensitive,0.0035,0.000525
CHEMBL390623,CHEMBL390623,Oc1ccccc1-c1nc(N2CCOCC2)c2oc3ncccc3c2n1,PIK3CA,IC50,400.0,348.36,2.98,0,False,False,1,PIK3CA,escape_route,0.001398,0.002097
CHEMBL2143829,CHEMBL2143829,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,ATM,IC50,400.0,349.35,1.87,0,False,False,1,ATM,resistant,0.000699,0.003495
CHEMBL110681,CHEMBL110681,CN(CC(=O)c1ccc2ccccc2c1)C(=O)CCn1c2c(c(=O)[nH]c1=O)CCCC2,PARP1,IC50,400.0,419.48,2.3,0,False,False,1,PARP1,resistant,0.000699,0.003495
CHEMBL188290,CHEMBL188290,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)c1cccs1,KRAS,IC50,400.0,287.38,2.8,0,False,False,1,KRAS,escape_route,0.001398,0.002097
CHEMBL89223,CHEMBL89223,Nc1nc(=O)n([C@@H]2C=C[C@H](CO)S2)cc1F,MAP2K1,IC50,400.0,243.26,0.13,0,False,False,1,MAP2K1,sensitive,0.003495,0.000524
CHEMBL389660,CHEMBL389660,Cc1oc2c(CC(C)C)c(O)c(O)c(O)c2c(=O)c1-c1ccccc1,MCL1,Ki,400.0,340.38,4.08,0,False,False,1,MCL1,apoptosis,0.001048,0.002446
CHEMBL1082152,CHEMBL1082152,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,CDK4,Kd,410.0,409.42,1.65,0,False,False,1,CDK4,sensitive,0.003468,0.00052
CHEMBL173528,CHEMBL173528,CCC(C(=O)NC(CC(=O)O)C(=O)CN1CCNCC1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O,CD274,Ki,410.0,547.61,1.64,1,False,False,1,CD274,immune,0.001734,0.001734
CHEMBL409227,CHEMBL409227,CSCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O,BCL2,IC50,410.0,3001.38,0.0,1,False,False,1,BCL2,apoptosis,0.00104,0.002428
CHEMBL1610008,CHEMBL1610008,O=C(O)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,MCL1,IC50,416.66,478.46,6.02,1,False,False,1,MCL1,apoptosis,0.001035,0.002415
CHEMBL188252,CHEMBL188252,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)c1cccc(-c2ccccc2)c1,KRAS,IC50,420.0,357.45,4.4,0,False,False,1,KRAS,escape_route,0.001377,0.002065
CHEMBL188447,CHEMBL188447,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)C#Cc1ccccc1,KRAS,IC50,430.0,305.38,2.41,0,False,False,1,KRAS,escape_route,0.001367,0.00205
CHEMBL219683,CHEMBL219683,O=C(NCC1CCCO1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,430.0,370.84,3.63,0,False,False,1,MAPK1,sensitive,0.003416,0.000512
CHEMBL272265,CHEMBL272265,N#CCc1ccc(-n2cnc3cnc4ccc(C#Cc5cccnc5)cc4c32)cc1,PIK3CB,IC50,432.0,385.43,4.43,0,False,False,1,PIK3CB,escape_route,0.001365,0.002047
CHEMBL3210158,CHEMBL3210158,CCCCN(CC)CC/N=c1/c(N2CCN(C(=O)OCC)CC2)c(O)c1=O,MCL1,IC50,433.42,380.49,0.93,0,False,False,1,MCL1,apoptosis,0.001022,0.002385
CHEMBL5219933,CHEMBL5219933,COC(=O)c1cccc(Cc2cn(C)nc2-c2cc(Cl)nc(N)n2)c1,EZH2,IC50,436.0,357.8,2.49,0,False,False,1,EZH2,resistant,0.00068,0.003401
CHEMBL335996,CHEMBL335996,COc1ccccc1/C=C1\Oc2ccc(F)cc2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR,Ki,439.0,413.49,7.0,1,False,False,1,AR,sensitive,0.003394,0.000509
CHEMBL88019,CHEMBL88019,O=C(O)c1cc(Cn2nc(-c3ccccc3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)on1,CHEK2,IC50,440.0,481.85,3.96,0,False,False,1,CHEK2,resistant,0.000678,0.003391
CHEMBL188676,CHEMBL188676,CN1C(=O)C[C@H](c2ccccc2)[C@@H]1[C@@H](O)c1ccc(Cl)c(Cl)c1,KRAS,IC50,440.0,350.25,4.04,0,False,False,1,KRAS,escape_route,0.001357,0.002035
CHEMBL373797,CHEMBL373797,CN(Cc1ccccc1)C(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,MAPK1,Ki,440.0,390.87,5.0,0,False,False,1,MAPK1,sensitive,0.003391,0.000509
CHEMBL204555,CHEMBL204555,Cc1ccc(C(=O)Nc2[nH]nc3c2CN(C(=O)c2cccc4cccnc24)C3)cc1,AURKA,IC50,440.0,397.44,3.67,0,False,False,1,AURKA,resistant,0.000678,0.003391
